,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3869,Asparagus,2014-05-18,$1.92,$3.36,$3.37,$3.87,$3.49,83.46%
3870,Avocados,2014-05-18,$0.81,$1.66,$1.68,$1.18,$1.54,87.04%
3871,Broccoli Bunches,2014-05-18,$0.91,$2.30,$1.97,$1.59,$2.56,131.32%
3872,Broccoli Crowns,2014-05-18,$0.62,$1.42,$1.75,$1.84,$1.99,182.26%
3873,Cantaloupe,2014-05-18,$0.67,$2.49,$2.87,$2.63,$2.25,282.09%
3874,Carrots,2014-05-18,$0.28,$0.91,$0.87,$0.96,$1.07,240.18%
3875,Asparagus,2014-05-11,$1.99,$3.11,$2.92,$3.87,$3.99,74.50%
3876,Oranges,2014-05-11,$0.53,$1.52,$1.38,$1.47,$1.70,186.32%
3877,Avocados,2014-05-11,$0.83,$1.53,$1.68,$1.52,$1.71,93.98%
3878,Potatoes,2014-05-11,$1.23,$4.70,$3.99,$3.99,$0.00,157.72%
3879,Broccoli Bunches,2014-05-11,$0.96,$2.43,$1.97,$1.59,$2.49,120.83%
3880,Red Leaf Lettuce,2014-05-11,$0.70,$1.99,$1.63,$1.22,$1.75,135.36%
3881,Broccoli Crowns,2014-05-11,$0.73,$1.54,$1.78,$1.82,$1.79,137.33%
3882,Romaine Lettuce,2014-05-11,$0.73,$1.96,$1.90,$1.24,$2.33,154.45%
3883,Cantaloupe,2014-05-11,$0.50,$2.34,$2.57,$2.60,$2.62,406.50%
3884,Strawberries,2014-05-11,$1.19,$2.34,$2.29,$2.87,$2.12,102.10%
3885,Carrots,2014-05-11,$0.28,$0.91,$0.87,$0.96,$1.37,266.96%
3886,Cauliflower,2014-05-11,$2.37,$3.15,$4.37,$3.23,$4.82,64.24%
3887,Celery,2014-05-11,$0.38,$1.55,$1.69,$1.72,$1.92,352.63%
3888,Flame Grapes,2014-05-11,$1.22,$3.24,$2.62,$2.62,$2.49,124.80%
3889,Green Leaf Lettuce,2014-05-11,$0.70,$1.91,$1.42,$1.22,$1.61,120.00%
3890,Iceberg Lettuce,2014-05-11,$0.51,$1.40,$1.30,$1.22,$1.74,177.45%
3891,Cauliflower,2014-05-04,$1.93,$3.15,$3.20,$3.23,$4.36,80.57%
3892,Celery,2014-05-04,$0.37,$1.55,$1.69,$1.72,$1.92,364.86%
3893,Flame Grapes,2014-05-04,$1.33,$3.24,$3.19,$3.87,$2.94,148.87%
3894,Green Leaf Lettuce,2014-05-04,$0.33,$1.79,$1.42,$1.22,$1.76,368.94%
3895,Iceberg Lettuce,2014-05-04,$0.33,$1.40,$1.20,$1.22,$1.92,334.85%
3896,Asparagus,2014-05-04,$1.97,$3.36,$2.92,$3.87,$3.99,79.44%
3897,Oranges,2014-05-04,$0.53,$1.57,$1.38,$1.32,$1.82,187.26%
3898,Avocados,2014-05-04,$0.81,$1.41,$1.33,$1.12,$1.71,71.91%
3899,Potatoes,2014-05-04,$1.33,$5.06,$3.64,$3.99,$0.00,138.53%
