,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4340,Strawberries,2013-09-01,$1.56,$3.09,$2.50,$2.99,$4.32,106.73%
4341,Cantaloupe,2013-09-01,$0.77,$2.37,$2.74,$2.60,$2.49,231.17%
4342,Thompson Grapes,2013-09-01,$0.78,$2.01,$2.04,$2.12,$2.36,173.40%
4343,Carrots,2013-09-01,$0.30,$0.91,$0.87,$0.96,$1.42,246.67%
4344,Cauliflower,2013-09-01,$0.64,$3.30,$3.37,$3.25,$3.99,443.36%
4345,Celery,2013-09-01,$0.37,$1.47,$1.69,$1.59,$2.04,358.78%
4346,Flame Grapes,2013-09-01,$0.84,$2.09,$1.99,$2.37,$2.49,166.07%
4347,Green Leaf Lettuce,2013-09-01,$0.52,$1.91,$1.55,$1.54,$1.71,222.60%
4348,Honeydews,2013-09-01,$0.96,$3.39,$3.87,$1.86,$4.24,247.92%
4349,Flame Grapes,2013-08-25,$0.82,$1.81,$1.86,$2.12,$2.36,148.48%
4350,Green Leaf Lettuce,2013-08-25,$0.53,$2.29,$1.55,$1.47,$1.65,228.30%
4351,Honeydews,2013-08-25,$0.96,$3.39,$3.87,$2.59,$4.74,279.95%
4352,Iceberg Lettuce,2013-08-25,$0.37,$1.62,$1.47,$1.29,$2.12,339.19%
4353,Nectarines,2013-08-25,$0.42,$1.99,$1.74,$1.49,$1.64,308.33%
4354,Broccoli Bunches,2013-08-25,$0.68,$2.49,$2.44,$1.42,$2.29,217.65%
4355,Peaches,2013-08-25,$0.42,$0.00,$1.74,$1.49,$0.00,92.26%
4356,Broccoli Crowns,2013-08-25,$0.52,$1.99,$1.70,$1.77,$2.16,266.35%
4357,Plums,2013-08-25,$0.54,$0.00,$1.74,$1.62,$1.74,136.11%
4358,Cantaloupe,2013-08-25,$0.60,$2.24,$2.62,$2.21,$2.99,319.17%
4359,Red Leaf Lettuce,2013-08-25,$0.48,$2.24,$1.68,$1.47,$1.79,273.96%
4360,Carrots,2013-08-25,$0.30,$0.91,$0.84,$0.96,$1.39,241.67%
4361,Romaine Lettuce,2013-08-25,$0.39,$1.99,$1.91,$1.49,$2.43,401.28%
4362,Cauliflower,2013-08-25,$1.03,$3.23,$3.37,$3.43,$3.99,240.29%
4363,Strawberries,2013-08-25,$1.44,$3.09,$2.41,$2.99,$4.37,123.26%
4364,Celery,2013-08-25,$0.35,$1.55,$1.69,$1.79,$2.04,405.00%
4365,Thompson Grapes,2013-08-25,$0.77,$1.84,$1.86,$2.09,$2.36,164.61%
4366,Avocados,2013-08-25,$0.84,$1.24,$1.51,$1.05,$1.89,69.35%
4367,Plums,2013-08-18,$0.50,$0.00,$1.92,$1.49,$1.82,161.50%
4368,Cantaloupe,2013-08-18,$0.52,$2.24,$2.66,$2.32,$2.36,360.58%
4369,Red Leaf Lettuce,2013-08-18,$0.33,$1.84,$1.56,$1.52,$1.79,408.33%
4370,Carrots,2013-08-18,$0.30,$0.94,$0.87,$0.96,$1.44,250.83%
4371,Romaine Lettuce,2013-08-18,$0.36,$2.09,$1.98,$1.54,$2.49,462.50%
4372,Cauliflower,2013-08-18,$1.48,$3.23,$3.37,$3.43,$4.24,141.05%
4373,Strawberries,2013-08-18,$1.38,$2.62,$2.38,$2.87,$3.24,101.27%
4374,Celery,2013-08-18,$0.35,$1.65,$1.57,$1.79,$2.04,403.57%
4375,Flame Grapes,2013-08-18,$0.82,$1.94,$2.22,$2.49,$2.61,182.32%
4376,Green Leaf Lettuce,2013-08-18,$0.36,$1.89,$1.48,$1.52,$1.65,354.17%
4377,Honeydews,2013-08-18,$0.96,$3.39,$3.99,$2.42,$3.61,249.22%
4378,Iceberg Lettuce,2013-08-18,$0.43,$1.81,$1.67,$1.14,$2.24,298.84%
4379,Avocados,2013-08-18,$0.81,$1.24,$1.27,$0.97,$1.91,66.36%
4380,Nectarines,2013-08-18,$0.42,$1.69,$1.74,$1.49,$1.74,296.43%
4381,Broccoli Bunches,2013-08-18,$1.04,$2.39,$1.99,$1.42,$2.49,99.28%
4382,Peaches,2013-08-18,$0.42,$0.00,$1.66,$1.49,$0.00,87.50%
4383,Broccoli Crowns,2013-08-18,$0.83,$1.94,$1.70,$1.77,$1.82,117.77%
4384,Iceberg Lettuce,2013-08-11,$0.69,$1.66,$1.49,$1.34,$2.37,148.55%
4385,Avocados,2013-08-11,$0.79,$1.16,$1.06,$1.12,$1.91,66.14%
4386,Nectarines,2013-08-11,$0.42,$1.69,$1.87,$1.49,$1.49,289.29%
4387,Broccoli Bunches,2013-08-11,$1.22,$2.49,$2.29,$1.42,$2.66,81.56%
4388,Peaches,2013-08-11,$0.42,$0.00,$1.87,$1.37,$0.00,92.86%
4389,Broccoli Crowns,2013-08-11,$1.02,$1.79,$1.63,$1.79,$2.12,79.66%
4390,Plums,2013-08-11,$0.50,$1.84,$1.62,$1.74,$1.74,247.00%
4391,Cantaloupe,2013-08-11,$0.69,$2.24,$2.16,$2.47,$2.24,230.07%
4392,Red Leaf Lettuce,2013-08-11,$0.35,$1.99,$1.52,$1.52,$1.79,387.14%
4393,Carrots,2013-08-11,$0.16,$0.94,$0.84,$0.96,$1.44,553.13%
4394,Romaine Lettuce,2013-08-11,$0.37,$2.09,$1.76,$1.54,$2.43,428.38%
4395,Cauliflower,2013-08-11,$1.49,$3.18,$3.37,$3.43,$4.24,138.59%
4396,Strawberries,2013-08-11,$1.22,$2.16,$2.66,$2.87,$3.74,134.22%
4397,Celery,2013-08-11,$0.34,$1.65,$1.62,$1.79,$2.04,422.06%
4398,Thompson Grapes,2013-08-11,$0.79,$1.94,$1.78,$2.12,$2.36,159.49%
4399,Flame Grapes,2013-08-11,$0.77,$1.94,$1.72,$2.12,$2.36,164.29%
