,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4566,Honeydews,2013-06-02,$0.96,$2.99,$3.99,$3.25,$8.92,398.70%
4567,Iceberg Lettuce,2013-06-02,$0.46,$1.51,$1.29,$1.24,$1.74,214.13%
4568,Avocados,2013-06-02,$0.77,$1.22,$1.32,$1.19,$1.54,71.10%
4569,Nectarines,2013-06-02,$0.70,$0.00,$2.61,$1.87,$0.00,60.00%
4570,Broccoli Bunches,2013-06-02,$0.84,$2.58,$1.75,$0.99,$2.62,136.31%
4571,Oranges,2013-06-02,$0.52,$1.36,$1.36,$1.19,$1.77,173.08%
4572,Broccoli Crowns,2013-06-02,$0.65,$1.44,$1.69,$1.49,$2.12,159.23%
4573,Peaches,2013-06-02,$0.66,$0.00,$2.61,$2.12,$0.00,79.17%
4574,Cantaloupe,2013-06-02,$0.56,$2.26,$2.84,$3.00,$2.86,389.29%
4575,Potatoes,2013-06-02,$0.70,$4.12,$3.25,$3.49,$0.00,287.86%
4576,Carrots,2013-06-02,$0.30,$0.91,$0.92,$0.84,$1.44,242.50%
4577,Red Leaf Lettuce,2013-06-02,$0.26,$1.83,$1.57,$1.32,$1.57,504.81%
4578,Cauliflower,2013-06-02,$1.26,$2.88,$3.01,$3.20,$3.49,149.60%
4579,Celery,2013-06-02,$0.53,$2.01,$1.89,$1.72,$2.62,288.68%
4580,Flame Grapes,2013-06-02,$0.92,$2.65,$2.74,$1.93,$2.61,169.84%
4581,Green Leaf Lettuce,2013-06-02,$0.27,$1.72,$1.45,$1.32,$1.44,449.07%
4582,Cantaloupe,2013-05-26,$0.54,$2.34,$2.87,$2.75,$2.86,400.93%
4583,Romaine Lettuce,2013-05-26,$0.27,$2.16,$1.97,$1.39,$1.70,568.52%
4584,Carrots,2013-05-26,$0.30,$0.91,$0.94,$0.84,$1.44,244.17%
4585,Strawberries,2013-05-26,$0.97,$2.04,$2.62,$2.12,$2.61,142.01%
4586,Cauliflower,2013-05-26,$1.23,$2.75,$3.32,$2.88,$3.37,150.41%
4587,Celery,2013-05-26,$0.80,$2.01,$1.89,$1.74,$2.66,159.38%
4588,Flame Grapes,2013-05-26,$1.03,$2.69,$2.49,$2.74,$2.99,164.81%
4589,Green Leaf Lettuce,2013-05-26,$0.26,$1.69,$1.49,$1.32,$1.55,481.73%
4590,Honeydews,2013-05-26,$1.19,$3.19,$4.24,$2.97,$4.74,218.07%
4591,Iceberg Lettuce,2013-05-26,$0.28,$1.51,$1.42,$1.24,$1.92,443.75%
4592,Avocados,2013-05-26,$0.78,$1.22,$1.25,$1.38,$1.39,67.95%
4593,Oranges,2013-05-26,$0.51,$1.31,$1.42,$1.14,$1.66,171.08%
4594,Broccoli Bunches,2013-05-26,$0.89,$2.60,$2.20,$1.12,$2.66,141.01%
4595,Potatoes,2013-05-26,$0.70,$3.69,$3.49,$3.49,$0.00,281.07%
4596,Broccoli Crowns,2013-05-26,$0.66,$1.86,$1.42,$1.59,$1.87,155.30%
4597,Red Leaf Lettuce,2013-05-26,$0.26,$1.83,$1.68,$1.32,$1.68,525.96%
4598,Honeydews,2013-05-19,$1.46,$3.19,$4.99,$2.97,$4.74,172.09%
4599,Iceberg Lettuce,2013-05-19,$0.30,$1.39,$1.29,$1.24,$1.92,386.67%
