,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3655,Cantaloupe,2014-08-03,$0.38,$2.24,$2.31,$2.22,$2.24,492.76%
3656,Plums,2014-08-03,$0.71,$2.19,$2.12,$1.99,$1.99,191.90%
3657,Carrots,2014-08-03,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3658,Potatoes,2014-08-03,$0.00,$4.62,$3.92,$4.32,$5.99,0.00%
3659,Cauliflower,2014-08-03,$0.62,$3.35,$2.93,$3.23,$4.12,449.60%
3660,Red Leaf Lettuce,2014-08-03,$0.27,$1.69,$1.45,$1.34,$1.68,470.37%
3661,Celery,2014-08-03,$0.38,$1.60,$1.64,$1.72,$1.92,352.63%
3662,Romaine Lettuce,2014-08-03,$0.56,$2.16,$1.37,$1.37,$1.86,201.79%
3663,Flame Grapes,2014-08-03,$0.88,$2.24,$1.91,$1.66,$2.99,150.00%
3664,Strawberries,2014-08-03,$0.91,$2.48,$1.87,$2.50,$3.24,177.20%
3665,Green Leaf Lettuce,2014-08-03,$0.35,$1.78,$1.32,$1.34,$1.55,327.86%
3666,Carrots,2014-08-10,$0.26,$0.96,$0.89,$0.96,$1.07,273.08%
3667,Avocados,2014-08-10,$0.79,$1.48,$1.23,$1.17,$1.16,59.49%
3668,Broccoli Bunches,2014-08-10,$0.97,$2.19,$1.69,$1.29,$2.32,93.04%
3669,Broccoli Crowns,2014-08-10,$0.91,$1.54,$1.83,$1.77,$2.02,96.70%
3670,Cantaloupe,2014-08-10,$0.52,$2.37,$2.52,$1.45,$2.61,330.29%
3671,Cantaloupe,2014-08-03,$0.38,$2.24,$2.31,$2.22,$2.24,492.76%
3672,Plums,2014-08-03,$0.71,$2.19,$2.12,$1.99,$1.99,191.90%
3673,Carrots,2014-08-03,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3674,Potatoes,2014-08-03,$0.00,$4.62,$3.92,$4.32,$5.99,0.00%
3675,Cauliflower,2014-08-03,$0.62,$3.35,$2.93,$3.23,$4.12,449.60%
3676,Red Leaf Lettuce,2014-08-03,$0.27,$1.69,$1.45,$1.34,$1.68,470.37%
3677,Celery,2014-08-03,$0.38,$1.60,$1.64,$1.72,$1.92,352.63%
3678,Romaine Lettuce,2014-08-03,$0.56,$2.16,$1.37,$1.37,$1.86,201.79%
3679,Flame Grapes,2014-08-03,$0.88,$2.24,$1.91,$1.66,$2.99,150.00%
3680,Strawberries,2014-08-03,$0.91,$2.48,$1.87,$2.50,$3.24,177.20%
3681,Green Leaf Lettuce,2014-08-03,$0.35,$1.78,$1.32,$1.34,$1.55,327.86%
3682,Thompson Grapes,2014-08-03,$0.89,$2.11,$1.91,$1.71,$2.99,144.94%
3683,Honeydews,2014-08-03,$1.13,$3.61,$3.62,$3.50,$5.74,264.38%
3684,Iceberg Lettuce,2014-08-03,$0.55,$1.35,$1.33,$1.34,$1.84,166.36%
3685,Avocados,2014-08-03,$0.78,$1.42,$0.92,$1.39,$1.58,70.19%
3686,Nectarines,2014-08-03,$0.73,$0.00,$2.02,$1.49,$1.99,88.36%
3687,Broccoli Bunches,2014-08-03,$0.62,$2.40,$1.94,$1.29,$2.39,223.39%
3688,Oranges,2014-08-03,$0.53,$1.64,$1.36,$1.67,$2.01,215.09%
3689,Broccoli Crowns,2014-08-03,$0.59,$1.54,$1.80,$1.52,$2.02,191.53%
3690,Peaches,2014-08-03,$0.75,$0.00,$2.02,$1.62,$1.98,87.33%
3691,Nectarines,2014-07-27,$0.73,$1.99,$1.62,$1.37,$1.99,138.70%
3692,Broccoli Bunches,2014-07-27,$0.50,$2.40,$1.94,$1.59,$2.39,316.00%
3693,Oranges,2014-07-27,$0.53,$1.65,$1.49,$1.74,$2.12,230.19%
3694,Broccoli Crowns,2014-07-27,$0.41,$1.64,$1.83,$1.59,$1.97,328.66%
3695,Peaches,2014-07-27,$0.75,$1.99,$1.55,$1.62,$0.00,72.00%
3696,Cantaloupe,2014-07-27,$0.42,$2.37,$2.51,$2.06,$2.36,453.57%
3697,Plums,2014-07-27,$0.71,$1.99,$2.29,$1.87,$1.99,186.62%
3698,Carrots,2014-07-27,$0.25,$0.91,$0.87,$0.96,$1.07,281.00%
3699,Red Leaf Lettuce,2014-07-27,$0.27,$2.11,$1.27,$1.39,$1.68,497.22%
