,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2767,Green Leaf Lettuce,2015-09-20,$0.39,$1.36,$1.30,$1.54,$1.86,288.46%
2768,Honeydews,2015-09-20,$1.17,$3.16,$3.86,$3.59,$4.49,222.65%
2769,Iceberg Lettuce,2015-09-20,$1.12,$1.24,$1.54,$1.67,$1.98,43.53%
2770,Oranges,2015-09-20,$0.47,$1.58,$1.44,$1.29,$1.68,218.62%
2771,Broccoli Bunches,2015-09-20,$1.02,$2.52,$2.12,$1.49,$2.49,111.27%
2772,Plums,2015-09-20,$0.93,$0.00,$1.89,$1.74,$0.00,-2.42%
2773,Broccoli Crowns,2015-09-20,$0.82,$1.93,$1.92,$2.02,$2.03,140.85%
2774,Red Leaf Lettuce,2015-09-20,$0.38,$1.25,$1.49,$1.54,$2.01,313.82%
2775,Cantaloupe,2015-09-20,$0.88,$2.22,$2.99,$2.10,$2.99,192.61%
2776,Tomatoes,2015-09-20,$0.48,$1.49,$1.06,$1.37,$1.60,187.50%
2777,Carrots,2015-09-20,$0.30,$0.94,$0.90,$0.99,$1.13,230.00%
2778,Romaine Lettuce,2015-09-20,$0.65,$1.49,$1.76,$1.59,$2.02,163.85%
2779,Cauliflower,2015-09-20,$0.86,$3.24,$3.21,$2.93,$3.62,277.91%
2780,Strawberries,2015-09-20,$1.13,$3.36,$2.83,$3.37,$3.99,199.78%
2781,Celery,2015-09-20,$0.54,$1.80,$1.41,$1.79,$1.86,217.59%
2782,Red Leaf Lettuce,2015-09-13,$0.39,$1.36,$1.49,$1.49,$1.74,289.74%
2783,Carrots,2015-09-13,$0.30,$0.94,$0.90,$0.99,$1.13,230.00%
2784,Tomatoes,2015-09-13,$0.48,$1.49,$1.24,$1.37,$1.51,192.19%
2785,Cauliflower,2015-09-13,$1.22,$3.24,$3.11,$4.03,$3.49,184.22%
2786,Romaine Lettuce,2015-09-13,$1.07,$1.44,$1.76,$1.65,$2.02,60.51%
2787,Celery,2015-09-13,$0.58,$1.80,$1.66,$1.79,$1.91,208.62%
2788,Strawberries,2015-09-13,$1.25,$2.86,$2.49,$3.74,$3.99,161.60%
2789,Flame Grapes,2015-09-13,$0.89,$2.19,$1.64,$1.84,$1.86,111.52%
2790,Thompson Grapes,2015-09-13,$0.94,$2.11,$1.76,$1.84,$2.11,107.98%
2791,Green Leaf Lettuce,2015-09-13,$0.44,$1.36,$1.36,$1.49,$1.61,230.68%
2792,Honeydews,2015-09-13,$0.92,$3.56,$3.86,$3.50,$4.74,325.54%
2793,Iceberg Lettuce,2015-09-13,$1.27,$1.36,$1.36,$1.54,$1.81,19.49%
2794,Oranges,2015-09-13,$0.45,$1.58,$1.44,$1.12,$1.57,217.22%
2795,Broccoli Bunches,2015-09-13,$1.19,$2.52,$2.12,$1.49,$2.32,77.52%
2796,Peaches,2015-09-13,$0.60,$1.68,$2.01,$1.62,$1.98,203.75%
2797,Broccoli Crowns,2015-09-13,$1.17,$2.37,$1.86,$1.69,$1.78,64.53%
2798,Plums,2015-09-13,$0.93,$1.99,$1.84,$1.87,$2.99,133.60%
2799,Cantaloupe,2015-09-13,$0.73,$2.09,$2.66,$2.04,$2.37,213.70%
