,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
837,Broccoli Crowns,2018-05-06,$0.78,$1.65,$1.77,$1.74,$1.86,125.00%
838,Broccoli Bunches,2018-05-06,$0.64,$1.81,$1.86,$1.66,$1.63,171.88%
839,Avocados,2018-05-06,$0.85,$0.97,$1.51,$1.25,$1.50,53.82%
840,Asparagus,2018-05-06,$2.80,$2.47,$2.56,$3.71,$3.69,10.98%
841,Strawberries,2018-04-29,$1.04,$2.77,$2.45,$2.75,$3.49,175.48%
842,Romaine Lettuce,2018-04-29,$0.34,$1.62,$2.22,$1.47,$1.83,425.00%
843,Red Leaf Lettuce,2018-04-29,$0.69,$1.62,$1.71,$1.42,$1.81,137.68%
844,Potatoes,2018-04-29,$1.60,$4.37,$4.14,$3.99,$5.72,184.69%
845,Oranges,2018-04-29,$0.63,$1.29,$1.32,$1.34,$1.88,131.35%
846,Iceberg Lettuce,2018-04-29,$0.77,$0.99,$1.36,$1.29,$1.59,69.81%
847,Green Leaf Lettuce,2018-04-29,$0.76,$1.62,$1.63,$1.42,$1.65,107.89%
848,Celery,2018-04-29,$0.34,$1.35,$1.86,$1.94,$1.41,382.35%
849,Cauliflower,2018-04-29,$1.40,$2.49,$2.32,$3.68,$2.74,100.54%
850,Carrots,2018-04-29,$0.29,$0.92,$0.85,$0.99,$1.09,231.90%
851,Broccoli Crowns,2018-04-29,$0.41,$1.65,$1.95,$1.99,$1.79,350.00%
852,Broccoli Bunches,2018-04-29,$0.36,$1.65,$1.86,$1.49,$1.65,361.81%
853,Avocados,2018-04-29,$0.85,$0.82,$0.97,$0.84,$0.89,3.53%
854,Asparagus,2018-04-29,$2.52,$2.86,$3.08,$3.62,$2.98,24.40%
855,Strawberries,2018-04-22,$1.23,$2.65,$2.66,$2.75,$3.46,134.15%
856,Romaine Lettuce,2018-04-22,$0.50,$1.62,$2.09,$1.52,$1.99,261.00%
857,Red Leaf Lettuce,2018-04-22,$0.68,$1.42,$1.83,$1.44,$1.79,138.24%
858,Potatoes,2018-04-22,$1.60,$4.37,$3.81,$3.99,$5.72,179.53%
859,Oranges,2018-04-22,$0.57,$1.29,$1.32,$0.96,$2.00,144.30%
860,Iceberg Lettuce,2018-04-22,$0.63,$0.99,$1.49,$1.19,$1.59,108.73%
861,Green Leaf Lettuce,2018-04-22,$0.72,$1.62,$1.71,$1.44,$1.64,122.57%
862,Celery,2018-04-22,$0.32,$1.35,$1.89,$1.99,$1.36,414.84%
863,Cauliflower,2018-04-22,$0.67,$2.82,$2.48,$3.68,$2.48,327.61%
864,Carrots,2018-04-22,$0.29,$0.92,$0.85,$0.99,$1.35,254.31%
865,Broccoli Crowns,2018-04-22,$0.38,$1.69,$1.58,$1.99,$2.11,384.87%
866,Broccoli Bunches,2018-04-22,$0.40,$1.65,$1.53,$1.66,$1.63,304.38%
867,Avocados,2018-04-22,$0.85,$0.99,$1.54,$1.43,$1.59,63.24%
868,Asparagus,2018-04-22,$2.43,$2.56,$2.61,$3.49,$3.24,22.43%
869,Strawberries,2018-04-15,$1.33,$2.65,$2.37,$1.87,$4.21,108.65%
870,Romaine Lettuce,2018-04-15,$0.72,$1.62,$2.22,$1.47,$1.83,147.92%
871,Red Leaf Lettuce,2018-04-15,$0.56,$1.42,$1.71,$1.42,$1.66,177.23%
872,Potatoes,2018-04-15,$1.60,$4.37,$4.47,$3.99,$4.44,169.84%
873,Oranges,2018-04-15,$0.54,$1.29,$1.27,$1.34,$1.88,167.59%
874,Iceberg Lettuce,2018-04-15,$0.46,$0.99,$1.19,$1.29,$1.59,175.00%
875,Green Leaf Lettuce,2018-04-15,$0.64,$1.42,$1.63,$1.42,$1.61,137.50%
876,Celery,2018-04-15,$0.37,$1.35,$1.99,$1.94,$1.61,365.54%
877,Cauliflower,2018-04-15,$0.83,$2.82,$2.06,$3.18,$2.99,232.83%
878,Carrots,2018-04-15,$0.29,$0.99,$0.95,$0.99,$1.29,263.79%
879,Broccoli Crowns,2018-04-15,$0.51,$1.69,$1.65,$1.74,$1.86,240.20%
880,Broccoli Bunches,2018-04-15,$0.46,$1.65,$1.53,$1.49,$1.63,242.39%
881,Avocados,2018-04-15,$0.85,$0.99,$1.51,$1.31,$1.59,58.82%
882,Asparagus,2018-04-15,$1.43,$2.76,$1.98,$2.74,$2.99,83.04%
883,Strawberries,2018-04-08,$1.38,$2.78,$3.31,$1.87,$5.49,143.66%
884,Romaine Lettuce,2018-04-08,$0.77,$1.79,$2.09,$1.57,$1.99,141.56%
885,Red Leaf Lettuce,2018-04-08,$0.55,$1.42,$1.83,$1.47,$1.79,195.91%
886,Potatoes,2018-04-08,$1.60,$4.22,$3.81,$3.99,$5.72,177.19%
887,Oranges,2018-04-08,$0.52,$1.29,$1.32,$0.99,$2.11,174.52%
888,Iceberg Lettuce,2018-04-08,$0.43,$0.99,$1.24,$1.29,$1.59,197.09%
889,Green Leaf Lettuce,2018-04-08,$0.60,$1.42,$1.71,$1.47,$1.64,160.00%
890,Celery,2018-04-08,$0.37,$1.35,$1.89,$1.94,$1.69,364.19%
891,Cauliflower,2018-04-08,$0.77,$2.98,$3.41,$3.33,$3.36,324.68%
892,Carrots,2018-04-08,$0.29,$0.92,$0.95,$0.99,$1.15,245.69%
893,Broccoli Crowns,2018-04-08,$0.45,$1.69,$1.77,$1.99,$1.86,306.11%
894,Broccoli Bunches,2018-04-08,$0.38,$1.81,$1.60,$1.49,$1.63,329.61%
895,Avocados,2018-04-08,$0.47,$1.04,$1.43,$1.44,$1.35,179.79%
896,Asparagus,2018-04-08,$1.52,$3.36,$2.66,$3.24,$3.36,107.57%
897,Strawberries,2018-04-01,$1.75,$2.99,$2.99,$2.75,$2.92,66.43%
898,Romaine Lettuce,2018-04-01,$0.67,$1.62,$2.22,$1.57,$1.90,172.76%
899,Red Leaf Lettuce,2018-04-01,$0.39,$1.42,$1.71,$1.57,$1.87,321.15%
