,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4028,Romaine Lettuce,2014-03-09,$0.36,$1.73,$2.15,$1.07,$2.49,416.67%
4029,Broccoli Bunches,2014-03-09,$0.76,$2.50,$2.04,$1.49,$2.33,175.00%
4030,Strawberries,2014-03-09,$1.10,$2.16,$2.19,$2.12,$2.49,103.64%
4031,Broccoli Crowns,2014-03-09,$0.61,$1.66,$1.55,$1.77,$1.74,175.41%
4032,Celery,2014-03-02,$0.28,$1.61,$1.44,$1.74,$2.07,512.50%
4033,Green Leaf Lettuce,2014-03-02,$0.28,$1.52,$1.53,$1.07,$1.76,425.00%
4034,Iceberg Lettuce,2014-03-02,$0.25,$1.37,$1.10,$1.07,$1.87,441.00%
4035,Oranges,2014-03-02,$0.46,$1.40,$1.31,$0.99,$1.93,205.98%
4036,Potatoes,2014-03-02,$1.45,$6.34,$4.02,$3.99,$4.99,233.45%
4037,Red Leaf Lettuce,2014-03-02,$0.28,$1.39,$1.75,$1.14,$1.90,451.79%
4038,Avocados,2014-03-02,$0.78,$1.12,$1.45,$1.13,$1.44,64.74%
4039,Romaine Lettuce,2014-03-02,$0.38,$1.79,$2.06,$1.14,$2.49,392.11%
4040,Broccoli Bunches,2014-03-02,$0.58,$2.43,$2.04,$0.99,$2.16,228.45%
4041,Strawberries,2014-03-02,$1.25,$1.67,$1.91,$2.75,$2.87,84.00%
4042,Broccoli Crowns,2014-03-02,$0.51,$1.74,$1.58,$1.69,$1.54,221.08%
4043,Carrots,2014-03-02,$0.30,$0.97,$0.87,$0.96,$1.44,253.33%
4044,Cauliflower,2014-03-02,$0.89,$3.37,$3.53,$2.98,$4.12,293.26%
4045,Iceberg Lettuce,2014-02-23,$0.30,$1.35,$1.12,$1.07,$1.87,350.83%
4046,Oranges,2014-02-23,$0.46,$1.26,$1.46,$1.19,$1.78,209.24%
4047,Potatoes,2014-02-23,$1.45,$5.44,$3.77,$3.99,$5.99,230.86%
4048,Red Leaf Lettuce,2014-02-23,$0.26,$1.56,$1.67,$1.07,$1.90,496.15%
4049,Avocados,2014-02-23,$0.76,$1.24,$1.43,$1.10,$1.44,71.38%
4050,Romaine Lettuce,2014-02-23,$0.26,$1.73,$2.09,$1.07,$2.49,609.62%
4051,Broccoli Bunches,2014-02-23,$0.42,$2.50,$2.14,$1.24,$2.16,378.57%
4052,Strawberries,2014-02-23,$1.13,$2.29,$3.19,$2.25,$2.62,128.98%
4053,Broccoli Crowns,2014-02-23,$0.33,$1.74,$1.65,$1.77,$1.54,407.58%
4054,Carrots,2014-02-23,$0.30,$0.91,$0.87,$0.96,$1.44,248.33%
4055,Cauliflower,2014-02-23,$0.82,$3.21,$3.53,$2.98,$3.99,317.99%
4056,Celery,2014-02-23,$0.28,$1.38,$1.62,$1.77,$1.94,499.11%
4057,Green Leaf Lettuce,2014-02-23,$0.26,$1.74,$1.53,$1.07,$1.76,486.54%
4058,Red Leaf Lettuce,2014-02-16,$0.26,$1.56,$1.50,$1.14,$1.90,486.54%
4059,Romaine Lettuce,2014-02-16,$0.25,$1.73,$1.73,$1.14,$2.33,593.00%
4060,Strawberries,2014-02-16,$1.13,$3.49,$2.87,$3.37,$3.49,192.48%
4061,Celery,2014-02-16,$0.27,$1.46,$1.42,$1.77,$2.07,522.22%
4062,Green Leaf Lettuce,2014-02-16,$0.25,$1.49,$1.32,$1.14,$1.76,471.00%
4063,Iceberg Lettuce,2014-02-16,$0.24,$1.35,$1.17,$0.99,$1.92,465.63%
4064,Oranges,2014-02-16,$0.46,$1.42,$1.28,$1.09,$2.05,217.39%
4065,Potatoes,2014-02-16,$1.45,$4.54,$4.02,$3.99,$5.66,213.97%
4066,Broccoli Bunches,2014-02-16,$0.41,$2.22,$2.14,$1.24,$2.33,383.54%
4067,Broccoli Crowns,2014-02-16,$0.31,$1.91,$1.70,$1.59,$1.49,439.52%
4068,Carrots,2014-02-16,$0.30,$0.96,$0.87,$0.96,$1.24,235.83%
4069,Cauliflower,2014-02-16,$0.80,$2.80,$3.28,$2.39,$4.12,293.44%
4070,Romaine Lettuce,2014-02-09,$0.26,$1.73,$1.86,$1.07,$2.33,572.12%
4071,Broccoli Bunches,2014-02-09,$0.43,$2.46,$2.44,$1.24,$2.33,392.44%
4072,Strawberries,2014-02-09,$1.50,$2.99,$2.62,$2.99,$3.49,101.50%
4073,Broccoli Crowns,2014-02-09,$0.33,$1.69,$1.78,$1.77,$1.79,432.58%
4074,Carrots,2014-02-09,$0.30,$0.96,$0.81,$0.96,$1.24,230.83%
4075,Cauliflower,2014-02-09,$1.11,$3.28,$3.41,$2.88,$4.24,211.04%
4076,Celery,2014-02-09,$0.28,$1.10,$1.52,$1.77,$1.94,465.18%
4077,Green Leaf Lettuce,2014-02-09,$0.25,$1.49,$1.30,$1.07,$1.76,462.00%
4078,Iceberg Lettuce,2014-02-09,$0.25,$1.35,$1.14,$1.07,$1.92,448.00%
4079,Oranges,2014-02-09,$0.46,$1.36,$1.33,$1.19,$1.89,213.59%
4080,Potatoes,2014-02-09,$1.45,$5.54,$3.09,$3.99,$4.99,203.62%
4081,Red Leaf Lettuce,2014-02-09,$0.27,$1.56,$1.48,$1.07,$1.90,456.48%
4082,Strawberries,2014-02-02,$2.00,$3.24,$2.99,$3.99,$3.37,69.88%
4083,Broccoli Crowns,2014-02-02,$0.34,$2.01,$1.78,$1.46,$1.87,423.53%
4084,Carrots,2014-02-02,$0.30,$0.91,$0.81,$0.96,$1.41,240.83%
4085,Cauliflower,2014-02-02,$0.98,$3.28,$3.53,$3.03,$3.99,252.81%
4086,Celery,2014-02-02,$0.29,$1.30,$1.59,$1.77,$1.87,462.93%
4087,Green Leaf Lettuce,2014-02-02,$0.24,$1.49,$1.40,$1.07,$1.69,488.54%
4088,Iceberg Lettuce,2014-02-02,$0.23,$1.35,$1.17,$1.07,$1.92,498.91%
4089,Oranges,2014-02-02,$0.46,$1.52,$1.46,$0.99,$1.93,220.65%
4090,Potatoes,2014-02-02,$1.45,$4.51,$3.25,$3.99,$5.65,200.00%
4091,Red Leaf Lettuce,2014-02-02,$0.26,$1.56,$1.61,$1.07,$1.84,484.62%
4092,Romaine Lettuce,2014-02-02,$0.25,$1.73,$1.96,$1.07,$2.27,603.00%
4093,Broccoli Bunches,2014-02-02,$0.45,$2.29,$2.44,$1.04,$2.33,350.00%
4094,Carrots,2014-01-26,$0.30,$0.92,$0.87,$0.96,$1.24,232.50%
4095,Cauliflower,2014-01-26,$0.99,$2.88,$3.25,$2.98,$4.12,234.09%
4096,Celery,2014-01-26,$0.28,$1.35,$1.21,$1.77,$2.07,471.43%
4097,Green Leaf Lettuce,2014-01-26,$0.25,$1.61,$1.42,$1.07,$1.76,486.00%
4098,Iceberg Lettuce,2014-01-26,$0.23,$1.35,$1.12,$1.07,$1.92,493.48%
4099,Oranges,2014-01-26,$0.46,$1.47,$1.21,$0.99,$1.66,189.67%
