,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1551,Cantaloupe,2017-06-11,$0.77,$3.29,$2.62,$2.19,$2.74,251.95%
1552,Broccoli Crowns,2017-06-11,$0.53,$2.04,$1.89,$1.99,$2.14,280.19%
1553,Broccoli Bunches,2017-06-11,$0.49,$1.61,$1.31,$1.39,$2.27,235.71%
1554,Avocados,2017-06-11,$1.05,$1.32,$1.41,$1.62,$1.86,47.86%
1555,Strawberries,2017-06-04,$1.22,$2.26,$1.99,$1.99,$2.31,75.20%
1556,Potatoes,2017-06-04,$1.00,$3.96,$4.07,$3.99,$4.72,318.50%
1557,Peaches,2017-06-04,$0.88,$2.49,$1.99,$2.16,$2.36,155.68%
1558,Oranges,2017-06-04,$0.66,$1.62,$1.35,$1.49,$2.22,153.03%
1559,Nectarines,2017-06-04,$0.88,$2.32,$2.11,$1.49,$2.16,129.55%
1560,Red Leaf Lettuce,2017-06-04,$0.29,$1.42,$1.98,$1.39,$1.92,478.45%
1561,Green Leaf Lettuce,2017-06-04,$0.29,$1.65,$1.91,$1.39,$1.76,478.45%
1562,Romaine Lettuce,2017-06-04,$0.28,$1.49,$2.33,$1.39,$2.24,565.18%
1563,Iceberg Lettuce,2017-06-04,$0.53,$1.24,$1.41,$1.44,$1.61,168.87%
1564,Honeydews,2017-06-04,$1.58,$3.94,$3.37,$3.60,$4.24,139.72%
1565,Flame Grapes,2017-06-04,$1.05,$1.85,$1.94,$1.87,$2.62,97.14%
1566,Cauliflower,2017-06-04,$0.95,$3.21,$2.81,$3.48,$4.04,256.32%
1567,Carrots,2017-06-04,$0.27,$0.95,$0.82,$0.99,$1.32,277.78%
1568,Broccoli Crowns,2017-06-04,$0.51,$2.04,$1.74,$1.87,$2.49,299.02%
1569,Broccoli Bunches,2017-06-04,$0.50,$1.61,$1.31,$1.39,$1.23,177.00%
1570,Avocados,2017-06-04,$1.10,$1.39,$1.81,$1.75,$1.72,51.59%
1571,Strawberries,2017-05-28,$1.00,$2.66,$2.24,$2.50,$2.86,156.50%
1572,Potatoes,2017-05-28,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1573,Oranges,2017-05-28,$0.66,$1.49,$1.20,$1.34,$1.93,125.76%
1574,Red Leaf Lettuce,2017-05-28,$0.29,$1.75,$1.79,$1.74,$1.82,512.07%
1575,Green Leaf Lettuce,2017-05-28,$0.29,$1.65,$1.71,$1.74,$1.82,496.55%
1576,Romaine Lettuce,2017-05-28,$0.28,$1.52,$2.29,$1.74,$2.30,600.89%
1577,Iceberg Lettuce,2017-05-28,$0.51,$1.24,$1.79,$1.52,$1.94,218.14%
1578,Honeydews,2017-05-28,$1.50,$3.27,$3.38,$3.56,$3.74,132.50%
1579,Flame Grapes,2017-05-28,$1.11,$2.90,$1.50,$2.24,$2.81,112.84%
1580,Celery,2017-05-28,$2.12,$1.54,$2.33,$2.12,$2.57,0.94%
1581,Cauliflower,2017-05-28,$0.98,$3.44,$3.56,$4.98,$2.57,271.17%
1582,Carrots,2017-05-28,$0.29,$0.95,$0.82,$0.99,$1.07,230.17%
1583,Cantaloupe,2017-05-28,$0.60,$3.45,$2.06,$2.17,$2.56,326.67%
1584,Broccoli Crowns,2017-05-28,$0.61,$2.04,$1.84,$2.14,$2.32,241.80%
1585,Broccoli Bunches,2017-05-28,$0.59,$1.78,$1.84,$1.39,$1.84,190.25%
1586,Avocados,2017-05-28,$1.07,$1.31,$1.77,$1.59,$2.09,57.94%
1587,Strawberries,2017-05-21,$1.09,$1.98,$1.83,$2.68,$2.86,114.45%
1588,Potatoes,2017-05-21,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1589,Oranges,2017-05-21,$0.64,$1.44,$1.20,$1.34,$1.93,130.86%
1590,Red Leaf Lettuce,2017-05-21,$0.33,$1.85,$1.93,$1.44,$1.82,433.33%
1591,Green Leaf Lettuce,2017-05-21,$0.33,$1.65,$1.83,$1.44,$1.82,410.61%
1592,Romaine Lettuce,2017-05-21,$0.36,$1.39,$2.47,$1.44,$2.30,427.78%
1593,Iceberg Lettuce,2017-05-21,$0.36,$1.24,$1.79,$1.39,$1.94,341.67%
1594,Honeydews,2017-05-21,$1.00,$3.61,$3.38,$3.85,$3.74,264.50%
1595,Flame Grapes,2017-05-21,$1.50,$2.22,$1.73,$2.24,$2.56,45.83%
1596,Celery,2017-05-21,$2.22,$1.54,$2.33,$2.19,$2.57,-2.82%
1597,Cauliflower,2017-05-21,$1.00,$3.44,$3.56,$3.98,$4.05,275.75%
1598,Carrots,2017-05-21,$0.29,$0.95,$0.82,$0.99,$1.07,230.17%
1599,Cantaloupe,2017-05-21,$0.70,$3.32,$2.43,$2.69,$2.56,292.86%
