,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
925,Strawberries,2018-03-18,$1.88,$2.74,$2.50,$2.12,$3.59,45.61%
926,Romaine Lettuce,2018-03-18,$0.73,$1.62,$2.22,$1.57,$2.09,156.85%
927,Red Leaf Lettuce,2018-03-18,$0.43,$1.42,$1.71,$1.57,$1.83,279.65%
928,Potatoes,2018-03-18,$1.60,$4.22,$4.64,$3.99,$5.72,190.16%
929,Oranges,2018-03-18,$0.54,$1.42,$1.12,$1.34,$2.05,174.54%
930,Iceberg Lettuce,2018-03-18,$0.61,$0.99,$1.41,$1.49,$1.66,127.46%
931,Green Leaf Lettuce,2018-03-18,$0.53,$1.32,$1.63,$1.57,$1.79,197.64%
932,Celery,2018-03-18,$0.42,$1.35,$1.91,$1.94,$1.74,313.10%
933,Cauliflower,2018-03-18,$1.54,$2.98,$3.28,$3.78,$3.49,119.64%
934,Carrots,2018-03-18,$0.29,$0.92,$0.92,$0.99,$1.15,243.10%
935,Broccoli Crowns,2018-03-18,$0.41,$1.69,$1.90,$1.99,$11.74,956.10%
936,Broccoli Bunches,2018-03-18,$0.38,$1.81,$1.75,$1.49,$1.63,339.47%
937,Avocados,2018-03-18,$0.86,$1.04,$1.43,$1.31,$1.66,58.14%
938,Strawberries,2018-03-11,$1.44,$2.37,$2.24,$2.66,$2.99,78.13%
939,Romaine Lettuce,2018-03-11,$0.90,$1.62,$2.09,$1.52,$1.94,99.17%
940,Red Leaf Lettuce,2018-03-11,$0.46,$1.42,$2.00,$1.52,$1.89,271.20%
941,Potatoes,2018-03-11,$1.60,$3.97,$3.81,$3.99,$6.99,193.13%
942,Oranges,2018-03-11,$0.52,$1.42,$1.24,$0.99,$2.00,171.63%
943,Iceberg Lettuce,2018-03-11,$0.79,$0.99,$1.41,$1.39,$1.65,72.15%
944,Green Leaf Lettuce,2018-03-11,$0.66,$1.42,$1.82,$1.52,$1.77,147.35%
945,Celery,2018-03-11,$0.35,$1.37,$1.89,$1.94,$1.62,387.14%
946,Cauliflower,2018-03-11,$1.39,$2.98,$3.38,$3.78,$3.69,148.74%
947,Carrots,2018-03-11,$0.29,$1.22,$0.85,$0.99,$1.05,254.31%
948,Broccoli Crowns,2018-03-11,$0.59,$1.69,$1.95,$1.99,$1.91,219.49%
949,Broccoli Bunches,2018-03-11,$0.50,$1.81,$1.47,$1.49,$1.63,220.00%
950,Avocados,2018-03-11,$0.85,$1.04,$1.76,$1.48,$1.33,65.00%
951,Strawberries,2018-02-25,$1.50,$2.13,$3.03,$2.75,$2.74,77.50%
952,Romaine Lettuce,2018-02-25,$0.78,$1.79,$2.09,$1.47,$1.97,134.62%
953,Red Leaf Lettuce,2018-02-25,$0.44,$1.42,$1.75,$1.47,$1.65,257.39%
954,Potatoes,2018-02-25,$1.60,$3.97,$3.81,$3.99,$5.47,169.38%
955,Oranges,2018-02-25,$0.53,$1.60,$1.41,$1.32,$1.88,192.92%
956,Iceberg Lettuce,2018-02-25,$0.64,$0.99,$1.41,$1.34,$1.77,115.23%
957,Green Leaf Lettuce,2018-02-25,$0.56,$1.42,$1.71,$1.47,$1.57,175.45%
958,Celery,2018-02-25,$0.32,$1.37,$1.69,$1.94,$1.62,417.19%
959,Cauliflower,2018-02-25,$2.32,$2.49,$3.09,$3.78,$2.81,31.14%
960,Carrots,2018-02-25,$0.31,$1.22,$0.85,$0.99,$1.05,231.45%
961,Broccoli Crowns,2018-02-25,$0.80,$1.69,$1.95,$1.99,$1.54,124.06%
962,Broccoli Bunches,2018-02-25,$0.60,$1.65,$1.25,$1.49,$1.63,150.83%
963,Avocados,2018-02-25,$0.82,$1.12,$1.76,$1.53,$1.49,79.88%
964,Strawberries,2018-02-18,$1.63,$2.29,$2.91,$1.89,$3.11,56.44%
965,Romaine Lettuce,2018-02-18,$0.38,$1.62,$2.19,$1.47,$1.85,369.08%
966,Red Leaf Lettuce,2018-02-18,$0.34,$1.42,$1.56,$1.47,$1.60,344.85%
967,Potatoes,2018-02-18,$1.60,$3.97,$4.31,$3.99,$5.72,181.09%
968,Oranges,2018-02-18,$0.53,$1.35,$1.61,$1.34,$1.76,185.85%
969,Iceberg Lettuce,2018-02-18,$0.41,$0.99,$1.46,$1.34,$1.65,231.71%
970,Green Leaf Lettuce,2018-02-18,$0.37,$1.42,$1.61,$1.47,$1.57,310.14%
971,Celery,2018-02-18,$0.30,$1.19,$1.69,$1.84,$1.62,428.33%
972,Cauliflower,2018-02-18,$1.35,$2.82,$3.09,$3.78,$2.69,129.26%
973,Carrots,2018-02-18,$0.31,$1.22,$0.92,$0.99,$1.05,237.10%
974,Broccoli Crowns,2018-02-18,$0.44,$1.69,$1.92,$1.99,$1.79,319.89%
975,Broccoli Bunches,2018-02-18,$0.39,$1.65,$1.74,$1.49,$1.63,317.31%
976,Avocados,2018-02-18,$0.85,$1.09,$1.76,$1.43,$1.67,75.00%
977,Strawberries,2018-02-11,$1.75,$2.49,$2.87,$3.62,$2.99,71.00%
978,Romaine Lettuce,2018-02-11,$0.30,$1.79,$2.07,$1.47,$1.85,498.33%
979,Red Leaf Lettuce,2018-02-11,$0.30,$1.42,$1.73,$1.47,$1.65,422.50%
980,Potatoes,2018-02-11,$1.60,$3.97,$4.31,$3.99,$5.72,181.09%
981,Oranges,2018-02-11,$0.53,$1.61,$1.35,$1.34,$1.88,191.51%
982,Iceberg Lettuce,2018-02-11,$0.32,$0.99,$1.46,$1.24,$1.59,312.50%
983,Green Leaf Lettuce,2018-02-11,$0.30,$1.42,$1.68,$1.47,$1.57,411.67%
984,Celery,2018-02-11,$0.32,$1.37,$1.57,$1.94,$1.62,407.81%
985,Cauliflower,2018-02-11,$0.61,$2.82,$2.99,$3.68,$2.81,404.10%
986,Carrots,2018-02-11,$0.31,$1.22,$0.92,$0.99,$1.05,237.10%
987,Broccoli Crowns,2018-02-11,$0.34,$1.69,$2.10,$1.99,$1.86,461.76%
988,Avocados,2018-02-11,$0.82,$1.09,$1.76,$1.51,$1.58,81.10%
989,Strawberries,2018-02-04,$1.81,$3.12,$3.24,$3.37,$3.12,77.49%
990,Romaine Lettuce,2018-02-04,$0.30,$1.99,$2.19,$1.47,$1.85,525.00%
991,Red Leaf Lettuce,2018-02-04,$0.30,$1.42,$1.68,$1.47,$1.66,419.17%
992,Potatoes,2018-02-04,$1.60,$5.24,$4.31,$3.99,$5.72,200.94%
993,Oranges,2018-02-04,$0.55,$1.37,$1.59,$1.34,$2.00,186.36%
994,Iceberg Lettuce,2018-02-04,$0.32,$0.99,$1.46,$1.34,$1.59,320.31%
995,Green Leaf Lettuce,2018-02-04,$0.30,$1.42,$1.61,$1.47,$1.62,410.00%
996,Celery,2018-02-04,$0.33,$1.37,$1.49,$1.84,$1.64,380.30%
997,Cauliflower,2018-02-04,$0.65,$2.82,$3.21,$3.68,$3.19,396.15%
998,Carrots,2018-02-04,$0.32,$0.92,$0.92,$0.99,$1.22,216.41%
999,Broccoli Crowns,2018-02-04,$0.34,$1.69,$1.66,$1.99,$1.91,433.09%
