,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1959,Oranges,2016-10-30,$0.29,$1.71,$1.31,$1.24,$1.58,403.45%
1960,Red Leaf Lettuce,2016-10-30,$0.38,$1.32,$1.55,$1.34,$1.81,296.05%
1961,Romaine Lettuce,2016-10-30,$0.39,$1.89,$1.99,$1.34,$1.94,358.97%
1962,Strawberries,2016-10-30,$3.00,$3.16,$4.00,$3.99,$4.99,34.50%
1963,Tomatoes,2016-10-23,$0.44,$1.49,$1.56,$1.54,$2.01,275.00%
1964,Strawberries,2016-10-23,$0.40,$2.62,$2.64,$3.37,$3.65,667.50%
1965,Romaine Lettuce,2016-10-23,$0.35,$1.74,$1.77,$1.34,$1.92,383.57%
1966,Red Leaf Lettuce,2016-10-23,$0.35,$1.32,$1.50,$1.34,$1.81,326.43%
1967,Oranges,2016-10-23,$0.51,$1.37,$1.44,$1.32,$1.70,185.78%
1968,Iceberg Lettuce,2016-10-23,$0.33,$1.16,$1.06,$1.34,$1.41,276.52%
1969,Honeydews,2016-10-23,$1.38,$3.87,$3.65,$3.66,$3.99,174.82%
1970,Green Leaf Lettuce,2016-10-23,$0.38,$1.32,$1.43,$1.34,$1.74,283.55%
1971,Flame Grapes,2016-10-23,$0.96,$2.49,$2.01,$2.06,$2.24,129.17%
1972,Celery,2016-10-23,$0.47,$1.70,$1.31,$1.89,$1.74,253.19%
1973,Cauliflower,2016-10-23,$0.81,$2.58,$2.76,$2.88,$3.24,253.70%
1974,Carrots,2016-10-23,$0.29,$0.95,$0.82,$0.99,$1.14,236.21%
1975,Cantaloupe,2016-10-23,$0.95,$2.65,$2.70,$2.68,$2.62,180.26%
1976,Broccoli Crowns,2016-10-23,$0.55,$2.38,$2.08,$1.59,$1.50,243.18%
1977,Broccoli Bunches,2016-10-23,$0.70,$1.76,$1.28,$1.08,$1.72,108.57%
1978,Tomatoes,2016-10-16,$0.52,$1.48,$1.61,$1.47,$1.84,207.69%
1979,Strawberries,2016-10-16,$1.15,$2.69,$2.32,$2.87,$4.32,165.22%
1980,Romaine Lettuce,2016-10-16,$0.36,$1.61,$1.77,$1.34,$1.91,360.42%
1981,Red Leaf Lettuce,2016-10-16,$0.35,$1.32,$1.27,$1.34,$1.75,305.71%
1982,Iceberg Lettuce,2016-10-16,$0.34,$1.16,$1.36,$1.34,$1.49,293.38%
1983,Honeydews,2016-10-16,$1.50,$3.87,$3.65,$3.66,$3.99,152.83%
1984,Green Leaf Lettuce,2016-10-16,$0.40,$1.32,$1.22,$1.34,$1.60,242.50%
1985,Flame Grapes,2016-10-16,$0.96,$2.24,$2.44,$2.49,$2.31,146.88%
1986,Celery,2016-10-16,$0.33,$1.55,$1.31,$1.89,$1.72,390.15%
1987,Cauliflower,2016-10-16,$0.93,$2.58,$2.73,$2.78,$3.21,203.76%
1988,Carrots,2016-10-16,$0.29,$0.95,$0.82,$0.99,$1.25,245.69%
1989,Cantaloupe,2016-10-16,$0.80,$2.32,$2.63,$2.44,$2.75,216.88%
1990,Broccoli Crowns,2016-10-16,$0.54,$1.37,$2.12,$1.57,$1.63,209.72%
1991,Broccoli Bunches,2016-10-16,$0.69,$1.72,$1.45,$1.08,$1.72,116.30%
1992,Tomatoes,2016-10-09,$0.58,$1.48,$1.51,$1.67,$1.96,185.34%
1993,Strawberries,2016-10-09,$1.00,$2.62,$2.37,$2.87,$3.24,177.50%
1994,Romaine Lettuce,2016-10-09,$0.33,$1.49,$1.77,$1.34,$1.69,376.52%
1995,Red Leaf Lettuce,2016-10-09,$0.36,$1.32,$1.50,$1.34,$1.68,305.56%
1996,Iceberg Lettuce,2016-10-09,$0.34,$1.16,$1.11,$1.34,$1.49,275.00%
1997,Honeydews,2016-10-09,$1.42,$3.87,$3.65,$3.66,$3.99,167.08%
1998,Green Leaf Lettuce,2016-10-09,$0.39,$1.32,$1.43,$1.34,$1.62,266.03%
1999,Flame Grapes,2016-10-09,$0.96,$2.44,$1.56,$2.12,$2.11,114.32%
