,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2829,Red Leaf Lettuce,2015-08-30,$0.36,$1.36,$1.49,$1.52,$1.86,332.64%
2830,Cauliflower,2015-08-30,$1.65,$3.06,$3.14,$4.03,$4.24,119.24%
2831,Tomatoes,2015-08-30,$0.36,$1.36,$1.11,$1.49,$1.99,313.19%
2832,Celery,2015-08-30,$0.56,$1.74,$1.64,$1.79,$2.17,227.68%
2833,Romaine Lettuce,2015-08-30,$0.49,$1.73,$1.76,$1.68,$2.02,266.84%
2834,Flame Grapes,2015-08-30,$0.89,$1.99,$1.69,$1.74,$2.99,136.24%
2835,Strawberries,2015-08-30,$1.31,$3.41,$2.94,$3.37,$4.49,171.18%
2836,Green Leaf Lettuce,2015-08-30,$0.42,$1.36,$1.36,$1.52,$1.71,254.17%
2837,Thompson Grapes,2015-08-30,$0.92,$1.79,$1.89,$1.99,$2.99,135.33%
2838,Honeydews,2015-08-30,$1.13,$3.36,$3.61,$2.66,$5.49,234.51%
2839,Iceberg Lettuce,2015-08-30,$0.85,$1.24,$1.36,$1.57,$2.49,95.88%
2840,Iceberg Lettuce,2015-08-23,$0.84,$1.26,$1.16,$1.59,$2.49,93.45%
2841,Nectarines,2015-08-23,$0.68,$0.00,$1.81,$1.74,$2.99,140.44%
2842,Oranges,2015-08-23,$0.43,$1.54,$1.46,$1.79,$2.05,297.67%
2843,Peaches,2015-08-23,$0.60,$0.00,$1.94,$1.62,$1.99,131.25%
2844,Plums,2015-08-23,$0.82,$0.00,$1.81,$1.87,$0.00,12.20%
2845,Red Leaf Lettuce,2015-08-23,$0.35,$1.36,$1.49,$1.52,$1.86,345.00%
2846,Tomatoes,2015-08-23,$0.40,$1.41,$1.24,$1.09,$2.42,285.00%
2847,Romaine Lettuce,2015-08-23,$0.55,$1.73,$1.79,$1.59,$2.02,224.09%
2848,Strawberries,2015-08-23,$1.56,$3.16,$3.07,$3.74,$4.49,131.73%
2849,Thompson Grapes,2015-08-23,$0.97,$1.99,$1.74,$1.71,$1.99,91.49%
2850,Honeydews,2015-08-23,$1.13,$3.11,$3.86,$3.21,$5.49,246.68%
2851,Avocados,2015-08-23,$0.73,$1.32,$1.26,$1.11,$1.48,77.05%
2852,Broccoli Bunches,2015-08-23,$1.01,$2.51,$2.24,$1.49,$2.25,110.15%
2853,Broccoli Crowns,2015-08-23,$1.15,$1.88,$1.72,$1.82,$1.74,55.65%
2854,Cantaloupe,2015-08-23,$0.56,$2.26,$2.37,$2.61,$2.87,351.34%
2855,Carrots,2015-08-23,$0.30,$0.94,$0.90,$0.99,$1.22,237.50%
2856,Cauliflower,2015-08-23,$1.74,$3.10,$3.21,$3.28,$3.99,95.11%
2857,Celery,2015-08-23,$0.57,$1.81,$1.48,$1.79,$1.89,205.70%
2858,Flame Grapes,2015-08-23,$0.87,$1.99,$1.56,$1.95,$1.99,115.23%
2859,Green Leaf Lettuce,2015-08-23,$0.41,$1.36,$1.30,$1.52,$1.71,259.15%
2860,Green Leaf Lettuce,2015-08-16,$0.45,$1.36,$1.13,$1.52,$1.71,217.78%
2861,Thompson Grapes,2015-08-16,$0.94,$1.74,$1.69,$1.84,$2.87,116.49%
2862,Honeydews,2015-08-16,$1.42,$3.15,$3.49,$3.41,$4.74,160.39%
2863,Iceberg Lettuce,2015-08-16,$0.86,$1.14,$1.37,$1.57,$1.74,69.19%
2864,Avocados,2015-08-16,$0.73,$1.32,$1.26,$1.30,$1.75,92.81%
2865,Nectarines,2015-08-16,$0.68,$0.00,$1.61,$1.37,$2.34,95.59%
2866,Broccoli Bunches,2015-08-16,$0.79,$2.62,$2.24,$1.24,$2.50,172.15%
2867,Oranges,2015-08-16,$0.43,$1.54,$1.42,$1.47,$2.05,276.74%
2868,Broccoli Crowns,2015-08-16,$0.68,$2.14,$1.72,$1.82,$1.92,179.41%
2869,Peaches,2015-08-16,$0.60,$0.00,$1.61,$1.24,$0.00,18.75%
2870,Cantaloupe,2015-08-16,$0.52,$2.19,$2.34,$2.10,$2.24,326.44%
2871,Plums,2015-08-16,$0.82,$0.00,$1.76,$1.74,$1.69,58.23%
2872,Carrots,2015-08-16,$0.30,$0.94,$0.90,$0.99,$1.42,254.17%
2873,Red Leaf Lettuce,2015-08-16,$0.41,$1.36,$1.24,$1.52,$1.86,264.63%
2874,Cauliflower,2015-08-16,$0.99,$2.98,$2.84,$3.33,$4.49,244.44%
2875,Tomatoes,2015-08-16,$0.48,$1.34,$1.40,$1.54,$2.09,231.77%
2876,Celery,2015-08-16,$0.64,$1.61,$1.42,$1.79,$2.04,167.97%
2877,Romaine Lettuce,2015-08-16,$0.64,$1.44,$1.79,$1.68,$2.02,170.70%
2878,Flame Grapes,2015-08-16,$0.89,$1.86,$1.74,$2.21,$2.99,147.19%
2879,Strawberries,2015-08-16,$1.88,$2.92,$2.52,$3.49,$3.99,71.81%
2880,Romaine Lettuce,2015-08-09,$0.62,$1.74,$1.79,$1.52,$2.02,185.08%
2881,Flame Grapes,2015-08-09,$0.92,$1.85,$1.69,$1.99,$1.65,95.11%
2882,Strawberries,2015-08-09,$1.81,$2.74,$2.15,$3.24,$3.99,67.40%
2883,Green Leaf Lettuce,2015-08-09,$0.44,$1.36,$1.07,$1.47,$1.71,218.75%
2884,Thompson Grapes,2015-08-09,$0.89,$1.89,$1.81,$1.94,$1.99,114.33%
2885,Honeydews,2015-08-09,$1.46,$3.49,$3.24,$3.31,$5.24,161.64%
2886,Iceberg Lettuce,2015-08-09,$0.87,$1.14,$1.37,$1.47,$2.24,78.74%
2887,Avocados,2015-08-09,$0.74,$1.29,$1.26,$1.12,$1.68,80.74%
2888,Nectarines,2015-08-09,$0.68,$0.00,$1.94,$1.62,$2.99,140.81%
2889,Broccoli Bunches,2015-08-09,$0.84,$2.67,$2.24,$1.24,$1.74,134.82%
2890,Oranges,2015-08-09,$0.43,$1.45,$1.25,$1.44,$2.05,259.88%
2891,Broccoli Crowns,2015-08-09,$0.74,$1.93,$1.77,$1.54,$2.29,154.39%
2892,Peaches,2015-08-09,$0.60,$0.00,$1.74,$1.37,$0.00,29.58%
2893,Cantaloupe,2015-08-09,$0.54,$2.24,$2.66,$1.85,$2.37,322.22%
2894,Plums,2015-08-09,$0.78,$0.00,$1.76,$1.99,$0.00,20.19%
2895,Carrots,2015-08-09,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2896,Red Leaf Lettuce,2015-08-09,$0.33,$1.36,$1.24,$1.47,$1.75,340.91%
2897,Cauliflower,2015-08-09,$0.63,$3.03,$2.84,$2.93,$3.99,407.54%
2898,Tomatoes,2015-08-09,$0.42,$1.46,$1.15,$1.54,$2.29,283.33%
2899,Celery,2015-08-09,$0.66,$1.61,$1.58,$1.79,$2.04,165.91%
