,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2090,Avocados,2016-08-28,$1.16,$1.09,$1.74,$1.49,$1.50,25.43%
2091,Tomatoes,2016-08-21,$0.42,$1.32,$1.39,$1.34,$1.91,254.76%
2092,Thompson Grapes,2016-08-21,$1.00,$2.35,$1.28,$1.84,$1.99,86.50%
2093,Strawberries,2016-08-21,$1.31,$2.57,$2.24,$2.50,$3.61,108.40%
2094,Romaine Lettuce,2016-08-21,$0.28,$1.39,$1.87,$1.34,$1.69,461.61%
2095,Red Leaf Lettuce,2016-08-21,$0.26,$1.22,$1.50,$1.34,$1.63,447.12%
2096,Iceberg Lettuce,2016-08-21,$0.33,$1.16,$1.36,$1.34,$1.61,314.39%
2097,Honeydews,2016-08-21,$0.79,$3.12,$2.49,$2.91,$3.74,287.97%
2098,Green Leaf Lettuce,2016-08-21,$0.27,$1.22,$1.43,$1.34,$1.49,407.41%
2099,Celery,2016-08-21,$0.28,$1.43,$1.54,$1.87,$1.67,481.25%
