,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4670,Avocados,2013-04-21,$0.68,$1.19,$1.27,$1.10,$1.41,82.72%
4671,Cauliflower,2013-04-14,$1.61,$2.70,$3.32,$2.98,$4.12,103.73%
4672,Celery,2013-04-14,$0.48,$1.50,$1.59,$1.67,$2.19,261.98%
4673,Green Leaf Lettuce,2013-04-14,$0.30,$1.93,$1.43,$1.47,$1.92,462.50%
4674,Iceberg Lettuce,2013-04-14,$0.47,$1.68,$1.51,$1.39,$1.99,249.47%
4675,Oranges,2013-04-14,$0.38,$1.14,$1.19,$1.02,$1.85,242.11%
4676,Potatoes,2013-04-14,$0.65,$5.01,$3.18,$3.32,$3.99,496.15%
4677,Asparagus,2013-04-14,$1.54,$2.82,$3.32,$2.99,$2.99,96.75%
4678,Red Leaf Lettuce,2013-04-14,$0.29,$2.00,$1.62,$1.47,$2.08,518.10%
4679,Avocados,2013-04-14,$0.68,$1.14,$1.32,$0.89,$1.41,75.00%
4680,Romaine Lettuce,2013-04-14,$0.30,$2.25,$1.91,$1.49,$2.33,565.00%
4681,Broccoli Bunches,2013-04-14,$0.50,$2.59,$2.84,$1.16,$2.49,354.00%
4682,Strawberries,2013-04-14,$0.79,$2.29,$2.08,$2.50,$2.74,204.11%
4683,Broccoli Crowns,2013-04-14,$0.38,$1.79,$1.69,$1.67,$1.79,356.58%
4684,Carrots,2013-04-14,$0.30,$0.89,$0.84,$0.82,$1.52,239.17%
4685,Iceberg Lettuce,2013-04-07,$0.29,$1.99,$1.59,$1.42,$1.74,481.03%
4686,Oranges,2013-04-07,$0.36,$0.94,$1.09,$1.07,$1.85,243.75%
4687,Potatoes,2013-04-07,$0.65,$4.08,$3.38,$3.37,$3.99,470.00%
4688,Asparagus,2013-04-07,$1.03,$2.56,$2.94,$1.81,$2.99,150.00%
4689,Red Leaf Lettuce,2013-04-07,$0.28,$2.00,$1.73,$1.49,$2.20,562.50%
4690,Avocados,2013-04-07,$0.67,$1.05,$1.20,$0.91,$1.41,70.52%
4691,Romaine Lettuce,2013-04-07,$0.28,$2.25,$2.28,$1.52,$2.43,657.14%
4692,Broccoli Bunches,2013-04-07,$0.56,$2.18,$2.34,$1.16,$2.49,264.73%
4693,Strawberries,2013-04-07,$0.80,$2.64,$1.95,$2.25,$2.54,193.13%
4694,Broccoli Crowns,2013-04-07,$0.46,$1.57,$1.57,$1.67,$1.79,258.70%
4695,Carrots,2013-04-07,$0.30,$0.89,$0.92,$0.87,$1.32,233.33%
4696,Cauliflower,2013-04-07,$1.49,$2.90,$3.27,$2.98,$3.74,116.28%
4697,Celery,2013-04-07,$0.34,$1.53,$1.77,$1.69,$2.24,431.62%
4698,Green Leaf Lettuce,2013-04-07,$0.28,$1.93,$1.53,$1.49,$2.03,523.21%
4699,Avocados,2013-03-31,$0.67,$1.17,$1.20,$1.06,$1.63,88.81%
