,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2522,Cauliflower,2016-01-31,$0.94,$3.41,$4.11,$3.98,$3.31,293.88%
2523,Celery,2016-01-31,$0.78,$1.66,$2.15,$2.14,$2.33,165.38%
2524,Green Leaf Lettuce,2016-01-31,$0.34,$1.32,$1.44,$1.67,$1.84,361.03%
2525,Iceberg Lettuce,2016-01-31,$0.32,$1.36,$1.99,$1.67,$1.66,421.88%
2526,Oranges,2016-01-31,$0.38,$1.04,$1.03,$1.09,$1.70,219.74%
2527,Potatoes,2016-01-31,$1.05,$5.77,$4.10,$3.99,$4.99,348.81%
2528,Avocados,2016-01-31,$0.57,$0.91,$0.83,$0.82,$1.16,63.16%
2529,Broccoli Bunches,2016-01-31,$0.50,$2.89,$2.15,$1.39,$1.64,303.50%
2530,Strawberries,2016-01-24,$2.88,$3.96,$3.83,$4.49,$4.86,48.78%
2531,Broccoli Crowns,2016-01-24,$0.39,$1.88,$1.70,$1.99,$2.85,439.74%
2532,Carrots,2016-01-24,$0.31,$0.90,$0.90,$0.99,$1.31,230.65%
2533,Cauliflower,2016-01-24,$0.67,$3.61,$3.86,$3.56,$3.81,453.73%
2534,Celery,2016-01-24,$1.59,$1.81,$2.16,$2.14,$2.12,29.40%
2535,Green Leaf Lettuce,2016-01-24,$0.43,$1.49,$1.38,$1.67,$1.84,270.93%
2536,Iceberg Lettuce,2016-01-24,$0.40,$1.36,$1.99,$1.67,$1.82,327.50%
2537,Oranges,2016-01-24,$0.38,$1.62,$1.23,$1.29,$1.82,292.11%
2538,Potatoes,2016-01-24,$1.05,$5.84,$4.09,$3.99,$3.94,325.24%
2539,Red Leaf Lettuce,2016-01-24,$0.40,$1.74,$1.58,$1.67,$2.00,336.88%
2540,Romaine Lettuce,2016-01-24,$0.48,$1.80,$2.02,$1.67,$2.27,304.17%
2541,Broccoli Crowns,2016-01-17,$0.60,$2.22,$1.97,$2.26,$2.66,279.58%
2542,Carrots,2016-01-17,$0.31,$0.96,$1.06,$0.99,$1.14,234.68%
2543,Cauliflower,2016-01-17,$0.69,$3.49,$4.11,$4.38,$5.48,532.61%
2544,Celery,2016-01-17,$1.84,$1.89,$2.14,$2.14,$1.73,7.34%
2545,Green Leaf Lettuce,2016-01-17,$0.56,$1.32,$1.44,$1.67,$1.84,179.91%
2546,Iceberg Lettuce,2016-01-17,$0.70,$1.61,$1.99,$1.67,$1.82,153.21%
2547,Oranges,2016-01-17,$0.41,$1.36,$1.45,$1.24,$1.82,257.93%
2548,Potatoes,2016-01-17,$1.05,$5.84,$4.07,$3.24,$6.99,379.52%
2549,Red Leaf Lettuce,2016-01-17,$0.51,$1.49,$1.58,$1.67,$2.00,230.39%
2550,Romaine Lettuce,2016-01-17,$0.70,$1.61,$1.93,$1.67,$2.20,164.64%
2551,Broccoli Bunches,2016-01-17,$0.77,$2.72,$2.49,$1.74,$2.99,222.73%
2552,Strawberries,2016-01-17,$2.75,$3.15,$3.24,$3.32,$4.99,33.64%
2553,Carrots,2016-01-10,$0.31,$0.96,$0.90,$0.99,$1.07,216.13%
2554,Cauliflower,2016-01-10,$0.97,$3.37,$3.99,$4.41,$4.32,314.69%
2555,Celery,2016-01-10,$1.89,$1.95,$2.31,$1.89,$2.33,12.17%
2556,Green Leaf Lettuce,2016-01-10,$0.74,$1.32,$1.38,$1.67,$1.84,109.80%
2557,Iceberg Lettuce,2016-01-10,$1.13,$1.61,$1.99,$1.67,$1.79,56.19%
2558,Oranges,2016-01-10,$0.41,$1.37,$0.90,$1.21,$1.70,215.85%
2559,Potatoes,2016-01-10,$1.05,$5.77,$4.07,$3.74,$5.47,353.57%
2560,Red Leaf Lettuce,2016-01-10,$0.67,$1.32,$1.58,$1.67,$2.00,145.15%
2561,Romaine Lettuce,2016-01-10,$0.88,$1.75,$2.02,$1.67,$2.05,112.78%
2562,Broccoli Bunches,2016-01-10,$1.12,$2.72,$2.59,$1.74,$2.68,117.19%
2563,Strawberries,2016-01-10,$2.63,$3.36,$2.99,$4.16,$3.99,37.83%
2564,Broccoli Crowns,2016-01-10,$1.13,$2.22,$2.08,$2.39,$2.72,108.19%
2565,Celery,2016-01-03,$1.74,$1.59,$1.92,$1.89,$1.99,6.18%
2566,Green Leaf Lettuce,2016-01-03,$0.72,$1.32,$1.48,$1.67,$1.81,118.06%
2567,Iceberg Lettuce,2016-01-03,$1.13,$1.49,$1.74,$1.67,$1.81,48.45%
2568,Oranges,2016-01-03,$0.42,$1.36,$1.35,$0.99,$1.70,221.43%
2569,Potatoes,2016-01-03,$1.05,$5.77,$4.07,$3.99,$6.99,395.71%
2570,Red Leaf Lettuce,2016-01-03,$0.64,$1.49,$1.67,$1.67,$1.93,164.06%
2571,Romaine Lettuce,2016-01-03,$0.78,$1.56,$2.09,$1.67,$1.95,133.01%
2572,Broccoli Bunches,2016-01-03,$1.22,$2.41,$2.59,$1.74,$2.99,99.39%
2573,Strawberries,2016-01-03,$2.63,$2.99,$3.12,$4.12,$3.99,35.17%
2574,Broccoli Crowns,2016-01-03,$1.46,$2.14,$2.27,$2.39,$2.03,51.20%
2575,Carrots,2016-01-03,$0.31,$0.95,$0.85,$0.99,$1.07,211.29%
2576,Cauliflower,2016-01-03,$2.61,$4.99,$4.74,$4.93,$6.24,100.19%
2577,Green Leaf Lettuce,2015-12-27,$0.61,$1.65,$1.42,$1.67,$1.75,165.98%
2578,Iceberg Lettuce,2015-12-27,$0.92,$1.49,$1.74,$1.67,$1.76,80.98%
2579,Oranges,2015-12-27,$0.42,$1.75,$1.27,$1.26,$1.65,252.98%
2580,Potatoes,2015-12-27,$1.05,$5.71,$3.88,$3.99,$4.32,326.19%
2581,Red Leaf Lettuce,2015-12-27,$0.56,$1.55,$1.62,$1.67,$1.93,202.23%
2582,Romaine Lettuce,2015-12-27,$0.53,$1.65,$2.08,$1.74,$2.76,288.21%
2583,Broccoli Bunches,2015-12-27,$1.18,$2.66,$2.42,$1.59,$2.48,93.86%
2584,Strawberries,2015-12-27,$2.63,$3.36,$3.74,$4.49,$3.61,44.49%
2585,Broccoli Crowns,2015-12-27,$1.27,$2.01,$1.89,$2.22,$2.12,62.20%
2586,Carrots,2015-12-27,$0.31,$0.94,$0.90,$0.99,$1.07,214.52%
2587,Cauliflower,2015-12-27,$3.50,$3.94,$3.61,$3.86,$5.49,20.71%
2588,Celery,2015-12-27,$1.65,$1.51,$1.86,$1.64,$1.62,0.45%
2589,Iceberg Lettuce,2015-12-20,$0.86,$1.49,$1.86,$1.74,$1.82,100.87%
2590,Oranges,2015-12-20,$,$1.89,$1.27,$0.99,$1.65,0.00%
2591,Potatoes,2015-12-20,$1.05,$5.31,$3.86,$3.99,$4.32,316.19%
2592,Red Leaf Lettuce,2015-12-20,$0.53,$1.65,$1.72,$1.67,$1.95,229.72%
2593,Romaine Lettuce,2015-12-20,$0.49,$1.86,$2.20,$1.74,$1.99,297.45%
2594,Strawberries,2015-12-20,$2.63,$3.37,$3.99,$4.99,$4.36,58.84%
2595,Broccoli Crowns,2015-12-20,$1.35,$2.01,$2.04,$2.09,$2.35,57.22%
2596,Carrots,2015-12-20,$0.31,$0.95,$0.94,$0.99,$1.07,218.55%
2597,Cauliflower,2015-12-20,$3.69,$4.74,$4.36,$4.08,$4.99,23.10%
2598,Celery,2015-12-20,$1.62,$1.40,$1.99,$2.09,$1.62,9.57%
2599,Green Leaf Lettuce,2015-12-20,$0.58,$1.49,$1.51,$1.67,$1.84,180.60%
