,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2128,Red Leaf Lettuce,2016-08-07,$0.26,$1.28,$1.55,$1.34,$1.75,469.23%
2129,Oranges,2016-08-07,$0.34,$1.49,$1.31,$1.37,$1.64,327.21%
2130,Nectarines,2016-08-07,$0.56,$1.99,$1.66,$1.62,$1.68,210.27%
2131,Iceberg Lettuce,2016-08-07,$0.31,$1.21,$1.36,$1.34,$1.49,335.48%
2132,Honeydews,2016-08-07,$0.88,$2.74,$3.24,$3.35,$3.36,260.51%
2133,Green Leaf Lettuce,2016-08-07,$0.27,$1.28,$1.48,$1.34,$1.60,427.78%
2134,Celery,2016-08-07,$0.31,$1.50,$1.42,$1.94,$1.74,432.26%
2135,Cauliflower,2016-08-07,$0.64,$2.71,$2.41,$2.98,$3.36,347.66%
2136,Carrots,2016-08-07,$0.30,$0.95,$0.90,$0.99,$1.07,225.83%
2137,Cantaloupe,2016-08-07,$0.46,$2.81,$2.24,$2.35,$2.23,423.37%
2138,Broccoli Crowns,2016-08-07,$0.32,$1.84,$1.47,$1.49,$1.40,384.38%
2139,Avocados,2016-08-07,$1.18,$1.01,$1.74,$1.56,$1.87,30.93%
2140,Tomatoes,2016-07-31,$0.32,$1.32,$1.23,$1.47,$1.86,359.38%
2141,Thompson Grapes,2016-07-31,$1.00,$2.06,$1.84,$1.72,$1.99,90.25%
2142,Strawberries,2016-07-31,$1.13,$2.83,$2.36,$2.62,$3.49,150.00%
2143,Romaine Lettuce,2016-07-31,$0.30,$1.51,$1.91,$1.34,$1.69,437.50%
2144,Red Leaf Lettuce,2016-07-31,$0.28,$1.22,$1.37,$1.34,$1.52,386.61%
2145,Plums,2016-07-31,$0.73,$1.39,$1.76,$1.99,$2.99,178.42%
2146,Peaches,2016-07-31,$0.54,$1.85,$1.76,$1.49,$2.99,274.54%
2147,Oranges,2016-07-31,$0.35,$1.49,$1.31,$1.32,$1.90,330.00%
2148,Nectarines,2016-07-31,$0.54,$2.17,$1.61,$1.49,$2.99,282.41%
2149,Iceberg Lettuce,2016-07-31,$0.32,$1.21,$1.36,$1.34,$1.74,341.41%
2150,Honeydews,2016-07-31,$0.88,$3.37,$2.62,$3.41,$3.99,280.40%
2151,Green Leaf Lettuce,2016-07-31,$0.29,$1.32,$1.32,$1.34,$1.49,371.55%
2152,Flame Grapes,2016-07-31,$1.02,$2.06,$1.89,$2.59,$1.99,109.07%
2153,Celery,2016-07-31,$0.29,$1.50,$1.42,$1.94,$1.99,490.52%
2154,Cauliflower,2016-07-31,$0.62,$2.33,$2.81,$2.46,$3.24,337.10%
2155,Carrots,2016-07-31,$0.30,$0.95,$0.90,$0.99,$1.14,231.67%
2156,Cantaloupe,2016-07-31,$0.46,$2.32,$1.74,$2.49,$2.65,400.00%
2157,Broccoli Crowns,2016-07-31,$0.34,$1.60,$1.72,$1.46,$1.65,372.79%
2158,Avocados,2016-07-31,$1.20,$1.21,$1.74,$1.53,$2.17,38.54%
2159,Tomatoes,2016-07-24,$0.42,$1.32,$1.16,$1.47,$1.81,242.86%
2160,Strawberries,2016-07-24,$1.16,$2.74,$2.36,$2.50,$2.74,122.84%
2161,Romaine Lettuce,2016-07-24,$0.31,$2.05,$1.91,$1.34,$1.69,463.71%
2162,Red Leaf Lettuce,2016-07-24,$0.26,$1.32,$1.36,$1.34,$1.75,454.81%
2163,Plums,2016-07-24,$0.55,$1.55,$1.76,$1.87,$0.99,180.45%
2164,Oranges,2016-07-24,$0.35,$1.48,$1.29,$1.24,$1.63,302.86%
2165,Nectarines,2016-07-24,$0.54,$1.72,$1.46,$1.62,$1.34,184.26%
2166,Iceberg Lettuce,2016-07-24,$0.42,$1.21,$1.11,$1.34,$1.49,206.55%
2167,Honeydews,2016-07-24,$1.04,$2.92,$2.99,$2.95,$3.99,208.89%
2168,Green Leaf Lettuce,2016-07-24,$0.28,$1.32,$1.31,$1.34,$1.60,397.32%
2169,Flame Grapes,2016-07-24,$1.02,$2.01,$1.59,$1.99,$2.99,110.29%
2170,Celery,2016-07-24,$0.30,$1.50,$1.41,$1.94,$1.74,449.17%
2171,Cauliflower,2016-07-24,$0.66,$2.71,$2.41,$2.73,$3.49,329.55%
2172,Carrots,2016-07-24,$0.30,$1.10,$0.87,$0.99,$1.07,235.83%
2173,Cantaloupe,2016-07-24,$0.46,$2.29,$2.24,$1.78,$2.29,367.39%
2174,Broccoli Crowns,2016-07-24,$0.36,$2.12,$1.82,$1.67,$1.70,407.64%
2175,Broccoli Bunches,2016-07-24,$0.48,$1.64,$1.49,$1.08,$1.66,205.73%
2176,Avocados,2016-07-24,$1.21,$1.36,$1.74,$1.53,$1.87,34.30%
2177,Strawberries,2016-07-17,$1.13,$1.91,$1.94,$2.31,$2.86,99.56%
2178,Romaine Lettuce,2016-07-17,$0.31,$1.51,$1.91,$1.34,$1.69,420.16%
2179,Red Leaf Lettuce,2016-07-17,$0.29,$1.32,$1.36,$1.34,$1.59,383.62%
2180,Peaches,2016-07-17,$0.54,$2.27,$1.49,$1.12,$1.50,195.37%
2181,Nectarines,2016-07-17,$0.54,$2.17,$1.61,$1.12,$1.50,196.30%
2182,Iceberg Lettuce,2016-07-17,$0.27,$1.24,$1.44,$1.34,$1.74,433.33%
2183,Honeydews,2016-07-17,$1.21,$3.67,$3.12,$3.85,$3.99,202.27%
2184,Green Leaf Lettuce,2016-07-17,$0.34,$1.32,$1.31,$1.34,$1.45,298.53%
2185,Carrots,2016-07-17,$0.30,$0.95,$0.90,$0.99,$1.07,225.83%
2186,Cantaloupe,2016-07-17,$0.58,$2.26,$1.99,$2.05,$2.62,284.48%
2187,Broccoli Bunches,2016-07-17,$0.50,$1.44,$1.49,$1.08,$1.86,193.50%
2188,Avocados,2016-07-17,$1.28,$1.44,$1.66,$1.53,$1.72,24.02%
2189,Tomatoes,2016-07-10,$0.34,$1.32,$1.49,$1.34,$1.79,336.76%
2190,Strawberries,2016-07-10,$1.00,$2.49,$1.94,$2.37,$2.74,138.50%
2191,Romaine Lettuce,2016-07-10,$0.36,$1.51,$1.91,$1.34,$1.69,347.92%
2192,Red Leaf Lettuce,2016-07-10,$0.27,$1.32,$1.52,$1.34,$1.70,444.44%
2193,Nectarines,2016-07-10,$0.54,$2.30,$1.61,$1.49,$1.68,227.78%
2194,Iceberg Lettuce,2016-07-10,$0.53,$1.24,$1.44,$1.34,$1.74,171.70%
2195,Honeydews,2016-07-10,$1.29,$3.74,$3.37,$3.56,$4.32,190.50%
2196,Green Leaf Lettuce,2016-07-10,$0.28,$1.32,$1.46,$1.34,$1.56,407.14%
2197,Flame Grapes,2016-07-10,$1.05,$2.44,$1.74,$2.87,$2.36,124.05%
2198,Celery,2016-07-10,$0.34,$1.53,$1.49,$1.94,$1.86,401.47%
2199,Cauliflower,2016-07-10,$0.68,$2.76,$2.93,$2.73,$3.11,323.90%
