,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3947,Broccoli Crowns,2014-04-20,$0.51,$1.54,$1.58,$1.54,$1.71,212.25%
3948,Carrots,2014-04-20,$0.30,$0.91,$0.87,$0.96,$1.44,248.33%
3949,Iceberg Lettuce,2014-04-13,$0.41,$1.35,$1.10,$1.07,$1.87,228.66%
3950,Oranges,2014-04-13,$0.52,$1.52,$1.28,$1.27,$1.82,183.17%
3951,Potatoes,2014-04-13,$1.35,$5.29,$3.77,$3.99,$4.99,234.07%
3952,Asparagus,2014-04-13,$1.87,$2.74,$2.16,$3.37,$2.86,48.80%
3953,Red Leaf Lettuce,2014-04-13,$0.46,$1.59,$1.43,$1.07,$1.90,225.54%
3954,Avocados,2014-04-13,$0.83,$1.31,$1.59,$1.31,$1.56,73.80%
3955,Romaine Lettuce,2014-04-13,$0.51,$1.84,$1.71,$1.12,$2.43,248.04%
3956,Broccoli Bunches,2014-04-13,$0.78,$2.50,$2.02,$1.29,$2.49,166.03%
3957,Strawberries,2014-04-13,$1.24,$2.45,$2.26,$2.31,$3.74,116.94%
3958,Broccoli Crowns,2014-04-13,$0.56,$1.54,$1.40,$1.69,$1.66,180.80%
3959,Carrots,2014-04-13,$0.30,$0.91,$0.87,$0.94,$1.36,240.00%
3960,Cauliflower,2014-04-13,$1.92,$3.03,$2.60,$2.73,$3.99,60.81%
3961,Celery,2014-04-13,$0.44,$1.17,$1.52,$1.72,$2.04,266.48%
3962,Green Leaf Lettuce,2014-04-13,$0.47,$1.79,$1.24,$1.07,$1.76,211.70%
3963,Romaine Lettuce,2014-04-07,$0.58,$1.78,$2.06,$1.09,$2.33,212.93%
3964,Strawberries,2014-04-07,$1.25,$2.74,$2.64,$2.75,$2.49,112.40%
3965,Red Leaf Lettuce,2014-04-07,$0.42,$1.69,$1.68,$1.07,$1.90,277.38%
3966,Avocados,2014-04-07,$0.84,$1.42,$1.56,$1.13,$1.92,79.46%
3967,Broccoli Bunches,2014-04-07,$0.75,$2.27,$2.02,$1.24,$2.17,156.67%
3968,Broccoli Crowns,2014-04-07,$0.56,$1.66,$1.70,$1.69,$1.87,208.93%
3969,Carrots,2014-04-07,$0.30,$0.92,$0.87,$0.96,$1.44,249.17%
3970,Cauliflower,2014-04-07,$1.08,$2.90,$3.41,$2.93,$3.49,194.68%
3971,Celery,2014-04-07,$0.30,$1.58,$1.59,$1.72,$1.80,457.50%
3972,Green Leaf Lettuce,2014-04-07,$0.44,$1.74,$1.47,$1.07,$1.76,243.18%
3973,Iceberg Lettuce,2014-04-07,$0.35,$1.35,$1.10,$1.07,$1.99,293.57%
3974,Oranges,2014-04-07,$0.52,$1.51,$1.46,$1.12,$1.93,189.42%
3975,Potatoes,2014-04-07,$1.35,$4.62,$3.77,$3.99,$4.99,221.67%
3976,Asparagus,2014-04-07,$1.79,$2.86,$2.99,$3.12,$3.11,68.72%
3977,Carrots,2014-03-30,$0.28,$0.91,$0.79,$0.96,$1.36,258.93%
3978,Cauliflower,2014-03-30,$0.73,$2.99,$2.39,$3.13,$3.24,302.40%
3979,Celery,2014-03-30,$0.25,$1.46,$1.69,$1.72,$1.92,579.00%
3980,Green Leaf Lettuce,2014-03-30,$0.39,$1.73,$1.47,$1.07,$1.76,286.54%
3981,Iceberg Lettuce,2014-03-30,$0.26,$1.35,$1.10,$0.94,$1.74,393.27%
3982,Oranges,2014-03-30,$0.50,$1.44,$1.46,$1.19,$1.80,194.50%
3983,Potatoes,2014-03-30,$1.35,$5.82,$3.77,$3.99,$4.99,243.89%
3984,Asparagus,2014-03-30,$1.69,$2.24,$2.24,$2.99,$2.49,47.34%
3985,Red Leaf Lettuce,2014-03-30,$0.34,$1.56,$1.68,$1.07,$1.90,356.62%
3986,Avocados,2014-03-30,$0.82,$1.12,$1.31,$0.93,$1.92,60.98%
3987,Romaine Lettuce,2014-03-30,$0.53,$1.73,$2.06,$1.09,$2.49,247.64%
3988,Broccoli Bunches,2014-03-30,$0.62,$2.34,$2.02,$0.99,$2.16,202.82%
3989,Strawberries,2014-03-30,$0.83,$2.24,$2.77,$2.37,$3.36,223.49%
3990,Broccoli Crowns,2014-03-30,$0.46,$1.49,$1.70,$1.62,$1.94,266.85%
3991,Iceberg Lettuce,2014-03-23,$0.25,$1.35,$1.10,$1.07,$1.74,426.00%
3992,Oranges,2014-03-23,$0.48,$1.44,$1.40,$1.12,$2.05,213.02%
3993,Potatoes,2014-03-23,$1.50,$5.82,$3.77,$3.99,$4.99,209.50%
3994,Asparagus,2014-03-23,$1.35,$2.36,$1.68,$2.74,$2.49,71.67%
3995,Red Leaf Lettuce,2014-03-23,$0.25,$1.39,$1.75,$1.07,$1.90,511.00%
3996,Avocados,2014-03-23,$0.80,$1.24,$1.56,$1.05,$1.79,76.25%
3997,Romaine Lettuce,2014-03-23,$0.39,$1.73,$2.15,$1.09,$2.43,374.36%
3998,Broccoli Bunches,2014-03-23,$0.67,$2.38,$2.04,$1.49,$2.00,195.15%
3999,Strawberries,2014-03-23,$0.96,$1.86,$2.57,$2.62,$3.11,164.58%
