,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1474,Cantaloupe,2017-07-09,$1.08,$2.24,$2.61,$3.11,$3.21,158.56%
1475,Broccoli Crowns,2017-07-09,$0.55,$2.04,$1.79,$1.94,$1.97,251.82%
1476,Broccoli Bunches,2017-07-09,$0.51,$1.61,$0.99,$1.39,$1.99,193.14%
1477,Avocados,2017-07-09,$1.03,$1.29,$1.45,$1.75,$1.74,51.21%
1478,Tomatoes,2017-07-02,$0.40,$1.32,$1.43,$1.57,$1.99,294.38%
1479,Strawberries,2017-07-02,$1.09,$2.65,$1.72,$2.50,$2.32,110.78%
1480,Potatoes,2017-07-02,$1.00,$3.96,$4.07,$3.99,$4.72,318.50%
1481,Plums,2017-07-02,$1.18,$1.99,$2.11,$1.99,$2.49,81.78%
1482,Peaches,2017-07-02,$0.94,$2.49,$1.74,$2.12,$2.04,123.14%
1483,Oranges,2017-07-02,$0.58,$1.65,$1.34,$1.49,$1.89,174.57%
1484,Nectarines,2017-07-02,$0.84,$2.15,$1.86,$1.99,$2.04,139.29%
1485,Red Leaf Lettuce,2017-07-02,$0.32,$1.52,$1.98,$1.39,$1.89,429.69%
1486,Green Leaf Lettuce,2017-07-02,$0.32,$1.75,$1.91,$1.39,$1.65,423.44%
1487,Romaine Lettuce,2017-07-02,$0.35,$1.96,$2.36,$1.44,$1.94,450.00%
1488,Iceberg Lettuce,2017-07-02,$0.50,$0.98,$1.24,$1.44,$1.69,167.50%
1489,Honeydews,2017-07-02,$2.83,$3.92,$2.87,$4.35,$5.99,51.33%
1490,Flame Grapes,2017-07-02,$1.28,$2.40,$2.19,$2.49,$2.45,86.13%
1491,Celery,2017-07-02,$0.78,$1.80,$2.08,$1.89,$2.21,155.77%
1492,Cauliflower,2017-07-02,$0.75,$2.88,$2.64,$3.13,$3.54,306.33%
1493,Carrots,2017-07-02,$0.26,$0.95,$0.82,$0.99,$1.14,275.00%
1494,Cantaloupe,2017-07-02,$1.50,$2.14,$1.99,$2.18,$2.99,55.00%
1495,Broccoli Crowns,2017-07-02,$0.57,$2.04,$1.75,$1.82,$2.87,271.93%
1496,Broccoli Bunches,2017-07-02,$0.54,$1.78,$1.41,$0.99,$1.84,178.70%
1497,Avocados,2017-07-02,$1.04,$1.39,$1.65,$1.75,$2.00,63.22%
1498,Tomatoes,2017-06-25,$0.52,$1.49,$1.36,$1.69,$2.09,218.75%
1499,Strawberries,2017-06-25,$1.16,$2.74,$2.32,$2.62,$2.75,124.78%
