,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4453,Green Leaf Lettuce,2013-07-21,$0.65,$1.84,$1.40,$1.37,$1.65,140.77%
4454,Honeydews,2013-07-21,$0.88,$3.84,$3.99,$2.78,$4.12,318.47%
4455,Iceberg Lettuce,2013-07-21,$0.86,$1.52,$1.50,$1.29,$1.99,83.14%
4456,Green Leaf Lettuce,2013-07-14,$0.68,$2.06,$1.23,$1.37,$1.65,131.99%
4457,Honeydews,2013-07-14,$0.88,$3.96,$3.99,$2.66,$4.99,343.18%
4458,Iceberg Lettuce,2013-07-14,$0.62,$1.52,$1.49,$1.24,$1.99,151.61%
4459,Nectarines,2013-07-14,$0.38,$2.09,$1.64,$1.49,$0.00,243.42%
4460,Peaches,2013-07-14,$0.40,$1.68,$1.82,$1.24,$1.49,289.38%
4461,Plums,2013-07-14,$0.52,$2.19,$1.87,$1.87,$1.74,268.75%
4462,Potatoes,2013-07-14,$2.05,$4.92,$3.52,$3.74,$0.00,48.54%
4463,Red Leaf Lettuce,2013-07-14,$0.37,$1.86,$1.34,$1.37,$1.79,329.73%
4464,Romaine Lettuce,2013-07-14,$0.46,$1.96,$2.11,$1.39,$2.18,315.22%
4465,Strawberries,2013-07-14,$0.88,$2.24,$2.32,$1.97,$2.96,169.60%
4466,Flame Grapes,2013-07-14,$0.79,$1.99,$1.99,$2.37,$2.37,175.95%
4467,Avocados,2013-07-14,$0.51,$1.08,$1.25,$1.05,$1.87,157.35%
4468,Broccoli Bunches,2013-07-14,$0.61,$2.51,$2.37,$1.32,$2.66,263.11%
4469,Broccoli Crowns,2013-07-14,$0.47,$1.96,$1.69,$1.69,$1.87,283.51%
4470,Cantaloupe,2013-07-14,$0.46,$2.16,$2.84,$2.46,$2.87,461.41%
4471,Carrots,2013-07-14,$0.30,$0.89,$0.92,$0.92,$1.59,260.00%
4472,Cauliflower,2013-07-14,$0.81,$3.18,$3.32,$2.97,$4.11,319.14%
4473,Celery,2013-07-14,$0.45,$1.67,$1.54,$1.79,$2.17,298.33%
4474,Cantaloupe,2013-07-07,$0.40,$2.24,$2.37,$1.57,$2.66,452.50%
4475,Red Leaf Lettuce,2013-07-07,$0.34,$1.81,$1.41,$1.32,$1.79,365.44%
4476,Carrots,2013-07-07,$0.30,$0.89,$0.92,$0.92,$1.39,243.33%
4477,Romaine Lettuce,2013-07-07,$0.41,$1.86,$1.91,$1.34,$2.18,344.51%
4478,Cauliflower,2013-07-07,$0.77,$3.13,$3.01,$2.97,$4.24,333.44%
4479,Strawberries,2013-07-07,$0.97,$2.24,$2.29,$2.62,$2.71,154.12%
4480,Celery,2013-07-07,$0.46,$1.64,$1.69,$1.79,$2.29,302.72%
4481,Green Leaf Lettuce,2013-07-07,$0.61,$2.04,$1.28,$1.32,$1.65,157.79%
4482,Honeydews,2013-07-07,$0.83,$3.39,$4.24,$2.41,$4.99,352.71%
4483,Iceberg Lettuce,2013-07-07,$0.53,$1.51,$1.47,$1.24,$1.74,181.13%
4484,Nectarines,2013-07-07,$0.42,$1.99,$1.82,$0.92,$0.00,181.55%
4485,Avocados,2013-07-07,$0.77,$1.21,$1.20,$1.12,$1.62,67.21%
4486,Peaches,2013-07-07,$0.40,$1.99,$1.82,$1.37,$2.24,363.75%
4487,Broccoli Bunches,2013-07-07,$0.64,$2.69,$2.29,$1.32,$2.66,250.00%
4488,Plums,2013-07-07,$0.59,$1.99,$1.87,$1.24,$1.99,200.42%
4489,Broccoli Crowns,2013-07-07,$0.46,$1.76,$1.69,$1.69,$2.04,290.22%
4490,Potatoes,2013-07-07,$1.70,$4.12,$3.50,$3.74,$0.00,67.06%
4491,Iceberg Lettuce,2013-06-30,$0.43,$1.49,$1.44,$1.24,$1.92,254.07%
4492,Nectarines,2013-06-30,$0.46,$1.99,$2.54,$1.99,$0.00,254.35%
4493,Avocados,2013-06-30,$0.77,$1.06,$1.26,$0.91,$1.67,59.09%
4494,Peaches,2013-06-30,$0.46,$1.99,$1.78,$1.37,$0.00,179.35%
4495,Broccoli Bunches,2013-06-30,$0.66,$2.69,$2.39,$1.32,$2.66,243.18%
4496,Plums,2013-06-30,$0.63,$1.99,$1.72,$1.87,$0.00,121.43%
4497,Broccoli Crowns,2013-06-30,$0.48,$1.76,$1.69,$1.64,$2.17,278.13%
4498,Potatoes,2013-06-30,$1.26,$4.12,$3.43,$3.62,$0.00,121.63%
4499,Cantaloupe,2013-06-30,$0.44,$2.34,$2.49,$3.24,$2.99,528.41%
