,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
227,Cauliflower,2019-01-20,$0.96,$2.77,$3.86,$3.78,$3.24,255.47%
228,Carrots,2019-01-20,$0.32,$0.89,$0.92,$0.99,$1.15,208.59%
229,Broccoli Crowns,2019-01-20,$0.50,$2.22,$2.30,$1.99,$1.96,323.50%
230,Avocados,2019-01-20,$0.51,$0.89,$1.68,$1.31,$1.24,150.98%
231,Green Leaf Lettuce,2019-01-13,$0.66,$2.32,$1.85,$1.74,$1.95,197.73%
232,Strawberries,2019-01-13,$2.50,$3.58,$3.74,$4.99,$5.11,74.20%
233,Romaine Lettuce,2019-01-13,$0.35,$1.99,$2.22,$1.56,$1.99,454.29%
234,Red Leaf Lettuce,2019-01-13,$0.66,$2.32,$1.98,$1.74,$,128.79%
235,Potatoes,2019-01-13,$1.70,$4.72,$4.81,$3.99,$6.47,193.97%
236,Oranges,2019-01-13,$0.45,$1.53,$1.58,$1.17,$2.10,254.44%
237,Iceberg Lettuce,2019-01-13,$0.78,$1.36,$1.66,$1.54,$2.06,112.18%
238,Celery,2019-01-13,$1.31,$1.45,$2.01,$1.99,$1.82,38.74%
239,Cauliflower,2019-01-13,$2.11,$2.92,$3.86,$3.73,$3.24,62.91%
240,Carrots,2019-01-13,$0.29,$0.85,$0.92,$0.99,$1.05,228.45%
241,Broccoli Crowns,2019-01-13,$1.07,$2.22,$2.17,$1.99,$2.09,97.90%
242,Broccoli Bunches,2019-01-13,$1.13,$1.61,$2.31,$1.49,$1.99,63.72%
243,Avocados,2019-01-13,$0.56,$0.97,$1.23,$1.25,$1.24,109.38%
244,Strawberries,2019-01-06,$2.63,$3.96,$4.21,$4.24,$5.66,71.77%
245,Romaine Lettuce,2019-01-06,$0.36,$2.31,$2.22,$1.56,$1.99,461.11%
246,Red Leaf Lettuce,2019-01-06,$0.66,$2.59,$1.91,$1.74,$2.00,212.12%
247,Potatoes,2019-01-06,$1.70,$4.97,$4.81,$3.99,$6.47,197.65%
248,Oranges,2019-01-06,$0.49,$1.53,$1.64,$0.99,$1.87,207.65%
249,Iceberg Lettuce,2019-01-06,$0.74,$1.21,$1.86,$1.67,$2.06,129.73%
250,Green Leaf Lettuce,2019-01-06,$0.64,$2.59,$1.84,$1.74,$1.95,217.19%
251,Celery,2019-01-06,$0.98,$1.44,$1.89,$1.99,$1.82,82.14%
252,Cauliflower,2019-01-06,$2.10,$2.77,$3.31,$3.73,$2.74,49.40%
253,Carrots,2019-01-06,$0.29,$0.92,$0.99,$0.99,$1.05,240.52%
254,Broccoli Crowns,2019-01-06,$1.01,$2.84,$2.03,$1.99,$1.79,114.11%
255,Broccoli Bunches,2019-01-06,$1.22,$1.78,$1.79,$1.49,$1.89,42.42%
256,Avocados,2019-01-06,$0.56,$0.91,$1.26,$0.85,$1.18,87.50%
257,Strawberries,2018-12-30,$2.50,$3.71,$4.59,$4.49,$5.71,85.00%
258,Romaine Lettuce,2018-12-30,$0.34,$2.22,$2.22,$1.67,$1.99,495.59%
259,Red Leaf Lettuce,2018-12-30,$0.64,$2.22,$2.00,$1.74,$2.00,210.94%
260,Potatoes,2018-12-30,$1.70,$3.98,$4.81,$3.99,$6.47,183.09%
261,Oranges,2018-12-30,$0.49,$1.50,$1.49,$1.34,$2.10,228.06%
262,Iceberg Lettuce,2018-12-30,$0.47,$1.29,$1.54,$1.67,$,139.36%
263,Green Leaf Lettuce,2018-12-30,$0.61,$2.22,$1.84,$1.74,$1.95,217.62%
264,Flame Grapes,2018-12-30,$1.00,$2.66,$2.46,$2.87,$2.71,167.50%
265,Celery,2018-12-30,$0.78,$1.31,$2.14,$1.99,$1.94,136.54%
266,Cauliflower,2018-12-30,$1.00,$3.11,$2.61,$3.43,$2.99,203.50%
267,Carrots,2018-12-30,$0.29,$0.92,$0.92,$0.99,$1.05,234.48%
268,Broccoli Crowns,2018-12-30,$0.76,$2.21,$2.68,$1.99,$1.71,182.57%
269,Avocados,2018-12-30,$0.48,$0.97,$1.48,$1.25,$1.32,161.46%
270,Thompson Grapes,2018-12-23,$1.13,$2.69,$2.46,$2.49,$2.59,126.33%
271,Strawberries,2018-12-23,$2.88,$3.86,$4.46,$4.99,$4.09,51.04%
272,Romaine Lettuce,2018-12-23,$0.35,$1.89,$2.09,$1.67,$2.19,460.00%
273,Red Leaf Lettuce,2018-12-23,$0.65,$2.59,$2.00,$1.67,$2.45,235.00%
274,Potatoes,2018-12-23,$1.70,$6.11,$4.81,$3.99,$4.94,191.91%
275,Oranges,2018-12-23,$0.51,$1.58,$1.36,$1.42,$1.89,206.37%
276,Iceberg Lettuce,2018-12-23,$0.39,$1.29,$1.69,$1.67,$2.36,349.36%
277,Green Leaf Lettuce,2018-12-23,$0.64,$2.59,$1.92,$1.67,$2.36,233.59%
278,Flame Grapes,2018-12-23,$1.00,$2.59,$2.34,$2.37,$2.59,147.25%
279,Celery,2018-12-23,$0.83,$1.31,$1.74,$1.99,$1.82,106.63%
280,Cauliflower,2018-12-23,$0.61,$2.91,$3.31,$3.68,$2.48,407.38%
281,Carrots,2018-12-23,$0.29,$0.92,$0.85,$0.99,$1.24,244.83%
282,Broccoli Crowns,2018-12-23,$0.69,$2.76,$2.66,$2.24,$1.89,246.01%
283,Broccoli Bunches,2018-12-23,$0.76,$1.94,$2.23,$1.49,$1.89,148.36%
284,Avocados,2018-12-23,$0.46,$0.92,$1.02,$1.00,$1.51,141.85%
285,Thompson Grapes,2018-12-16,$1.10,$2.42,$2.34,$2.49,$2.24,115.68%
286,Strawberries,2018-12-16,$3.06,$3.16,$4.28,$4.99,$4.95,41.99%
287,Romaine Lettuce,2018-12-16,$0.35,$1.80,$2.22,$1.67,$2.82,507.86%
288,Red Leaf Lettuce,2018-12-16,$0.90,$2.15,$2.00,$1.74,$2.45,131.67%
289,Potatoes,2018-12-16,$1.70,$5.11,$4.97,$3.99,$6.47,202.06%
290,Oranges,2018-12-16,$0.51,$1.50,$1.54,$1.42,$1.67,200.49%
291,Iceberg Lettuce,2018-12-16,$0.45,$1.19,$2.11,$1.92,$2.56,332.22%
292,Green Leaf Lettuce,2018-12-16,$0.90,$2.15,$1.92,$1.74,$2.36,126.94%
293,Flame Grapes,2018-12-16,$1.00,$2.49,$2.34,$2.12,$2.24,129.75%
294,Celery,2018-12-16,$0.93,$1.51,$1.58,$1.99,$1.44,75.27%
295,Cauliflower,2018-12-16,$0.64,$2.51,$3.56,$3.68,$3.11,402.34%
296,Carrots,2018-12-16,$0.29,$0.92,$0.95,$0.99,$1.05,237.07%
297,Broccoli Crowns,2018-12-16,$0.71,$3.63,$2.31,$2.24,$1.71,248.24%
298,Broccoli Bunches,2018-12-16,$0.82,$1.88,$2.36,$1.49,$1.76,128.35%
299,Avocados,2018-12-16,$0.47,$1.04,$1.39,$1.31,$1.49,178.19%
