,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
28,Romaine Lettuce,2019-05-05,$0.36,$1.89,$2.00,$1.69,$1.99,425.69%
29,Red Leaf Lettuce,2019-05-05,$0.34,$1.84,$1.73,$1.69,$2.12,442.65%
30,Potatoes,2019-05-05,$1.60,$5.07,$5.14,$3.99,$6.22,219.06%
31,Oranges,2019-05-05,$0.41,$1.42,$1.53,$1.17,$1.78,259.76%
32,Iceberg Lettuce,2019-05-05,$0.38,$1.44,$1.46,$1.69,$1.31,288.16%
33,Green Leaf Lettuce,2019-05-05,$0.34,$1.84,$1.71,$1.69,$1.85,421.32%
34,Celery,2019-05-05,$2.46,$1.82,$2.06,$2.52,$2.24,-12.20%
35,Cauliflower,2019-05-05,$3.33,$3.41,$4.36,$4.03,$3.23,12.84%
36,Carrots,2019-05-05,$0.30,$0.99,$0.95,$0.99,$1.22,245.83%
37,Broccoli Crowns,2019-05-05,$0.93,$1.65,$1.67,$1.99,$1.61,86.02%
38,Avocados,2019-05-05,$1.01,$1.25,$1.57,$1.69,$1.69,53.47%
39,Strawberries,2019-04-28,$0.58,$2.79,$1.95,$2.38,$2.96,334.48%
40,Romaine Lettuce,2019-04-28,$0.39,$1.89,$2.00,$1.69,$1.86,376.92%
41,Red Leaf Lettuce,2019-04-28,$0.38,$1.69,$1.75,$1.84,$1.86,369.74%
42,Potatoes,2019-04-28,$1.60,$4.97,$5.14,$3.99,$6.22,217.50%
43,Oranges,2019-04-28,$0.41,$1.47,$1.47,$1.17,$1.99,271.95%
44,Iceberg Lettuce,2019-04-28,$0.35,$1.44,$1.56,$1.84,$1.56,357.14%
45,Green Leaf Lettuce,2019-04-28,$0.35,$1.84,$1.70,$1.84,$2.07,432.14%
46,Celery,2019-04-28,$2.63,$1.82,$2.36,$2.59,$2.24,-14.35%
47,Cauliflower,2019-04-28,$3.23,$3.41,$3.43,$3.88,$3.35,8.90%
48,Carrots,2019-04-28,$0.30,$0.99,$0.96,$0.99,$1.12,238.33%
49,Broccoli Crowns,2019-04-28,$1.04,$1.82,$1.85,$1.99,$2.24,89.90%
50,Broccoli Bunches,2019-04-28,$1.27,$1.61,$2.04,$1.56,$1.63,34.65%
51,Avocados,2019-04-28,$0.94,$1.09,$1.57,$1.53,$1.70,56.65%
52,Strawberries,2019-04-21,$0.69,$2.92,$2.04,$2.38,$3.16,280.43%
53,Romaine Lettuce,2019-04-21,$0.51,$2.09,$2.00,$1.77,$1.86,278.43%
54,Red Leaf Lettuce,2019-04-21,$0.45,$1.84,$1.98,$1.84,$1.86,317.78%
55,Potatoes,2019-04-21,$1.60,$4.97,$4.31,$3.99,$6.22,204.53%
56,Oranges,2019-04-21,$0.41,$1.44,$1.54,$0.99,$1.99,263.41%
57,Iceberg Lettuce,2019-04-21,$0.42,$1.29,$1.56,$1.84,$1.49,267.86%
58,Green Leaf Lettuce,2019-04-21,$0.43,$1.84,$1.77,$1.84,$2.07,337.21%
59,Celery,2019-04-21,$2.98,$1.82,$2.54,$2.52,$2.24,-23.49%
60,Cauliflower,2019-04-21,$1.96,$2.91,$3.23,$4.08,$3.35,73.09%
61,Carrots,2019-04-21,$0.30,$0.99,$0.95,$0.99,$1.12,237.50%
62,Broccoli Crowns,2019-04-21,$0.75,$1.82,$1.67,$2.14,$1.86,149.67%
63,Broccoli Bunches,2019-04-21,$0.85,$1.64,$2.04,$1.49,$1.63,100.00%
64,Avocados,2019-04-21,$1.03,$1.21,$1.75,$1.75,$1.85,59.22%
65,Strawberries,2019-04-14,$0.90,$3.04,$2.31,$2.50,$3.41,212.78%
66,Romaine Lettuce,2019-04-14,$0.56,$1.99,$2.12,$1.77,$2.02,252.68%
67,Red Leaf Lettuce,2019-04-14,$0.44,$2.32,$2.03,$1.92,$1.90,364.20%
68,Potatoes,2019-04-14,$1.60,$5.07,$4.97,$3.99,$6.22,216.41%
69,Oranges,2019-04-14,$0.41,$1.32,$1.34,$1.31,$2.10,270.12%
70,Iceberg Lettuce,2019-04-14,$0.57,$1.49,$1.61,$1.84,$1.56,185.09%
71,Green Leaf Lettuce,2019-04-14,$0.43,$2.59,$1.82,$1.92,$1.80,372.67%
72,Celery,2019-04-14,$2.98,$1.82,$2.36,$2.52,$2.24,-25.00%
73,Cauliflower,2019-04-14,$1.18,$3.44,$2.70,$4.18,$3.10,184.32%
74,Carrots,2019-04-14,$0.29,$0.99,$0.95,$0.99,$1.02,240.52%
75,Broccoli Crowns,2019-04-14,$0.46,$2.24,$1.80,$2.14,$1.99,344.02%
76,Broccoli Bunches,2019-04-14,$0.57,$1.94,$2.24,$1.49,$1.63,220.18%
77,Avocados,2019-04-14,$1.13,$1.29,$1.87,$1.50,$1.85,44.03%
78,Asparagus,2019-04-14,$2.43,$2.48,$1.88,$2.49,$1.61,-12.96%
79,Strawberries,2019-04-07,$1.08,$3.04,$2.94,$2.62,$3.74,185.65%
80,Romaine Lettuce,2019-04-07,$0.46,$1.99,$2.28,$1.69,$1.96,330.43%
81,Red Leaf Lettuce,2019-04-07,$0.43,$2.32,$1.86,$1.99,$2.00,375.00%
82,Potatoes,2019-04-07,$1.60,$4.07,$4.97,$3.99,$6.22,200.78%
83,Oranges,2019-04-07,$0.41,$1.57,$1.49,$0.99,$1.70,250.61%
84,Iceberg Lettuce,2019-04-07,$0.50,$1.29,$1.61,$1.84,$1.61,217.50%
85,Green Leaf Lettuce,2019-04-07,$0.39,$2.32,$1.93,$1.99,$1.81,416.03%
86,Celery,2019-04-07,$2.90,$1.52,$2.34,$2.52,$2.83,-20.60%
87,Cauliflower,2019-04-07,$1.06,$3.41,$3.36,$4.18,$3.36,237.50%
88,Carrots,2019-04-07,$0.30,$0.99,$0.96,$0.99,$1.09,235.83%
89,Broccoli Crowns,2019-04-07,$0.49,$1.82,$1.97,$2.14,$2.09,309.18%
90,Avocados,2019-04-07,$1.18,$1.16,$1.70,$1.02,$1.57,15.47%
91,Asparagus,2019-04-07,$2.43,$2.65,$2.73,$2.99,$2.74,14.30%
92,Strawberries,2019-03-31,$1.81,$2.79,$3.07,$2.87,$3.24,65.33%
93,Romaine Lettuce,2019-03-31,$0.39,$2.14,$2.12,$1.69,$1.96,407.05%
94,Red Leaf Lettuce,2019-03-31,$0.34,$1.82,$2.00,$1.99,$2.06,478.68%
95,Potatoes,2019-03-31,$1.60,$4.97,$4.97,$3.99,$6.22,214.84%
96,Oranges,2019-03-31,$0.42,$1.58,$1.58,$1.34,$1.70,269.05%
97,Iceberg Lettuce,2019-03-31,$0.51,$1.49,$1.56,$1.84,$1.99,237.25%
98,Green Leaf Lettuce,2019-03-31,$0.34,$2.59,$1.80,$1.99,$1.95,512.50%
99,Celery,2019-03-31,$2.73,$1.84,$2.39,$2.47,$2.37,-16.94%
