,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
536,Red Leaf Lettuce,2018-08-26,$0.29,$1.69,$1.64,$1.42,$1.57,444.83%
537,Oranges,2018-08-26,$0.53,$1.71,$1.37,$1.49,$1.80,200.47%
538,Iceberg Lettuce,2018-08-26,$0.42,$1.05,$1.31,$1.14,$1.56,201.19%
539,Honeydews,2018-08-26,$1.00,$3.42,$3.81,$3.66,$3.82,267.75%
540,Green Leaf Lettuce,2018-08-26,$0.34,$1.69,$1.57,$1.42,$1.47,352.21%
541,Flame Grapes,2018-08-26,$0.97,$2.15,$2.27,$1.99,$2.16,120.88%
542,Celery,2018-08-26,$0.33,$1.51,$1.64,$1.99,$1.65,414.39%
543,Cauliflower,2018-08-26,$1.09,$2.54,$3.13,$3.53,$2.48,167.89%
544,Carrots,2018-08-26,$0.30,$0.92,$0.85,$0.99,$1.45,250.83%
545,Cantaloupe,2018-08-26,$0.50,$2.44,$1.98,$2.25,$2.87,377.00%
546,Broccoli Crowns,2018-08-26,$0.78,$2.22,$1.95,$1.99,$1.61,149.04%
547,Avocados,2018-08-26,$0.88,$1.03,$1.40,$1.37,$1.51,50.85%
548,Tomatoes,2018-08-19,$0.42,$1.62,$1.51,$1.34,$1.72,268.45%
549,Thompson Grapes,2018-08-19,$0.94,$2.51,$1.99,$2.24,$1.82,127.66%
550,Strawberries,2018-08-19,$1.03,$2.76,$2.70,$2.87,$2.89,172.33%
551,Romaine Lettuce,2018-08-19,$0.39,$1.69,$1.99,$1.42,$1.74,338.46%
552,Red Leaf Lettuce,2018-08-19,$0.32,$1.69,$1.75,$1.42,$1.62,406.25%
553,Plums,2018-08-19,$0.71,$2.99,$2.11,$1.31,$2.49,213.38%
554,Peaches,2018-08-19,$0.64,$1.98,$1.41,$0.94,$2.49,166.41%
555,Oranges,2018-08-19,$0.53,$1.34,$1.34,$1.34,$1.95,181.60%
556,Nectarines,2018-08-19,$0.66,$2.23,$1.64,$1.44,$2.49,195.45%
557,Iceberg Lettuce,2018-08-19,$0.54,$1.07,$1.31,$1.14,$1.64,138.89%
558,Honeydews,2018-08-19,$1.00,$3.61,$3.31,$3.66,$3.49,251.75%
559,Green Leaf Lettuce,2018-08-19,$0.35,$1.69,$1.78,$1.42,$1.47,354.29%
560,Flame Grapes,2018-08-19,$0.84,$2.13,$1.99,$1.71,$1.82,127.68%
561,Celery,2018-08-19,$0.30,$1.64,$1.47,$1.99,$1.69,465.83%
562,Cauliflower,2018-08-19,$0.79,$2.66,$3.29,$3.38,$2.99,289.87%
563,Carrots,2018-08-19,$0.30,$0.92,$0.85,$0.99,$1.29,237.50%
564,Cantaloupe,2018-08-19,$0.48,$2.19,$2.24,$2.12,$2.37,364.58%
565,Broccoli Crowns,2018-08-19,$0.55,$2.53,$1.62,$1.84,$1.79,253.64%
566,Broccoli Bunches,2018-08-19,$0.68,$1.65,$2.29,$1.49,$1.76,164.34%
567,Avocados,2018-08-19,$1.15,$1.03,$1.82,$1.68,$1.48,30.65%
568,Tomatoes,2018-08-12,$0.44,$1.52,$1.46,$1.49,$1.66,248.30%
569,Thompson Grapes,2018-08-12,$0.94,$2.11,$2.16,$1.74,$2.16,117.29%
570,Strawberries,2018-08-12,$0.69,$2.82,$2.23,$2.75,$3.01,291.67%
571,Romaine Lettuce,2018-08-12,$0.34,$1.69,$2.09,$1.42,$1.74,410.29%
572,Red Leaf Lettuce,2018-08-12,$0.30,$1.69,$1.71,$1.42,$1.57,432.50%
573,Potatoes,2018-08-12,$1.80,$4.47,$4.47,$3.99,$5.97,162.50%
574,Plums,2018-08-12,$0.71,$3.75,$1.66,$1.99,$2.49,248.24%
575,Peaches,2018-08-12,$0.64,$2.37,$1.66,$1.99,$2.49,232.42%
576,Oranges,2018-08-12,$0.53,$1.71,$1.16,$1.47,$1.95,196.70%
577,Nectarines,2018-08-12,$0.66,$2.02,$1.71,$1.74,$2.49,201.52%
578,Iceberg Lettuce,2018-08-12,$0.81,$1.05,$1.31,$1.14,$1.56,56.17%
579,Honeydews,2018-08-12,$1.00,$3.42,$3.31,$3.60,$3.36,242.25%
580,Green Leaf Lettuce,2018-08-12,$0.34,$1.69,$1.63,$1.42,$1.47,356.62%
581,Flame Grapes,2018-08-12,$0.89,$1.74,$2.16,$1.99,$2.16,126.12%
582,Celery,2018-08-12,$0.31,$1.64,$1.64,$1.99,$1.65,458.06%
583,Cauliflower,2018-08-12,$0.70,$2.54,$3.13,$3.53,$2.82,329.29%
584,Carrots,2018-08-12,$0.30,$0.92,$0.85,$0.99,$1.29,237.50%
585,Cantaloupe,2018-08-12,$0.48,$2.25,$2.06,$3.12,$1.86,383.85%
586,Broccoli Crowns,2018-08-12,$0.75,$2.22,$1.95,$1.99,$1.84,166.67%
587,Avocados,2018-08-12,$1.18,$1.03,$1.31,$1.37,$1.54,11.23%
588,Tomatoes,2018-08-05,$0.40,$1.52,$1.39,$1.47,$1.72,281.25%
589,Thompson Grapes,2018-08-05,$0.94,$2.28,$2.36,$2.24,$2.66,153.72%
590,Strawberries,2018-08-05,$0.69,$2.84,$2.36,$2.87,$3.01,301.45%
591,Romaine Lettuce,2018-08-05,$0.29,$1.69,$1.82,$1.42,$1.74,475.00%
592,Red Leaf Lettuce,2018-08-05,$0.30,$1.69,$1.52,$1.42,$1.62,420.83%
593,Potatoes,2018-08-05,$1.80,$4.47,$4.47,$3.99,$5.97,162.50%
594,Plums,2018-08-05,$0.86,$1.29,$2.11,$1.99,$2.49,129.07%
595,Peaches,2018-08-05,$0.54,$2.37,$1.91,$1.74,$2.49,293.98%
596,Oranges,2018-08-05,$0.53,$1.58,$1.32,$1.74,$1.93,209.91%
597,Nectarines,2018-08-05,$0.72,$2.21,$1.96,$2.24,$2.49,209.03%
598,Iceberg Lettuce,2018-08-05,$0.50,$1.05,$1.31,$1.14,$1.64,157.00%
599,Honeydews,2018-08-05,$0.79,$3.61,$3.31,$3.85,$3.49,351.27%
