,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
363,Flame Grapes,2018-11-11,$0.81,$2.10,$1.88,$1.99,$1.96,144.75%
364,Celery,2018-11-11,$0.77,$1.64,$1.33,$1.74,$1.62,105.52%
365,Cauliflower,2018-11-11,$2.47,$2.46,$2.38,$3.83,$2.74,15.49%
366,Carrots,2018-11-11,$0.30,$0.89,$0.92,$0.99,$1.05,220.83%
367,Broccoli Crowns,2018-11-11,$0.97,$1.89,$1.95,$1.99,$2.09,104.12%
368,Thompson Grapes,2018-11-04,$0.83,$2.31,$2.14,$1.74,$2.49,161.45%
369,Strawberries,2018-11-04,$1.06,$3.06,$2.92,$3.74,$3.19,204.48%
370,Romaine Lettuce,2018-11-04,$1.07,$2.06,$2.09,$1.42,$1.84,73.13%
371,Red Leaf Lettuce,2018-11-04,$0.40,$1.74,$1.71,$1.42,$1.72,311.88%
372,Potatoes,2018-11-04,$1.70,$4.47,$4.31,$3.82,$6.22,176.76%
373,Oranges,2018-11-04,$0.56,$1.63,$1.54,$1.34,$2.13,196.43%
374,Iceberg Lettuce,2018-11-04,$0.74,$1.04,$1.39,$1.34,$1.64,82.77%
375,Honeydews,2018-11-04,$1.33,$4.49,$4.09,$3.85,$1.67,165.04%
376,Green Leaf Lettuce,2018-11-04,$0.66,$1.59,$1.63,$1.42,$1.67,139.02%
377,Flame Grapes,2018-11-04,$0.81,$1.96,$1.64,$1.99,$2.49,149.38%
378,Celery,2018-11-04,$0.70,$1.76,$1.91,$1.99,$1.49,155.36%
379,Cauliflower,2018-11-04,$1.21,$2.41,$3.38,$3.83,$3.11,163.02%
380,Carrots,2018-11-04,$0.31,$0.92,$0.92,$0.99,$1.05,212.90%
381,Cantaloupe,2018-11-04,$1.25,$2.46,$2.37,$3.24,$2.86,118.60%
382,Broccoli Crowns,2018-11-04,$0.75,$1.89,$2.13,$2.20,$2.16,179.33%
383,Thompson Grapes,2018-10-28,$0.85,$2.18,$2.32,$1.74,$2.49,156.76%
384,Strawberries,2018-10-28,$1.10,$2.99,$2.66,$3.24,$3.56,182.95%
385,Romaine Lettuce,2018-10-28,$0.96,$1.94,$2.06,$1.42,$1.83,88.80%
386,Red Leaf Lettuce,2018-10-28,$0.41,$1.59,$1.64,$1.42,$1.72,288.41%
387,Potatoes,2018-10-28,$1.70,$4.47,$4.41,$3.99,$5.97,177.06%
388,Oranges,2018-10-28,$0.60,$1.63,$1.54,$1.37,$1.90,168.33%
389,Iceberg Lettuce,2018-10-28,$0.90,$1.04,$1.39,$1.14,$1.66,45.28%
390,Honeydews,2018-10-28,$1.33,$3.27,$3.52,$3.66,$4.36,178.38%
391,Green Leaf Lettuce,2018-10-28,$0.55,$1.59,$1.57,$1.42,$1.67,184.09%
392,Flame Grapes,2018-10-28,$0.89,$2.01,$2.32,$1.74,$2.49,140.45%
393,Celery,2018-10-28,$0.61,$1.76,$1.91,$1.99,$1.49,193.03%
394,Cauliflower,2018-10-28,$0.83,$2.41,$2.25,$3.53,$3.24,244.28%
395,Carrots,2018-10-28,$0.30,$0.92,$0.92,$0.99,$1.05,223.33%
396,Cantaloupe,2018-10-28,$1.08,$2.56,$2.74,$2.74,$2.74,149.54%
397,Broccoli Crowns,2018-10-28,$0.83,$1.82,$2.13,$2.20,$2.16,150.30%
398,Tomatoes,2018-10-21,$0.64,$1.29,$1.26,$1.59,$1.74,129.69%
399,Thompson Grapes,2018-10-21,$0.85,$2.47,$2.19,$1.99,$1.99,154.12%
