,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2370,Asparagus,2016-04-24,$1.99,$3.75,$3.11,$2.99,$3.36,65.95%
2371,Strawberries,2016-04-17,$1.65,$2.59,$2.23,$2.49,$3.11,57.88%
2372,Romaine Lettuce,2016-04-17,$0.39,$1.56,$1.88,$1.32,$1.99,332.69%
2373,Red Leaf Lettuce,2016-04-17,$0.46,$1.49,$1.21,$1.29,$1.82,215.76%
2374,Potatoes,2016-04-17,$0.95,$5.07,$3.54,$3.99,$4.47,349.21%
2375,Oranges,2016-04-17,$0.30,$1.18,$0.99,$1.12,$1.79,323.33%
2376,Iceberg Lettuce,2016-04-17,$0.38,$1.19,$1.44,$1.29,$1.24,239.47%
2377,Green Leaf Lettuce,2016-04-17,$0.43,$1.32,$1.17,$1.29,$1.67,216.86%
2378,Celery,2016-04-17,$0.46,$1.56,$1.42,$1.94,$1.97,274.46%
2379,Cauliflower,2016-04-17,$0.78,$2.86,$2.93,$2.98,$3.49,292.95%
2380,Carrots,2016-04-17,$0.37,$0.97,$0.90,$0.99,$1.32,182.43%
2381,Broccoli Crowns,2016-04-17,$0.45,$1.71,$1.79,$1.88,$1.73,295.00%
2382,Broccoli Bunches,2016-04-17,$0.63,$2.56,$1.99,$0.99,$2.54,220.63%
2383,Avocados,2016-04-17,$0.54,$1.19,$1.12,$0.99,$1.18,107.41%
2384,Asparagus,2016-04-17,$1.99,$3.65,$2.74,$3.99,$3.24,71.11%
2385,Strawberries,2016-04-10,$1.42,$2.52,$2.36,$2.61,$3.61,95.42%
2386,Romaine Lettuce,2016-04-10,$0.39,$1.92,$1.97,$1.29,$1.89,353.21%
2387,Red Leaf Lettuce,2016-04-10,$0.44,$1.32,$1.28,$1.29,$1.92,230.11%
2388,Potatoes,2016-04-10,$0.95,$5.04,$3.54,$3.99,$3.94,334.47%
2389,Oranges,2016-04-10,$0.30,$1.35,$1.08,$0.99,$1.97,349.17%
2390,Iceberg Lettuce,2016-04-10,$0.36,$1.19,$1.44,$1.29,$1.66,287.50%
2391,Green Leaf Lettuce,2016-04-10,$0.45,$1.32,$1.17,$1.29,$1.80,210.00%
2392,Celery,2016-04-10,$0.38,$1.44,$1.24,$1.69,$1.74,301.97%
2393,Cauliflower,2016-04-10,$1.39,$3.24,$2.81,$2.93,$3.49,124.28%
2394,Broccoli Crowns,2016-04-10,$0.42,$1.87,$1.72,$1.67,$2.15,341.07%
2395,Broccoli Bunches,2016-04-10,$0.58,$2.39,$1.82,$1.24,$2.19,229.31%
2396,Avocados,2016-04-10,$0.54,$1.12,$1.18,$1.18,$1.48,129.63%
2397,Asparagus,2016-04-10,$1.96,$3.32,$2.74,$3.74,$3.24,66.33%
2398,Strawberries,2016-04-03,$1.33,$2.84,$2.74,$3.25,$3.11,124.44%
2399,Romaine Lettuce,2016-04-03,$0.30,$1.56,$1.88,$1.34,$2.05,469.17%
