,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1238,Flame Grapes,2017-10-01,$1.05,$2.29,$2.01,$1.99,$2.29,104.29%
1239,Celery,2017-10-01,$0.31,$1.60,$1.89,$1.94,$1.54,462.10%
1240,Cauliflower,2017-10-01,$1.27,$2.61,$2.90,$3.68,$3.24,144.69%
1241,Carrots,2017-10-01,$0.31,$0.95,$0.82,$0.99,$1.07,208.87%
1242,Cantaloupe,2017-10-01,$0.65,$2.24,$2.16,$2.37,$2.62,261.15%
1243,Broccoli Crowns,2017-10-01,$1.44,$2.07,$1.93,$2.02,$1.85,36.63%
1244,Broccoli Bunches,2017-10-01,$0.96,$1.78,$1.30,$1.49,$1.29,52.60%
1245,Tomatoes,2017-09-24,$0.46,$1.46,$1.36,$1.69,$2.11,259.78%
1246,Strawberries,2017-09-24,$1.29,$2.49,$2.49,$3.37,$3.55,130.62%
1247,Romaine Lettuce,2017-09-24,$0.56,$1.94,$2.16,$1.47,$1.84,230.80%
1248,Red Leaf Lettuce,2017-09-24,$0.36,$1.52,$2.08,$1.47,$1.72,371.53%
1249,Potatoes,2017-09-24,$1.40,$3.97,$3.14,$3.99,$6.21,209.11%
1250,Plums,2017-09-24,$0.89,$1.99,$2.15,$1.99,$2.24,135.11%
1251,Peaches,2017-09-24,$0.78,$1.83,$1.49,$1.99,$2.15,139.10%
1252,Oranges,2017-09-24,$0.56,$1.66,$1.34,$1.69,$1.89,193.75%
1253,Iceberg Lettuce,2017-09-24,$0.92,$0.99,$1.34,$1.39,$1.44,40.22%
1254,Honeydews,2017-09-24,$1.38,$2.99,$3.42,$3.26,$3.74,142.93%
1255,Green Leaf Lettuce,2017-09-24,$0.36,$1.52,$1.75,$1.47,$1.72,348.61%
1256,Flame Grapes,2017-09-24,$1.05,$2.26,$1.69,$2.24,$2.11,97.62%
1257,Celery,2017-09-24,$0.34,$1.57,$1.77,$1.94,$1.67,411.03%
1258,Cauliflower,2017-09-24,$1.63,$2.61,$2.01,$3.68,$2.86,71.17%
1259,Carrots,2017-09-24,$0.28,$0.95,$0.82,$0.99,$1.07,241.96%
1260,Cantaloupe,2017-09-24,$0.56,$2.41,$2.29,$2.74,$2.41,339.73%
1261,Broccoli Crowns,2017-09-24,$1.71,$2.10,$1.32,$1.94,$,-21.64%
1262,Broccoli Bunches,2017-09-24,$1.32,$1.61,$1.19,$1.64,$1.94,20.83%
1263,Tomatoes,2017-09-17,$0.52,$1.49,$1.24,$1.57,$2.05,205.29%
1264,Strawberries,2017-09-17,$1.29,$2.62,$2.37,$2.86,$3.82,126.16%
1265,Romaine Lettuce,2017-09-17,$0.39,$1.64,$1.98,$1.47,$1.84,344.23%
1266,Red Leaf Lettuce,2017-09-17,$0.32,$1.52,$1.66,$1.47,$1.67,393.75%
1267,Plums,2017-09-17,$0.98,$2.15,$2.24,$1.74,$2.74,126.28%
1268,Peaches,2017-09-17,$0.78,$1.61,$1.64,$1.74,$1.84,118.91%
1269,Oranges,2017-09-17,$0.57,$1.48,$1.29,$1.69,$1.76,172.81%
1270,Nectarines,2017-09-17,$0.88,$2.24,$2.01,$2.49,$2.49,162.22%
1271,Iceberg Lettuce,2017-09-17,$0.31,$0.99,$1.18,$1.39,$1.56,312.90%
1272,Honeydews,2017-09-17,$1.13,$3.24,$3.65,$2.98,$2.99,184.51%
1273,Green Leaf Lettuce,2017-09-17,$0.32,$1.52,$1.62,$1.47,$1.52,378.91%
1274,Flame Grapes,2017-09-17,$1.05,$2.10,$1.86,$1.62,$2.32,88.10%
1275,Celery,2017-09-17,$0.30,$1.57,$1.75,$1.92,$1.67,475.83%
1276,Carrots,2017-09-17,$0.27,$0.95,$0.79,$0.99,$1.07,251.85%
1277,Cantaloupe,2017-09-17,$0.58,$2.24,$2.04,$2.43,$2.24,285.78%
1278,Broccoli Crowns,2017-09-17,$1.48,$1.74,$1.81,$1.89,$1.60,18.92%
1279,Broccoli Bunches,2017-09-17,$1.12,$1.67,$1.08,$1.24,$1.14,14.51%
1280,Cauliflower,2017-09-10,$0.89,$2.56,$2.11,$3.18,$2.98,204.21%
1281,Broccoli Bunches,2017-09-10,$0.86,$1.78,$1.30,$1.49,$1.94,89.24%
1282,Tomatoes,2017-09-10,$0.56,$1.59,$1.44,$1.57,$2.19,203.13%
1283,Thompson Grapes,2017-09-10,$0.89,$1.59,$2.04,$1.39,$2.61,114.33%
1284,Strawberries,2017-09-10,$1.38,$2.59,$2.41,$2.99,$3.41,106.52%
1285,Romaine Lettuce,2017-09-10,$0.36,$1.52,$2.10,$1.52,$1.84,384.72%
1286,Red Leaf Lettuce,2017-09-10,$0.38,$1.52,$1.66,$1.52,$1.72,322.37%
1287,Potatoes,2017-09-10,$1.40,$3.97,$4.31,$3.99,$5.72,221.25%
1288,Plums,2017-09-10,$0.98,$2.15,$1.89,$2.62,$1.99,120.66%
1289,Peaches,2017-09-10,$0.78,$1.74,$1.79,$2.24,$1.91,146.15%
1290,Oranges,2017-09-10,$0.57,$1.67,$1.39,$1.57,$1.76,180.26%
1291,Nectarines,2017-09-10,$0.88,$1.17,$1.91,$2.24,$1.99,107.67%
1292,Iceberg Lettuce,2017-09-10,$0.36,$0.99,$1.39,$1.39,$1.56,270.14%
1293,Honeydews,2017-09-10,$0.88,$3.49,$3.24,$3.48,$3.49,289.20%
1294,Green Leaf Lettuce,2017-09-10,$0.38,$1.52,$1.58,$1.52,$1.72,317.11%
1295,Flame Grapes,2017-09-10,$1.01,$1.87,$2.04,$1.49,$2.44,94.06%
1296,Celery,2017-09-10,$0.30,$1.94,$1.29,$1.94,$1.67,470.00%
1297,Cauliflower,2017-09-10,$0.67,$2.95,$3.10,$3.33,$2.99,361.57%
1298,Carrots,2017-09-10,$0.27,$0.94,$0.82,$0.99,$1.07,253.70%
1299,Cantaloupe,2017-09-10,$0.65,$2.24,$1.54,$4.73,$1.87,299.23%
