,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4225,Honeydews,2013-11-10,$1.12,$3.85,$4.66,$3.53,$5.74,296.88%
4226,Iceberg Lettuce,2013-11-10,$0.35,$1.39,$1.59,$1.59,$1.99,368.57%
4227,Oranges,2013-11-10,$0.45,$1.22,$1.40,$1.24,$2.05,228.33%
4228,Broccoli Bunches,2013-11-10,$1.81,$2.54,$2.59,$1.79,$2.49,29.97%
4229,Potatoes,2013-11-10,$1.40,$4.38,$3.87,$4.12,$5.49,218.93%
4230,Broccoli Crowns,2013-11-10,$1.37,$1.50,$2.35,$1.87,$2.19,44.34%
4231,Red Leaf Lettuce,2013-11-10,$0.30,$1.57,$1.73,$1.44,$1.86,450.00%
4232,Cantaloupe,2013-11-10,$0.73,$3.08,$3.19,$2.97,$3.87,348.97%
4233,Romaine Lettuce,2013-11-10,$0.40,$1.84,$2.07,$1.47,$2.58,397.50%
4234,Carrots,2013-11-10,$0.30,$0.91,$0.89,$0.94,$1.47,250.83%
4235,Strawberries,2013-11-10,$1.92,$3.14,$3.37,$3.62,$4.74,93.62%
4236,Honeydews,2013-11-06,$1.75,$3.42,$4.66,$3.38,$5.74,145.71%
4237,Iceberg Lettuce,2013-11-06,$0.51,$1.62,$1.57,$1.59,$2.61,262.25%
4238,Oranges,2013-11-06,$0.44,$1.40,$1.41,$1.44,$1.93,251.14%
4239,Broccoli Bunches,2013-11-06,$0.83,$2.99,$2.49,$1.39,$2.32,176.81%
4240,Potatoes,2013-11-06,$1.40,$4.95,$4.12,$4.82,$0.00,148.04%
4241,Broccoli Crowns,2013-11-06,$0.72,$2.36,$1.60,$1.94,$2.17,180.21%
4242,Red Leaf Lettuce,2013-11-06,$0.34,$1.98,$1.73,$1.44,$1.75,407.35%
4243,Cantaloupe,2013-11-06,$2.00,$2.85,$2.87,$3.31,$3.82,60.63%
4244,Romaine Lettuce,2013-11-06,$0.60,$1.96,$2.11,$1.47,$2.43,232.08%
4245,Carrots,2013-11-06,$0.29,$0.91,$0.89,$0.96,$1.44,262.07%
4246,Strawberries,2013-11-06,$1.40,$3.06,$3.49,$2.75,$4.11,139.46%
4247,Cauliflower,2013-11-06,$2.75,$3.19,$3.12,$3.78,$4.66,34.09%
4248,Celery,2013-11-06,$0.56,$1.46,$1.57,$1.77,$1.87,197.77%
4249,Flame Grapes,2013-11-06,$0.92,$2.24,$1.71,$2.37,$2.49,139.40%
4250,Green Leaf Lettuce,2013-11-06,$0.33,$1.74,$1.67,$1.44,$1.61,389.39%
4251,Cantaloupe,2013-11-03,$1.25,$3.14,$3.19,$3.31,$3.87,170.20%
4252,Romaine Lettuce,2013-11-03,$0.48,$2.01,$2.10,$1.49,$2.43,318.23%
4253,Carrots,2013-11-03,$0.29,$0.91,$0.87,$0.96,$1.44,260.34%
4254,Strawberries,2013-11-03,$1.83,$3.14,$3.37,$3.24,$4.11,89.34%
4255,Cauliflower,2013-11-03,$2.96,$3.18,$4.25,$3.78,$3.99,28.38%
4256,Celery,2013-11-03,$0.56,$1.46,$1.57,$1.79,$1.94,201.79%
4257,Flame Grapes,2013-11-03,$0.92,$2.24,$2.19,$2.62,$2.49,159.24%
4258,Green Leaf Lettuce,2013-11-03,$0.31,$1.66,$1.63,$1.42,$1.61,409.68%
4259,Honeydews,2013-11-03,$1.42,$3.85,$4.66,$3.66,$5.74,215.32%
4260,Iceberg Lettuce,2013-11-03,$0.34,$1.38,$1.67,$1.67,$2.24,411.76%
4261,Oranges,2013-11-03,$0.47,$1.36,$1.45,$1.07,$1.93,209.04%
4262,Broccoli Bunches,2013-11-03,$1.29,$2.66,$2.27,$1.79,$2.49,78.49%
4263,Potatoes,2013-11-03,$1.40,$4.77,$4.12,$3.82,$0.00,126.96%
4264,Broccoli Crowns,2013-11-03,$1.08,$2.59,$2.28,$1.99,$2.24,110.65%
4265,Red Leaf Lettuce,2013-11-03,$0.31,$1.74,$1.77,$1.42,$1.75,438.71%
4266,Flame Grapes,2013-10-27,$0.92,$2.24,$1.71,$2.37,$2.49,139.40%
4267,Green Leaf Lettuce,2013-10-27,$0.33,$1.74,$1.67,$1.44,$1.61,389.39%
4268,Honeydews,2013-10-27,$1.75,$3.42,$4.66,$3.38,$5.74,145.71%
4269,Iceberg Lettuce,2013-10-27,$0.51,$1.62,$1.57,$1.59,$2.61,262.25%
4270,Oranges,2013-10-27,$0.44,$1.40,$1.41,$1.44,$1.93,251.14%
4271,Broccoli Bunches,2013-10-27,$0.83,$2.99,$2.49,$1.39,$2.32,176.81%
4272,Potatoes,2013-10-27,$1.40,$4.95,$4.12,$4.82,$0.00,148.04%
4273,Broccoli Crowns,2013-10-27,$0.72,$2.36,$1.60,$1.94,$2.17,180.21%
4274,Red Leaf Lettuce,2013-10-27,$0.34,$1.98,$1.73,$1.44,$1.75,407.35%
4275,Cantaloupe,2013-10-27,$2.00,$2.85,$2.87,$3.31,$3.82,60.63%
4276,Romaine Lettuce,2013-10-27,$0.60,$1.96,$2.11,$1.47,$2.43,232.08%
4277,Carrots,2013-10-27,$0.29,$0.91,$0.89,$0.96,$1.44,262.07%
4278,Strawberries,2013-10-27,$1.40,$3.06,$3.49,$2.75,$4.11,139.46%
4279,Cauliflower,2013-10-27,$2.75,$3.19,$3.12,$3.78,$4.66,34.09%
4280,Celery,2013-10-27,$0.56,$1.46,$1.57,$1.77,$1.87,197.77%
4281,Oranges,2013-10-20,$0.50,$1.37,$1.80,$1.29,$1.78,212.00%
4282,Red Leaf Lettuce,2013-10-20,$0.35,$1.59,$1.77,$1.47,$1.86,377.86%
4283,Romaine Lettuce,2013-10-20,$0.66,$1.84,$2.17,$1.54,$2.27,196.21%
4284,Broccoli Bunches,2013-10-20,$1.06,$2.44,$1.99,$1.64,$2.15,93.87%
4285,Strawberries,2013-10-20,$1.42,$3.14,$3.32,$2.99,$4.11,138.73%
4286,Broccoli Crowns,2013-10-20,$0.97,$2.11,$1.70,$2.32,$2.17,113.92%
4287,Carrots,2013-10-20,$0.30,$0.96,$0.89,$0.96,$1.44,254.17%
4288,Cauliflower,2013-10-20,$2.83,$3.19,$3.26,$3.73,$4.16,26.68%
4289,Celery,2013-10-20,$0.58,$1.47,$1.62,$1.79,$2.07,199.57%
4290,Flame Grapes,2013-10-20,$0.92,$2.24,$1.84,$2.49,$2.36,142.66%
4291,Green Leaf Lettuce,2013-10-20,$0.34,$1.55,$1.63,$1.47,$1.71,367.65%
4292,Iceberg Lettuce,2013-10-20,$0.75,$1.49,$1.67,$1.74,$1.99,129.67%
4293,Red Leaf Lettuce,2013-10-13,$0.38,$1.54,$1.65,$1.44,$1.79,322.37%
4294,Romaine Lettuce,2013-10-13,$0.82,$1.84,$2.11,$1.44,$2.27,133.54%
4295,Strawberries,2013-10-13,$1.46,$2.94,$3.32,$2.84,$3.99,124.14%
4296,Broccoli Bunches,2013-10-13,$1.40,$2.44,$1.99,$1.39,$2.66,51.43%
4297,Broccoli Crowns,2013-10-13,$1.42,$2.26,$1.60,$2.27,$1.99,42.96%
4298,Carrots,2013-10-13,$0.30,$0.95,$0.89,$0.96,$1.64,270.00%
4299,Cauliflower,2013-10-13,$2.70,$3.18,$3.12,$3.33,$4.11,27.22%
