,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3220,Iceberg Lettuce,2015-03-15,$0.46,$1.14,$1.46,$1.47,$2.44,253.80%
3221,Red Leaf Lettuce,2015-03-08,$0.30,$1.69,$1.48,$1.57,$2.13,472.50%
3222,Avocados,2015-03-08,$0.82,$1.19,$1.29,$1.19,$1.71,64.02%
3223,Romaine Lettuce,2015-03-08,$0.62,$1.85,$1.78,$1.67,$2.64,220.16%
3224,Broccoli Bunches,2015-03-08,$0.92,$2.45,$1.95,$1.49,$2.00,114.40%
3225,Strawberries,2015-03-08,$1.00,$2.23,$2.32,$2.37,$2.87,144.75%
3226,Broccoli Crowns,2015-03-08,$0.85,$1.81,$1.65,$1.79,$2.12,116.76%
3227,Carrots,2015-03-08,$0.30,$0.95,$0.80,$0.99,$1.22,230.00%
3228,Cauliflower,2015-03-08,$2.27,$3.03,$3.10,$3.48,$4.37,53.96%
3229,Celery,2015-03-08,$0.35,$1.66,$1.52,$1.69,$2.04,393.57%
3230,Green Leaf Lettuce,2015-03-08,$0.33,$1.61,$1.30,$1.57,$1.96,387.88%
3231,Iceberg Lettuce,2015-03-08,$0.49,$1.14,$1.46,$1.52,$2.37,231.12%
3232,Oranges,2015-03-08,$0.41,$1.10,$1.27,$1.19,$1.97,237.20%
3233,Potatoes,2015-03-08,$0.80,$5.59,$3.76,$3.99,$3.99,441.56%
3234,Strawberries,2015-03-01,$1.06,$2.49,$1.99,$2.75,$2.62,132.31%
3235,Broccoli Crowns,2015-03-01,$0.54,$1.94,$1.72,$1.79,$2.12,250.46%
3236,Carrots,2015-03-01,$0.31,$0.95,$0.90,$0.99,$1.22,227.42%
3237,Cauliflower,2015-03-01,$1.49,$2.94,$2.81,$3.18,$3.62,110.57%
3238,Celery,2015-03-01,$0.31,$1.66,$1.53,$1.69,$2.12,464.52%
3239,Green Leaf Lettuce,2015-03-01,$0.34,$1.61,$1.39,$1.59,$1.96,381.62%
3240,Iceberg Lettuce,2015-03-01,$0.32,$1.16,$1.48,$1.52,$2.49,419.53%
3241,Oranges,2015-03-01,$0.42,$1.10,$1.64,$1.22,$1.93,250.60%
3242,Potatoes,2015-03-01,$0.80,$5.80,$4.10,$3.32,$5.49,484.69%
3243,Red Leaf Lettuce,2015-03-01,$0.30,$1.25,$1.53,$1.59,$2.13,441.67%
3244,Avocados,2015-03-01,$0.82,$1.07,$1.16,$1.24,$1.54,52.74%
3245,Romaine Lettuce,2015-03-01,$0.65,$1.85,$1.84,$1.79,$2.64,212.31%
3246,Broccoli Bunches,2015-03-01,$0.64,$2.39,$2.05,$1.24,$2.32,212.50%
3247,Red Leaf Lettuce,2015-02-22,$0.32,$1.15,$1.45,$1.59,$2.24,402.34%
3248,Romaine Lettuce,2015-02-22,$0.69,$1.85,$1.91,$1.67,$2.64,192.39%
3249,Strawberries,2015-02-22,$1.13,$2.57,$2.32,$2.34,$3.24,131.64%
3250,Cauliflower,2015-02-22,$0.85,$3.06,$3.88,$2.68,$3.99,300.29%
3251,Celery,2015-02-22,$0.31,$1.66,$1.63,$1.49,$2.17,460.48%
3252,Green Leaf Lettuce,2015-02-22,$0.35,$1.61,$1.34,$1.59,$2.07,372.14%
3253,Iceberg Lettuce,2015-02-22,$0.26,$1.16,$1.44,$1.52,$2.37,524.04%
3254,Oranges,2015-02-22,$0.42,$1.05,$1.27,$1.19,$2.16,237.50%
3255,Potatoes,2015-02-22,$0.80,$4.27,$4.10,$3.99,$5.49,457.81%
3256,Avocados,2015-02-22,$0.82,$1.09,$1.36,$1.13,$1.63,58.84%
3257,Broccoli Bunches,2015-02-22,$0.46,$2.29,$2.02,$1.24,$2.32,327.72%
3258,Broccoli Crowns,2015-02-22,$0.37,$1.94,$1.70,$1.79,$2.12,410.14%
3259,Carrots,2015-02-22,$0.31,$0.97,$0.90,$0.99,$1.22,229.03%
3260,Green Leaf Lettuce,2015-02-15,$0.40,$1.61,$1.39,$1.74,$2.07,325.63%
3261,Iceberg Lettuce,2015-02-15,$0.26,$1.14,$1.75,$1.57,$2.37,556.73%
3262,Oranges,2015-02-15,$0.42,$1.08,$1.45,$1.27,$2.16,254.76%
3263,Potatoes,2015-02-15,$0.80,$5.09,$4.05,$3.66,$4.99,455.94%
3264,Red Leaf Lettuce,2015-02-15,$0.37,$1.69,$1.53,$1.74,$2.24,386.49%
3265,Avocados,2015-02-15,$0.76,$1.19,$1.49,$1.23,$1.61,81.58%
3266,Romaine Lettuce,2015-02-15,$0.63,$1.73,$1.84,$1.95,$2.64,223.81%
3267,Broccoli Bunches,2015-02-15,$0.48,$2.25,$2.00,$1.49,$2.32,319.79%
3268,Strawberries,2015-02-15,$1.13,$2.69,$2.49,$2.12,$2.99,127.65%
3269,Broccoli Crowns,2015-02-15,$0.37,$1.94,$1.70,$1.84,$2.12,413.51%
3270,Carrots,2015-02-15,$0.31,$0.97,$0.95,$0.99,$1.22,233.06%
3271,Cauliflower,2015-02-15,$0.91,$3.06,$2.94,$3.43,$3.99,268.68%
3272,Celery,2015-02-15,$0.33,$1.66,$1.63,$1.69,$2.12,437.88%
3273,Potatoes,2015-02-08,$0.80,$4.78,$3.85,$3.99,$5.49,465.94%
3274,Red Leaf Lettuce,2015-02-08,$0.61,$1.92,$1.59,$1.79,$2.24,209.02%
3275,Avocados,2015-02-08,$0.72,$1.33,$1.43,$1.19,$1.69,95.83%
3276,Romaine Lettuce,2015-02-08,$0.79,$1.81,$1.94,$1.84,$2.64,160.44%
3277,Broccoli Bunches,2015-02-08,$0.47,$2.19,$2.11,$1.59,$2.32,336.70%
3278,Strawberries,2015-02-08,$1.75,$2.87,$2.09,$2.37,$2.99,47.43%
3279,Broccoli Crowns,2015-02-08,$0.35,$2.06,$2.10,$1.84,$2.24,488.57%
3280,Carrots,2015-02-08,$0.31,$0.97,$0.90,$0.97,$1.22,227.42%
3281,Cauliflower,2015-02-08,$0.73,$3.14,$4.37,$3.53,$3.49,397.60%
3282,Celery,2015-02-08,$0.36,$1.66,$1.71,$1.72,$2.04,395.14%
3283,Green Leaf Lettuce,2015-02-08,$0.60,$1.61,$1.40,$1.79,$2.07,186.25%
3284,Iceberg Lettuce,2015-02-08,$0.29,$1.21,$1.65,$1.62,$2.49,500.86%
3285,Oranges,2015-02-08,$0.42,$1.08,$1.40,$1.12,$1.70,215.48%
3286,Avocados,2015-02-01,$0.70,$1.02,$1.12,$1.25,$1.25,65.71%
3287,Romaine Lettuce,2015-02-01,$1.17,$1.81,$1.94,$2.00,$2.80,82.69%
3288,Broccoli Bunches,2015-02-01,$0.63,$2.35,$2.11,$1.59,$2.66,245.63%
3289,Strawberries,2015-02-01,$1.88,$2.69,$2.49,$3.24,$3.99,65.03%
3290,Broccoli Crowns,2015-02-01,$0.48,$2.06,$2.10,$1.89,$2.37,338.54%
3291,Carrots,2015-02-01,$0.32,$0.95,$1.07,$0.97,$1.22,228.91%
3292,Cauliflower,2015-02-01,$0.80,$3.15,$3.52,$3.28,$4.12,339.69%
3293,Celery,2015-02-01,$0.47,$1.66,$1.71,$1.72,$2.12,283.51%
3294,Green Leaf Lettuce,2015-02-01,$1.07,$1.99,$1.45,$1.79,$2.17,72.90%
3295,Iceberg Lettuce,2015-02-01,$0.55,$1.14,$1.65,$1.79,$2.62,227.27%
3296,Oranges,2015-02-01,$0.45,$1.17,$1.26,$1.14,$2.12,216.11%
3297,Potatoes,2015-02-01,$0.85,$4.87,$3.85,$3.99,$4.99,420.59%
3298,Red Leaf Lettuce,2015-02-01,$1.06,$1.69,$1.59,$1.79,$2.24,72.41%
3299,Carrots,2015-01-25,$0.32,$0.95,$0.85,$0.97,$1.22,211.72%
