,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2937,Oranges,2015-07-19,$0.42,$1.38,$1.42,$1.72,$2.12,295.24%
2938,Honeydews,2015-07-12,$1.46,$3.10,$3.53,$3.69,$4.99,162.16%
2939,Iceberg Lettuce,2015-07-12,$0.31,$1.24,$1.37,$1.49,$2.24,411.29%
2940,Nectarines,2015-07-12,$0.58,$0.00,$2.01,$0.99,$2.49,136.64%
2941,Oranges,2015-07-12,$0.42,$1.38,$1.17,$1.72,$2.12,280.36%
2942,Peaches,2015-07-12,$0.60,$0.00,$1.89,$0.99,$0.00,20.00%
2943,Red Leaf Lettuce,2015-07-12,$0.27,$1.36,$1.42,$1.52,$1.73,458.33%
2944,Tomatoes,2015-07-12,$0.44,$1.29,$1.03,$1.54,$2.17,242.61%
2945,Romaine Lettuce,2015-07-12,$0.37,$1.44,$1.60,$1.71,$1.64,331.76%
2946,Celery,2015-07-12,$0.38,$1.61,$1.68,$1.77,$2.17,375.66%
2947,Strawberries,2015-07-12,$1.00,$2.44,$2.25,$2.62,$3.24,163.75%
2948,Flame Grapes,2015-07-12,$0.87,$1.32,$1.84,$2.34,$2.79,138.22%
2949,Green Leaf Lettuce,2015-07-12,$0.34,$1.36,$1.29,$1.52,$1.71,332.35%
2950,Avocados,2015-07-12,$0.82,$1.29,$1.32,$1.31,$1.75,72.87%
2951,Broccoli Bunches,2015-07-12,$0.61,$2.51,$2.24,$0.99,$2.49,237.30%
2952,Broccoli Crowns,2015-07-12,$0.49,$1.99,$1.70,$1.69,$1.87,269.90%
2953,Cantaloupe,2015-07-12,$0.71,$2.14,$2.30,$2.35,$2.74,235.56%
2954,Carrots,2015-07-12,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2955,Cauliflower,2015-07-12,$0.75,$2.90,$3.21,$3.68,$2.99,326.00%
2956,Flame Grapes,2015-07-05,$0.94,$1.74,$1.59,$1.74,$2.79,109.04%
2957,Strawberries,2015-07-05,$1.00,$2.32,$2.19,$2.87,$3.24,165.50%
2958,Green Leaf Lettuce,2015-07-05,$0.39,$1.36,$1.30,$1.52,$1.71,277.56%
2959,Honeydews,2015-07-05,$1.58,$3.19,$3.49,$3.69,$5.24,146.99%
2960,Iceberg Lettuce,2015-07-05,$0.54,$1.24,$1.37,$1.52,$1.74,171.76%
2961,Avocados,2015-07-05,$0.83,$1.19,$1.43,$1.12,$1.63,61.75%
2962,Nectarines,2015-07-05,$0.60,$1.69,$1.79,$1.62,$1.99,195.42%
2963,Broccoli Bunches,2015-07-05,$0.53,$2.67,$2.24,$1.59,$2.49,324.06%
2964,Oranges,2015-07-05,$0.41,$1.34,$1.38,$1.49,$2.12,285.98%
2965,Broccoli Crowns,2015-07-05,$0.38,$1.73,$1.70,$1.79,$2.12,382.89%
2966,Peaches,2015-07-05,$0.60,$1.69,$1.79,$1.74,$1.69,187.92%
2967,Cantaloupe,2015-07-05,$0.70,$2.12,$2.12,$2.18,$2.99,236.07%
2968,Potatoes,2015-07-05,$0.90,$5.15,$3.95,$3.74,$4.99,395.28%
2969,Carrots,2015-07-05,$0.30,$0.97,$0.92,$0.99,$1.22,241.67%
2970,Red Leaf Lettuce,2015-07-05,$0.31,$1.44,$1.49,$1.52,$1.86,408.87%
2971,Cauliflower,2015-07-05,$0.69,$3.23,$3.06,$2.93,$3.99,378.62%
2972,Tomatoes,2015-07-05,$0.42,$1.29,$1.30,$1.32,$2.29,269.05%
2973,Celery,2015-07-05,$0.38,$1.81,$1.78,$1.77,$2.17,395.39%
2974,Romaine Lettuce,2015-07-05,$0.54,$1.44,$1.69,$1.59,$2.02,212.04%
2975,Red Leaf Lettuce,2015-06-28,$0.32,$1.44,$1.49,$1.57,$1.86,396.88%
2976,Cauliflower,2015-06-28,$0.67,$3.23,$3.06,$4.03,$3.74,424.63%
2977,Tomatoes,2015-06-28,$0.40,$1.36,$0.98,$1.44,$2.42,287.50%
2978,Celery,2015-06-28,$0.31,$1.81,$1.68,$1.77,$2.17,499.19%
2979,Romaine Lettuce,2015-06-28,$0.58,$1.44,$1.64,$1.71,$2.02,193.53%
2980,Flame Grapes,2015-06-28,$1.11,$2.31,$1.91,$1.09,$2.37,72.97%
2981,Strawberries,2015-06-28,$1.00,$2.24,$2.22,$2.75,$3.12,158.25%
2982,Green Leaf Lettuce,2015-06-28,$0.37,$1.36,$1.36,$1.57,$1.71,305.41%
2983,Honeydews,2015-06-28,$1.63,$3.05,$3.65,$3.41,$5.49,139.26%
2984,Iceberg Lettuce,2015-06-28,$0.63,$1.24,$1.37,$1.52,$2.49,162.70%
2985,Avocados,2015-06-28,$0.82,$1.32,$1.24,$1.19,$1.35,55.49%
2986,Nectarines,2015-06-28,$0.62,$0.00,$1.71,$1.99,$2.99,169.76%
2987,Broccoli Bunches,2015-06-28,$0.51,$2.51,$2.24,$1.59,$2.49,332.84%
2988,Oranges,2015-06-28,$0.43,$1.29,$1.17,$1.39,$2.27,255.81%
2989,Broccoli Crowns,2015-06-28,$0.37,$1.74,$1.70,$1.79,$2.12,396.62%
2990,Peaches,2015-06-28,$0.60,$0.00,$1.71,$1.62,$2.99,163.33%
2991,Cantaloupe,2015-06-28,$0.71,$2.19,$2.32,$2.18,$2.99,240.85%
2992,Potatoes,2015-06-28,$0.90,$5.86,$3.95,$3.74,$6.99,470.56%
2993,Carrots,2015-06-28,$0.30,$0.92,$0.92,$0.99,$1.22,237.50%
2994,Broccoli Crowns,2015-06-21,$0.35,$1.94,$1.70,$1.79,$2.37,457.14%
2995,Peaches,2015-06-21,$0.60,$1.69,$1.74,$1.69,$1.69,183.75%
2996,Cantaloupe,2015-06-21,$0.73,$2.19,$2.24,$1.68,$2.74,203.08%
2997,Potatoes,2015-06-21,$0.65,$5.02,$3.95,$3.99,$4.99,590.38%
2998,Carrots,2015-06-21,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
2999,Red Leaf Lettuce,2015-06-21,$0.31,$1.44,$1.46,$1.59,$1.86,412.10%
