,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3426,Broccoli Crowns,2014-11-16,$0.68,$2.01,$1.27,$1.74,$1.82,151.47%
3427,Romaine Lettuce,2014-11-16,$0.89,$1.79,$1.86,$1.69,$2.64,124.16%
3428,Cantaloupe,2014-11-16,$0.71,$3.24,$2.86,$3.35,$4.49,390.85%
3429,Strawberries,2014-11-16,$3.00,$3.87,$3.74,$3.99,$5.74,44.50%
3430,Carrots,2014-11-16,$0.32,$0.92,$0.82,$0.96,$1.22,206.25%
3431,Cauliflower,2014-11-16,$1.99,$3.35,$3.19,$3.18,$4.12,73.87%
3432,Celery,2014-11-16,$0.70,$1.52,$1.04,$1.12,$2.24,111.43%
3433,Flame Grapes,2014-11-16,$1.05,$2.61,$2.24,$2.62,$2.62,140.24%
3434,Green Leaf Lettuce,2014-11-16,$0.56,$1.61,$1.55,$1.42,$1.86,187.50%
3435,Iceberg Lettuce,2014-11-16,$0.61,$1.39,$1.21,$1.74,$2.62,185.25%
3436,Oranges,2014-11-16,$0.53,$1.59,$1.22,$1.12,$2.01,180.19%
3437,Cauliflower,2014-11-09,$1.46,$3.26,$4.17,$3.58,$4.37,163.36%
3438,Celery,2014-11-09,$0.70,$1.67,$1.26,$1.72,$1.99,137.14%
3439,Flame Grapes,2014-11-09,$1.00,$2.56,$2.16,$2.31,$2.87,147.50%
3440,Green Leaf Lettuce,2014-11-09,$0.57,$1.61,$1.48,$1.39,$1.86,178.07%
3441,Honeydews,2014-11-09,$1.99,$4.32,$3.99,$3.62,$5.74,121.98%
3442,Iceberg Lettuce,2014-11-09,$1.16,$1.54,$1.27,$1.67,$2.24,44.83%
3443,Oranges,2014-11-09,$0.53,$1.66,$1.42,$1.49,$2.01,210.38%
3444,Potatoes,2014-11-09,$0.85,$4.28,$2.99,$3.99,$5.49,392.65%
3445,Red Leaf Lettuce,2014-11-09,$0.55,$1.69,$1.69,$1.39,$2.02,208.64%
3446,Cantaloupe,2014-11-09,$1.00,$3.32,$2.84,$3.31,$4.49,249.00%
3447,Romaine Lettuce,2014-11-09,$1.10,$1.69,$1.96,$1.59,$2.64,79.09%
3448,Carrots,2014-11-09,$0.28,$0.92,$0.85,$0.96,$1.22,252.68%
3449,Strawberries,2014-11-09,$2.63,$4.16,$3.49,$3.37,$5.99,61.69%
3450,Broccoli Bunches,2014-11-09,$0.92,$2.27,$2.09,$1.24,$2.50,120.11%
3451,Broccoli Crowns,2014-11-09,$0.77,$1.79,$1.37,$1.74,$1.82,118.18%
3452,Honeydews,2014-11-02,$1.46,$4.49,$4.49,$3.53,$5.74,212.50%
3453,Iceberg Lettuce,2014-11-02,$1.32,$1.26,$1.27,$1.57,$1.99,15.34%
3454,Oranges,2014-11-02,$0.53,$1.65,$1.29,$1.39,$2.01,199.06%
3455,Broccoli Bunches,2014-11-02,$0.79,$2.40,$2.09,$1.24,$2.33,155.06%
3456,Potatoes,2014-11-02,$0.90,$4.82,$3.45,$3.99,$6.99,434.72%
3457,Broccoli Crowns,2014-11-02,$0.68,$2.01,$1.55,$1.74,$1.84,162.50%
3458,Red Leaf Lettuce,2014-11-02,$0.49,$1.61,$1.69,$1.37,$1.68,223.98%
3459,Cantaloupe,2014-11-02,$1.24,$3.32,$3.46,$3.48,$3.99,187.30%
3460,Romaine Lettuce,2014-11-02,$1.10,$1.56,$1.86,$1.57,$2.18,62.95%
3461,Carrots,2014-11-02,$0.28,$0.92,$0.85,$0.96,$1.22,252.68%
3462,Strawberries,2014-11-02,$2.00,$3.74,$3.47,$3.99,$5.24,105.50%
3463,Cauliflower,2014-11-02,$1.20,$3.35,$2.73,$3.23,$3.87,174.58%
3464,Celery,2014-11-02,$0.60,$1.65,$1.46,$1.72,$1.94,182.08%
3465,Flame Grapes,2014-11-02,$1.00,$2.44,$1.99,$2.62,$1.74,119.75%
3466,Green Leaf Lettuce,2014-11-02,$0.52,$1.54,$1.55,$1.37,$1.55,188.94%
3467,Broccoli Bunches,2014-10-26,$0.61,$2.42,$2.09,$1.29,$2.33,233.20%
3468,Romaine Lettuce,2014-10-26,$0.86,$1.56,$1.93,$1.57,$2.18,110.47%
3469,Broccoli Crowns,2014-10-26,$0.58,$2.01,$1.85,$1.59,$1.84,214.22%
3470,Strawberries,2014-10-26,$1.50,$3.56,$3.49,$3.74,$5.24,167.17%
3471,Carrots,2014-10-26,$0.28,$0.92,$0.89,$0.96,$1.22,256.25%
3472,Cauliflower,2014-10-26,$1.25,$3.40,$4.17,$2.88,$3.87,186.40%
3473,Celery,2014-10-26,$0.37,$1.65,$1.66,$1.72,$1.94,370.95%
3474,Flame Grapes,2014-10-26,$0.94,$2.31,$1.69,$2.62,$1.74,122.34%
3475,Green Leaf Lettuce,2014-10-26,$0.38,$1.54,$1.46,$1.37,$1.55,289.47%
3476,Honeydews,2014-10-26,$1.63,$3.99,$4.49,$3.50,$5.74,171.78%
3477,Iceberg Lettuce,2014-10-26,$0.91,$1.24,$1.30,$1.39,$1.99,62.64%
3478,Oranges,2014-10-26,$0.53,$1.60,$1.29,$1.64,$2.01,208.49%
3479,Red Leaf Lettuce,2014-10-26,$0.35,$1.61,$1.67,$1.37,$1.68,352.14%
3480,Cantaloupe,2014-10-19,$1.70,$2.99,$2.96,$3.22,$3.99,93.53%
3481,Carrots,2014-10-19,$0.27,$0.92,$0.85,$0.96,$1.22,265.74%
3482,Cauliflower,2014-10-19,$1.27,$3.40,$4.17,$2.98,$4.24,191.14%
3483,Celery,2014-10-19,$0.36,$1.70,$1.66,$1.72,$1.99,390.97%
3484,Flame Grapes,2014-10-19,$0.94,$2.19,$1.94,$2.21,$2.49,134.84%
3485,Green Leaf Lettuce,2014-10-19,$0.36,$1.54,$1.46,$1.37,$1.65,318.06%
3486,Honeydews,2014-10-19,$1.71,$3.99,$4.49,$3.78,$5.74,163.16%
3487,Iceberg Lettuce,2014-10-19,$0.66,$1.26,$1.27,$1.39,$1.99,123.86%
3488,Red Leaf Lettuce,2014-10-19,$0.32,$1.61,$1.67,$1.37,$1.79,403.13%
3489,Broccoli Bunches,2014-10-19,$0.59,$2.24,$2.09,$0.99,$2.49,230.93%
3490,Romaine Lettuce,2014-10-19,$0.65,$1.56,$1.93,$1.57,$2.02,172.31%
3491,Broccoli Crowns,2014-10-19,$0.61,$1.79,$1.85,$1.84,$1.87,201.23%
3492,Strawberries,2014-10-19,$1.66,$3.74,$3.24,$3.62,$4.99,134.79%
3493,Celery,2014-10-12,$0.40,$1.70,$1.64,$1.72,$1.99,340.63%
3494,Flame Grapes,2014-10-12,$0.97,$2.11,$1.94,$2.49,$2.82,141.24%
3495,Green Leaf Lettuce,2014-10-12,$0.34,$1.54,$1.45,$1.37,$1.59,337.50%
3496,Honeydews,2014-10-12,$1.50,$3.65,$3.99,$3.78,$5.74,186.00%
3497,Iceberg Lettuce,2014-10-12,$0.60,$1.19,$1.27,$1.39,$1.99,143.33%
3498,Red Leaf Lettuce,2014-10-12,$0.30,$1.61,$1.58,$1.37,$1.72,423.33%
3499,Broccoli Bunches,2014-10-12,$0.62,$2.40,$2.09,$0.99,$2.49,221.37%
