,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4863,Potatoes,2012-12-30,$0.95,$5.59,$4.07,$3.42,$0.00,244.21%
4864,Red Leaf Lettuce,2012-12-30,$0.42,$1.99,$1.68,$1.27,$1.95,310.12%
4865,Romaine Lettuce,2012-12-30,$0.51,$2.05,$1.98,$1.27,$2.58,286.27%
4866,Broccoli Bunches,2012-12-30,$0.87,$2.65,$2.19,$1.02,$2.32,135.06%
4867,Broccoli Crowns,2012-12-30,$0.80,$1.41,$1.69,$1.49,$1.79,99.38%
4868,Carrots,2012-12-30,$0.27,$0.89,$1.07,$0.84,$1.32,281.48%
4869,Cauliflower,2012-12-30,$0.78,$2.95,$3.33,$2.53,$3.37,290.38%
4870,Celery,2012-12-30,$0.57,$1.45,$1.71,$1.52,$2.24,203.51%
4871,Green Leaf Lettuce,2012-12-30,$0.41,$1.74,$1.48,$1.27,$1.80,283.54%
4872,Broccoli Crowns,2012-12-23,$0.55,$1.59,$1.54,$1.54,$1.62,185.91%
4873,Carrots,2012-12-23,$0.27,$0.89,$0.89,$0.84,$1.32,264.81%
4874,Cauliflower,2012-12-23,$0.82,$2.74,$2.90,$3.53,$3.74,293.60%
4875,Celery,2012-12-23,$0.57,$1.46,$1.66,$1.64,$2.12,201.75%
4876,Green Leaf Lettuce,2012-12-23,$0.29,$1.74,$1.48,$1.27,$1.86,447.41%
4877,Iceberg Lettuce,2012-12-23,$0.24,$1.37,$1.17,$1.17,$1.87,481.25%
4878,Oranges,2012-12-23,$0.34,$1.40,$1.33,$0.82,$1.70,286.03%
4879,Potatoes,2012-12-23,$1.00,$4.24,$4.07,$3.39,$4.66,309.00%
4880,Red Leaf Lettuce,2012-12-23,$0.29,$1.99,$1.68,$1.27,$2.02,500.00%
4881,Romaine Lettuce,2012-12-23,$0.29,$2.05,$2.03,$1.27,$2.49,575.86%
4882,Broccoli Bunches,2012-12-23,$0.66,$2.46,$2.12,$1.06,$1.95,187.50%
4883,Strawberries,2012-12-23,$2.63,$3.66,$3.44,$4.12,$5.24,56.46%
4884,Cauliflower,2012-12-16,$0.90,$2.71,$2.36,$2.43,$3.62,208.89%
4885,Celery,2012-12-16,$0.55,$1.29,$1.52,$1.67,$2.19,203.18%
4886,Green Leaf Lettuce,2012-12-16,$0.29,$1.74,$1.45,$1.47,$1.86,462.07%
4887,Iceberg Lettuce,2012-12-16,$0.24,$1.37,$1.29,$1.24,$1.87,501.04%
4888,Oranges,2012-12-16,$0.34,$1.36,$1.20,$0.90,$1.81,287.50%
4889,Potatoes,2012-12-16,$1.00,$4.82,$3.99,$3.42,$0.00,205.75%
4890,Red Leaf Lettuce,2012-12-16,$0.28,$1.82,$1.65,$1.47,$1.97,516.96%
4891,Romaine Lettuce,2012-12-16,$0.30,$1.89,$1.96,$1.47,$2.43,545.83%
4892,Broccoli Bunches,2012-12-16,$0.51,$2.41,$1.39,$1.17,$2.16,249.51%
4893,Strawberries,2012-12-16,$2.88,$3.74,$3.43,$3.99,$5.24,42.36%
4894,Broccoli Crowns,2012-12-16,$0.43,$1.28,$1.54,$1.64,$1.74,260.47%
4895,Carrots,2012-12-16,$0.27,$0.86,$0.81,$0.92,$1.32,262.04%
4896,Flame Grapes,2012-12-09,$1.22,$2.49,$2.82,$3.54,$2.99,142.62%
4897,Green Leaf Lettuce,2012-12-09,$0.27,$1.72,$1.58,$1.27,$1.86,495.37%
4898,Iceberg Lettuce,2012-12-09,$0.24,$1.33,$1.24,$1.24,$1.92,496.88%
4899,Oranges,2012-12-09,$0.37,$1.33,$1.16,$1.06,$1.70,254.73%
