,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2269,Strawberries,2016-06-05,$1.16,$2.62,$1.94,$2.62,$2.61,110.99%
2270,Romaine Lettuce,2016-06-05,$0.60,$1.74,$1.88,$1.39,$1.86,186.25%
2271,Red Leaf Lettuce,2016-06-05,$0.43,$1.32,$1.50,$1.39,$1.78,248.26%
2272,Peaches,2016-06-05,$0.56,$1.59,$1.69,$0.99,$1.99,179.46%
2273,Oranges,2016-06-05,$0.35,$1.30,$1.18,$0.99,$1.72,270.71%
2274,Nectarines,2016-06-05,$0.58,$1.86,$1.69,$0.99,$1.99,181.47%
2275,Iceberg Lettuce,2016-06-05,$0.52,$1.24,$1.19,$1.34,$1.74,164.90%
2276,Honeydews,2016-06-05,$1.08,$4.99,$3.04,$3.41,$3.99,257.18%
2277,Green Leaf Lettuce,2016-06-05,$0.45,$1.32,$1.44,$1.39,$1.63,221.11%
2278,Flame Grapes,2016-06-05,$1.05,$2.74,$1.94,$1.87,$2.49,115.24%
2279,Celery,2016-06-05,$0.32,$1.56,$1.54,$1.94,$1.99,449.22%
2280,Cauliflower,2016-06-05,$1.29,$3.23,$3.06,$2.63,$3.86,147.67%
2281,Carrots,2016-06-05,$0.29,$0.95,$0.90,$0.99,$1.07,237.07%
2282,Cantaloupe,2016-06-05,$0.46,$2.32,$2.22,$1.96,$2.62,395.65%
2283,Broccoli Crowns,2016-06-05,$0.56,$1.74,$1.72,$1.62,$1.70,202.68%
2284,Broccoli Bunches,2016-06-05,$0.89,$1.52,$1.77,$1.16,$1.08,55.34%
2285,Avocados,2016-06-05,$0.81,$1.17,$1.18,$1.34,$1.67,65.43%
2286,Strawberries,2016-05-29,$1.19,$2.24,$2.12,$2.62,$2.74,104.20%
2287,Romaine Lettuce,2016-05-29,$0.54,$1.69,$1.88,$1.44,$2.08,228.24%
2288,Red Leaf Lettuce,2016-05-29,$0.63,$1.48,$1.50,$1.44,$1.89,150.40%
2289,Oranges,2016-05-29,$0.35,$1.30,$1.18,$1.24,$1.97,306.43%
2290,Iceberg Lettuce,2016-05-29,$0.64,$1.36,$1.19,$1.37,$1.74,121.09%
2291,Honeydews,2016-05-29,$1.17,$3.99,$3.17,$3.78,$3.99,219.02%
2292,Green Leaf Lettuce,2016-05-29,$0.63,$1.48,$1.44,$1.44,$1.73,141.67%
2293,Flame Grapes,2016-05-29,$1.05,$2.69,$2.06,$2.24,$2.36,122.62%
2294,Celery,2016-05-29,$0.34,$1.56,$1.48,$1.94,$1.99,412.50%
2295,Cauliflower,2016-05-29,$1.99,$3.23,$3.06,$2.98,$3.74,63.44%
2296,Carrots,2016-05-29,$0.29,$1.17,$0.90,$0.99,$1.07,256.03%
2297,Cantaloupe,2016-05-29,$0.52,$2.34,$2.47,$2.03,$2.99,372.60%
2298,Broccoli Crowns,2016-05-29,$0.70,$1.74,$1.62,$1.72,$2.03,153.93%
2299,Broccoli Bunches,2016-05-29,$1.05,$1.77,$1.33,$1.21,$1.73,43.81%
