,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1137,Broccoli Crowns,2017-11-19,$0.43,$2.16,$2.10,$1.99,$1.66,359.88%
1138,Broccoli Bunches,2017-11-19,$0.41,$1.61,$1.25,$1.79,$2.44,332.32%
1139,Strawberries,2017-11-12,$2.92,$3.24,$3.24,$3.74,$3.11,14.13%
1140,Romaine Lettuce,2017-11-12,$0.35,$2.06,$2.01,$1.52,$1.74,423.57%
1141,Red Leaf Lettuce,2017-11-12,$0.36,$1.52,$1.66,$1.42,$1.74,340.28%
1142,Potatoes,2017-11-12,$1.40,$4.27,$3.81,$3.99,$5.22,208.75%
1143,Oranges,2017-11-12,$0.63,$1.61,$1.60,$0.99,$2.10,150.00%
1144,Iceberg Lettuce,2017-11-12,$0.33,$0.99,$1.28,$1.24,$1.54,282.58%
1145,Honeydews,2017-11-12,$1.25,$3.94,$3.99,$3.60,$4.36,217.80%
1146,Green Leaf Lettuce,2017-11-12,$0.35,$1.52,$1.69,$1.42,$1.64,347.86%
1147,Flame Grapes,2017-11-12,$1.10,$1.94,$1.99,$2.49,$1.99,91.14%
1148,Celery,2017-11-12,$0.59,$1.24,$1.37,$1.17,$1.57,126.69%
1149,Cauliflower,2017-11-12,$0.83,$2.92,$3.26,$3.98,$3.21,302.71%
1150,Carrots,2017-11-12,$0.31,$0.95,$0.95,$0.99,$1.09,220.97%
1151,Cantaloupe,2017-11-12,$0.69,$2.65,$2.86,$3.06,$3.11,323.19%
1152,Broccoli Crowns,2017-11-12,$0.58,$1.91,$1.94,$2.14,$1.84,237.50%
1153,Broccoli Bunches,2017-11-12,$0.55,$1.61,$1.29,$1.49,$2.09,194.55%
1154,Strawberries,2017-11-05,$1.83,$2.99,$3.49,$3.49,$3.11,78.69%
1155,Romaine Lettuce,2017-11-05,$0.38,$1.75,$2.13,$1.47,$1.74,366.45%
1156,Red Leaf Lettuce,2017-11-05,$0.35,$1.52,$1.68,$1.42,$1.74,354.29%
1157,Potatoes,2017-11-05,$1.50,$3.97,$4.31,$3.99,$5.21,191.33%
1158,Oranges,2017-11-05,$0.66,$1.75,$1.60,$0.99,$2.10,143.94%
1159,Iceberg Lettuce,2017-11-05,$0.34,$0.99,$1.74,$1.24,$1.66,313.97%
1160,Honeydews,2017-11-05,$1.58,$4.49,$3.65,$4.01,$4.36,161.23%
1161,Green Leaf Lettuce,2017-11-05,$0.36,$1.52,$1.61,$1.42,$1.70,334.03%
1162,Flame Grapes,2017-11-05,$1.08,$2.06,$2.49,$2.49,$2.11,111.81%
1163,Celery,2017-11-05,$0.66,$1.44,$2.06,$1.82,$1.42,155.30%
1164,Cauliflower,2017-11-05,$2.53,$2.88,$3.21,$3.98,$4.32,42.19%
1165,Carrots,2017-11-05,$0.31,$0.92,$0.82,$0.99,$1.09,208.06%
1166,Cantaloupe,2017-11-05,$1.33,$2.75,$2.74,$2.69,$2.86,107.52%
1167,Broccoli Crowns,2017-11-05,$0.83,$1.92,$1.92,$2.14,$1.79,134.04%
1168,Broccoli Bunches,2017-11-05,$0.66,$1.88,$1.18,$1.79,$2.09,162.88%
1169,Strawberries,2017-10-29,$1.46,$2.83,$2.74,$2.62,$3.36,97.77%
1170,Romaine Lettuce,2017-10-29,$0.47,$1.75,$2.01,$1.44,$1.76,270.21%
1171,Red Leaf Lettuce,2017-10-29,$0.37,$1.52,$1.73,$1.37,$1.74,329.73%
1172,Potatoes,2017-10-29,$1.45,$3.22,$3.97,$3.99,$5.21,182.59%
1173,Oranges,2017-10-29,$0.67,$1.53,$1.60,$1.49,$2.22,155.22%
1174,Iceberg Lettuce,2017-10-29,$0.43,$0.99,$1.66,$1.24,$1.66,222.67%
1175,Honeydews,2017-10-29,$1.91,$3.92,$2.99,$4.01,$4.36,100.00%
1176,Green Leaf Lettuce,2017-10-29,$0.37,$1.52,$1.69,$1.32,$1.64,316.89%
1177,Flame Grapes,2017-10-29,$1.05,$1.86,$1.91,$2.24,$1.99,90.48%
1178,Celery,2017-10-29,$0.65,$1.51,$1.84,$1.82,$1.76,166.54%
1179,Cauliflower,2017-10-29,$2.42,$2.88,$3.15,$3.58,$2.59,26.03%
1180,Carrots,2017-10-29,$0.31,$0.95,$0.82,$0.99,$1.09,210.48%
1181,Cantaloupe,2017-10-29,$1.54,$2.65,$2.49,$2.74,$2.74,72.40%
1182,Broccoli Crowns,2017-10-29,$0.96,$1.91,$1.82,$2.14,$1.71,97.40%
1183,Broccoli Bunches,2017-10-29,$0.76,$1.88,$1.19,$1.49,$2.09,118.75%
1184,Strawberries,2017-10-22,$1.10,$2.74,$2.74,$2.62,$3.36,160.45%
1185,Romaine Lettuce,2017-10-22,$0.53,$1.75,$2.23,$1.57,$1.76,244.81%
1186,Red Leaf Lettuce,2017-10-22,$0.36,$1.52,$1.82,$1.42,$1.74,351.39%
1187,Potatoes,2017-10-22,$1.40,$3.97,$3.81,$3.99,$4.44,189.46%
1188,Oranges,2017-10-22,$0.67,$1.53,$1.43,$1.67,$2.22,155.60%
1189,Iceberg Lettuce,2017-10-22,$0.50,$0.99,$1.61,$1.12,$1.66,169.00%
1190,Honeydews,2017-10-22,$1.99,$3.99,$3.42,$3.32,$4.36,89.57%
1191,Green Leaf Lettuce,2017-10-22,$0.36,$1.52,$1.75,$1.42,$1.70,343.75%
1192,Flame Grapes,2017-10-22,$1.02,$2.12,$2.19,$1.99,$2.11,106.13%
1193,Celery,2017-10-22,$0.49,$1.75,$1.81,$1.94,$1.76,270.41%
1194,Cauliflower,2017-10-22,$1.76,$2.91,$2.75,$3.68,$2.83,72.87%
1195,Carrots,2017-10-22,$0.31,$0.95,$0.82,$1.50,$1.09,251.61%
1196,Cantaloupe,2017-10-22,$1.37,$2.49,$2.12,$2.37,$2.74,77.37%
1197,Broccoli Crowns,2017-10-22,$0.92,$1.78,$2.10,$2.14,$1.71,110.05%
1198,Broccoli Bunches,2017-10-22,$0.71,$1.88,$1.07,$1.79,$2.09,140.49%
1199,Tomatoes,2017-10-15,$0.44,$1.52,$1.44,$1.69,$1.99,277.27%
