,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1429,2017-07-23,$0.29,$1.99,$1.33,$1.39,$1.97,475.86%
1446,2017-07-16,$0.33,$1.75,$1.38,$1.39,$1.66,368.18%
1466,2017-07-09,$0.32,$1.75,$1.42,$1.39,$1.87,402.34%
1486,2017-07-02,$0.32,$1.75,$1.91,$1.39,$1.65,423.44%
1506,2017-06-25,$0.31,$1.99,$1.83,$1.44,$1.87,475.00%
1524,2017-06-18,$0.31,$1.65,$1.91,$1.44,$1.76,445.16%
1543,2017-06-11,$0.29,$1.65,$1.83,$1.39,$1.87,481.03%
1561,2017-06-04,$0.29,$1.65,$1.91,$1.39,$1.76,478.45%
1575,2017-05-28,$0.29,$1.65,$1.71,$1.74,$1.82,496.55%
1591,2017-05-21,$0.33,$1.65,$1.83,$1.44,$1.82,410.61%
1607,2017-05-14,$0.39,$1.75,$1.91,$1.49,$1.76,342.95%
1620,2017-05-07,$0.45,$1.52,$1.83,$1.49,$1.87,272.78%
1635,2017-04-30,$0.52,$1.55,$1.91,$1.49,$2.32,249.52%
1647,2017-04-23,$1.14,$1.85,$1.83,$1.64,$2.33,67.76%
1659,2017-04-16,$2.08,$1.85,$2.26,$1.64,$2.22,-4.21%
1673,2017-04-09,$2.14,$1.58,$1.83,$1.64,$1.74,-20.68%
1686,2017-04-02,$2.14,$1.58,$1.79,$1.49,$1.66,-23.83%
1699,2017-03-26,$1.73,$1.32,$1.50,$1.49,$1.77,-12.14%
1713,2017-03-19,$1.04,$1.32,$1.50,$1.49,$1.77,46.15%
1725,2017-03-12,$0.70,$1.32,$1.45,$1.49,$1.66,111.43%
1736,2017-03-05,$0.60,$1.32,$1.50,$1.49,$1.77,153.33%
1746,2017-02-26,$0.64,$1.32,$1.83,$1.49,$1.66,146.09%
1758,2017-02-19,$0.75,$1.48,$1.25,$1.49,$1.74,98.67%
1769,2017-02-12,$0.62,$1.32,$1.30,$1.49,$1.66,132.66%
1780,2017-02-05,$0.41,$1.32,$1.23,$1.42,$1.82,253.05%
1791,2017-01-29,$0.34,$1.32,$1.30,$1.39,$1.66,316.91%
1802,2017-01-22,$0.31,$1.32,$1.23,$1.39,$1.82,364.52%
1813,2017-01-15,$0.30,$1.32,$1.48,$1.39,$1.66,387.50%
1824,2017-01-08,$0.30,$1.28,$1.38,$1.39,$1.77,385.00%
1835,2017-01-01,$0.33,$1.28,$1.43,$1.57,$1.66,350.00%
1846,2016-12-25,$0.33,$1.28,$1.48,$1.39,$1.68,341.67%
1859,2016-12-18,$0.33,$1.32,$1.48,$1.37,$1.66,341.67%
1873,2016-12-11,$0.35,$1.32,$1.48,$1.39,$1.87,332.86%
1885,2016-12-04,$0.33,$1.32,$1.48,$1.39,$1.66,343.18%
1898,2016-11-27,$0.39,$1.32,$1.48,$1.34,$1.74,276.92%
1912,2016-11-20,$0.37,$1.32,$1.48,$1.34,$1.74,297.30%
1924,2016-11-13,$0.37,$1.32,$1.27,$1.34,$1.66,277.70%
1940,2016-11-06,$0.39,$1.32,$1.27,$1.34,$1.76,264.74%
1956,2016-10-30,$0.42,$1.32,$1.48,$1.34,$1.66,245.24%
1970,2016-10-23,$0.38,$1.32,$1.43,$1.34,$1.74,283.55%
1984,2016-10-16,$0.40,$1.32,$1.22,$1.34,$1.60,242.50%
1998,2016-10-09,$0.39,$1.32,$1.43,$1.34,$1.62,266.03%
2012,2016-10-02,$0.35,$1.32,$1.73,$1.34,$1.60,327.86%
2025,2016-09-25,$0.38,$1.32,$1.43,$1.34,$1.68,279.61%
2038,2016-09-18,$0.36,$1.32,$1.22,$1.34,$1.60,280.56%
2051,2016-09-11,$0.39,$1.32,$1.43,$1.34,$1.49,257.69%
2065,2016-09-04,$0.35,$1.32,$1.43,$1.34,$1.49,298.57%
2082,2016-08-28,$0.34,$1.22,$1.43,$1.34,$1.56,308.09%
2098,2016-08-21,$0.27,$1.22,$1.43,$1.34,$1.49,407.41%
2116,2016-08-14,$0.27,$1.22,$1.43,$1.34,$1.58,415.74%
2133,2016-08-07,$0.27,$1.28,$1.48,$1.34,$1.60,427.78%
2151,2016-07-31,$0.29,$1.32,$1.32,$1.34,$1.49,371.55%
2168,2016-07-24,$0.28,$1.32,$1.31,$1.34,$1.60,397.32%
2184,2016-07-17,$0.34,$1.32,$1.31,$1.34,$1.45,298.53%
2196,2016-07-10,$0.28,$1.32,$1.46,$1.34,$1.56,407.14%
2213,2016-07-03,$0.33,$1.48,$1.48,$1.34,$1.51,340.15%
2230,2016-06-26,$0.34,$1.32,$1.48,$1.34,$1.59,321.32%
2245,2016-06-19,$0.34,$1.15,$1.48,$1.34,$1.63,311.76%
2260,2016-06-12,$0.41,$1.15,$1.46,$1.34,$1.73,246.34%
2277,2016-06-05,$0.45,$1.32,$1.44,$1.39,$1.63,221.11%
2292,2016-05-29,$0.63,$1.48,$1.44,$1.44,$1.73,141.67%
2307,2016-05-22,$0.54,$1.65,$1.38,$1.49,$1.82,193.52%
2322,2016-05-15,$0.80,$1.49,$1.44,$1.49,$1.73,92.19%
2336,2016-05-08,$0.87,$1.49,$1.28,$1.39,$1.82,71.84%
2351,2016-05-01,$0.95,$1.32,$1.23,$1.29,$1.63,43.95%
2364,2016-04-24,$0.60,$1.32,$1.17,$1.29,$1.82,133.33%
2377,2016-04-17,$0.43,$1.32,$1.17,$1.29,$1.67,216.86%
2391,2016-04-10,$0.45,$1.32,$1.17,$1.29,$1.80,210.00%
2404,2016-04-03,$0.30,$1.32,$1.23,$1.32,$1.73,366.67%
2416,2016-03-27,$0.28,$1.32,$1.38,$1.34,$1.69,411.61%
2433,2016-03-20,$0.28,$1.32,$1.38,$1.34,$1.69,411.61%
2451,2016-03-13,$0.26,$1.32,$1.44,$1.32,$1.71,456.73%
2461,2016-03-06,$0.26,$1.32,$1.42,$1.32,$1.80,463.46%
2470,2016-02-28,$0.25,$1.32,$1.48,$1.32,$1.73,485.00%
2480,2016-02-21,$0.29,$1.32,$1.42,$1.54,$1.82,425.86%
2491,2016-02-14,$0.33,$1.73,$1.32,$1.46,$1.57,360.61%
2514,2016-02-07,$0.35,$1.32,$1.38,$1.62,$1.82,338.57%
2524,2016-01-31,$0.34,$1.32,$1.44,$1.67,$1.84,361.03%
2535,2016-01-24,$0.43,$1.49,$1.38,$1.67,$1.84,270.93%
2545,2016-01-17,$0.56,$1.32,$1.44,$1.67,$1.84,179.91%
2556,2016-01-10,$0.74,$1.32,$1.38,$1.67,$1.84,109.80%
2566,2016-01-03,$0.72,$1.32,$1.48,$1.67,$1.81,118.06%
2577,2015-12-27,$0.61,$1.65,$1.42,$1.67,$1.75,165.98%
2599,2015-12-20,$0.58,$1.49,$1.51,$1.67,$1.84,180.60%
2611,2015-12-13,$0.67,$2.11,$1.58,$1.67,$1.81,167.54%
2622,2015-12-06,$0.72,$1.65,$1.42,$1.67,$1.75,125.35%
2632,2015-11-29,$0.97,$1.62,$1.48,$1.64,$1.79,68.30%
2641,2015-11-22,$1.05,$1.65,$1.34,$1.57,$1.69,48.81%
2652,2015-11-15,$0.94,$1.36,$1.44,$1.57,$1.61,59.04%
2676,2015-11-08,$0.71,$1.61,$1.34,$1.57,$1.73,120.07%
2685,2015-11-01,$0.52,$1.36,$1.40,$1.54,$1.65,186.06%
2694,2015-10-25,$0.43,$1.61,$1.34,$1.57,$1.63,257.56%
2719,2015-10-18,$0.42,$1.36,$1.36,$1.54,$1.75,257.74%
2726,2015-10-11,$0.35,$1.61,$1.30,$1.54,$1.94,356.43%
2749,2015-10-04,$0.32,$1.36,$1.36,$1.54,$1.86,378.13%
2761,2015-09-27,$0.32,$1.44,$1.30,$1.54,$1.86,379.69%
2767,2015-09-20,$0.39,$1.36,$1.30,$1.54,$1.86,288.46%
2791,2015-09-13,$0.44,$1.36,$1.36,$1.49,$1.61,230.68%
2814,2015-09-06,$0.38,$1.36,$1.30,$1.52,$1.86,297.37%
2836,2015-08-30,$0.42,$1.36,$1.36,$1.52,$1.71,254.17%
2859,2015-08-23,$0.41,$1.36,$1.30,$1.52,$1.71,259.15%
2860,2015-08-16,$0.45,$1.36,$1.13,$1.52,$1.71,217.78%
2883,2015-08-09,$0.44,$1.36,$1.07,$1.47,$1.71,218.75%
2906,2015-08-02,$0.33,$1.29,$1.36,$1.47,$1.71,341.67%
2931,2015-07-19,$0.34,$1.34,$1.24,$1.49,$1.71,325.00%
2949,2015-07-12,$0.34,$1.36,$1.29,$1.52,$1.71,332.35%
2958,2015-07-05,$0.39,$1.36,$1.30,$1.52,$1.71,277.56%
2982,2015-06-28,$0.37,$1.36,$1.36,$1.57,$1.71,305.41%
3006,2015-06-21,$0.36,$1.36,$1.30,$1.59,$1.71,313.89%
3029,2015-06-14,$0.43,$1.36,$1.40,$1.59,$1.80,257.56%
3034,2015-06-07,$0.48,$1.61,$1.34,$1.59,$1.55,217.19%
3058,2015-05-31,$0.81,$1.36,$1.37,$1.62,$1.65,85.19%
3067,2015-05-24,$1.18,$1.61,$1.42,$1.62,$1.51,30.51%
3091,2015-05-17,$1.31,$1.24,$1.48,$1.62,$1.71,15.46%
3100,2015-05-10,$1.29,$1.44,$1.42,$1.62,$1.86,22.87%
3125,2015-05-03,$1.39,$1.44,$1.48,$1.62,$2.07,18.88%
3133,2015-04-26,$1.37,$1.34,$1.32,$1.64,$1.96,14.23%
3142,2015-04-19,$1.20,$1.34,$1.32,$1.57,$1.96,28.96%
3153,2015-04-12,$0.81,$1.34,$1.37,$1.52,$1.76,84.88%
3178,2015-04-05,$0.59,$1.34,$1.32,$1.49,$1.86,154.66%
3186,2015-03-29,$0.43,$1.34,$1.41,$1.52,$1.86,256.40%
3196,2015-03-22,$0.35,$1.61,$1.32,$1.54,$1.86,352.14%
3219,2015-03-15,$0.33,$1.69,$1.35,$1.52,$1.96,393.94%
3230,2015-03-08,$0.33,$1.61,$1.30,$1.57,$1.96,387.88%
3239,2015-03-01,$0.34,$1.61,$1.39,$1.59,$1.96,381.62%
3252,2015-02-22,$0.35,$1.61,$1.34,$1.59,$2.07,372.14%
3260,2015-02-15,$0.40,$1.61,$1.39,$1.74,$2.07,325.63%
3283,2015-02-08,$0.60,$1.61,$1.40,$1.79,$2.07,186.25%
3294,2015-02-01,$1.07,$1.99,$1.45,$1.79,$2.17,72.90%
3302,2015-01-25,$1.12,$1.15,$1.40,$1.77,$2.17,44.87%
3313,2015-01-18,$1.17,$1.22,$1.43,$1.77,$2.17,40.81%
3324,2015-01-11,$1.20,$1.24,$1.40,$1.47,$2.03,27.92%
3346,2015-01-04,$0.87,$1.24,$1.39,$1.39,$1.86,68.97%
3357,2014-12-28,$0.40,$1.61,$1.48,$1.47,$1.86,301.25%
3368,2014-12-21,$0.28,$1.54,$1.48,$1.47,$1.86,466.96%
3378,2014-12-14,$0.30,$1.61,$1.55,$1.42,$1.86,436.67%
3388,2014-12-07,$0.35,$1.61,$1.48,$1.37,$1.80,347.14%
3399,2014-11-30,$0.43,$1.61,$1.88,$1.39,$1.86,291.86%
3422,2014-11-23,$0.50,$1.61,$1.48,$1.42,$1.86,218.50%
3434,2014-11-16,$0.56,$1.61,$1.55,$1.42,$1.86,187.50%
3440,2014-11-09,$0.57,$1.61,$1.48,$1.39,$1.86,178.07%
3466,2014-11-02,$0.52,$1.54,$1.55,$1.37,$1.55,188.94%
3475,2014-10-26,$0.38,$1.54,$1.46,$1.37,$1.55,289.47%
3485,2014-10-19,$0.36,$1.54,$1.46,$1.37,$1.65,318.06%
3495,2014-10-12,$0.34,$1.54,$1.45,$1.37,$1.59,337.50%
3506,2014-10-05,$0.35,$1.54,$1.26,$1.37,$1.65,315.71%
3530,2014-09-28,$0.36,$1.55,$1.49,$1.37,$1.65,320.83%
3536,2014-09-21,$0.40,$1.61,$1.34,$1.37,$1.65,273.13%
3562,2014-09-17,$0.42,$1.54,$1.32,$1.37,$1.59,246.43%
3566,2014-08-31,$0.49,$1.66,$1.37,$1.37,$1.55,203.57%
3591,2014-08-24,$0.49,$1.61,$1.16,$1.37,$1.55,190.31%
3606,2014-08-17,$0.49,$1.98,$1.39,$1.37,$1.55,220.92%
3625,2014-08-17,$0.49,$1.98,$0.00,$0.00,$0.00,1.02%
3643,2014-08-10,$0.49,$1.61,$1.36,$1.34,$1.40,191.33%
3665,2014-08-03,$0.35,$1.78,$1.32,$1.34,$1.55,327.86%
3681,2014-08-03,$0.35,$1.78,$1.32,$1.34,$1.55,327.86%
3706,2014-07-27,$0.30,$2.11,$1.09,$1.39,$1.55,411.67%
3728,2014-07-20,$0.30,$1.86,$1.24,$1.39,$1.55,403.33%
3732,2014-07-06,$0.30,$1.84,$1.05,$1.44,$1.55,390.00%
3756,2014-06-29,$0.31,$1.80,$1.38,$1.57,$1.55,408.06%
3780,2014-06-22,$0.31,$1.94,$1.32,$1.54,$1.55,412.10%
3785,2014-06-15,$0.31,$1.97,$1.22,$1.54,$1.44,397.58%
3809,2014-06-08,$0.33,$2.04,$1.42,$1.57,$1.40,387.12%
3833,2014-06-01,$0.54,$1.83,$1.18,$1.59,$1.44,179.63%
3856,2014-05-25,$0.69,$1.91,$1.57,$1.57,$1.40,133.70%
3859,2014-05-18,$0.78,$1.83,$1.42,$1.39,$1.50,96.79%
3889,2014-05-11,$0.70,$1.91,$1.42,$1.22,$1.61,120.00%
3894,2014-05-04,$0.33,$1.79,$1.42,$1.22,$1.76,368.94%
3919,2014-04-27,$0.37,$1.66,$1.22,$1.09,$1.76,287.16%
3928,2014-04-23,$0.47,$1.79,$1.24,$1.07,$1.76,211.70%
3937,2014-04-20,$0.39,$1.79,$1.47,$1.09,$1.76,291.67%
3962,2014-04-13,$0.47,$1.79,$1.24,$1.07,$1.76,211.70%
3972,2014-04-07,$0.44,$1.74,$1.47,$1.07,$1.76,243.18%
3980,2014-03-30,$0.39,$1.73,$1.47,$1.07,$1.76,286.54%
4004,2014-03-23,$0.27,$1.74,$1.53,$1.07,$1.76,464.81%
4015,2014-03-16,$0.26,$1.49,$1.47,$1.07,$1.76,456.73%
4022,2014-03-09,$0.27,$1.74,$1.53,$1.07,$1.76,464.81%
4033,2014-03-02,$0.28,$1.52,$1.53,$1.07,$1.76,425.00%
4057,2014-02-23,$0.26,$1.74,$1.53,$1.07,$1.76,486.54%
4062,2014-02-16,$0.25,$1.49,$1.32,$1.14,$1.76,471.00%
4077,2014-02-09,$0.25,$1.49,$1.30,$1.07,$1.76,462.00%
4087,2014-02-02,$0.24,$1.49,$1.40,$1.07,$1.69,488.54%
4097,2014-01-26,$0.25,$1.61,$1.42,$1.07,$1.76,486.00%
4108,2014-01-19,$0.25,$1.69,$1.42,$1.07,$1.76,494.00%
4118,2014-01-12,$0.29,$1.61,$1.42,$1.14,$1.65,401.72%
4141,2014-01-05,$0.31,$1.61,$1.42,$1.14,$1.65,369.35%
4153,2013-12-29,$0.28,$1.61,$1.53,$1.14,$1.71,434.82%
4161,2013-12-22,$0.28,$1.61,$1.60,$1.34,$1.71,458.93%
4172,2013-12-15,$0.29,$1.56,$1.58,$1.34,$1.71,433.62%
4182,2013-12-01,$0.29,$1.59,$1.57,$1.27,$1.71,429.31%
4206,2013-11-24,$0.27,$1.49,$1.54,$1.34,$1.71,462.96%
4218,2013-11-17,$0.30,$1.54,$1.34,$1.34,$1.71,394.17%
4224,2013-11-10,$0.31,$1.54,$1.59,$1.39,$1.65,397.58%
4250,2013-11-06,$0.33,$1.74,$1.67,$1.44,$1.61,389.39%
4258,2013-11-03,$0.31,$1.66,$1.63,$1.42,$1.61,409.68%
4267,2013-10-27,$0.33,$1.74,$1.67,$1.44,$1.61,389.39%
4291,2013-10-20,$0.34,$1.55,$1.63,$1.47,$1.71,367.65%
4302,2013-10-13,$0.38,$1.51,$1.57,$1.44,$1.65,305.92%
4313,2013-09-22,$0.37,$1.54,$1.55,$1.49,$1.71,325.00%
4321,2013-09-15,$0.41,$1.64,$1.53,$1.52,$1.71,290.24%
4347,2013-09-01,$0.52,$1.91,$1.55,$1.54,$1.71,222.60%
4350,2013-08-25,$0.53,$2.29,$1.55,$1.47,$1.65,228.30%
4376,2013-08-18,$0.36,$1.89,$1.48,$1.52,$1.65,354.17%
4400,2013-08-11,$0.37,$2.05,$1.40,$1.52,$1.65,347.30%
4404,2013-08-04,$0.41,$1.98,$1.40,$1.47,$1.65,296.34%
4429,2013-07-28,$0.58,$1.86,$1.14,$1.52,$1.65,165.95%
4453,2013-07-21,$0.65,$1.84,$1.40,$1.37,$1.65,140.77%
4456,2013-07-14,$0.68,$2.06,$1.23,$1.37,$1.65,131.99%
4481,2013-07-07,$0.61,$2.04,$1.28,$1.32,$1.65,157.79%
4506,2013-06-30,$0.44,$2.22,$1.32,$1.37,$1.76,278.98%
4511,2013-06-23,$0.38,$2.04,$1.40,$1.32,$1.65,321.71%
4535,2013-06-16,$0.37,$1.73,$1.48,$1.32,$1.65,317.57%
4559,2013-06-09,$0.32,$1.72,$1.51,$1.32,$1.44,367.97%
4581,2013-06-02,$0.27,$1.72,$1.45,$1.32,$1.44,449.07%
4589,2013-05-26,$0.26,$1.69,$1.49,$1.32,$1.55,481.73%
4613,2013-05-19,$0.27,$3.49,$1.55,$1.32,$1.51,628.70%
4622,2013-05-12,$0.27,$1.84,$1.49,$1.32,$1.51,470.37%
4630,2013-05-05,$0.28,$1.73,$1.42,$1.39,$1.61,449.11%
4655,2013-04-28,$0.31,$1.80,$1.63,$1.39,$1.92,443.55%
4661,2013-04-21,$0.29,$1.80,$1.53,$1.47,$1.92,479.31%
4673,2013-04-14,$0.30,$1.93,$1.43,$1.47,$1.92,462.50%
4698,2013-04-07,$0.28,$1.93,$1.53,$1.49,$2.03,523.21%
4707,2013-03-31,$0.27,$1.93,$1.63,$1.49,$1.96,549.07%
4716,2013-03-24,$0.30,$1.99,$1.76,$1.49,$1.96,500.00%
4726,2013-03-17,$0.37,$2.49,$1.63,$1.57,$1.86,410.14%
4750,2013-03-10,$0.44,$1.99,$1.76,$1.62,$1.96,316.48%
4760,2013-03-03,$0.35,$1.99,$1.78,$1.62,$1.96,425.00%
4771,2013-02-24,$0.40,$1.99,$1.88,$1.64,$2.07,373.75%
4780,2013-02-17,$0.38,$2.19,$1.88,$1.77,$2.27,433.55%
4790,2013-02-10,$0.48,$2.16,$1.86,$1.84,$2.27,323.44%
4801,2013-02-03,$0.77,$2.09,$1.76,$1.84,$2.38,162.01%
4812,2013-01-27,$0.95,$2.09,$1.48,$1.64,$1.96,88.68%
4834,2013-01-20,$0.95,$2.16,$1.82,$1.64,$2.27,107.63%
4845,2013-01-13,$1.10,$1.91,$1.48,$1.57,$2.17,62.05%
4856,2013-01-06,$0.90,$1.74,$1.48,$1.37,$1.76,76.39%
4871,2012-12-30,$0.41,$1.74,$1.48,$1.27,$1.80,283.54%
4876,2012-12-23,$0.29,$1.74,$1.48,$1.27,$1.86,447.41%
4886,2012-12-16,$0.29,$1.74,$1.45,$1.47,$1.86,462.07%
4897,2012-12-09,$0.27,$1.72,$1.58,$1.27,$1.86,495.37%
4921,2012-12-02,$0.28,$1.74,$1.48,$1.32,$1.86,471.43%
4931,2012-11-25,$0.34,$1.82,$1.50,$1.19,$1.86,368.38%
4939,2012-11-18,$0.33,$1.79,$1.44,$1.19,$1.86,375.76%
4964,2012-11-11,$0.31,$1.79,$1.36,$1.19,$1.86,400.00%
4973,2012-11-04,$0.30,$1.79,$1.36,$1.19,$1.86,416.67%
4981,2012-10-28,$0.32,$1.79,$1.34,$1.17,$1.93,386.72%
5007,2012-10-21,$0.29,$1.81,$1.34,$1.12,$1.86,428.45%
5015,2012-10-14,$0.27,$1.81,$1.40,$1.17,$1.76,468.52%
5025,2012-10-07,$0.28,$1.76,$1.52,$1.12,$1.86,458.93%
5049,2012-09-30,$0.29,$1.84,$1.34,$1.17,$1.86,435.34%
5055,2012-09-23,$0.26,$1.76,$1.28,$1.12,$1.86,478.85%
5079,2012-09-16,$0.33,$1.84,$1.42,$1.17,$1.86,376.52%
5103,2012-09-09,$0.40,$1.76,$1.30,$1.12,$1.80,273.75%
5124,2012-09-02,$0.43,$1.84,$1.36,$1.17,$1.69,252.33%
5132,2012-08-26,$0.48,$1.66,$1.21,$1.18,$1.64,196.35%
5156,2012-08-19,$0.55,$1.79,$1.43,$1.12,$1.90,183.64%
