,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
9448,2007-07-01,$0.54,$1.60,$1.82,$1.44,$2.24,228.70%
9470,2007-06-24,$0.72,$2.40,$1.99,$1.44,$2.24,180.21%
9492,2007-06-17,$0.69,$1.84,$1.94,$1.47,$1.94,160.51%
9513,2007-06-10,$0.75,$2.46,$1.74,$1.87,$2.12,173.00%
9535,2007-06-03,$0.91,$2.33,$1.66,$2.62,$2.24,143.13%
9558,2007-05-27,$1.05,$2.68,$2.34,$3.24,$3.74,185.71%
9920,2006-11-26,$1.09,$1.09,$2.57,$3.74,$3.49,149.77%
9928,2006-11-19,$1.09,$2.81,$2.57,$3.62,$3.49,186.47%
9954,2006-11-12,$1.04,$2.81,$2.62,$3.87,$3.49,207.45%
9965,2006-11-05,$1.04,$3.09,$2.37,$3.24,$2.99,181.01%
10007,2006-10-22,$0.52,$2.62,$2.69,$3.12,$2.82,440.87%
10013,2006-10-15,$0.79,$2.34,$2.49,$2.12,$2.87,210.76%
10037,2006-10-08,$0.79,$2.22,$2.37,$2.99,$2.87,230.70%
10058,2006-10-01,$0.79,$2.42,$2.57,$2.66,$2.62,225.00%
10082,2006-09-24,$0.79,$1.96,$1.49,$2.24,$2.24,150.95%
10104,2006-09-17,$0.79,$2.25,$1.86,$2.24,$2.12,168.04%
10125,2006-09-10,$0.79,$2.01,$1.36,$2.37,$2.29,154.11%
10147,2006-09-03,$0.77,$1.76,$2.04,$1.57,$2.12,143.18%
10161,2006-08-27,$0.78,$2.06,$1.86,$2.24,$2.39,174.04%
10190,2006-08-20,$0.80,$2.06,$2.16,$1.25,$1.49,117.50%
10212,2006-08-13,$0.80,$2.06,$1.57,$2.19,$1.74,136.25%
10234,2006-08-06,$0.80,$2.04,$2.06,$1.62,$1.74,133.13%
10254,2006-07-30,$0.80,$2.16,$1.57,$1.99,$2.62,160.63%
10265,2006-07-23,$0.87,$2.56,$2.41,$2.37,$2.99,196.84%
10299,2006-07-16,$0.92,$2.91,$2.37,$2.99,$2.99,205.98%
10300,2006-07-09,$0.92,$2.91,$2.56,$2.84,$3.49,220.65%
10323,2006-07-02,$1.33,$2.91,$2.87,$3.12,$3.49,132.89%
10345,2006-06-25,$1.57,$2.61,$2.99,$2.99,$3.24,88.38%
10365,2006-06-18,$1.64,$2.21,$2.56,$2.64,$2.74,54.73%
10392,2006-06-11,$1.68,$2.33,$2.82,$2.07,$3.54,60.12%
10414,2006-06-04,$1.78,$1.60,$2.42,$2.87,$2.12,26.54%
10759,2005-11-27,$0.98,$3.04,$2.74,$3.12,$2.74,196.94%
10786,2005-11-20,$0.77,$2.91,$2.74,$3.12,$2.99,281.82%
10795,2005-11-13,$0.98,$2.79,$2.62,$2.87,$2.74,181.12%
10817,2005-11-06,$0.99,$2.69,$2.44,$2.74,$2.99,174.24%
10825,2005-10-30,$1.01,$2.72,$2.24,$2.87,$2.87,164.85%
10849,2005-10-23,$1.02,$2.65,$2.24,$2.87,$2.74,157.35%
10855,2005-10-16,$0.66,$1.86,$2.26,$2.57,$2.37,243.18%
10881,2005-10-09,$0.67,$1.83,$2.34,$2.82,$2.12,239.93%
10903,2005-10-02,$0.68,$1.91,$1.66,$2.29,$1.62,175.00%
10909,2005-09-25,$0.68,$1.80,$1.94,$2.62,$2.12,211.76%
10931,2005-09-18,$0.68,$2.11,$1.84,$1.72,$2.24,190.81%
10955,2005-09-11,$0.68,$1.72,$1.94,$1.97,$1.99,180.15%
10979,2005-09-04,$0.68,$1.61,$1.22,$1.99,$1.99,150.37%
11001,2005-08-28,$0.68,$1.48,$1.36,$1.92,$1.74,138.97%
11024,2005-08-21,$0.20,$1.60,$1.59,$2.14,$1.49,752.50%
11026,2005-08-14,$0.67,$1.55,$1.26,$2.04,$1.74,145.90%
11048,2005-08-07,$0.67,$1.64,$1.49,$1.47,$1.74,136.57%
11070,2005-07-31,$0.72,$1.53,$1.32,$0.92,$2.12,104.51%
11091,2005-07-24,$0.74,$1.68,$1.73,$2.42,$2.12,168.58%
11140,2005-07-10,$0.74,$1.55,$1.78,$2.09,$2.12,154.73%
11162,2005-07-03,$0.83,$1.74,$1.49,$2.92,$2.12,149.10%
11185,2005-06-26,$0.91,$1.68,$1.97,$1.42,$1.87,90.66%
11206,2005-06-19,$0.91,$1.43,$0.94,$2.49,$1.49,74.45%
11647,2004-11-14,$1.29,$2.92,$2.69,$2.76,$3.49,129.84%
11656,2004-11-07,$1.29,$2.76,$2.57,$3.07,$3.62,132.95%
11680,2004-10-31,$1.28,$2.86,$2.59,$2.99,$3.49,133.01%
11689,2004-10-24,$1.27,$2.79,$2.32,$2.59,$3.12,112.99%
11712,2004-10-17,$1.27,$2.38,$2.57,$2.59,$3.12,109.84%
11721,2004-10-10,$1.27,$2.74,$2.46,$2.79,$2.99,116.14%
11745,2004-10-03,$1.27,$2.12,$2.04,$2.59,$2.74,86.81%
11751,2004-09-26,$1.22,$1.73,$1.92,$2.99,$1.99,76.84%
11776,2004-09-19,$0.76,$1.50,$1.64,$2.49,$2.12,154.93%
11799,2004-09-12,$0.76,$1.23,$1.64,$2.49,$1.62,129.61%
11822,2004-09-05,$0.76,$1.35,$1.21,$2.24,$1.74,115.13%
11844,2004-08-29,$0.69,$1.75,$1.23,$1.43,$1.74,122.83%
11864,2004-08-22,$0.60,$1.05,$1.36,$1.79,$1.49,137.08%
11869,2004-08-15,$0.58,$1.54,$1.24,$1.26,$1.44,136.21%
11891,2004-08-08,$0.58,$1.29,$1.76,$1.88,$1.67,184.48%
11914,2004-08-01,$0.60,$1.41,$1.12,$1.92,$1.29,139.17%
11936,2004-07-25,$0.60,$1.33,$1.67,$2.24,$1.04,161.67%
11957,2004-07-11,$0.68,$1.71,$1.79,$1.79,$1.74,158.46%
11980,2004-07-04,$0.73,$1.53,$1.87,$1.39,$1.72,122.95%
12005,2004-06-27,$0.61,$1.75,$2.09,$2.62,$1.74,236.07%
12026,2004-06-20,$0.78,$1.39,$1.10,$1.91,$1.62,92.95%
12049,2004-06-13,$0.82,$1.63,$1.56,$2.07,$1.39,102.74%
12062,2004-06-06,$0.88,$1.40,$1.69,$2.01,$2.24,108.52%
12516,2003-10-26,$0.60,$2.32,$2.07,$2.49,$2.87,306.25%
12537,2003-10-19,$0.60,$2.16,$2.12,$2.66,$2.74,303.33%
12546,2003-10-12,$0.60,$2.16,$2.09,$2.82,$2.12,282.92%
12563,2003-10-05,$0.60,$1.74,$1.31,$2.49,$1.87,208.75%
12573,2003-09-28,$0.60,$1.56,$1.68,$2.37,$1.99,216.67%
12596,2003-09-21,$0.60,$1.71,$1.29,$2.32,$1.59,187.92%
12620,2003-09-14,$0.60,$1.82,$1.94,$2.37,$1.49,217.50%
12644,2003-09-07,$0.60,$1.52,$1.44,$2.12,$1.74,184.17%
12661,2003-08-31,$0.60,$1.68,$2.07,$1.76,$1.50,192.08%
12674,2003-08-24,$0.57,$1.30,$1.64,$1.82,$1.87,190.79%
12697,2003-08-17,$0.62,$1.80,$1.64,$1.79,$1.25,161.29%
12719,2003-08-10,$0.64,$1.62,$1.31,$1.24,$1.74,130.86%
12741,2003-08-03,$0.66,$1.50,$1.74,$1.84,$1.87,163.26%
12760,2003-07-27,$0.65,$1.63,$2.24,$1.59,$1.94,184.62%
12784,2003-07-20,$0.70,$1.74,$1.12,$1.59,$1.69,119.29%
12806,2003-07-13,$0.91,$1.61,$1.82,$1.62,$1.62,83.24%
12827,2003-07-06,$0.89,$2.05,$1.78,$1.99,$2.12,123.03%
12849,2003-06-29,$0.91,$1.67,$1.36,$0.00,$2.12,41.48%
13314,2002-11-17,$0.45,$2.29,$2.24,$2.32,$2.87,440.00%
13338,2002-11-10,$0.45,$2.22,$2.32,$2.42,$2.74,438.89%
13346,2002-11-03,$0.45,$2.16,$2.22,$2.32,$2.62,417.78%
13373,2002-10-27,$0.45,$2.11,$2.34,$2.32,$2.24,400.56%
13377,2002-10-20,$0.46,$1.81,$2.32,$2.09,$2.12,353.26%
13401,2002-10-13,$0.47,$1.94,$2.19,$2.24,$1.99,344.68%
13410,2002-10-06,$0.47,$1.65,$2.19,$2.02,$2.12,324.47%
13433,2002-09-29,$0.47,$1.44,$1.74,$1.46,$1.82,243.62%
13457,2002-09-22,$0.53,$1.95,$1.46,$1.64,$1.67,216.98%
13481,2002-09-15,$0.53,$1.55,$1.62,$1.64,$1.59,201.89%
13484,2002-09-08,$0.54,$1.61,$1.89,$1.79,$0.00,144.91%
13507,2002-09-01,$0.53,$1.56,$2.19,$1.39,$0.00,142.45%
13530,2002-08-25,$0.53,$1.61,$2.14,$1.67,$0.00,155.66%
13554,2002-08-18,$0.57,$1.41,$1.69,$1.44,$0.00,99.12%
14884,2000-11-26,$1.13,$2.44,$0.00,$2.49,$2.99,75.22%
14895,2000-11-19,$1.13,$2.24,$0.00,$2.49,$2.99,70.80%
14903,2000-11-12,$1.13,$2.24,$0.00,$2.49,$2.99,70.80%
14914,2000-11-05,$1.13,$2.16,$0.00,$2.57,$2.87,68.14%
15159,2000-07-16,$0.66,$1.51,$0.00,$1.79,$1.62,86.36%
15191,2000-07-02,$0.56,$1.19,$0.00,$1.61,$1.84,107.14%
15212,2000-06-25,$0.56,$1.61,$0.00,$1.72,$1.92,134.38%
