,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1458,2017-07-09,$0.40,$1.48,$1.36,$1.64,$1.91,299.38%
1478,2017-07-02,$0.40,$1.32,$1.43,$1.57,$1.99,294.38%
1498,2017-06-25,$0.52,$1.49,$1.36,$1.69,$2.09,218.75%
1963,2016-10-23,$0.44,$1.49,$1.56,$1.54,$2.01,275.00%
1978,2016-10-16,$0.52,$1.48,$1.61,$1.47,$1.84,207.69%
1992,2016-10-09,$0.58,$1.48,$1.51,$1.67,$1.96,185.34%
2006,2016-10-02,$0.58,$1.42,$1.59,$1.47,$1.72,167.24%
2019,2016-09-25,$0.50,$1.42,$1.64,$1.42,$1.71,209.50%
2032,2016-09-18,$0.48,$1.42,$1.59,$1.54,$1.71,226.04%
2045,2016-09-11,$0.56,$1.42,$1.49,$1.47,$1.96,183.04%
2058,2016-09-04,$0.70,$1.32,$1.49,$1.47,$1.91,121.07%
2073,2016-08-28,$0.56,$1.42,$1.49,$1.47,$1.79,175.45%
2091,2016-08-21,$0.42,$1.32,$1.39,$1.34,$1.91,254.76%
2106,2016-08-14,$0.32,$1.32,$1.49,$1.47,$1.86,379.69%
2124,2016-08-07,$0.30,$1.32,$1.23,$1.47,$1.81,385.83%
2140,2016-07-31,$0.32,$1.32,$1.23,$1.47,$1.86,359.38%
2159,2016-07-24,$0.42,$1.32,$1.16,$1.47,$1.81,242.86%
2189,2016-07-10,$0.34,$1.32,$1.49,$1.34,$1.79,336.76%
2205,2016-07-03,$0.32,$1.32,$1.49,$1.47,$1.55,355.47%
2220,2016-06-26,$0.36,$1.22,$1.54,$1.47,$1.79,318.06%
2238,2016-06-19,$0.30,$1.22,$1.54,$1.47,$1.79,401.67%
2711,2015-10-18,$0.52,$1.49,$1.26,$1.69,$1.90,204.81%
2733,2015-10-11,$0.62,$1.49,$1.26,$1.44,$1.90,145.56%
2741,2015-10-04,$0.58,$1.49,$1.16,$1.99,$1.45,162.50%
2776,2015-09-20,$0.48,$1.49,$1.06,$1.37,$1.60,187.50%
2784,2015-09-13,$0.48,$1.49,$1.24,$1.37,$1.51,192.19%
2809,2015-09-06,$0.44,$1.36,$1.13,$1.29,$2.09,233.52%
2831,2015-08-30,$0.36,$1.36,$1.11,$1.49,$1.99,313.19%
2846,2015-08-23,$0.40,$1.41,$1.24,$1.09,$2.42,285.00%
2875,2015-08-16,$0.48,$1.34,$1.40,$1.54,$2.09,231.77%
2898,2015-08-09,$0.42,$1.46,$1.15,$1.54,$2.29,283.33%
2901,2015-08-02,$0.42,$1.54,$1.13,$1.48,$2.09,271.43%
2925,2015-07-19,$0.44,$1.41,$1.16,$1.42,$2.17,250.00%
2944,2015-07-12,$0.44,$1.29,$1.03,$1.54,$2.17,242.61%
2972,2015-07-05,$0.42,$1.29,$1.30,$1.32,$2.29,269.05%
2977,2015-06-28,$0.40,$1.36,$0.98,$1.44,$2.42,287.50%
3001,2015-06-21,$0.36,$1.36,$1.35,$1.44,$1.74,309.03%
4927,2012-11-25,$0.70,$2.07,$2.17,$1.99,$2.24,202.50%
4949,2012-11-18,$0.70,$2.14,$2.04,$0.00,$2.24,129.29%
4961,2012-11-11,$0.65,$1.74,$2.32,$1.99,$2.24,218.85%
4969,2012-11-04,$0.65,$2.24,$1.87,$1.99,$2.24,220.77%
4992,2012-10-28,$0.55,$1.87,$2.14,$1.99,$1.99,263.18%
5002,2012-10-21,$0.60,$1.74,$2.26,$1.49,$1.99,211.67%
5010,2012-10-14,$0.55,$1.74,$1.74,$1.99,$1.99,239.09%
5035,2012-10-07,$0.55,$1.74,$1.99,$1.99,$1.99,250.45%
5045,2012-09-30,$0.40,$1.74,$1.99,$1.99,$1.99,381.88%
5063,2012-09-23,$0.40,$1.74,$1.74,$1.99,$1.99,366.25%
5076,2012-09-16,$0.45,$1.87,$1.74,$1.99,$0.00,211.11%
5102,2012-09-09,$0.65,$1.74,$1.74,$2.49,$1.99,206.15%
5122,2012-09-02,$0.52,$1.74,$1.81,$2.12,$1.99,268.27%
5130,2012-08-26,$0.40,$1.87,$1.84,$1.99,$1.49,349.38%
5759,2011-11-27,$0.50,$1.91,$2.07,$2.99,$2.32,364.50%
5782,2011-11-20,$0.70,$1.91,$1.94,$2.34,$2.49,210.00%
5794,2011-11-13,$0.75,$2.11,$1.99,$2.99,$2.24,211.00%
5800,2011-11-06,$0.70,$1.91,$1.93,$2.99,$1.99,215.00%
5825,2011-10-30,$0.42,$2.17,$1.88,$3.14,$2.49,476.19%
5833,2011-10-23,$0.42,$2.17,$1.94,$2.49,$2.24,426.19%
5858,2011-10-16,$0.52,$2.12,$2.07,$0.00,$2.24,209.13%
5863,2011-10-09,$0.60,$2.17,$2.27,$0.00,$2.49,188.75%
5892,2011-10-02,$0.65,$1.91,$2.09,$0.00,$2.24,140.00%
5914,2011-09-25,$0.47,$2.02,$2.39,$0.00,$2.24,253.72%
5919,2011-09-18,$0.55,$2.17,$2.67,$0.00,$0.00,120.00%
5945,2011-09-11,$0.70,$1.84,$2.50,$0.00,$2.49,143.93%
5964,2011-09-04,$0.65,$2.01,$2.50,$0.00,$0.00,73.46%
5981,2011-08-28,$0.55,$2.14,$2.61,$0.00,$2.82,244.09%
5997,2011-08-21,$0.40,$1.74,$2.05,$0.00,$1.99,261.25%
6020,2011-08-14,$0.42,$1.56,$2.82,$0.00,$0.00,160.71%
6037,2011-08-07,$0.60,$1.63,$2.17,$0.00,$0.00,58.33%
6046,2011-07-31,$0.65,$1.63,$2.57,$0.00,$0.50,80.77%
6065,2011-07-24,$0.65,$1.38,$2.24,$0.00,$0.92,74.62%
6094,2011-07-17,$0.65,$1.47,$2.57,$0.00,$0.50,74.62%
6121,2011-07-03,$0.34,$0.00,$0.00,$0.00,$0.00,-100.00%
6565,2010-11-21,$0.50,$1.37,$2.02,$1.37,$1.00,188.00%
6583,2010-11-14,$0.47,$1.54,$2.47,$0.82,$0.50,183.51%
6605,2010-11-07,$0.50,$1.72,$2.69,$1.00,$0.50,195.50%
6613,2010-10-31,$0.52,$1.59,$1.69,$1.00,$1.00,153.85%
6637,2010-10-24,$0.55,$1.59,$2.19,$1.25,$1.00,174.09%
6644,2010-10-17,$0.60,$1.42,$2.41,$0.74,$1.00,132.08%
6663,2010-10-10,$0.40,$1.57,$1.50,$1.12,$0.00,161.88%
6692,2010-10-03,$0.32,$1.69,$2.69,$1.00,$0.00,320.31%
6697,2010-09-26,$0.40,$1.64,$2.07,$1.25,$0.00,210.00%
6721,2010-09-19,$0.65,$1.44,$2.52,$1.12,$0.00,95.38%
6745,2010-09-12,$0.70,$1.52,$2.24,$1.25,$0.00,78.93%
6762,2010-09-05,$0.52,$1.52,$2.39,$1.25,$0.00,148.08%
6790,2010-08-29,$0.35,$1.44,$1.87,$1.25,$0.00,225.71%
6811,2010-08-22,$0.45,$1.44,$2.57,$0.50,$0.00,150.56%
6814,2010-08-15,$0.50,$0.42,$2.07,$0.00,$0.00,24.50%
6837,2010-08-08,$0.65,$1.44,$2.04,$0.75,$0.00,62.69%
6858,2010-08-01,$0.55,$1.37,$1.82,$0.75,$0.00,79.09%
6884,2010-07-25,$0.47,$1.79,$2.44,$0.00,$1.99,230.85%
6888,2010-07-18,$0.55,$1.74,$2.76,$3.49,$1.99,353.64%
7382,2009-11-29,$1.15,$2.15,$2.39,$2.99,$2.87,126.09%
7392,2009-11-22,$1.15,$1.99,$2.59,$2.49,$2.62,110.65%
7415,2009-11-15,$1.14,$1.77,$2.44,$2.99,$2.49,112.50%
7425,2009-11-08,$0.95,$1.99,$2.44,$2.49,$2.62,151.05%
7446,2009-11-01,$0.79,$1.99,$2.39,$1.99,$2.04,166.14%
7457,2009-10-25,$0.65,$1.99,$2.59,$1.99,$2.37,243.85%
7463,2009-10-18,$0.75,$1.72,$2.44,$1.99,$2.27,180.67%
7490,2009-10-11,$0.69,$1.72,$2.32,$2.49,$2.44,225.00%
7496,2009-10-04,$0.45,$1.82,$2.26,$2.49,$1.69,358.89%
7523,2009-09-27,$0.31,$1.75,$2.26,$2.99,$1.77,607.26%
7545,2009-09-20,$0.34,$1.82,$2.32,$2.24,$1.87,506.62%
7552,2009-09-13,$0.35,$1.65,$2.44,$2.49,$2.07,517.86%
7565,2009-09-06,$0.35,$1.82,$2.12,$1.99,$2.24,483.57%
7598,2009-08-30,$0.43,$1.65,$1.92,$2.49,$1.74,353.49%
7605,2009-08-23,$0.51,$1.82,$0.00,$1.99,$1.82,175.98%
7629,2009-08-16,$0.55,$1.59,$2.19,$1.99,$1.99,252.73%
7652,2009-08-09,$0.55,$1.92,$2.19,$2.49,$2.12,296.36%
7655,2009-08-02,$0.45,$1.82,$2.29,$2.49,$0.99,321.67%
7680,2009-07-26,$0.50,$1.64,$2.26,$2.99,$1.99,344.00%
8204,2008-11-23,$0.85,$2.12,$2.59,$3.49,$2.39,211.47%
8212,2008-11-16,$0.97,$2.12,$2.27,$3.49,$2.39,164.69%
8237,2008-11-09,$0.95,$2.12,$2.12,$2.66,$2.39,144.47%
8259,2008-11-02,$0.97,$1.99,$2.24,$2.99,$0.00,86.08%
8263,2008-10-26,$0.81,$1.75,$1.99,$3.49,$1.49,169.14%
8290,2008-10-19,$0.61,$1.83,$2.59,$2.49,$0.99,223.77%
8298,2008-10-12,$0.47,$1.95,$2.39,$2.24,$1.99,355.85%
8324,2008-10-05,$0.33,$1.82,$2.14,$3.24,$1.99,596.21%
8346,2008-09-28,$0.32,$1.95,$2.34,$3.49,$1.99,663.28%
8350,2008-09-21,$0.26,$1.83,$2.19,$2.74,$1.99,741.35%
8373,2008-09-14,$0.30,$1.79,$1.87,$3.24,$1.99,640.83%
8395,2008-09-07,$0.33,$1.95,$2.27,$2.74,$1.99,578.03%
8418,2008-08-31,$0.35,$1.79,$2.27,$2.74,$0.00,385.71%
8441,2008-08-24,$0.36,$1.95,$2.19,$3.24,$1.99,550.69%
8463,2008-08-17,$0.38,$1.83,$2.19,$2.99,$2.64,534.87%
8486,2008-08-10,$0.43,$1.83,$2.44,$3.49,$2.14,475.58%
8488,2008-08-03,$0.47,$1.95,$2.39,$3.49,$2.14,430.32%
8511,2008-07-27,$0.55,$1.57,$1.99,$3.99,$1.99,333.64%
8535,2008-07-20,$0.56,$1.71,$2.32,$3.99,$2.16,354.46%
8558,2008-07-13,$0.60,$1.71,$2.32,$3.99,$1.99,317.08%
8565,2008-07-06,$0.56,$1.59,$2.52,$3.99,$2.49,372.77%
8584,2008-06-29,$0.55,$1.71,$2.47,$3.99,$1.99,361.82%
8980,2007-12-30,$0.85,$2.24,$3.19,$3.74,$2.84,253.24%
9001,2007-12-23,$0.98,$2.24,$2.69,$3.99,$3.34,212.76%
9013,2007-12-16,$1.34,$2.14,$2.59,$3.74,$2.99,113.81%
9024,2007-12-09,$1.61,$2.14,$2.69,$3.39,$2.66,68.94%
9032,2007-12-02,$1.26,$3.09,$2.29,$3.64,$2.74,133.33%
9058,2007-11-25,$1.07,$2.39,$2.69,$0.00,$2.49,76.87%
9063,2007-11-18,$1.10,$2.24,$2.14,$2.99,$2.24,118.41%
9091,2007-11-11,$0.97,$2.94,$2.52,$2.99,$1.99,169.07%
9123,2007-10-28,$0.67,$0.00,$2.34,$2.99,$1.99,173.13%
9128,2007-10-21,$0.66,$2.39,$2.03,$2.99,$1.99,256.06%
9154,2007-10-14,$0.76,$2.49,$2.09,$2.14,$1.99,186.51%
9165,2007-10-07,$0.71,$1.79,$2.09,$2.49,$1.99,194.37%
9184,2007-09-30,$0.62,$1.54,$2.19,$2.99,$1.99,251.21%
9209,2007-09-23,$0.45,$1.39,$2.02,$2.99,$1.92,362.22%
9230,2007-09-16,$0.36,$1.74,$2.04,$2.34,$1.99,463.19%
9252,2007-09-09,$0.32,$2.49,$2.39,$2.34,$1.92,614.06%
9265,2007-09-02,$0.43,$1.74,$1.81,$2.74,$1.99,381.40%
9295,2007-08-26,$0.54,$1.75,$2.04,$2.49,$1.99,282.87%
9317,2007-08-19,$0.43,$1.39,$2.56,$0.00,$1.84,236.63%
9339,2007-08-12,$0.40,$2.04,$1.75,$2.25,$2.99,464.38%
9360,2007-08-05,$0.42,$1.49,$2.09,$3.24,$1.99,424.40%
9365,2007-07-29,$0.45,$1.74,$2.39,$2.99,$1.99,406.11%
9404,2007-07-22,$0.56,$1.79,$1.63,$0.00,$0.00,52.68%
9425,2007-07-15,$0.67,$1.99,$2.12,$0.00,$1.79,120.15%
9446,2007-07-08,$0.65,$1.39,$2.19,$3.24,$1.99,238.85%
9888,2006-12-10,$0.58,$1.49,$2.86,$2.29,$1.49,250.43%
9896,2006-12-03,$0.55,$1.69,$2.14,$2.24,$1.49,243.64%
9922,2006-11-26,$0.48,$1.89,$2.17,$2.24,$1.99,331.77%
9930,2006-11-19,$0.55,$1.69,$2.27,$2.49,$1.50,261.36%
9956,2006-11-12,$0.61,$1.69,$2.69,$3.49,$2.24,314.34%
9959,2006-11-05,$0.59,$2.16,$2.92,$3.74,$1.74,347.46%
9985,2006-10-29,$0.49,$2.59,$3.19,$4.99,$1.99,551.02%
10009,2006-10-22,$0.52,$2.84,$3.64,$3.49,$2.49,499.04%
10015,2006-10-15,$0.62,$2.94,$3.64,$3.99,$3.99,487.10%
10039,2006-10-08,$0.96,$3.29,$3.14,$1.99,$3.99,223.18%
10060,2006-10-01,$1.22,$3.44,$3.54,$1.99,$3.49,155.33%
10084,2006-09-24,$1.53,$2.69,$2.39,$3.42,$2.99,87.75%
10106,2006-09-17,$1.45,$2.02,$2.69,$3.34,$2.49,81.72%
10127,2006-09-10,$1.15,$2.02,$2.22,$1.99,$1.99,78.70%
10149,2006-09-03,$0.77,$2.02,$2.39,$1.83,$1.99,167.21%
10163,2006-08-27,$0.60,$1.67,$1.82,$1.75,$1.49,180.42%
10192,2006-08-20,$0.54,$1.77,$1.89,$1.00,$1.49,184.72%
10214,2006-08-13,$0.56,$1.77,$2.43,$2.49,$1.52,266.52%
10236,2006-08-06,$0.43,$1.77,$2.89,$2.75,$1.49,417.44%
10256,2006-07-30,$0.38,$1.77,$2.89,$0.00,$1.99,337.50%
10258,2006-07-23,$0.44,$1.77,$2.52,$0.00,$0.00,143.75%
10280,2006-07-16,$0.46,$1.77,$2.52,$3.49,$1.50,404.35%
10302,2006-07-09,$0.38,$1.42,$2.39,$0.00,$1.74,265.13%
10325,2006-07-02,$0.35,$1.96,$1.70,$0.00,$1.49,267.86%
10347,2006-06-25,$0.22,$1.77,$2.86,$0.00,$1.49,595.45%
10709,2005-12-25,$1.24,$1.87,$3.49,$3.99,$2.99,148.79%
10720,2005-12-18,$1.37,$1.87,$2.99,$3.49,$0.00,52.37%
10730,2005-12-11,$1.30,$2.43,$2.82,$2.99,$1.99,96.73%
10752,2005-12-04,$0.95,$1.52,$2.64,$2.74,$1.99,133.95%
10761,2005-11-27,$0.78,$1.77,$2.74,$2.74,$1.99,196.15%
10771,2005-11-20,$0.51,$1.77,$2.99,$2.74,$1.99,365.20%
10797,2005-11-13,$0.46,$2.02,$2.49,$1.99,$1.99,361.41%
10819,2005-11-06,$0.56,$2.02,$2.49,$2.32,$1.99,293.75%
10827,2005-10-30,$0.66,$1.42,$2.24,$2.34,$1.99,202.65%
10851,2005-10-23,$0.57,$1.77,$2.49,$1.83,$1.99,254.39%
10856,2005-10-16,$0.52,$1.48,$2.26,$2.49,$1.99,295.19%
10883,2005-10-09,$0.47,$2.02,$2.09,$2.14,$1.99,338.30%
10905,2005-10-02,$0.40,$2.12,$2.16,$1.99,$1.99,416.25%
10911,2005-09-25,$0.54,$1.72,$2.26,$1.75,$2.09,262.04%
10933,2005-09-18,$0.67,$1.77,$2.32,$1.99,$2.49,219.78%
10957,2005-09-11,$0.71,$1.27,$2.02,$1.24,$2.24,138.38%
10981,2005-09-04,$0.46,$1.77,$1.59,$2.24,$1.69,296.20%
11003,2005-08-28,$0.30,$1.67,$2.07,$2.44,$1.49,539.17%
11006,2005-08-21,$0.34,$1.77,$1.82,$2.44,$1.49,452.94%
11028,2005-08-14,$0.42,$1.32,$1.99,$2.39,$0.00,239.29%
11050,2005-08-07,$0.45,$1.62,$2.16,$2.49,$0.00,248.33%
11072,2005-07-31,$0.37,$1.77,$2.32,$2.42,$1.99,474.32%
11093,2005-07-24,$0.43,$1.77,$2.42,$2.42,$1.49,370.93%
11615,2004-11-28,$1.79,$3.24,$3.48,$3.78,$3.49,95.39%
11624,2004-11-21,$1.94,$3.22,$3.65,$3.82,$3.49,82.73%
11649,2004-11-14,$2.10,$3.07,$3.32,$3.74,$2.99,56.19%
11658,2004-11-07,$1.46,$2.97,$3.16,$2.99,$2.74,103.08%
11682,2004-10-31,$1.24,$2.72,$3.49,$3.24,$2.82,147.38%
11691,2004-10-24,$1.23,$2.62,$2.99,$2.74,$2.49,120.33%
11714,2004-10-17,$1.10,$2.27,$2.49,$1.89,$2.49,107.73%
11723,2004-10-10,$1.09,$2.02,$2.36,$2.29,$1.99,98.62%
11747,2004-10-03,$1.24,$2.02,$2.46,$1.99,$1.59,62.50%
11753,2004-09-26,$0.91,$1.67,$3.42,$1.81,$1.66,135.16%
11778,2004-09-19,$0.55,$2.02,$1.47,$1.89,$1.59,216.82%
11801,2004-09-12,$0.45,$1.77,$2.19,$2.14,$1.50,322.22%
11824,2004-09-05,$0.43,$2.02,$2.02,$1.65,$1.64,326.16%
11846,2004-08-29,$0.33,$1.72,$1.64,$1.99,$1.64,429.55%
11848,2004-08-22,$0.38,$1.77,$2.79,$2.24,$0.88,405.26%
11871,2004-08-15,$0.59,$1.42,$2.09,$1.99,$1.50,196.61%
11893,2004-08-08,$0.70,$1.57,$2.36,$1.99,$0.00,111.43%
11916,2004-08-01,$0.47,$1.57,$2.19,$2.32,$1.57,306.91%
11938,2004-07-25,$0.29,$1.72,$2.19,$2.42,$1.92,611.21%
11959,2004-07-11,$0.28,$1.72,$2.12,$1.94,$2.62,650.00%
12059,2004-06-06,$0.29,$0.00,$0.00,$0.00,$0.00,-100.00%
12447,2003-11-30,$0.61,$2.19,$2.26,$2.49,$1.56,248.36%
12458,2003-11-23,$0.49,$2.24,$2.49,$2.49,$1.56,347.96%
12465,2003-11-16,$0.53,$2.24,$2.49,$2.49,$1.33,303.30%
12480,2003-11-09,$0.74,$2.14,$2.16,$2.49,$1.62,184.12%
12502,2003-11-02,$0.57,$2.24,$1.92,$2.49,$1.62,262.72%
12514,2003-10-26,$0.44,$2.11,$2.42,$2.24,$1.56,373.30%
12534,2003-10-19,$0.35,$1.77,$1.99,$2.06,$1.49,422.14%
12543,2003-10-12,$0.53,$2.24,$2.16,$2.49,$1.49,295.28%
12561,2003-10-05,$0.54,$2.24,$2.22,$2.49,$1.62,296.76%
12589,2003-09-28,$0.38,$2.24,$2.16,$2.49,$1.56,455.92%
12593,2003-09-21,$0.41,$1.99,$2.24,$2.32,$1.56,394.51%
12617,2003-09-14,$0.42,$2.44,$1.99,$2.32,$1.62,398.21%
12641,2003-09-07,$0.44,$2.44,$1.87,$2.32,$1.56,365.34%
12658,2003-08-31,$0.46,$2.49,$1.69,$2.09,$1.62,328.80%
12694,2003-08-17,$0.62,$1.97,$2.07,$2.49,$1.67,230.65%
12716,2003-08-10,$0.86,$1.91,$2.24,$2.52,$1.49,137.21%
12738,2003-08-03,$0.98,$1.82,$2.46,$2.52,$1.59,114.03%
12766,2003-07-27,$0.79,$1.99,$2.49,$2.42,$1.56,167.72%
12781,2003-07-20,$0.70,$2.49,$2.29,$2.42,$1.89,224.64%
12803,2003-07-13,$0.76,$1.99,$2.09,$2.39,$2.04,179.93%
12824,2003-07-06,$0.78,$1.99,$1.92,$2.42,$1.72,158.01%
12846,2003-06-29,$0.80,$1.74,$1.52,$2.42,$1.79,133.44%
12873,2003-06-22,$0.77,$1.99,$2.29,$2.34,$1.56,165.58%
12893,2003-06-15,$0.71,$2.07,$1.93,$2.36,$1.59,179.93%
12897,2003-06-08,$0.70,$1.66,$2.36,$2.16,$1.59,177.50%
12921,2003-06-01,$0.00,$1.65,$2.36,$2.14,$1.59,0.00%
12968,2003-05-11,$0.58,$1.45,$2.36,$1.68,$1.59,205.17%
12987,2003-05-04,$0.51,$1.42,$2.19,$2.42,$1.49,268.63%
12997,2003-04-27,$0.42,$1.80,$2.02,$2.14,$1.86,365.48%
13021,2003-04-20,$0.39,$1.55,$2.29,$1.99,$1.99,401.28%
13029,2003-04-13,$0.48,$1.79,$0.00,$2.32,$1.49,191.67%
13039,2003-04-06,$0.42,$2.02,$0.00,$2.49,$1.74,272.02%
13066,2003-03-30,$0.49,$1.77,$0.00,$2.49,$1.74,206.12%
13071,2003-03-23,$0.70,$2.05,$0.00,$2.59,$1.99,136.79%
13096,2003-03-16,$0.72,$2.17,$0.00,$2.66,$1.99,136.81%
13103,2003-03-09,$0.83,$2.01,$0.00,$2.22,$1.60,75.60%
13114,2003-03-02,$0.73,$1.94,$0.00,$2.49,$1.59,106.16%
13136,2003-02-23,$0.54,$1.71,$0.00,$2.46,$1.75,174.07%
13146,2003-02-16,$0.36,$2.15,$0.00,$2.36,$2.32,374.31%
13171,2003-02-09,$0.34,$2.47,$0.00,$2.46,$1.75,391.18%
13178,2003-02-02,$0.36,$2.24,$0.00,$2.46,$2.66,411.11%
13189,2003-01-26,$0.44,$2.27,$0.00,$1.49,$0.00,113.64%
13299,2002-12-01,$0.75,$2.17,$2.77,$2.76,$2.49,239.67%
13308,2002-11-24,$0.68,$2.17,$3.02,$2.59,$2.49,277.57%
13317,2002-11-17,$0.74,$2.26,$2.72,$2.59,$2.49,239.86%
13341,2002-11-10,$0.79,$2.17,$2.72,$2.71,$2.32,213.92%
13348,2002-11-03,$0.61,$2.17,$2.47,$2.71,$2.32,296.31%
13374,2002-10-27,$0.49,$2.08,$2.32,$2.47,$2.25,365.31%
13379,2002-10-20,$0.58,$1.88,$2.14,$2.43,$2.49,285.34%
13404,2002-10-13,$0.54,$2.17,$2.27,$2.64,$2.22,330.56%
13411,2002-10-06,$0.38,$2.17,$2.24,$2.63,$1.75,478.29%
13432,2002-09-29,$0.33,$2.17,$2.16,$2.56,$2.74,629.55%
13456,2002-09-22,$0.38,$2.17,$2.07,$2.72,$2.00,489.47%
13480,2002-09-15,$0.31,$2.08,$2.11,$2.54,$2.49,643.55%
13483,2002-09-08,$0.29,$1.80,$2.12,$2.69,$1.99,641.38%
13506,2002-09-01,$0.27,$1.84,$2.56,$2.44,$2.32,748.15%
13529,2002-08-25,$0.27,$2.17,$2.49,$2.64,$2.32,790.74%
13553,2002-08-18,$0.29,$2.17,$2.51,$2.64,$2.66,760.34%
13566,2002-08-11,$0.43,$2.25,$2.42,$2.64,$2.49,469.77%
13581,2002-08-04,$0.39,$2.00,$2.36,$2.32,$2.37,480.13%
13606,2002-07-28,$0.33,$2.13,$2.47,$2.12,$1.99,559.85%
13612,2002-07-21,$0.39,$2.13,$2.54,$2.12,$2.49,494.87%
13635,2002-07-14,$0.49,$1.71,$2.49,$2.62,$2.66,383.67%
13659,2002-07-07,$0.54,$1.85,$2.16,$2.62,$2.17,307.41%
13667,2002-06-30,$0.54,$1.85,$2.16,$2.62,$2.17,307.41%
13686,2002-06-16,$0.46,$2.02,$1.91,$2.24,$2.62,377.72%
13713,2002-06-09,$0.60,$2.18,$1.77,$2.87,$2.49,287.92%
13721,2002-06-02,$0.59,$2.18,$2.22,$2.62,$2.25,292.80%
13745,2002-05-26,$0.39,$1.94,$1.94,$2.07,$2.25,425.64%
13753,2002-05-19,$0.38,$2.15,$1.92,$2.12,$2.16,449.34%
13777,2002-05-12,$0.36,$1.88,$2.24,$2.24,$2.62,523.61%
13786,2002-05-05,$0.39,$1.91,$1.92,$2.32,$2.87,478.21%
13811,2002-04-28,$0.50,$1.98,$2.82,$2.44,$2.62,393.00%
13818,2002-04-21,$0.50,$1.73,$2.82,$2.12,$2.24,345.50%
13829,2002-04-14,$0.31,$2.32,$2.67,$2.34,$2.62,702.42%
13851,2002-04-07,$0.37,$2.48,$2.84,$2.87,$2.74,638.51%
13866,2002-03-31,$0.50,$2.19,$2.64,$2.47,$2.99,414.50%
13885,2002-03-24,$0.57,$2.43,$2.72,$2.72,$2.99,376.32%
13893,2002-03-17,$0.62,$2.21,$2.74,$2.84,$2.99,334.68%
13903,2002-03-10,$0.48,$2.36,$2.84,$2.49,$2.99,456.25%
13926,2002-03-03,$0.35,$2.36,$2.67,$2.87,$2.83,666.43%
13935,2002-02-24,$0.34,$2.15,$3.02,$2.62,$2.99,692.65%
13960,2002-02-17,$0.22,$2.66,$3.02,$2.82,$2.83,"1,187.50%"
13971,2002-02-10,$0.22,$2.48,$3.04,$2.72,$2.99,"1,176.14%"
13979,2002-02-03,$0.21,$2.48,$3.02,$2.69,$2.99,"1,230.95%"
14003,2002-01-27,$0.20,$2.23,$3.12,$2.72,$2.99,"1,282.50%"
14011,2002-01-20,$0.35,$2.23,$3.12,$2.72,$2.99,690.00%
14022,2002-01-13,$0.58,$2.23,$2.62,$2.67,$2.99,353.02%
14033,2002-01-06,$0.72,$1.73,$2.64,$2.54,$2.99,243.75%
14056,2001-12-30,$0.55,$2.32,$2.32,$2.72,$2.99,370.45%
