,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1592,2017-05-21,$0.36,$1.39,$2.47,$1.44,$2.30,427.78%
1608,2017-05-14,$0.40,$1.94,$1.41,$1.49,$2.39,351.88%
1621,2017-05-07,$0.45,$1.92,$2.47,$1.49,$2.24,351.11%
1636,2017-04-30,$0.52,$2.20,$2.36,$1.57,$2.86,332.21%
1648,2017-04-23,$0.88,$2.44,$2.40,$1.64,$2.79,163.35%
1661,2017-04-16,$1.82,$2.07,$2.31,$1.64,$2.79,21.02%
1674,2017-04-09,$2.11,$2.11,$2.47,$1.64,$2.07,-1.78%
1687,2017-04-02,$2.09,$1.82,$2.02,$1.49,$2.07,-11.48%
1695,2017-03-26,$1.82,$1.42,$1.97,$1.49,$2.16,-3.30%
1709,2017-03-19,$1.33,$1.42,$1.97,$1.49,$2.16,32.33%
1721,2017-03-12,$0.99,$1.42,$1.86,$1.49,$2.07,72.73%
1732,2017-03-05,$0.72,$1.32,$1.97,$1.49,$1.97,134.38%
1742,2017-02-26,$0.78,$1.42,$1.89,$1.49,$1.97,116.99%
1754,2017-02-19,$0.82,$1.42,$1.97,$1.49,$1.97,108.84%
1765,2017-02-12,$0.82,$1.32,$1.84,$1.49,$1.91,100.00%
1776,2017-02-05,$0.57,$1.32,$1.94,$1.42,$2.22,202.63%
1787,2017-01-29,$0.45,$1.32,$1.84,$1.39,$1.84,255.00%
1798,2017-01-22,$0.32,$1.32,$1.94,$1.39,$1.92,413.28%
1809,2017-01-15,$0.32,$1.32,$1.94,$1.39,$1.84,407.03%
1820,2017-01-08,$0.31,$1.32,$1.94,$1.39,$1.84,423.39%
1831,2017-01-01,$0.33,$1.32,$1.87,$1.57,$1.85,400.76%
1842,2016-12-25,$0.33,$1.32,$1.94,$1.39,$1.85,392.42%
1855,2016-12-18,$0.33,$1.48,$1.99,$1.37,$1.85,406.82%
1867,2016-12-11,$0.33,$1.48,$1.94,$1.39,$1.91,409.09%
1881,2016-12-04,$0.33,$1.48,$1.99,$1.39,$1.91,412.88%
1894,2016-11-27,$0.34,$1.48,$1.94,$1.34,$1.91,390.44%
1908,2016-11-20,$0.33,$1.67,$1.94,$1.34,$1.91,419.70%
1921,2016-11-13,$0.36,$2.05,$1.94,$1.34,$1.91,402.78%
1935,2016-11-06,$0.37,$1.86,$1.99,$1.34,$1.91,379.73%
1961,2016-10-30,$0.39,$1.89,$1.99,$1.34,$1.94,358.97%
1965,2016-10-23,$0.35,$1.74,$1.77,$1.34,$1.92,383.57%
1980,2016-10-16,$0.36,$1.61,$1.77,$1.34,$1.91,360.42%
1994,2016-10-09,$0.33,$1.49,$1.77,$1.34,$1.69,376.52%
2008,2016-10-02,$0.34,$1.32,$1.97,$1.34,$1.69,364.71%
2021,2016-09-25,$0.33,$1.74,$1.66,$1.34,$1.69,387.12%
2034,2016-09-18,$0.32,$1.74,$1.87,$1.34,$2.01,443.75%
2048,2016-09-11,$0.33,$1.49,$1.87,$1.34,$1.60,377.27%
2061,2016-09-04,$0.36,$1.49,$1.87,$1.34,$1.85,354.86%
2076,2016-08-28,$0.35,$1.39,$1.87,$1.34,$1.69,349.29%
2094,2016-08-21,$0.28,$1.39,$1.87,$1.34,$1.69,461.61%
2109,2016-08-14,$0.30,$1.44,$1.82,$1.34,$1.54,411.67%
2127,2016-08-07,$0.29,$1.69,$1.94,$1.34,$1.69,474.14%
2143,2016-07-31,$0.30,$1.51,$1.91,$1.34,$1.69,437.50%
2161,2016-07-24,$0.31,$2.05,$1.91,$1.34,$1.69,463.71%
2178,2016-07-17,$0.31,$1.51,$1.91,$1.34,$1.69,420.16%
2191,2016-07-10,$0.36,$1.51,$1.91,$1.34,$1.69,347.92%
2207,2016-07-03,$0.55,$1.56,$1.94,$1.34,$1.85,204.09%
2222,2016-06-26,$0.65,$1.44,$1.94,$1.34,$1.77,149.62%
2240,2016-06-19,$0.59,$1.31,$1.94,$1.34,$1.86,173.31%
2254,2016-06-12,$0.62,$1.31,$1.91,$1.34,$2.08,167.74%
2270,2016-06-05,$0.60,$1.74,$1.88,$1.39,$1.86,186.25%
2287,2016-05-29,$0.54,$1.69,$1.88,$1.44,$2.08,228.24%
2302,2016-05-22,$0.54,$1.69,$1.97,$1.49,$1.83,223.15%
2317,2016-05-15,$0.79,$1.69,$1.88,$1.49,$2.16,128.48%
2332,2016-05-08,$0.93,$1.69,$1.86,$1.39,$1.89,83.60%
2346,2016-05-01,$0.97,$1.44,$1.72,$1.36,$1.99,67.78%
2359,2016-04-24,$0.56,$1.62,$1.97,$1.29,$1.89,202.23%
2372,2016-04-17,$0.39,$1.56,$1.88,$1.32,$1.99,332.69%
2386,2016-04-10,$0.39,$1.92,$1.97,$1.29,$1.89,353.21%
2399,2016-04-03,$0.30,$1.56,$1.88,$1.34,$2.05,469.17%
2417,2016-03-27,$0.29,$1.50,$1.97,$1.34,$1.89,477.59%
2428,2016-03-20,$0.30,$1.50,$1.97,$1.34,$1.89,458.33%
2444,2016-03-13,$0.30,$1.44,$1.88,$1.34,$1.99,454.17%
2454,2016-03-06,$0.28,$1.50,$2.00,$1.37,$1.94,508.04%
2476,2016-02-28,$0.29,$1.56,$1.91,$1.37,$1.94,484.48%
2486,2016-02-21,$0.30,$1.61,$2.00,$1.57,$1.92,491.67%
2496,2016-02-14,$0.35,$1.94,$1.49,$1.91,$1.57,393.57%
2507,2016-02-07,$0.40,$1.61,$1.97,$1.62,$1.99,349.38%
2518,2016-01-31,$0.40,$1.56,$1.91,$1.67,$2.08,351.25%
2540,2016-01-24,$0.48,$1.80,$2.02,$1.67,$2.27,304.17%
2550,2016-01-17,$0.70,$1.61,$1.93,$1.67,$2.20,164.64%
2561,2016-01-10,$0.88,$1.75,$2.02,$1.67,$2.05,112.78%
2571,2016-01-03,$0.78,$1.56,$2.09,$1.67,$1.95,133.01%
2582,2015-12-27,$0.53,$1.65,$2.08,$1.74,$2.76,288.21%
2593,2015-12-20,$0.49,$1.86,$2.20,$1.74,$1.99,297.45%
2603,2015-12-13,$0.62,$1.74,$2.09,$1.67,$2.16,208.87%
2615,2015-12-06,$0.62,$1.65,$2.08,$1.74,$2.91,237.90%
2625,2015-11-29,$0.95,$2.73,$1.98,$1.67,$2.22,126.32%
2646,2015-11-22,$1.26,$1.69,$2.08,$1.67,$2.05,48.61%
2658,2015-11-15,$1.15,$1.69,$1.93,$1.73,$2.07,61.30%
2670,2015-11-08,$0.96,$1.56,$1.95,$1.67,$2.27,94.01%
2692,2015-11-01,$0.83,$1.69,$1.85,$1.74,$2.39,131.02%
2701,2015-10-25,$0.81,$1.56,$1.95,$1.67,$1.95,120.06%
2713,2015-10-18,$0.83,$1.56,$1.76,$1.71,$2.17,116.87%
2735,2015-10-11,$0.70,$1.36,$1.87,$1.59,$2.52,162.14%
2743,2015-10-04,$0.63,$1.46,$1.76,$1.71,$2.02,175.79%
2754,2015-09-27,$0.55,$1.61,$1.76,$1.59,$2.02,217.27%
2778,2015-09-20,$0.65,$1.49,$1.76,$1.59,$2.02,163.85%
2786,2015-09-13,$1.07,$1.44,$1.76,$1.65,$2.02,60.51%
2811,2015-09-06,$0.53,$1.49,$1.76,$1.59,$2.02,223.58%
2833,2015-08-30,$0.49,$1.73,$1.76,$1.68,$2.02,266.84%
2847,2015-08-23,$0.55,$1.73,$1.79,$1.59,$2.02,224.09%
2877,2015-08-16,$0.64,$1.44,$1.79,$1.68,$2.02,170.70%
2880,2015-08-09,$0.62,$1.74,$1.79,$1.52,$2.02,185.08%
2903,2015-08-02,$0.40,$1.44,$1.79,$1.63,$2.18,340.00%
2927,2015-07-19,$0.34,$1.12,$1.66,$1.57,$2.18,380.15%
2945,2015-07-12,$0.37,$1.44,$1.60,$1.71,$1.64,331.76%
2974,2015-07-05,$0.54,$1.44,$1.69,$1.59,$2.02,212.04%
2979,2015-06-28,$0.58,$1.44,$1.64,$1.71,$2.02,193.53%
3003,2015-06-21,$0.63,$1.44,$1.64,$1.59,$2.02,165.48%
3025,2015-06-14,$0.67,$1.44,$1.76,$1.74,$2.02,159.70%
3048,2015-06-07,$0.72,$1.56,$1.71,$1.59,$1.86,133.33%
3055,2015-05-31,$0.72,$1.56,$1.76,$1.74,$2.02,145.83%
3077,2015-05-24,$0.60,$1.36,$1.76,$1.62,$1.55,162.08%
3084,2015-05-17,$0.56,$1.61,$1.76,$1.74,$1.55,197.32%
3107,2015-05-10,$0.53,$1.56,$1.76,$1.62,$2.18,235.85%
3118,2015-05-03,$0.51,$1.56,$1.73,$1.74,$2.33,260.78%
3139,2015-04-26,$0.54,$1.91,$1.80,$1.67,$2.33,256.94%
3147,2015-04-19,$0.60,$1.91,$1.80,$1.59,$2.33,217.92%
3159,2015-04-12,$0.63,$1.59,$1.73,$1.66,$2.33,190.08%
3171,2015-04-05,$0.59,$1.65,$1.73,$1.52,$2.33,206.36%
3193,2015-03-29,$0.50,$1.85,$1.73,$1.66,$2.33,278.50%
3203,2015-03-22,$0.54,$1.85,$1.73,$1.59,$2.64,261.57%
3212,2015-03-15,$0.58,$2.11,$1.78,$1.69,$2.64,254.31%
3223,2015-03-08,$0.62,$1.85,$1.78,$1.67,$2.64,220.16%
3245,2015-03-01,$0.65,$1.85,$1.84,$1.79,$2.64,212.31%
3248,2015-02-22,$0.69,$1.85,$1.91,$1.67,$2.64,192.39%
3266,2015-02-15,$0.63,$1.73,$1.84,$1.95,$2.64,223.81%
3276,2015-02-08,$0.79,$1.81,$1.94,$1.84,$2.64,160.44%
3287,2015-02-01,$1.17,$1.81,$1.94,$2.00,$2.80,82.69%
3308,2015-01-25,$1.20,$1.69,$1.94,$1.82,$2.64,68.54%
3318,2015-01-18,$1.09,$1.56,$1.94,$1.97,$2.96,93.35%
3329,2015-01-11,$1.21,$1.56,$1.83,$1.62,$2.49,54.96%
3339,2015-01-04,$0.89,$1.56,$1.74,$1.42,$2.33,98.03%
3348,2014-12-28,$0.41,$1.51,$1.86,$1.62,$2.33,346.34%
3361,2014-12-21,$0.27,$1.51,$1.86,$1.62,$2.33,577.78%
3384,2014-12-14,$0.29,$1.56,$1.86,$1.57,$2.64,557.76%
3394,2014-12-07,$0.33,$1.66,$1.86,$1.62,$2.49,478.03%
3403,2014-11-30,$0.65,$1.66,$2.29,$1.64,$2.33,204.62%
3415,2014-11-23,$0.49,$1.79,$1.86,$1.69,$2.64,307.14%
3427,2014-11-16,$0.89,$1.79,$1.86,$1.69,$2.64,124.16%
3447,2014-11-09,$1.10,$1.69,$1.96,$1.59,$2.64,79.09%
3460,2014-11-02,$1.10,$1.56,$1.86,$1.57,$2.18,62.95%
3468,2014-10-26,$0.86,$1.56,$1.93,$1.57,$2.18,110.47%
3490,2014-10-19,$0.65,$1.56,$1.93,$1.57,$2.02,172.31%
3500,2014-10-12,$0.64,$1.56,$1.89,$1.57,$2.18,181.25%
3510,2014-10-05,$0.62,$1.66,$1.89,$1.57,$1.86,181.45%
3522,2014-09-28,$0.54,$1.66,$1.98,$1.39,$1.40,197.69%
3547,2014-09-21,$0.52,$1.66,$1.72,$1.39,$1.40,196.63%
3558,2014-09-17,$0.49,$1.91,$1.80,$1.39,$1.86,255.10%
3578,2014-08-31,$0.53,$1.91,$1.80,$1.39,$1.86,228.30%
3584,2014-08-24,$0.57,$2.16,$1.74,$1.39,$1.86,213.60%
3615,2014-08-17,$0.58,$2.16,$1.90,$1.39,$1.86,215.09%
3624,2014-08-17,$0.58,$2.16,$0.00,$0.00,$0.00,-6.90%
3638,2014-08-10,$0.56,$2.16,$1.99,$1.37,$1.86,229.46%
3662,2014-08-03,$0.56,$2.16,$1.37,$1.37,$1.86,201.79%
3678,2014-08-03,$0.56,$2.16,$1.37,$1.37,$1.86,201.79%
3701,2014-07-27,$0.52,$2.54,$1.67,$1.39,$1.86,258.65%
3723,2014-07-20,$0.56,$2.41,$1.64,$1.39,$1.86,225.89%
3729,2014-07-06,$0.74,$1.84,$1.77,$1.44,$1.86,133.45%
3753,2014-06-29,$0.77,$1.84,$1.84,$1.57,$1.86,130.84%
3777,2014-06-22,$0.60,$1.84,$1.84,$1.54,$1.86,195.00%
3799,2014-06-15,$0.38,$1.96,$1.84,$1.54,$1.86,373.68%
3805,2014-06-08,$0.38,$1.96,$1.90,$1.57,$1.70,369.08%
3830,2014-06-01,$0.48,$1.84,$1.84,$1.59,$1.70,263.02%
3852,2014-05-25,$0.67,$1.84,$1.90,$1.57,$1.70,161.57%
3857,2014-05-18,$0.80,$1.79,$1.90,$1.42,$1.70,112.81%
3882,2014-05-11,$0.73,$1.96,$1.90,$1.24,$2.33,154.45%
3903,2014-05-04,$0.40,$1.84,$2.00,$1.24,$2.43,369.38%
3912,2014-04-27,$0.37,$1.84,$1.68,$1.12,$2.49,381.76%
3921,2014-04-23,$0.51,$1.84,$1.71,$1.12,$2.43,248.04%
3944,2014-04-20,$0.40,$1.84,$2.06,$1.12,$2.43,365.63%
3955,2014-04-13,$0.51,$1.84,$1.71,$1.12,$2.43,248.04%
3963,2014-04-07,$0.58,$1.78,$2.06,$1.09,$2.33,212.93%
3987,2014-03-30,$0.53,$1.73,$2.06,$1.09,$2.49,247.64%
3997,2014-03-23,$0.39,$1.73,$2.15,$1.09,$2.43,374.36%
4008,2014-03-16,$0.35,$1.73,$2.15,$1.14,$2.49,436.43%
4028,2014-03-09,$0.36,$1.73,$2.15,$1.07,$2.49,416.67%
4039,2014-03-02,$0.38,$1.79,$2.06,$1.14,$2.49,392.11%
4050,2014-02-23,$0.26,$1.73,$2.09,$1.07,$2.49,609.62%
4059,2014-02-16,$0.25,$1.73,$1.73,$1.14,$2.33,593.00%
4070,2014-02-09,$0.26,$1.73,$1.86,$1.07,$2.33,572.12%
4092,2014-02-02,$0.25,$1.73,$1.96,$1.07,$2.27,603.00%
4102,2014-01-26,$0.26,$1.72,$2.22,$1.07,$2.39,611.54%
4113,2014-01-19,$0.27,$1.84,$1.90,$1.07,$2.55,581.48%
4123,2014-01-12,$0.31,$1.84,$1.95,$1.14,$2.33,485.48%
4134,2014-01-05,$0.34,$1.84,$1.95,$1.14,$2.33,433.82%
4146,2013-12-29,$0.30,$1.84,$2.15,$1.14,$2.49,535.00%
4155,2013-12-22,$0.30,$1.74,$2.08,$1.34,$2.33,524.17%
4178,2013-12-15,$0.30,$1.84,$2.15,$1.34,$2.49,551.67%
4188,2013-12-01,$0.33,$1.74,$2.16,$1.27,$2.43,475.76%
4199,2013-11-24,$0.32,$1.61,$2.22,$1.42,$2.43,500.00%
4211,2013-11-17,$0.37,$1.84,$1.42,$1.42,$2.43,380.41%
4233,2013-11-10,$0.40,$1.84,$2.07,$1.47,$2.58,397.50%
4244,2013-11-06,$0.60,$1.96,$2.11,$1.47,$2.43,232.08%
4252,2013-11-03,$0.48,$2.01,$2.10,$1.49,$2.43,318.23%
4276,2013-10-27,$0.60,$1.96,$2.11,$1.47,$2.43,232.08%
4283,2013-10-20,$0.66,$1.84,$2.17,$1.54,$2.27,196.21%
4294,2013-10-13,$0.82,$1.84,$2.11,$1.44,$2.27,133.54%
4304,2013-09-22,$0.47,$1.74,$1.97,$1.49,$2.27,297.34%
4327,2013-09-15,$0.44,$1.84,$1.95,$1.52,$2.43,339.77%
4338,2013-09-01,$0.43,$2.09,$2.05,$1.54,$2.27,362.21%
4361,2013-08-25,$0.39,$1.99,$1.91,$1.49,$2.43,401.28%
4371,2013-08-18,$0.36,$2.09,$1.98,$1.54,$2.49,462.50%
4394,2013-08-11,$0.37,$2.09,$1.76,$1.54,$2.43,428.38%
4416,2013-08-04,$0.42,$2.09,$1.76,$1.49,$2.43,362.50%
4423,2013-07-28,$0.54,$2.09,$2.11,$1.52,$2.18,265.74%
4449,2013-07-21,$0.54,$1.96,$1.93,$1.39,$2.43,256.94%
4464,2013-07-14,$0.46,$1.96,$2.11,$1.39,$2.18,315.22%
4477,2013-07-07,$0.41,$1.86,$1.91,$1.34,$2.18,344.51%
4502,2013-06-30,$0.40,$1.96,$1.99,$1.39,$2.18,370.00%
4525,2013-06-23,$0.41,$1.96,$2.06,$1.37,$2.18,361.59%
4532,2013-06-16,$0.40,$1.97,$2.05,$1.37,$2.18,373.13%
4556,2013-06-09,$0.35,$1.96,$1.96,$1.37,$2.02,422.14%
4564,2013-06-02,$0.28,$1.99,$1.86,$1.37,$2.02,546.43%
4583,2013-05-26,$0.27,$2.16,$1.97,$1.39,$1.70,568.52%
4607,2013-05-19,$0.27,$1.86,$2.02,$1.32,$1.70,538.89%
4615,2013-05-12,$0.27,$1.99,$1.82,$1.34,$1.70,534.26%
4637,2013-05-05,$0.28,$1.91,$2.10,$1.37,$1.80,541.07%
4648,2013-04-28,$0.28,$2.11,$2.11,$1.42,$2.33,611.61%
4657,2013-04-21,$0.29,$2.13,$1.96,$1.49,$2.64,608.62%
4680,2013-04-14,$0.30,$2.25,$1.91,$1.49,$2.33,565.00%
4691,2013-04-07,$0.28,$2.25,$2.28,$1.52,$2.43,657.14%
4700,2013-03-31,$0.29,$2.55,$2.44,$1.69,$3.11,743.97%
4722,2013-03-24,$0.42,$2.30,$2.36,$1.69,$3.11,463.10%
4732,2013-03-17,$0.98,$2.55,$2.61,$1.69,$3.11,154.08%
4743,2013-03-10,$1.48,$2.55,$2.61,$1.82,$2.80,65.20%
4753,2013-03-03,$1.16,$2.61,$2.58,$1.82,$3.05,116.81%
4765,2013-02-24,$1.15,$2.61,$2.66,$1.87,$2.96,119.57%
4785,2013-02-17,$0.94,$2.36,$2.49,$1.87,$3.11,161.44%
4795,2013-02-10,$1.05,$2.74,$2.86,$1.94,$3.11,153.57%
4806,2013-02-03,$1.37,$2.64,$2.31,$1.94,$3.11,82.48%
4817,2013-01-27,$1.44,$2.40,$1.98,$1.64,$3.27,61.28%
4827,2013-01-20,$1.26,$2.45,$2.41,$1.72,$3.27,95.44%
4838,2013-01-13,$1.31,$2.20,$1.98,$1.57,$2.89,64.89%
4849,2013-01-06,$1.02,$2.07,$1.98,$1.37,$2.58,96.08%
4865,2012-12-30,$0.51,$2.05,$1.98,$1.27,$2.58,286.27%
4881,2012-12-23,$0.29,$2.05,$2.03,$1.27,$2.49,575.86%
4891,2012-12-16,$0.30,$1.89,$1.96,$1.47,$2.43,545.83%
4903,2012-12-09,$0.28,$2.05,$2.10,$1.27,$2.49,606.25%
4914,2012-12-02,$0.30,$2.08,$2.05,$1.32,$2.43,556.67%
4923,2012-11-25,$0.38,$2.08,$1.97,$1.19,$2.49,408.55%
4945,2012-11-18,$0.39,$2.05,$2.00,$1.19,$2.43,391.67%
4957,2012-11-11,$0.41,$1.89,$1.85,$1.19,$2.64,361.59%
4980,2012-11-04,$0.39,$2.05,$1.91,$1.19,$2.43,385.90%
4988,2012-10-28,$0.39,$2.05,$1.96,$1.17,$2.61,399.36%
4998,2012-10-21,$0.32,$2.08,$1.96,$1.17,$2.43,496.88%
5020,2012-10-14,$0.30,$2.08,$1.86,$1.17,$2.43,528.33%
5031,2012-10-07,$0.30,$2.08,$2.11,$1.17,$2.43,549.17%
5041,2012-09-30,$0.31,$2.08,$1.86,$1.17,$2.43,508.06%
5061,2012-09-23,$0.34,$2.20,$1.83,$1.17,$2.43,461.03%
5072,2012-09-16,$0.39,$2.15,$1.90,$1.17,$2.58,400.00%
5096,2012-09-09,$0.48,$2.15,$1.89,$1.17,$2.49,301.04%
5116,2012-09-02,$0.44,$1.99,$1.75,$1.17,$2.49,320.45%
5143,2012-08-26,$0.53,$2.08,$1.89,$1.24,$2.49,263.21%
5149,2012-08-19,$0.76,$2.08,$1.85,$1.14,$2.43,146.71%
5163,2012-08-12,$0.67,$1.84,$1.80,$1.14,$2.43,169.03%
5192,2012-08-12,$0.46,$1.84,$1.80,$1.14,$2.43,291.85%
