,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4519,2013-06-23,$0.70,$1.99,$1.62,$1.74,$1.99,162.14%
4526,2013-06-16,$0.86,$0.00,$2.37,$1.99,$1.99,84.59%
4550,2013-06-09,$0.95,$0.00,$2.16,$2.74,$0.00,28.95%
5053,2012-09-30,$0.75,$1.99,$1.62,$2.12,$0.00,91.00%
5059,2012-09-23,$0.75,$1.68,$1.59,$1.99,$1.49,125.00%
5085,2012-09-16,$0.70,$1.99,$1.72,$1.99,$1.49,156.79%
5092,2012-09-09,$0.70,$1.99,$1.67,$1.99,$1.49,155.00%
5179,2012-08-12,$0.59,$1.59,$1.37,$2.12,$2.14,205.93%
5215,2012-08-05,$0.00,$1.69,$1.67,$1.57,$1.89,0.00%
5330,2012-06-17,$1.00,$1.94,$1.62,$1.99,$3.24,119.75%
5351,2012-06-10,$1.04,$1.18,$1.69,$2.49,$0.00,28.85%
5848,2011-10-16,$0.41,$1.68,$1.75,$2.32,$1.49,341.46%
5873,2011-10-09,$0.41,$1.68,$1.54,$2.32,$1.74,343.90%
5880,2011-10-02,$0.43,$1.58,$1.34,$1.93,$1.74,283.14%
5902,2011-09-25,$0.47,$1.48,$1.78,$1.82,$2.99,329.26%
5928,2011-09-18,$0.47,$1.48,$1.87,$2.12,$2.99,350.00%
5987,2011-08-21,$0.41,$1.29,$1.45,$1.54,$1.99,282.32%
6658,2010-10-10,$0.43,$0.42,$0.82,$0.50,$0.62,37.21%
6682,2010-10-03,$0.43,$0.42,$1.49,$0.50,$0.87,90.70%
6706,2010-09-26,$0.43,$0.42,$1.99,$0.00,$1.05,101.16%
6730,2010-09-19,$0.43,$0.37,$1.82,$1.12,$1.05,153.49%
6735,2010-09-12,$0.47,$0.42,$2.24,$0.37,$0.50,87.77%
6754,2010-09-05,$0.49,$0.37,$2.12,$2.24,$0.92,188.27%
6780,2010-08-29,$0.50,$0.67,$2.24,$0.75,$1.37,151.50%
6801,2010-08-22,$0.50,$0.93,$1.82,$1.25,$0.97,148.50%
6824,2010-08-15,$0.50,$0.32,$1.44,$1.44,$0.90,105.00%
6847,2010-08-08,$0.50,$0.32,$1.92,$1.00,$0.45,84.50%
6958,2010-06-20,$0.67,$2.49,$2.49,$2.66,$2.07,262.31%
6982,2010-06-13,$0.87,$2.11,$2.16,$2.49,$2.74,172.99%
7535,2009-09-20,$0.68,$1.58,$2.24,$1.99,$2.44,203.31%
7560,2009-09-13,$0.81,$1.27,$2.49,$2.49,$2.49,169.75%
7569,2009-09-06,$0.83,$1.65,$2.49,$2.09,$1.99,147.59%
7588,2009-08-30,$0.75,$1.27,$1.99,$1.89,$1.94,136.33%
7613,2009-08-23,$0.81,$1.27,$1.87,$2.06,$1.94,120.37%
7689,2009-07-26,$0.47,$1.40,$2.49,$1.99,$1.74,305.32%
7696,2009-07-19,$0.47,$1.46,$1.62,$2.34,$1.57,271.81%
7718,2009-07-12,$0.54,$1.94,$1.82,$2.22,$1.61,251.39%
7740,2009-07-05,$0.58,$1.62,$1.99,$2.32,$1.92,238.36%
7748,2009-06-28,$0.61,$1.46,$2.24,$2.96,$1.99,254.51%
7774,2009-06-21,$0.75,$0.00,$2.09,$2.29,$2.04,114.00%
7794,2009-06-14,$0.77,$2.45,$1.99,$2.46,$2.37,200.97%
8314,2008-10-05,$0.54,$1.83,$1.76,$2.16,$2.19,267.59%
8336,2008-09-28,$0.57,$1.67,$2.04,$2.49,$2.04,261.40%
8358,2008-09-21,$0.58,$1.85,$2.22,$2.66,$1.92,272.84%
8383,2008-09-14,$0.61,$1.49,$1.89,$2.24,$1.92,209.02%
8405,2008-09-07,$0.54,$1.55,$1.89,$2.99,$1.72,277.31%
8408,2008-08-31,$0.50,$1.81,$2.16,$1.66,$1.74,268.50%
8431,2008-08-24,$0.50,$1.52,$2.32,$1.99,$1.87,285.00%
8453,2008-08-17,$0.39,$1.62,$1.88,$1.79,$1.87,358.97%
8476,2008-08-10,$0.39,$1.75,$1.69,$1.75,$1.44,325.00%
8498,2008-08-03,$0.39,$1.99,$1.99,$2.00,$2.16,421.79%
8520,2008-07-27,$0.40,$2.16,$1.92,$2.12,$1.82,401.25%
8544,2008-07-20,$0.43,$1.87,$1.29,$1.50,$1.77,273.84%
8550,2008-07-13,$0.47,$2.13,$2.29,$2.66,$2.12,389.36%
8573,2008-07-06,$0.50,$1.76,$2.12,$2.74,$1.87,324.50%
8593,2008-06-29,$0.51,$2.26,$2.24,$2.49,$2.19,350.00%
8616,2008-06-22,$0.62,$2.21,$1.99,$1.99,$2.12,235.08%
8640,2008-06-15,$0.70,$2.46,$2.57,$2.99,$2.24,266.43%
8644,2008-06-08,$0.90,$2.47,$2.74,$2.99,$2.82,206.11%
9197,2007-09-23,$0.69,$1.55,$1.99,$1.75,$2.05,165.94%
9218,2007-09-16,$0.67,$1.61,$1.73,$1.94,$1.99,171.27%
9240,2007-09-09,$0.63,$1.39,$1.74,$1.67,$1.75,159.92%
9259,2007-09-02,$0.63,$1.46,$1.47,$1.37,$1.79,141.67%
9283,2007-08-26,$0.61,$1.51,$1.84,$1.62,$1.69,172.95%
9305,2007-08-19,$0.53,$1.75,$1.33,$1.50,$1.44,183.96%
9327,2007-08-12,$0.42,$1.46,$1.83,$1.66,$1.74,298.21%
9348,2007-08-05,$0.43,$1.41,$1.56,$2.16,$1.67,295.35%
9372,2007-07-29,$0.46,$1.75,$1.76,$1.50,$1.32,244.02%
9392,2007-07-22,$0.46,$1.53,$1.66,$2.09,$1.89,289.67%
9413,2007-07-15,$0.54,$1.51,$1.82,$1.76,$1.92,224.54%
9436,2007-07-08,$0.52,$1.63,$1.21,$2.14,$1.99,235.10%
9457,2007-07-01,$0.53,$2.24,$1.77,$2.16,$2.04,287.26%
9481,2007-06-24,$0.57,$2.15,$2.19,$2.33,$2.17,287.72%
9503,2007-06-17,$0.75,$2.24,$1.94,$2.49,$2.49,205.33%
9524,2007-06-10,$0.78,$1.95,$2.37,$2.25,$2.87,202.56%
9545,2007-06-03,$1.00,$1.79,$2.49,$2.99,$0.00,81.75%
10022,2006-10-15,$0.57,$1.72,$2.22,$2.99,$2.99,335.09%
10047,2006-10-08,$0.57,$1.56,$1.99,$2.32,$2.24,255.70%
10065,2006-10-01,$0.57,$1.78,$1.66,$1.75,$2.12,220.61%
10072,2006-09-24,$0.57,$1.81,$1.79,$2.32,$2.09,251.32%
10094,2006-09-17,$0.57,$1.83,$1.62,$2.24,$2.12,242.54%
10115,2006-09-10,$0.58,$1.48,$1.29,$1.87,$1.92,182.76%
10137,2006-09-03,$0.61,$1.78,$1.66,$2.22,$1.92,210.66%
10156,2006-08-27,$0.48,$1.63,$1.69,$1.64,$2.17,271.35%
10180,2006-08-20,$0.48,$1.70,$1.44,$1.86,$1.79,253.65%
10202,2006-08-13,$0.49,$1.68,$1.56,$1.75,$2.07,260.20%
10224,2006-08-06,$0.53,$1.73,$1.46,$2.14,$1.69,231.13%
10260,2006-07-23,$0.50,$1.56,$1.48,$1.75,$2.17,248.00%
10289,2006-07-16,$0.52,$1.74,$1.79,$2.27,$2.37,292.79%
10310,2006-07-09,$0.64,$1.91,$1.14,$2.24,$2.62,208.98%
10333,2006-07-02,$0.71,$1.71,$2.14,$2.39,$2.79,217.96%
10356,2006-06-25,$1.01,$2.33,$2.16,$2.49,$2.19,126.98%
10379,2006-06-18,$1.15,$2.36,$2.29,$2.77,$2.49,115.43%
10382,2006-06-11,$1.18,$1.44,$2.62,$3.16,$2.32,102.12%
10889,2005-10-09,$0.43,$1.77,$2.29,$1.89,$2.24,376.16%
10893,2005-10-02,$0.43,$1.57,$2.44,$2.12,$1.99,372.09%
10919,2005-09-25,$0.50,$1.61,$2.17,$2.17,$2.12,303.50%
10940,2005-09-18,$0.52,$1.73,$2.07,$2.16,$1.99,282.21%
10964,2005-09-11,$0.53,$1.73,$1.94,$2.24,$1.87,266.98%
10969,2005-09-04,$0.56,$1.55,$1.82,$1.87,$1.87,217.41%
10991,2005-08-28,$0.57,$1.32,$2.09,$1.74,$1.87,207.89%
11037,2005-08-14,$0.43,$1.31,$1.82,$1.74,$1.57,274.42%
11058,2005-08-07,$0.42,$1.16,$1.69,$1.74,$1.74,276.79%
11081,2005-07-31,$0.36,$1.41,$1.13,$2.12,$1.69,340.97%
11102,2005-07-24,$0.36,$1.21,$1.97,$1.99,$1.87,388.89%
11109,2005-07-17,$0.36,$1.39,$1.49,$1.99,$1.99,376.39%
11130,2005-07-10,$0.39,$1.62,$1.24,$1.99,$1.87,330.77%
11152,2005-07-03,$0.44,$1.82,$1.49,$1.94,$2.12,318.75%
11175,2005-06-26,$0.49,$1.68,$1.87,$1.56,$2.12,268.88%
11196,2005-06-19,$0.66,$1.98,$1.94,$2.66,$2.49,243.56%
11220,2005-06-12,$0.91,$1.91,$1.99,$2.99,$2.47,157.14%
11244,2005-06-05,$1.04,$1.67,$2.49,$3.24,$2.99,149.76%
11925,2004-08-01,$0.39,$1.21,$1.19,$1.32,$1.59,240.38%
11947,2004-07-25,$0.39,$1.21,$1.77,$1.64,$1.57,296.79%
11964,2004-07-11,$0.43,$1.14,$1.64,$1.24,$1.69,231.98%
11979,2004-07-04,$0.55,$1.14,$2.37,$1.62,$1.82,215.91%
12025,2004-06-20,$0.68,$1.63,$2.16,$2.09,$2.12,194.12%
12048,2004-06-13,$0.68,$1.75,$1.66,$2.09,$2.49,193.75%
12063,2004-06-06,$0.91,$2.15,$2.19,$2.22,$2.74,155.49%
12089,2004-05-30,$1.11,$2.32,$2.49,$2.49,$2.87,129.05%
12520,2003-10-19,$0.29,$1.74,$1.09,$1.62,$1.49,412.07%
12662,2003-08-31,$0.29,$1.20,$1.44,$1.19,$1.32,343.97%
12681,2003-08-24,$0.29,$1.37,$2.02,$1.44,$1.32,430.17%
12704,2003-08-17,$0.29,$1.20,$1.09,$1.12,$1.27,303.45%
12726,2003-08-10,$0.31,$1.32,$1.59,$1.62,$1.40,378.23%
12748,2003-08-03,$0.34,$1.31,$1.24,$1.57,$1.17,288.97%
12771,2003-07-27,$0.38,$1.35,$1.72,$1.32,$1.74,303.29%
12791,2003-07-20,$0.43,$1.56,$0.89,$1.74,$1.42,226.16%
12813,2003-07-13,$0.31,$1.31,$1.91,$1.47,$1.77,420.97%
12834,2003-07-06,$0.44,$1.44,$1.19,$1.62,$1.74,240.34%
12856,2003-06-29,$0.61,$1.59,$1.97,$1.89,$1.87,200.00%
12868,2003-06-22,$0.73,$1.99,$2.02,$2.37,$2.12,191.10%
12884,2003-06-15,$0.99,$1.94,$2.04,$2.24,$2.12,110.61%
12907,2003-06-08,$0.95,$0.00,$2.12,$1.99,$0.00,8.16%
13421,2002-10-06,$0.43,$1.63,$1.99,$1.32,$1.57,278.49%
13442,2002-09-29,$0.39,$1.54,$1.93,$1.14,$1.57,296.15%
13447,2002-09-22,$0.36,$1.41,$1.56,$1.14,$1.52,290.97%
13474,2002-09-15,$0.40,$1.16,$1.49,$1.27,$1.44,235.00%
13493,2002-09-08,$0.36,$1.44,$1.14,$1.37,$1.44,274.31%
13516,2002-09-01,$0.38,$1.44,$1.74,$1.42,$1.44,297.37%
13520,2002-08-25,$0.36,$1.31,$1.99,$1.39,$1.44,325.69%
13544,2002-08-18,$0.29,$1.68,$1.81,$0.99,$1.44,410.34%
13571,2002-08-11,$0.29,$1.31,$1.72,$1.22,$1.44,390.52%
13591,2002-08-04,$0.29,$1.25,$1.71,$1.34,$1.44,394.83%
13598,2002-07-28,$0.30,$1.36,$1.71,$1.19,$1.14,350.00%
13622,2002-07-21,$0.29,$1.36,$1.74,$0.99,$1.27,362.07%
13645,2002-07-14,$0.39,$1.45,$1.29,$1.12,$1.74,258.97%
13651,2002-07-07,$0.46,$1.54,$1.64,$1.52,$1.74,250.00%
13677,2002-06-30,$0.46,$1.54,$1.64,$1.52,$1.74,250.00%
13696,2002-06-16,$0.79,$1.82,$1.86,$1.26,$1.72,110.76%
14171,2001-10-28,$0.39,$1.86,$1.17,$1.52,$1.43,283.33%
14175,2001-10-21,$0.39,$1.86,$1.17,$1.52,$1.43,283.33%
14200,2001-10-14,$0.39,$1.86,$1.17,$1.52,$1.43,283.33%
14209,2001-10-07,$0.39,$1.86,$1.17,$1.52,$1.43,283.33%
14232,2001-09-30,$0.41,$1.49,$1.67,$1.26,$1.39,254.27%
14243,2001-09-23,$0.43,$1.49,$1.49,$1.39,$1.40,235.47%
14261,2001-09-16,$0.39,$1.74,$1.46,$1.44,$1.32,282.05%
14324,2001-08-19,$0.32,$1.44,$1.19,$1.44,$1.09,303.13%
14348,2001-08-12,$0.24,$1.34,$1.39,$1.49,$1.25,469.79%
14371,2001-08-05,$0.23,$1.29,$1.04,$1.44,$1.25,445.65%
14377,2001-07-29,$0.28,$1.26,$1.44,$1.09,$1.24,349.11%
14401,2001-07-22,$0.29,$1.34,$1.71,$1.17,$1.82,420.69%
14423,2001-07-15,$0.36,$1.26,$1.24,$1.17,$1.88,285.42%
14977,2000-10-01,$0.43,$1.48,$0.00,$1.52,$1.32,151.16%
15000,2000-09-24,$0.43,$1.61,$0.00,$1.82,$2.02,216.86%
15009,2000-09-17,$0.39,$1.78,$0.00,$1.37,$1.22,180.13%
15031,2000-09-10,$0.36,$1.73,$0.00,$1.37,$1.19,197.92%
15038,2000-09-03,$0.36,$1.61,$0.00,$1.59,$1.19,204.86%
15059,2000-08-27,$0.32,$1.41,$0.00,$1.57,$1.12,220.31%
15085,2000-08-20,$0.32,$1.29,$0.00,$1.44,$1.12,200.78%
15093,2000-08-13,$0.31,$1.24,$0.00,$1.19,$1.12,186.29%
15117,2000-08-06,$0.30,$1.31,$0.00,$1.44,$1.19,228.33%
15123,2000-07-30,$0.30,$1.29,$0.00,$1.19,$1.22,208.33%
15149,2000-07-23,$0.34,$1.81,$0.00,$1.19,$1.44,226.47%
15171,2000-07-16,$0.36,$1.81,$0.00,$1.57,$1.32,226.39%
15177,2000-07-09,$0.49,$1.66,$0.00,$1.44,$1.44,131.63%
15200,2000-07-02,$0.57,$2.06,$0.00,$1.82,$1.37,130.26%
15221,2000-06-25,$0.63,$2.29,$0.00,$2.12,$1.99,153.97%
