,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
4322,2013-09-15,$0.88,$3.39,$3.92,$2.63,$4.24,302.84%
4348,2013-09-01,$0.96,$3.39,$3.87,$1.86,$4.24,247.92%
4351,2013-08-25,$0.96,$3.39,$3.87,$2.59,$4.74,279.95%
4377,2013-08-18,$0.96,$3.39,$3.99,$2.42,$3.61,249.22%
4401,2013-08-11,$1.00,$3.64,$3.37,$2.60,$3.99,240.00%
4405,2013-08-04,$0.96,$3.64,$3.37,$2.66,$4.12,259.11%
4430,2013-07-28,$0.88,$3.02,$3.74,$2.78,$4.37,295.17%
4454,2013-07-21,$0.88,$3.84,$3.99,$2.78,$4.12,318.47%
4457,2013-07-14,$0.88,$3.96,$3.99,$2.66,$4.99,343.18%
4482,2013-07-07,$0.83,$3.39,$4.24,$2.41,$4.99,352.71%
4507,2013-06-30,$0.90,$3.29,$4.37,$2.78,$4.74,321.67%
4512,2013-06-23,$0.96,$3.39,$4.24,$2.97,$4.99,305.99%
4536,2013-06-16,$0.96,$3.39,$4.24,$2.69,$4.99,298.70%
4560,2013-06-09,$0.88,$3.39,$3.74,$2.88,$4.99,326.14%
4566,2013-06-02,$0.96,$2.99,$3.99,$3.25,$8.92,398.70%
4590,2013-05-26,$1.19,$3.19,$4.24,$2.97,$4.74,218.07%
4598,2013-05-19,$1.46,$3.19,$4.99,$2.97,$4.74,172.09%
4965,2012-11-11,$0.92,$3.99,$4.66,$3.50,$4.99,365.76%
4974,2012-11-04,$1.00,$4.49,$4.66,$3.78,$4.99,348.00%
4982,2012-10-28,$1.25,$3.83,$3.99,$7.46,$4.99,305.40%
5008,2012-10-21,$1.29,$3.83,$4.16,$3.69,$4.99,223.06%
5016,2012-10-14,$1.62,$4.39,$4.49,$3.59,$4.99,169.44%
5026,2012-10-07,$1.50,$3.99,$4.49,$3.69,$4.99,186.00%
5050,2012-09-30,$1.23,$3.24,$4.16,$3.69,$4.99,226.83%
5056,2012-09-23,$1.17,$3.31,$4.16,$3.69,$4.99,245.09%
5080,2012-09-16,$1.08,$3.01,$4.16,$3.41,$4.49,248.84%
5104,2012-09-09,$0.92,$3.31,$3.99,$3.03,$4.37,299.46%
5108,2012-09-02,$1.08,$2.94,$3.99,$3.41,$4.49,243.29%
5133,2012-08-26,$1.13,$3.19,$3.62,$3.31,$4.49,223.23%
5157,2012-08-19,$1.08,$3.19,$3.62,$3.22,$4.37,233.33%
5166,2012-08-12,$1.04,$3.31,$3.62,$3.22,$4.24,245.91%
5176,2012-08-12,$0.21,$3.31,$3.62,$3.22,$4.24,"1,613.10%"
5208,2012-08-05,$1.04,$3.54,$3.99,$3.22,$4.74,272.36%
5233,2012-07-29,$1.04,$3.60,$3.80,$2.60,$4.24,242.31%
5237,2012-07-22,$1.13,$3.85,$3.62,$3.07,$4.74,238.05%
5262,2012-07-15,$1.75,$3.85,$3.95,$2.78,$4.99,122.43%
5285,2012-07-08,$1.10,$3.36,$3.95,$3.31,$4.99,254.77%
5291,2012-07-01,$1.21,$3.60,$3.87,$3.50,$4.74,224.59%
5316,2012-06-24,$1.17,$3.50,$3.87,$3.50,$4.49,228.21%
5340,2012-06-17,$1.12,$3.40,$3.56,$3.78,$4.74,245.54%
5342,2012-06-10,$1.08,$3.60,$3.29,$3.50,$4.99,256.02%
5371,2012-06-03,$1.29,$3.65,$4.07,$3.31,$4.99,210.47%
5377,2012-05-27,$1.31,$3.87,$3.90,$3.78,$5.49,225.19%
5400,2012-05-20,$1.29,$4.32,$3.84,$3.78,$5.49,237.79%
5798,2011-11-13,$0.21,$3.42,$3.82,$3.84,$4.49,"1,753.57%"
5804,2011-11-06,$0.22,$3.59,$3.82,$3.35,$4.74,"1,661.36%"
5815,2011-10-30,$0.20,$3.59,$3.82,$5.96,$4.74,"2,163.75%"
5838,2011-10-23,$0.26,$3.59,$3.82,$3.21,$4.74,"1,376.92%"
5846,2011-10-16,$0.24,$3.25,$3.82,$3.34,$4.66,"1,469.79%"
5871,2011-10-09,$0.25,$3.25,$3.82,$3.56,$4.66,"1,429.00%"
5894,2011-10-02,$0.21,$3.25,$3.82,$2.88,$4.74,"1,648.81%"
5896,2011-09-25,$0.18,$3.25,$3.82,$3.56,$4.49,"2,000.00%"
5922,2011-09-18,$0.19,$3.25,$3.69,$3.38,$4.24,"1,815.79%"
5948,2011-09-11,$0.17,$2.78,$3.82,$3.47,$4.24,"2,004.41%"
5951,2011-09-04,$0.17,$3.19,$3.77,$3.40,$4.99,"2,157.35%"
5982,2011-08-28,$0.18,$3.46,$3.64,$3.69,$4.12,"1,970.83%"
5998,2011-08-21,$0.19,$2.97,$3.64,$3.10,$3.99,"1,702.63%"
6022,2011-08-14,$0.23,$3.09,$3.74,$6.34,$5.24,"1,901.09%"
6041,2011-08-07,$0.28,$3.09,$3.49,$6.15,$4.99,"1,482.14%"
6050,2011-07-31,$0.29,$3.84,$3.49,$6.15,$4.74,"1,470.69%"
6073,2011-07-24,$0.31,$3.59,$3.49,$6.43,$5.24,"1,412.10%"
6096,2011-07-17,$0.28,$3.59,$3.62,$5.97,$4.49,"1,477.68%"
6101,2011-07-10,$0.23,$3.56,$3.87,$6.24,$4.24,"1,846.74%"
6123,2011-07-03,$0.23,$3.66,$3.87,$5.69,$4.24,"1,797.83%"
6148,2011-06-26,$0.23,$3.66,$3.74,$2.03,$4.24,"1,385.87%"
6165,2011-06-19,$0.21,$3.66,$3.74,$2.69,$3.99,"1,576.19%"
6176,2011-06-12,$0.22,$2.99,$3.74,$3.13,$4.24,"1,502.27%"
6201,2011-06-05,$0.23,$2.99,$3.49,$2.78,$3.99,"1,340.22%"
6209,2011-05-29,$0.23,$3.62,$3.74,$2.41,$3.99,"1,395.65%"
6232,2011-05-22,$0.24,$3.66,$3.99,$3.13,$3.87,"1,426.04%"
6587,2010-11-14,$0.23,$2.94,$3.94,$3.71,$4.74,"1,566.30%"
6592,2010-11-07,$0.23,$2.94,$3.57,$3.43,$4.74,"1,495.65%"
6618,2010-10-31,$0.21,$3.69,$3.57,$2.41,$4.74,"1,615.48%"
6624,2010-10-24,$0.23,$1.75,$2.69,$2.41,$4.74,"1,159.78%"
6648,2010-10-17,$0.22,$2.49,$2.82,$2.69,$4.74,"1,347.73%"
6674,2010-10-10,$0.25,$3.49,$3.82,$2.32,$4.24,"1,287.00%"
6677,2010-10-03,$0.20,$2.74,$3.69,$2.04,$4.49,"1,520.00%"
6699,2010-09-26,$0.12,$1.57,$3.57,$1.86,$4.24,"2,241.67%"
6723,2010-09-19,$0.11,$3.19,$3.82,$2.48,$3.99,"2,963.64%"
6746,2010-09-12,$0.13,$3.07,$3.57,$3.45,$3.99,"2,607.69%"
6763,2010-09-05,$0.13,$3.19,$3.09,$3.13,$3.62,"2,405.77%"
6791,2010-08-29,$0.13,$1.99,$3.57,$2.95,$3.49,"2,207.69%"
6792,2010-08-22,$0.16,$2.94,$3.57,$2.94,$3.74,"1,960.94%"
6815,2010-08-15,$0.13,$4.05,$3.57,$2.95,$3.49,"2,603.85%"
6838,2010-08-08,$0.16,$2.69,$3.32,$2.73,$3.74,"1,850.00%"
6862,2010-08-01,$0.20,$3.36,$3.94,$3.23,$4.24,"1,746.25%"
6869,2010-07-25,$0.21,$3.36,$3.94,$3.99,$3.32,"1,639.29%"
6890,2010-07-18,$0.22,$1.24,$0.95,$0.84,$0.93,350.00%
6916,2010-07-11,$0.22,$0.75,$0.95,$0.82,$0.96,295.45%
6922,2010-07-04,$0.19,$1.25,$0.87,$0.82,$0.96,413.16%
6945,2010-06-27,$0.16,$0.86,$0.92,$0.87,$1.14,492.19%
6972,2010-06-20,$0.15,$1.62,$0.86,$0.87,$1.12,645.00%
6992,2010-06-13,$0.16,$0.68,$0.94,$0.92,$1.20,484.38%
6997,2010-06-06,$0.20,$0.92,$0.81,$1.07,$1.20,400.00%
7019,2010-05-30,$0.25,$1.14,$0.95,$0.96,$1.20,325.00%
7403,2009-11-15,$0.19,$0.97,$1.02,$0.92,$1.08,425.00%
7429,2009-11-08,$0.22,$0.97,$0.96,$0.82,$1.08,335.23%
7435,2009-11-01,$0.24,$0.90,$1.05,$0.94,$1.14,319.79%
7462,2009-10-25,$0.26,$1.04,$0.90,$0.87,$1.08,274.04%
7470,2009-10-18,$0.30,$0.95,$0.90,$0.94,$1.08,222.50%
7494,2009-10-11,$0.31,$0.84,$0.84,$0.89,$1.08,194.35%
7500,2009-10-04,$0.29,$0.83,$0.90,$0.72,$1.04,200.86%
7526,2009-09-27,$0.21,$0.83,$0.90,$0.58,$0.96,289.29%
7529,2009-09-20,$0.19,$0.80,$0.87,$0.68,$0.90,327.63%
7554,2009-09-13,$0.20,$0.68,$0.87,$0.75,$0.87,296.25%
7579,2009-09-06,$0.19,$0.77,$0.90,$0.66,$0.96,332.89%
7582,2009-08-30,$0.29,$0.77,$0.90,$0.84,$0.84,188.79%
7607,2009-08-23,$0.18,$0.60,$0.84,$0.58,$0.81,293.06%
7631,2009-08-16,$0.18,$0.64,$0.87,$0.68,$0.84,320.83%
7637,2009-08-09,$0.19,$0.77,$0.72,$0.59,$0.81,280.26%
7657,2009-08-02,$0.17,$0.75,$0.72,$0.66,$0.84,336.76%
7682,2009-07-26,$0.15,$0.74,$0.90,$0.63,$0.96,438.33%
7706,2009-07-19,$0.14,$0.81,$0.87,$0.69,$0.84,473.21%
7729,2009-07-12,$0.14,$0.77,$0.87,$0.56,$0.78,432.14%
7734,2009-07-05,$0.15,$0.74,$0.90,$0.77,$0.90,451.67%
7759,2009-06-28,$0.17,$0.81,$0.84,$0.76,$0.90,386.76%
7783,2009-06-21,$0.21,$0.80,$0.83,$0.86,$0.96,310.71%
7785,2009-06-14,$0.20,$0.79,$0.93,$0.88,$0.90,337.50%
7810,2009-06-07,$0.21,$0.83,$0.87,$0.81,$0.96,313.10%
7835,2009-05-31,$0.22,$0.68,$0.72,$0.87,$0.96,267.05%
7839,2009-05-24,$0.22,$0.75,$0.93,$0.97,$0.69,279.55%
7860,2009-05-17,$0.21,$0.87,$0.93,$1.04,$0.90,345.24%
8184,2008-11-30,$1.20,$1.20,$1.02,$1.02,$1.02,-11.25%
8215,2008-11-16,$0.17,$1.07,$1.05,$1.02,$1.04,514.71%
8240,2008-11-09,$0.17,$1.12,$1.08,$0.92,$1.02,508.82%
8245,2008-11-02,$0.17,$1.07,$1.05,$1.02,$1.02,511.76%
8272,2008-10-26,$0.19,$0.93,$1.06,$1.04,$1.02,432.89%
8278,2008-10-19,$0.21,$0.92,$0.96,$0.99,$1.02,363.10%
8302,2008-10-12,$0.26,$0.96,$0.93,$0.94,$1.08,275.96%
8326,2008-10-05,$0.28,$0.89,$0.83,$0.92,$1.08,232.14%
8329,2008-09-28,$0.24,$0.96,$0.84,$0.87,$1.02,284.38%
8351,2008-09-21,$0.17,$0.74,$0.84,$0.97,$0.78,389.71%
8374,2008-09-14,$0.11,$0.84,$0.84,$0.97,$0.96,720.45%
8396,2008-09-07,$0.12,$1.32,$0.81,$0.97,$0.93,739.58%
8419,2008-08-31,$0.13,$1.49,$0.84,$0.92,$1.02,721.15%
8443,2008-08-24,$0.11,$0.82,$0.84,$0.97,$1.02,729.55%
8464,2008-08-17,$0.13,$0.66,$0.78,$0.90,$0.90,523.08%
8467,2008-08-10,$0.15,$0.77,$0.90,$0.77,$1.02,476.67%
8489,2008-08-03,$0.15,$0.91,$0.87,$0.85,$0.88,485.00%
8513,2008-07-27,$0.18,$0.89,$0.84,$0.87,$1.05,406.94%
8537,2008-07-20,$0.17,$0.94,$0.93,$0.85,$1.20,476.47%
8561,2008-07-13,$0.20,$0.94,$0.93,$0.82,$1.08,371.25%
8566,2008-07-06,$0.22,$0.86,$0.99,$0.97,$1.20,356.82%
8583,2008-06-29,$0.23,$0.93,$0.92,$1.06,$1.14,340.22%
8607,2008-06-22,$0.27,$0.83,$0.98,$0.90,$1.08,250.93%
8631,2008-06-15,$0.22,$1.01,$0.98,$0.88,$1.04,344.32%
8654,2008-06-08,$0.20,$1.11,$1.01,$1.04,$1.08,430.00%
8678,2008-06-01,$0.19,$0.81,$0.95,$1.04,$1.08,410.53%
8682,2008-05-25,$0.20,$1.11,$0.93,$0.85,$0.90,373.75%
8704,2008-05-18,$0.20,$1.04,$0.90,$1.22,$1.08,430.00%
9046,2007-11-25,$0.32,$1.14,$1.14,$1.52,$1.20,290.63%
9072,2007-11-18,$0.32,$0.89,$0.85,$1.27,$1.14,224.22%
9077,2007-11-11,$0.33,$1.08,$1.02,$1.44,$1.38,272.73%
9101,2007-11-04,$0.27,$1.15,$0.97,$1.42,$1.38,355.56%
9126,2007-10-28,$0.36,$0.81,$0.98,$1.56,$1.32,224.31%
9131,2007-10-21,$0.48,$0.72,$0.98,$1.24,$1.38,125.00%
9157,2007-10-14,$0.50,$0.39,$0.90,$0.99,$0.72,50.00%
9167,2007-10-07,$0.46,$1.02,$0.84,$0.85,$0.78,89.67%
9186,2007-09-30,$0.29,$1.02,$0.87,$0.67,$0.84,193.10%
9208,2007-09-23,$0.20,$0.63,$0.87,$0.72,$0.96,297.50%
9229,2007-09-16,$0.19,$0.79,$0.87,$0.67,$0.84,317.11%
9251,2007-09-09,$0.24,$0.81,$0.84,$0.65,$0.87,230.21%
9274,2007-09-02,$0.18,$0.90,$0.87,$0.62,$1.02,373.61%
9294,2007-08-26,$0.18,$0.84,$0.84,$0.70,$1.41,426.39%
9316,2007-08-19,$0.19,$0.87,$0.78,$0.58,$1.06,332.89%
9338,2007-08-12,$0.20,$0.75,$0.87,$0.72,$0.84,297.50%
9359,2007-08-05,$0.20,$0.84,$0.87,$0.75,$0.84,312.50%
9382,2007-07-29,$0.21,$0.75,$0.93,$0.72,$0.99,303.57%
9403,2007-07-22,$0.20,$0.93,$0.90,$0.67,$0.78,310.00%
9424,2007-07-15,$0.19,$0.89,$0.81,$0.65,$0.84,319.74%
9427,2007-07-08,$0.16,$0.96,$0.96,$0.75,$0.84,448.44%
9449,2007-07-01,$0.15,$0.92,$0.81,$0.70,$1.14,495.00%
9471,2007-06-24,$0.17,$0.76,$0.93,$0.75,$0.93,395.59%
9493,2007-06-17,$0.19,$0.66,$0.96,$0.40,$1.02,300.00%
9514,2007-06-10,$0.19,$0.84,$0.92,$0.55,$1.08,346.05%
9537,2007-06-03,$0.19,$0.81,$1.00,$0.78,$1.08,382.89%
9561,2007-05-27,$0.19,$0.78,$0.96,$0.81,$1.14,385.53%
9584,2007-05-20,$0.22,$0.90,$0.96,$0.81,$1.14,332.95%
9591,2007-05-13,$0.27,$0.84,$0.84,$1.19,$0.96,254.63%
9941,2006-11-12,$0.18,$0.78,$1.80,$0.61,$0.83,458.33%
9969,2006-11-05,$0.13,$0.75,$1.77,$0.74,$0.86,692.31%
9990,2006-10-29,$0.13,$0.80,$1.77,$0.81,$0.86,715.38%
9994,2006-10-22,$0.14,$0.80,$2.18,$0.81,$0.80,719.64%
10017,2006-10-15,$0.16,$0.75,$0.86,$0.84,$0.78,404.69%
10040,2006-10-08,$0.17,$0.89,$0.86,$0.74,$0.69,367.65%
10061,2006-10-01,$0.12,$0.59,$0.86,$0.67,$0.89,527.08%
10083,2006-09-24,$0.11,$0.83,$0.75,$0.81,$0.80,625.00%
10105,2006-09-17,$0.15,$0.61,$0.86,$0.69,$0.64,366.67%
10126,2006-09-10,$0.20,$0.77,$0.75,$0.81,$0.78,288.75%
10148,2006-09-03,$0.24,$0.55,$0.83,$0.74,$0.94,218.75%
10162,2006-08-27,$0.27,$0.75,$0.86,$0.79,$0.75,191.67%
10191,2006-08-20,$0.18,$0.79,$0.86,$0.79,$0.69,334.72%
10213,2006-08-13,$0.17,$0.74,$0.75,$0.72,$0.69,326.47%
10235,2006-08-06,$0.20,$0.68,$0.69,$0.63,$0.83,253.75%
10257,2006-07-30,$0.17,$0.83,$0.86,$0.74,$0.80,375.00%
10266,2006-07-23,$0.14,$0.84,$0.80,$0.69,$0.83,464.29%
10279,2006-07-16,$0.14,$0.84,$0.86,$0.66,$0.89,480.36%
10301,2006-07-09,$0.17,$0.92,$0.88,$0.76,$1.00,423.53%
10324,2006-07-02,$0.20,$0.75,$0.80,$1.64,$0.94,416.25%
10346,2006-06-25,$0.27,$0.84,$0.78,$0.84,$0.89,210.19%
10370,2006-06-18,$0.24,$0.84,$0.76,$0.69,$0.96,238.54%
10393,2006-06-11,$0.22,$0.84,$0.86,$0.76,$1.05,298.86%
10416,2006-06-04,$0.22,$0.83,$0.80,$0.78,$1.05,293.18%
10422,2006-05-28,$0.24,$0.84,$0.69,$0.88,$0.83,237.50%
10444,2006-05-21,$0.27,$0.83,$0.70,$0.73,$0.83,186.11%
10774,2005-11-20,$0.20,$0.83,$0.79,$0.72,$0.94,310.00%
10800,2005-11-13,$0.19,$0.83,$0.86,$0.72,$0.94,340.79%
10805,2005-11-06,$0.14,$0.83,$0.83,$0.74,$0.94,496.43%
10830,2005-10-30,$0.15,$0.83,$0.83,$0.92,$0.94,486.67%
