,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1577,2017-05-28,$0.51,$1.24,$1.79,$1.52,$1.94,218.14%
1593,2017-05-21,$0.36,$1.24,$1.79,$1.39,$1.94,341.67%
1609,2017-05-14,$0.61,$1.24,$1.79,$1.49,$2.19,175.00%
1622,2017-05-07,$0.44,$1.49,$1.79,$1.49,$2.06,288.07%
1637,2017-04-30,$0.66,$0.98,$1.66,$1.49,$2.19,139.39%
1649,2017-04-23,$1.71,$1.65,$1.54,$1.49,$1.89,-3.95%
1662,2017-04-16,$1.87,$1.49,$1.92,$1.49,$1.94,-8.56%
1675,2017-04-09,$1.82,$1.24,$1.44,$1.49,$1.61,-20.60%
1688,2017-04-02,$1.41,$1.24,$1.44,$1.49,$1.61,2.48%
1700,2017-03-26,$0.86,$0.94,$1.44,$1.49,$1.54,57.27%
1712,2017-03-19,$0.72,$0.94,$1.44,$1.49,$1.54,87.85%
1724,2017-03-12,$0.49,$1.04,$1.44,$1.44,$1.61,182.14%
1735,2017-03-05,$0.34,$1.16,$1.44,$1.12,$1.54,286.76%
1745,2017-02-26,$0.47,$1.16,$1.44,$1.49,$1.61,203.19%
1757,2017-02-19,$0.69,$1.16,$1.44,$1.49,$1.49,102.17%
1768,2017-02-12,$0.78,$1.16,$1.44,$1.49,$1.61,82.69%
1779,2017-02-05,$0.59,$1.16,$1.44,$1.39,$1.49,132.20%
1790,2017-01-29,$0.42,$1.10,$1.19,$1.37,$1.41,201.79%
1801,2017-01-22,$0.32,$1.00,$1.09,$1.37,$1.49,286.72%
1812,2017-01-15,$0.31,$1.00,$1.04,$1.37,$1.49,295.16%
1823,2017-01-08,$0.30,$1.16,$1.44,$1.37,$1.49,355.00%
1834,2017-01-01,$0.29,$1.16,$1.19,$1.54,$1.37,353.45%
1845,2016-12-25,$0.34,$1.16,$1.44,$1.37,$1.36,291.91%
1858,2016-12-18,$0.36,$1.16,$1.44,$1.37,$1.49,279.17%
1872,2016-12-11,$0.38,$1.16,$1.44,$1.37,$1.36,250.66%
1884,2016-12-04,$0.36,$1.06,$1.19,$1.37,$1.49,254.86%
1897,2016-11-27,$0.34,$1.16,$1.19,$1.34,$1.36,271.32%
1911,2016-11-20,$0.38,$1.16,$1.44,$1.34,$1.31,245.39%
1923,2016-11-13,$0.37,$1.16,$1.44,$1.34,$1.49,266.89%
1938,2016-11-06,$0.36,$1.16,$1.44,$1.34,$1.49,277.08%
1958,2016-10-30,$0.44,$1.16,$1.06,$1.34,$1.49,186.93%
1968,2016-10-23,$0.33,$1.16,$1.06,$1.34,$1.41,276.52%
1982,2016-10-16,$0.34,$1.16,$1.36,$1.34,$1.49,293.38%
1996,2016-10-09,$0.34,$1.16,$1.11,$1.34,$1.49,275.00%
2010,2016-10-02,$0.32,$1.16,$1.11,$1.34,$1.66,311.72%
2023,2016-09-25,$0.33,$1.14,$1.39,$1.34,$1.24,287.12%
2036,2016-09-18,$0.32,$1.19,$1.24,$1.34,$1.69,326.56%
2049,2016-09-11,$0.35,$1.16,$0.99,$1.34,$1.31,242.86%
2063,2016-09-04,$0.36,$1.16,$0.99,$1.34,$1.61,254.17%
2080,2016-08-28,$0.38,$1.16,$1.36,$1.34,$1.61,259.87%
2096,2016-08-21,$0.33,$1.16,$1.36,$1.34,$1.61,314.39%
2114,2016-08-14,$0.32,$1.16,$1.36,$1.34,$1.44,314.06%
2131,2016-08-07,$0.31,$1.21,$1.36,$1.34,$1.49,335.48%
2149,2016-07-31,$0.32,$1.21,$1.36,$1.34,$1.74,341.41%
2166,2016-07-24,$0.42,$1.21,$1.11,$1.34,$1.49,206.55%
2182,2016-07-17,$0.27,$1.24,$1.44,$1.34,$1.74,433.33%
2194,2016-07-10,$0.53,$1.24,$1.44,$1.34,$1.74,171.70%
2211,2016-07-03,$0.68,$1.36,$1.44,$1.34,$1.49,106.99%
2228,2016-06-26,$0.60,$1.36,$1.44,$1.34,$1.49,134.58%
2243,2016-06-19,$0.38,$1.24,$1.44,$1.34,$1.74,278.95%
2258,2016-06-12,$0.39,$1.36,$1.44,$1.34,$1.49,260.90%
2275,2016-06-05,$0.52,$1.24,$1.19,$1.34,$1.74,164.90%
2290,2016-05-29,$0.64,$1.36,$1.19,$1.37,$1.74,121.09%
2305,2016-05-22,$0.39,$1.36,$1.44,$1.39,$1.74,280.13%
2320,2016-05-15,$0.48,$1.36,$1.49,$1.49,$1.66,212.50%
2335,2016-05-08,$0.51,$1.36,$1.28,$1.39,$1.39,165.69%
2350,2016-05-01,$0.91,$1.36,$1.28,$1.29,$1.41,46.70%
2363,2016-04-24,$0.56,$1.29,$1.44,$1.29,$1.61,151.34%
2376,2016-04-17,$0.38,$1.19,$1.44,$1.29,$1.24,239.47%
2390,2016-04-10,$0.36,$1.19,$1.44,$1.29,$1.66,287.50%
2403,2016-04-03,$0.29,$1.19,$1.44,$1.34,$1.66,385.34%
2418,2016-03-27,$0.29,$1.24,$1.44,$1.34,$1.32,360.34%
2432,2016-03-20,$0.33,$1.24,$1.44,$1.34,$1.55,321.97%
2438,2016-03-13,$0.35,$1.24,$1.44,$1.34,$1.61,302.14%
2462,2016-03-06,$0.29,$1.24,$1.49,$1.37,$1.66,396.55%
2471,2016-02-28,$0.28,$1.24,$1.54,$1.37,$1.74,425.89%
2481,2016-02-21,$0.34,$1.22,$1.49,$1.57,$1.74,342.65%
2492,2016-02-14,$0.67,$1.66,$1.31,$1.36,$1.57,120.15%
2515,2016-02-07,$0.45,$1.24,$1.86,$1.62,$1.74,258.89%
2525,2016-01-31,$0.32,$1.36,$1.99,$1.67,$1.66,421.88%
2536,2016-01-24,$0.40,$1.36,$1.99,$1.67,$1.82,327.50%
2546,2016-01-17,$0.70,$1.61,$1.99,$1.67,$1.82,153.21%
2557,2016-01-10,$1.13,$1.61,$1.99,$1.67,$1.79,56.19%
2567,2016-01-03,$1.13,$1.49,$1.74,$1.67,$1.81,48.45%
2578,2015-12-27,$0.92,$1.49,$1.74,$1.67,$1.76,80.98%
2589,2015-12-20,$0.86,$1.49,$1.86,$1.74,$1.82,100.87%
2600,2015-12-13,$1.03,$1.61,$1.86,$1.74,$1.81,70.39%
2623,2015-12-06,$0.96,$1.49,$1.74,$1.77,$1.76,76.04%
2633,2015-11-29,$1.46,$1.49,$1.57,$1.67,$1.76,11.13%
2642,2015-11-22,$1.50,$1.49,$1.44,$1.67,$1.76,6.00%
2653,2015-11-15,$1.42,$1.36,$1.44,$1.62,$1.86,10.56%
2678,2015-11-08,$1.17,$1.36,$1.44,$1.67,$1.44,26.28%
2687,2015-11-01,$1.05,$1.36,$1.45,$1.67,$1.86,50.95%
2696,2015-10-25,$0.99,$1.36,$1.44,$1.67,$1.61,53.54%
2721,2015-10-18,$0.83,$1.36,$1.44,$1.62,$2.11,96.69%
2728,2015-10-11,$0.51,$1.49,$1.44,$1.67,$2.11,228.92%
2738,2015-10-04,$0.47,$1.36,$1.56,$1.67,$1.86,243.09%
2763,2015-09-27,$0.82,$1.11,$1.54,$1.67,$2.24,100.00%
2769,2015-09-20,$1.12,$1.24,$1.54,$1.67,$1.98,43.53%
2793,2015-09-13,$1.27,$1.36,$1.36,$1.54,$1.81,19.49%
2817,2015-09-06,$0.89,$1.16,$1.36,$1.59,$1.82,66.57%
2839,2015-08-30,$0.85,$1.24,$1.36,$1.57,$2.49,95.88%
2840,2015-08-23,$0.84,$1.26,$1.16,$1.59,$2.49,93.45%
2863,2015-08-16,$0.86,$1.14,$1.37,$1.57,$1.74,69.19%
2886,2015-08-09,$0.87,$1.14,$1.37,$1.47,$2.24,78.74%
2909,2015-08-02,$0.39,$1.14,$1.37,$1.47,$1.99,282.69%
2933,2015-07-19,$0.28,$1.21,$1.37,$1.47,$2.17,455.36%
2939,2015-07-12,$0.31,$1.24,$1.37,$1.49,$2.24,411.29%
2960,2015-07-05,$0.54,$1.24,$1.37,$1.52,$1.74,171.76%
2984,2015-06-28,$0.63,$1.24,$1.37,$1.52,$2.49,162.70%
3008,2015-06-21,$0.62,$1.26,$1.37,$1.52,$2.24,157.66%
3013,2015-06-14,$0.71,$1.26,$1.25,$1.49,$2.49,128.52%
3036,2015-06-07,$0.69,$1.19,$1.37,$1.49,$1.74,109.78%
3060,2015-05-31,$0.54,$1.19,$1.37,$1.49,$2.49,202.78%
3069,2015-05-24,$0.46,$1.09,$1.37,$1.47,$2.49,248.91%
3092,2015-05-17,$0.39,$1.14,$1.37,$1.49,$2.49,316.03%
3101,2015-05-10,$0.46,$1.14,$1.37,$1.52,$2.49,254.35%
3126,2015-05-03,$0.57,$1.14,$1.37,$1.52,$2.14,170.61%
3134,2015-04-26,$0.80,$1.14,$1.36,$1.49,$2.07,89.38%
3143,2015-04-19,$0.49,$1.14,$1.36,$1.49,$2.42,227.04%
3154,2015-04-12,$0.44,$1.14,$1.40,$1.47,$2.24,255.11%
3179,2015-04-05,$0.42,$1.14,$1.41,$1.44,$2.42,281.55%
3187,2015-03-29,$0.30,$1.14,$1.28,$1.44,$2.29,412.50%
3197,2015-03-22,$0.31,$1.14,$1.46,$1.49,$2.24,410.48%
3220,2015-03-15,$0.46,$1.14,$1.46,$1.47,$2.44,253.80%
3231,2015-03-08,$0.49,$1.14,$1.46,$1.52,$2.37,231.12%
3240,2015-03-01,$0.32,$1.16,$1.48,$1.52,$2.49,419.53%
3253,2015-02-22,$0.26,$1.16,$1.44,$1.52,$2.37,524.04%
3261,2015-02-15,$0.26,$1.14,$1.75,$1.57,$2.37,556.73%
3284,2015-02-08,$0.29,$1.21,$1.65,$1.62,$2.49,500.86%
3295,2015-02-01,$0.55,$1.14,$1.65,$1.79,$2.62,227.27%
3303,2015-01-25,$0.48,$1.14,$1.65,$1.79,$2.62,275.00%
3314,2015-01-18,$0.65,$1.14,$1.65,$1.79,$2.74,181.54%
3325,2015-01-11,$0.95,$1.14,$1.56,$1.59,$2.74,85.00%
3347,2015-01-04,$0.78,$1.14,$1.21,$1.54,$2.49,104.49%
3358,2014-12-28,$0.45,$1.19,$1.32,$1.54,$2.49,263.33%
3369,2014-12-21,$0.24,$1.19,$1.32,$1.59,$2.49,586.46%
3379,2014-12-14,$0.27,$1.14,$1.32,$1.47,$2.49,494.44%
3389,2014-12-07,$0.33,$1.56,$1.30,$1.54,$2.74,440.91%
3400,2014-11-30,$0.39,$1.14,$1.30,$1.57,$2.62,325.00%
3410,2014-11-23,$0.47,$1.39,$1.30,$1.67,$2.57,268.62%
3435,2014-11-16,$0.61,$1.39,$1.21,$1.74,$2.62,185.25%
3442,2014-11-09,$1.16,$1.54,$1.27,$1.67,$2.24,44.83%
3453,2014-11-02,$1.32,$1.26,$1.27,$1.57,$1.99,15.34%
3477,2014-10-26,$0.91,$1.24,$1.30,$1.39,$1.99,62.64%
3487,2014-10-19,$0.66,$1.26,$1.27,$1.39,$1.99,123.86%
3497,2014-10-12,$0.60,$1.19,$1.27,$1.39,$1.99,143.33%
3508,2014-10-05,$0.65,$1.37,$1.27,$1.39,$1.99,131.54%
3519,2014-09-28,$0.64,$1.35,$1.27,$1.39,$1.99,134.38%
3538,2014-09-21,$0.67,$1.35,$1.27,$1.39,$1.71,113.43%
3564,2014-09-17,$0.68,$1.47,$1.45,$1.39,$1.84,126.10%
3568,2014-08-31,$0.78,$1.47,$1.40,$1.39,$1.77,93.27%
3593,2014-08-24,$0.74,$1.40,$1.38,$1.39,$1.84,103.04%
3612,2014-08-17,$0.69,$1.38,$1.45,$1.34,$1.84,117.75%
3631,2014-08-17,$0.69,$1.38,$0.00,$0.00,$0.00,-50.00%
3645,2014-08-10,$0.62,$1.40,$1.40,$1.34,$1.56,129.84%
3684,2014-08-03,$0.55,$1.35,$1.33,$1.34,$1.84,166.36%
3708,2014-07-27,$0.48,$1.41,$1.31,$1.39,$1.84,209.90%
3711,2014-07-20,$0.48,$1.33,$1.40,$1.39,$1.84,210.42%
3734,2014-07-06,$0.75,$1.47,$1.47,$1.44,$1.99,112.33%
3758,2014-06-29,$0.75,$1.47,$1.67,$1.44,$1.99,119.00%
3782,2014-06-22,$0.88,$1.45,$1.40,$1.54,$1.99,81.25%
3787,2014-06-15,$0.73,$1.47,$1.47,$1.54,$1.99,121.58%
3811,2014-06-08,$0.61,$1.47,$1.49,$1.54,$1.99,165.98%
3835,2014-06-01,$0.74,$1.47,$1.42,$1.57,$1.87,113.85%
3840,2014-05-25,$0.69,$1.85,$1.57,$1.54,$1.99,151.81%
3861,2014-05-18,$0.72,$1.40,$1.30,$1.42,$1.69,101.74%
3890,2014-05-11,$0.51,$1.40,$1.30,$1.22,$1.74,177.45%
3895,2014-05-04,$0.33,$1.40,$1.20,$1.22,$1.92,334.85%
3920,2014-04-27,$0.41,$1.40,$1.17,$1.07,$1.57,217.68%
3929,2014-04-23,$0.41,$1.35,$1.10,$1.07,$1.87,228.66%
3938,2014-04-20,$0.41,$1.40,$1.20,$0.99,$1.92,235.98%
3949,2014-04-13,$0.41,$1.35,$1.10,$1.07,$1.87,228.66%
3973,2014-04-07,$0.35,$1.35,$1.10,$1.07,$1.99,293.57%
3981,2014-03-30,$0.26,$1.35,$1.10,$0.94,$1.74,393.27%
3991,2014-03-23,$0.25,$1.35,$1.10,$1.07,$1.74,426.00%
4016,2014-03-16,$0.27,$1.35,$0.97,$1.07,$1.92,391.67%
4023,2014-03-09,$0.28,$1.35,$1.17,$1.07,$1.87,387.50%
4034,2014-03-02,$0.25,$1.37,$1.10,$1.07,$1.87,441.00%
4045,2014-02-23,$0.30,$1.35,$1.12,$1.07,$1.87,350.83%
4063,2014-02-16,$0.24,$1.35,$1.17,$0.99,$1.92,465.63%
4078,2014-02-09,$0.25,$1.35,$1.14,$1.07,$1.92,448.00%
4088,2014-02-02,$0.23,$1.35,$1.17,$1.07,$1.92,498.91%
4098,2014-01-26,$0.23,$1.35,$1.12,$1.07,$1.92,493.48%
4109,2014-01-19,$0.23,$1.35,$1.12,$1.07,$1.74,473.91%
4119,2014-01-12,$0.27,$1.50,$1.25,$1.14,$1.92,437.96%
4130,2014-01-05,$0.28,$1.50,$1.25,$1.14,$1.92,418.75%
4154,2013-12-29,$0.25,$1.35,$1.23,$1.14,$1.74,446.00%
4162,2013-12-22,$0.25,$1.35,$1.32,$1.27,$1.92,486.00%
4173,2013-12-15,$0.25,$1.22,$1.35,$1.14,$1.59,430.00%
4183,2013-12-01,$0.27,$1.31,$1.50,$1.19,$1.74,431.48%
4194,2013-11-24,$0.31,$1.40,$1.42,$1.29,$1.99,391.94%
4219,2013-11-17,$0.36,$1.40,$1.29,$1.29,$1.99,314.58%
4226,2013-11-10,$0.35,$1.39,$1.59,$1.59,$1.99,368.57%
4237,2013-11-06,$0.51,$1.62,$1.57,$1.59,$2.61,262.25%
4260,2013-11-03,$0.34,$1.38,$1.67,$1.67,$2.24,411.76%
4269,2013-10-27,$0.51,$1.62,$1.57,$1.59,$2.61,262.25%
4292,2013-10-20,$0.75,$1.49,$1.67,$1.74,$1.99,129.67%
4303,2013-10-13,$1.02,$1.47,$1.52,$1.72,$2.16,68.38%
4315,2013-09-22,$0.70,$1.47,$1.47,$1.29,$1.60,108.21%
4323,2013-09-15,$0.55,$1.47,$1.47,$1.24,$1.86,174.55%
4334,2013-09-01,$0.34,$1.62,$1.47,$1.27,$2.12,376.47%
4352,2013-08-25,$0.37,$1.62,$1.47,$1.29,$2.12,339.19%
4378,2013-08-18,$0.43,$1.81,$1.67,$1.14,$2.24,298.84%
4384,2013-08-11,$0.69,$1.66,$1.49,$1.34,$2.37,148.55%
4406,2013-08-04,$0.93,$1.81,$1.49,$1.34,$2.19,83.60%
4431,2013-07-28,$0.93,$1.66,$1.49,$1.34,$1.99,74.19%
4455,2013-07-21,$0.86,$1.52,$1.50,$1.29,$1.99,83.14%
4458,2013-07-14,$0.62,$1.52,$1.49,$1.24,$1.99,151.61%
4483,2013-07-07,$0.53,$1.51,$1.47,$1.24,$1.74,181.13%
4491,2013-06-30,$0.43,$1.49,$1.44,$1.24,$1.92,254.07%
4513,2013-06-23,$0.41,$1.44,$1.42,$1.24,$1.92,267.07%
4537,2013-06-16,$0.51,$1.49,$1.44,$1.24,$1.92,198.53%
4561,2013-06-09,$0.43,$1.47,$1.47,$1.24,$1.92,254.65%
4567,2013-06-02,$0.46,$1.51,$1.29,$1.24,$1.74,214.13%
4591,2013-05-26,$0.28,$1.51,$1.42,$1.24,$1.92,443.75%
4599,2013-05-19,$0.30,$1.39,$1.29,$1.24,$1.92,386.67%
4623,2013-05-12,$0.28,$1.55,$1.40,$1.24,$1.92,445.54%
4631,2013-05-05,$0.27,$1.60,$1.42,$1.24,$1.99,478.70%
4656,2013-04-28,$0.27,$1.63,$1.35,$1.19,$2.04,475.00%
4662,2013-04-21,$0.38,$1.65,$1.38,$1.39,$1.99,321.71%
4674,2013-04-14,$0.47,$1.68,$1.51,$1.39,$1.99,249.47%
4685,2013-04-07,$0.29,$1.99,$1.59,$1.42,$1.74,481.03%
4708,2013-03-31,$0.31,$1.71,$1.59,$1.49,$2.49,487.10%
4717,2013-03-24,$0.50,$2.14,$1.73,$1.59,$2.62,304.00%
4727,2013-03-17,$1.37,$1.76,$1.72,$1.59,$2.49,37.96%
4751,2013-03-10,$1.32,$1.77,$1.68,$1.52,$1.99,31.82%
4761,2013-03-03,$0.69,$1.62,$1.68,$1.39,$1.74,132.97%
4772,2013-02-24,$0.68,$1.64,$1.82,$1.39,$1.62,137.87%
4781,2013-02-17,$0.55,$1.65,$1.82,$1.52,$1.92,214.09%
4791,2013-02-10,$0.36,$1.83,$1.89,$1.57,$2.24,422.92%
4802,2013-02-03,$0.68,$1.70,$1.77,$1.62,$2.24,169.49%
4813,2013-01-27,$1.12,$1.50,$1.52,$1.44,$2.12,46.88%
4835,2013-01-20,$0.99,$1.58,$1.77,$1.44,$2.37,80.81%
4846,2013-01-13,$0.93,$1.37,$1.42,$1.37,$1.82,60.75%
4857,2013-01-06,$0.82,$1.32,$1.37,$1.17,$1.62,67.07%
4861,2012-12-30,$0.39,$1.37,$1.22,$1.17,$1.74,252.56%
4877,2012-12-23,$0.24,$1.37,$1.17,$1.17,$1.87,481.25%
4887,2012-12-16,$0.24,$1.37,$1.29,$1.24,$1.87,501.04%
4898,2012-12-09,$0.24,$1.33,$1.24,$1.24,$1.92,496.88%
4909,2012-12-02,$0.26,$1.36,$1.49,$1.29,$1.92,482.69%
4932,2012-11-25,$0.44,$1.19,$1.24,$1.17,$1.92,213.64%
4940,2012-11-18,$0.53,$1.32,$1.29,$1.17,$1.92,168.87%
4950,2012-11-11,$0.45,$1.33,$1.24,$1.17,$1.74,204.44%
4975,2012-11-04,$0.35,$1.33,$1.21,$1.17,$1.92,302.14%
4983,2012-10-28,$0.38,$1.35,$1.20,$1.12,$1.78,258.55%
5009,2012-10-21,$0.44,$1.31,$1.15,$1.17,$1.67,201.14%
5017,2012-10-14,$0.36,$1.36,$1.15,$1.17,$1.92,288.89%
5027,2012-10-07,$0.31,$1.36,$1.03,$1.17,$1.21,284.68%
5051,2012-09-30,$0.31,$1.36,$1.03,$1.14,$1.92,339.52%
5057,2012-09-23,$0.38,$1.36,$1.03,$1.14,$1.67,242.11%
5081,2012-09-16,$0.44,$1.31,$1.10,$1.14,$1.67,196.59%
5105,2012-09-09,$0.47,$1.28,$1.10,$1.12,$1.39,160.11%
5109,2012-09-02,$0.34,$1.31,$1.10,$1.12,$2.12,315.44%
5135,2012-08-26,$0.35,$1.31,$1.14,$1.14,$1.87,290.00%
5159,2012-08-19,$0.39,$1.31,$1.02,$1.09,$1.79,233.97%
5169,2012-08-12,$0.38,$1.28,$1.02,$1.09,$1.67,232.89%
