,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
345,2018-11-18,$1.70,$4.72,$3.32,$3.49,$6.47,164.71%
358,2018-11-11,$1.70,$6.14,$4.47,$3.99,$5.97,202.50%
372,2018-11-04,$1.70,$4.47,$4.31,$3.82,$6.22,176.76%
387,2018-10-28,$1.70,$4.47,$4.41,$3.99,$5.97,177.06%
403,2018-10-21,$1.70,$4.47,$3.74,$3.74,$3.47,126.76%
419,2018-10-14,$1.70,$4.47,$4.07,$3.99,$5.97,172.06%
435,2018-10-07,$1.70,$4.47,$3.74,$3.99,$5.97,167.21%
451,2018-09-30,$1.75,$4.47,$4.64,$3.99,$5.97,172.43%
468,2018-09-23,$1.75,$4.47,$4.64,$3.99,$5.97,172.43%
484,2018-09-16,$1.75,$4.47,$4.97,$3.99,$5.97,177.14%
502,2018-09-09,$1.75,$4.47,$4.47,$3.99,$5.47,162.86%
573,2018-08-12,$1.80,$4.47,$4.47,$3.99,$5.97,162.50%
593,2018-08-05,$1.80,$4.47,$4.47,$3.99,$5.97,162.50%
614,2018-07-29,$1.80,$4.97,$4.97,$3.99,$5.97,176.39%
634,2018-07-22,$1.80,$4.97,$4.14,$3.99,$5.97,164.86%
655,2018-07-15,$1.80,$4.72,$4.64,$3.99,$5.97,168.33%
671,2018-07-08,$1.75,$5.44,$4.64,$3.99,$5.97,186.29%
691,2018-07-01,$1.75,$4.72,$4.97,$3.99,$5.97,180.71%
709,2018-06-24,$1.65,$4.72,$4.81,$3.99,$5.97,195.30%
727,2018-06-17,$1.65,$4.94,$4.97,$3.99,$5.97,201.06%
744,2018-06-10,$1.70,$4.47,$4.31,$3.99,$5.97,175.59%
763,2018-06-03,$1.65,$4.47,$4.31,$3.99,$5.72,180.15%
779,2018-05-27,$1.65,$4.37,$4.43,$3.99,$5.81,181.82%
797,2018-05-20,$1.65,$4.37,$4.31,$3.99,$5.72,178.64%
813,2018-05-13,$1.65,$4.37,$4.43,$3.99,$5.72,180.45%
829,2018-05-06,$1.60,$4.37,$4.31,$3.99,$5.72,187.34%
844,2018-04-29,$1.60,$4.37,$4.14,$3.99,$5.72,184.69%
858,2018-04-22,$1.60,$4.37,$3.81,$3.99,$5.72,179.53%
872,2018-04-15,$1.60,$4.37,$4.47,$3.99,$4.44,169.84%
886,2018-04-08,$1.60,$4.22,$3.81,$3.99,$5.72,177.19%
900,2018-04-01,$1.60,$4.22,$4.64,$3.99,$5.72,190.16%
914,2018-03-25,$1.60,$4.22,$4.64,$3.99,$6.99,210.00%
928,2018-03-18,$1.60,$4.22,$4.64,$3.99,$5.72,190.16%
941,2018-03-11,$1.60,$3.97,$3.81,$3.99,$6.99,193.13%
954,2018-02-25,$1.60,$3.97,$3.81,$3.99,$5.47,169.38%
967,2018-02-18,$1.60,$3.97,$4.31,$3.99,$5.72,181.09%
980,2018-02-11,$1.60,$3.97,$4.31,$3.99,$5.72,181.09%
992,2018-02-04,$1.60,$5.24,$4.31,$3.99,$5.72,200.94%
1005,2018-01-28,$1.60,$5.24,$4.31,$3.99,$5.97,204.84%
1017,2018-01-21,$1.60,$3.99,$4.31,$3.99,$5.72,181.41%
1029,2018-01-14,$1.60,$5.24,$4.31,$3.99,$5.97,204.84%
1041,2018-01-07,$1.60,$5.24,$4.31,$3.99,$5.72,200.94%
1054,2017-12-31,$1.60,$5.24,$2.47,$3.99,$4.44,152.19%
1066,2017-12-24,$1.60,$4.31,$3.81,$3.99,$5.72,178.59%
1078,2017-12-17,$1.60,$4.27,$4.31,$3.99,$6.99,205.63%
1090,2017-12-10,$1.55,$4.31,$4.31,$3.99,$5.72,195.65%
1103,2017-12-03,$1.50,$5.57,$3.72,$3.99,$6.99,237.83%
1116,2017-11-26,$1.50,$4.31,$3.72,$3.99,$4.99,183.50%
1129,2017-11-19,$1.50,$4.27,$3.72,$3.99,$4.99,182.83%
1142,2017-11-12,$1.40,$4.27,$3.81,$3.99,$5.22,208.75%
1157,2017-11-05,$1.50,$3.97,$4.31,$3.99,$5.21,191.33%
1172,2017-10-29,$1.45,$3.22,$3.97,$3.99,$5.21,182.59%
1187,2017-10-22,$1.40,$3.97,$3.81,$3.99,$4.44,189.46%
1203,2017-10-15,$1.40,$3.97,$3.97,$3.99,$5.22,206.25%
1218,2017-10-08,$1.40,$3.97,$3.97,$3.99,$5.21,206.07%
1233,2017-10-01,$1.40,$3.47,$4.31,$3.99,$5.42,206.96%
1249,2017-09-24,$1.40,$3.97,$3.14,$3.99,$6.21,209.11%
1287,2017-09-10,$1.40,$3.97,$4.31,$3.99,$5.72,221.25%
1402,2017-07-30,$1.30,$4.47,$4.14,$3.99,$4.44,227.69%
1422,2017-07-23,$1.20,$3.97,$4.14,$3.99,$5.72,271.25%
1440,2017-07-16,$1.00,$5.47,$4.14,$3.99,$5.21,370.25%
1460,2017-07-09,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1480,2017-07-02,$1.00,$3.96,$4.07,$3.99,$4.72,318.50%
1500,2017-06-25,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1519,2017-06-18,$1.00,$3.96,$4.07,$3.99,$4.72,318.50%
1537,2017-06-11,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1556,2017-06-04,$1.00,$3.96,$4.07,$3.99,$4.72,318.50%
1572,2017-05-28,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1588,2017-05-21,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1604,2017-05-14,$1.00,$3.96,$4.24,$3.99,$5.22,335.25%
1617,2017-05-07,$1.00,$3.37,$4.07,$3.99,$4.72,303.75%
1631,2017-04-30,$1.00,$3.94,$3.99,$3.99,$4.72,316.00%
2348,2016-05-01,$0.95,$5.04,$1.03,$3.99,$4.97,295.53%
2361,2016-04-24,$0.95,$5.07,$3.87,$3.99,$4.74,365.00%
2374,2016-04-17,$0.95,$5.07,$3.54,$3.99,$4.47,349.21%
2388,2016-04-10,$0.95,$5.04,$3.54,$3.99,$3.94,334.47%
2401,2016-04-03,$0.95,$5.04,$3.87,$3.99,$4.97,370.26%
2413,2016-03-27,$1.00,$5.20,$1.05,$3.99,$1.79,200.75%
2430,2016-03-20,$1.00,$5.20,$3.87,$3.99,$4.47,338.25%
2440,2016-03-13,$1.00,$5.20,$3.44,$3.99,$5.99,365.50%
2464,2016-03-06,$1.05,$5.20,$3.77,$3.99,$4.47,315.00%
2473,2016-02-28,$1.05,$5.84,$3.64,$3.99,$4.99,339.52%
2483,2016-02-21,$1.05,$5.84,$3.59,$3.99,$4.99,338.33%
2494,2016-02-14,$1.05,$4.99,$5.20,$3.44,$3.99,319.52%
2504,2016-02-07,$1.05,$5.11,$4.09,$3.99,$5.47,344.29%
2527,2016-01-31,$1.05,$5.77,$4.10,$3.99,$4.99,348.81%
2538,2016-01-24,$1.05,$5.84,$4.09,$3.99,$3.94,325.24%
2548,2016-01-17,$1.05,$5.84,$4.07,$3.24,$6.99,379.52%
2559,2016-01-10,$1.05,$5.77,$4.07,$3.74,$5.47,353.57%
2569,2016-01-03,$1.05,$5.77,$4.07,$3.99,$6.99,395.71%
2580,2015-12-27,$1.05,$5.71,$3.88,$3.99,$4.32,326.19%
2591,2015-12-20,$1.05,$5.31,$3.86,$3.99,$4.32,316.19%
2612,2015-12-06,$1.15,$5.71,$3.88,$3.99,$3.75,276.74%
2635,2015-11-29,$1.15,$5.74,$3.63,$3.99,$3.99,277.17%
2644,2015-11-22,$1.15,$4.62,$3.88,$3.99,$3.75,253.04%
2655,2015-11-15,$1.15,$6.10,$3.84,$3.74,$4.47,294.57%
2666,2015-11-08,$1.15,$5.34,$3.84,$3.99,$4.46,283.26%
2968,2015-07-05,$0.90,$5.15,$3.95,$3.74,$4.99,395.28%
2992,2015-06-28,$0.90,$5.86,$3.95,$3.74,$6.99,470.56%
2997,2015-06-21,$0.65,$5.02,$3.95,$3.99,$4.99,590.38%
3021,2015-06-14,$0.65,$5.02,$3.95,$3.99,$6.99,667.31%
3044,2015-06-07,$0.65,$5.61,$3.95,$3.99,$5.99,651.54%
3051,2015-05-31,$0.60,$5.66,$4.02,$3.99,$5.99,719.17%
3073,2015-05-24,$0.70,$6.22,$3.97,$3.99,$5.99,620.36%
3095,2015-05-17,$0.70,$5.76,$3.97,$3.99,$5.99,603.93%
3103,2015-05-10,$0.70,$5.66,$4.10,$3.99,$5.99,605.00%
3114,2015-05-03,$0.70,$5.27,$4.11,$3.99,$4.99,555.71%
3136,2015-04-26,$0.70,$4.98,$4.36,$3.99,$3.99,518.57%
3145,2015-04-19,$0.80,$4.98,$4.36,$3.99,$3.99,441.25%
3156,2015-04-12,$0.80,$4.88,$4.11,$3.99,$4.99,461.56%
3167,2015-04-05,$0.80,$4.88,$4.11,$3.99,$6.99,524.06%
3189,2015-03-29,$0.75,$5.02,$4.03,$3.99,$6.99,567.67%
3199,2015-03-22,$0.80,$5.95,$3.90,$3.99,$6.99,550.94%
3209,2015-03-15,$0.80,$5.87,$3.90,$3.66,$4.99,475.63%
3233,2015-03-08,$0.80,$5.59,$3.76,$3.99,$3.99,441.56%
3242,2015-03-01,$0.80,$5.80,$4.10,$3.32,$5.49,484.69%
3255,2015-02-22,$0.80,$4.27,$4.10,$3.99,$5.49,457.81%
3263,2015-02-15,$0.80,$5.09,$4.05,$3.66,$4.99,455.94%
3273,2015-02-08,$0.80,$4.78,$3.85,$3.99,$5.49,465.94%
3297,2015-02-01,$0.85,$4.87,$3.85,$3.99,$4.99,420.59%
3305,2015-01-25,$0.90,$6.10,$3.42,$3.89,$6.99,466.67%
3316,2015-01-18,$0.90,$5.57,$3.47,$3.89,$4.99,397.78%
3327,2015-01-11,$0.90,$4.73,$3.82,$3.99,$4.99,386.94%
3337,2015-01-04,$1.00,$3.98,$3.82,$3.99,$5.99,344.50%
3350,2014-12-28,$1.00,$0.00,$3.75,$3.99,$6.49,255.75%
3371,2014-12-21,$1.00,$0.00,$3.20,$3.99,$6.49,242.00%
3381,2014-12-14,$1.20,$3.58,$3.20,$3.32,$6.99,256.04%
3391,2014-12-07,$1.00,$4.14,$3.54,$3.99,$6.74,360.25%
3412,2014-11-23,$0.95,$3.29,$3.16,$2.99,$5.49,292.89%
3423,2014-11-16,$0.95,$5.09,$3.20,$2.32,$6.99,363.16%
3444,2014-11-09,$0.85,$4.28,$2.99,$3.99,$5.49,392.65%
3456,2014-11-02,$0.90,$4.82,$3.45,$3.99,$6.99,434.72%
3543,2014-09-21,$0.75,$4.52,$3.70,$4.24,$5.99,515.00%
3658,2014-08-03,$0.00,$4.62,$3.92,$4.32,$5.99,0.00%
3674,2014-08-03,$0.00,$4.62,$3.92,$4.32,$5.99,0.00%
3744,2014-07-06,$1.05,$4.62,$3.99,$4.32,$5.99,350.48%
3749,2014-06-29,$1.20,$5.56,$3.99,$4.32,$6.99,334.58%
3773,2014-06-22,$1.00,$5.56,$3.99,$4.32,$6.99,421.50%
3795,2014-06-15,$1.20,$5.59,$3.99,$4.32,$6.99,335.21%
3819,2014-06-08,$1.20,$5.59,$3.99,$3.99,$6.99,328.33%
3826,2014-06-01,$1.20,$5.59,$4.09,$3.99,$4.99,288.75%
3848,2014-05-25,$1.20,$5.59,$4.22,$3.99,$6.99,333.13%
3864,2014-05-18,$1.20,$5.25,$4.02,$3.99,$6.99,321.88%
3878,2014-05-11,$1.23,$4.70,$3.99,$3.99,$0.00,157.72%
3899,2014-05-04,$1.33,$5.06,$3.64,$3.99,$0.00,138.53%
3908,2014-04-27,$1.33,$5.46,$4.02,$3.66,$4.99,240.79%
3931,2014-04-23,$1.35,$5.29,$3.77,$3.99,$4.99,234.07%
3940,2014-04-20,$1.35,$4.84,$4.02,$3.66,$4.99,224.26%
3951,2014-04-13,$1.35,$5.29,$3.77,$3.99,$4.99,234.07%
3975,2014-04-07,$1.35,$4.62,$3.77,$3.99,$4.99,221.67%
3983,2014-03-30,$1.35,$5.82,$3.77,$3.99,$4.99,243.89%
3993,2014-03-23,$1.50,$5.82,$3.77,$3.99,$4.99,209.50%
4018,2014-03-16,$1.45,$5.66,$4.02,$3.99,$5.49,230.34%
4025,2014-03-09,$1.45,$5.16,$4.02,$3.99,$5.49,221.72%
4036,2014-03-02,$1.45,$6.34,$4.02,$3.99,$4.99,233.45%
4047,2014-02-23,$1.45,$5.44,$3.77,$3.99,$5.99,230.86%
4065,2014-02-16,$1.45,$4.54,$4.02,$3.99,$5.66,213.97%
4080,2014-02-09,$1.45,$5.54,$3.09,$3.99,$4.99,203.62%
4090,2014-02-02,$1.45,$4.51,$3.25,$3.99,$5.65,200.00%
4100,2014-01-26,$1.45,$5.02,$3.84,$3.66,$4.49,193.28%
4111,2014-01-19,$1.45,$4.92,$4.09,$3.32,$4.49,190.00%
4121,2014-01-12,$1.45,$4.54,$3.99,$3.82,$4.49,190.34%
4132,2014-01-05,$1.45,$4.54,$3.99,$3.82,$4.49,190.34%
4143,2013-12-29,$1.45,$4.43,$3.48,$3.82,$6.99,222.76%
4164,2013-12-22,$1.45,$4.60,$3.99,$3.99,$4.49,194.31%
4175,2013-12-15,$1.45,$5.06,$3.92,$3.49,$0.00,115.00%
4185,2013-12-01,$1.45,$5.01,$3.99,$3.32,$5.49,207.07%
4196,2013-11-24,$1.45,$3.66,$2.90,$3.66,$5.49,170.86%
4207,2013-11-17,$1.45,$4.12,$2.49,$2.49,$5.49,151.55%
4229,2013-11-10,$1.40,$4.38,$3.87,$4.12,$5.49,218.93%
4240,2013-11-06,$1.40,$4.95,$4.12,$4.82,$0.00,148.04%
4263,2013-11-03,$1.40,$4.77,$4.12,$3.82,$0.00,126.96%
4272,2013-10-27,$1.40,$4.95,$4.12,$4.82,$0.00,148.04%
4445,2013-07-21,$2.10,$4.75,$3.89,$3.87,$6.99,132.14%
4462,2013-07-14,$2.05,$4.92,$3.52,$3.74,$0.00,48.54%
4490,2013-07-07,$1.70,$4.12,$3.50,$3.74,$0.00,67.06%
4498,2013-06-30,$1.26,$4.12,$3.43,$3.62,$0.00,121.63%
4521,2013-06-23,$1.20,$4.08,$3.24,$3.32,$0.00,121.67%
4528,2013-06-16,$1.00,$3.98,$3.39,$3.49,$5.99,321.25%
4552,2013-06-09,$0.80,$4.05,$3.39,$3.49,$0.00,241.56%
4575,2013-06-02,$0.70,$4.12,$3.25,$3.49,$0.00,287.86%
4595,2013-05-26,$0.70,$3.69,$3.49,$3.49,$0.00,281.07%
4603,2013-05-19,$0.70,$4.08,$3.66,$3.37,$0.00,296.79%
4626,2013-05-12,$0.63,$5.01,$3.49,$3.37,$0.00,371.03%
4633,2013-05-05,$0.63,$5.01,$3.25,$2.99,$4.49,524.60%
4644,2013-04-28,$0.65,$4.54,$3.38,$3.49,$0.00,338.85%
4664,2013-04-21,$0.65,$4.54,$3.05,$3.37,$3.99,475.00%
4676,2013-04-14,$0.65,$5.01,$3.18,$3.32,$3.99,496.15%
4687,2013-04-07,$0.65,$4.08,$3.38,$3.37,$3.99,470.00%
4710,2013-03-31,$0.65,$5.01,$3.17,$3.37,$4.99,536.15%
4719,2013-03-24,$0.65,$4.59,$3.41,$3.49,$4.99,533.85%
4729,2013-03-17,$0.80,$3.92,$3.85,$3.49,$4.99,407.81%
4740,2013-03-10,$0.80,$3.82,$3.65,$3.49,$5.49,414.06%
4763,2013-03-03,$0.80,$4.15,$3.65,$3.24,$4.49,385.31%
4774,2013-02-24,$0.85,$4.15,$3.43,$3.24,$4.49,350.29%
4783,2013-02-17,$0.85,$5.15,$4.04,$3.42,$3.99,388.24%
4793,2013-02-10,$0.85,$4.59,$3.85,$3.42,$0.00,248.82%
4804,2013-02-03,$0.85,$4.57,$4.04,$3.42,$0.00,253.82%
4815,2013-01-27,$0.80,$5.09,$4.03,$3.54,$0.00,295.63%
4825,2013-01-20,$0.90,$5.09,$4.03,$3.42,$0.00,248.33%
4836,2013-01-13,$0.90,$6.14,$3.65,$3.59,$3.99,382.50%
4859,2013-01-06,$0.90,$4.49,$4.03,$3.54,$0.00,235.00%
4863,2012-12-30,$0.95,$5.59,$4.07,$3.42,$0.00,244.21%
4879,2012-12-23,$1.00,$4.24,$4.07,$3.39,$4.66,309.00%
4889,2012-12-16,$1.00,$4.82,$3.99,$3.42,$0.00,205.75%
4900,2012-12-09,$1.00,$3.78,$4.24,$3.54,$0.00,189.00%
4911,2012-12-02,$0.95,$3.82,$4.24,$3.42,$5.99,359.74%
4934,2012-11-25,$0.95,$4.86,$3.99,$3.54,$4.99,357.37%
4942,2012-11-18,$0.90,$4.15,$3.24,$2.49,$0.00,174.44%
4953,2012-11-11,$0.90,$4.19,$3.74,$2.17,$0.00,180.56%
4984,2012-10-28,$0.93,$5.14,$4.12,$3.29,$0.00,237.37%
5222,2012-07-29,$0.75,$5.02,$4.37,$3.37,$0.00,325.33%
5244,2012-07-22,$0.75,$4.59,$4.37,$3.62,$0.00,319.33%
5252,2012-07-15,$1.00,$4.59,$4.24,$3.74,$0.00,214.25%
5276,2012-07-08,$0.95,$4.59,$4.37,$3.62,$0.00,231.05%
5300,2012-07-01,$0.80,$4.23,$4.24,$3.62,$0.00,277.81%
5306,2012-06-24,$0.85,$4.59,$4.24,$3.62,$0.00,266.18%
5332,2012-06-17,$0.85,$5.09,$4.24,$3.62,$0.00,280.88%
5353,2012-06-10,$0.90,$4.74,$4.24,$3.74,$0.00,253.33%
5365,2012-06-03,$0.90,$5.59,$3.32,$3.74,$0.00,251.39%
5383,2012-05-27,$1.00,$4.38,$4.16,$3.62,$0.00,204.00%
5406,2012-05-20,$1.10,$4.84,$3.82,$3.62,$0.00,179.09%
5413,2012-05-13,$1.10,$5.09,$3.99,$3.64,$0.00,189.09%
5429,2012-05-13,$1.10,$5.09,$3.99,$3.64,$0.00,189.09%
5444,2012-05-06,$1.10,$4.56,$4.32,$2.99,$0.00,169.77%
5464,2012-04-29,$1.20,$4.32,$4.32,$3.79,$0.00,158.96%
5476,2012-04-22,$1.25,$4.88,$4.32,$3.79,$0.00,159.80%
5487,2012-04-15,$1.33,$4.99,$4.16,$3.72,$0.00,141.92%
5516,2012-04-08,$1.40,$4.36,$4.37,$3.26,$0.00,114.11%
5523,2012-04-08,$1.40,$4.36,$4.37,$3.26,$0.00,114.11%
5530,2012-04-01,$1.40,$3.96,$3.90,$3.82,$0.00,108.57%
5540,2012-03-25,$1.40,$4.11,$3.90,$3.86,$0.00,111.96%
5564,2012-03-18,$1.40,$4.36,$4.56,$3.96,$0.00,130.00%
5572,2012-03-11,$1.35,$4.48,$4.30,$3.94,$0.00,135.56%
5583,2012-03-04,$1.30,$4.06,$4.05,$3.94,$0.00,131.73%
5594,2012-02-26,$1.30,$4.48,$3.73,$4.04,$0.00,135.58%
5604,2012-02-19,$1.30,$4.11,$3.85,$3.94,$0.00,128.85%
5627,2012-02-12,$1.30,$4.78,$4.42,$3.57,$5.99,260.77%
5638,2012-02-05,$1.30,$4.95,$3.94,$3.94,$5.99,261.92%
5647,2012-01-29,$1.30,$4.78,$4.26,$3.94,$0.00,149.62%
5658,2012-01-22,$1.30,$4.36,$4.07,$3.94,$0.00,137.88%
5670,2012-01-15,$1.35,$3.99,$3.92,$3.82,$5.99,228.15%
5679,2012-01-08,$1.40,$3.87,$3.99,$3.94,$0.00,110.71%
5690,2012-01-01,$1.40,$4.46,$3.79,$3.82,$0.00,115.54%
5713,2011-12-25,$1.40,$3.99,$3.68,$3.94,$0.00,107.32%
5723,2011-12-18,$1.40,$4.46,$3.68,$3.69,$6.99,236.07%
5732,2011-12-11,$1.40,$4.81,$3.71,$3.69,$0.00,118.04%
5743,2011-12-04,$1.40,$4.32,$4.22,$3.19,$6.99,234.29%
5753,2011-11-27,$1.40,$4.32,$3.98,$3.72,$4.24,190.36%
5774,2011-11-20,$1.35,$4.46,$3.80,$3.72,$3.74,191.11%
5786,2011-11-13,$1.35,$4.36,$3.60,$2.97,$4.99,194.81%
5808,2011-11-06,$1.33,$4.34,$3.98,$3.92,$0.00,130.08%
5817,2011-10-30,$1.30,$3.86,$3.88,$3.47,$0.00,115.58%
5840,2011-10-23,$1.25,$4.65,$4.15,$3.72,$0.00,150.40%
5850,2011-10-16,$1.35,$4.11,$4.82,$3.94,$5.99,249.26%
5875,2011-10-09,$1.20,$4.72,$4.62,$3.94,$6.49,311.88%
5882,2011-10-02,$1.10,$5.16,$4.32,$3.94,$6.49,352.50%
5904,2011-09-25,$1.00,$5.05,$4.99,$3.94,$6.99,424.25%
6040,2011-08-07,$0.00,$4.29,$3.99,$4.19,$0.00,0.00%
6051,2011-07-31,$0.00,$4.08,$0.00,$4.14,$0.00,0.00%
6078,2011-07-24,$2.04,$3.04,$3.99,$4.19,$0.00,37.50%
6086,2011-07-17,$2.10,$4.54,$3.99,$4.14,$2.75,83.57%
6110,2011-07-10,$1.85,$3.05,$4.74,$4.14,$2.25,91.62%
6132,2011-07-03,$1.85,$3.29,$3.87,$3.94,$0.00,50.00%
6139,2011-06-26,$1.85,$3.29,$4.62,$4.02,$0.00,61.22%
6159,2011-06-19,$1.75,$3.29,$4.24,$3.84,$0.00,62.43%
6185,2011-06-12,$1.85,$3.29,$4.62,$3.94,$0.00,60.14%
6208,2011-06-05,$1.40,$5.04,$3.62,$3.94,$0.00,125.00%
6215,2011-05-29,$1.40,$5.04,$3.62,$3.87,$2.25,163.93%
6237,2011-05-22,$1.45,$5.04,$3.49,$3.97,$1.00,132.76%
6245,2011-05-15,$1.45,$5.04,$3.62,$2.00,$1.00,101.03%
6264,2011-05-08,$1.45,$5.04,$4.54,$3.97,$0.00,133.62%
6276,2011-05-01,$1.45,$5.05,$3.62,$4.09,$0.00,120.00%
6287,2011-04-24,$1.45,$5.04,$4.37,$4.09,$0.00,132.76%
6311,2011-04-17,$1.06,$5.36,$4.54,$4.09,$0.00,229.95%
6319,2011-04-10,$1.40,$5.04,$3.62,$3.84,$0.00,123.21%
6330,2011-04-03,$1.40,$5.09,$4.37,$3.41,$2.00,165.54%
6353,2011-03-27,$1.40,$4.99,$4.37,$3.84,$1.00,153.57%
6363,2011-03-20,$1.40,$4.86,$3.99,$3.97,$1.00,146.79%
6372,2011-03-13,$1.40,$3.86,$4.49,$3.97,$1.00,137.86%
6383,2011-03-06,$1.40,$3.86,$3.62,$3.94,$1.25,126.25%
6394,2011-02-27,$1.40,$3.78,$3.62,$3.94,$1.25,124.82%
6416,2011-02-20,$1.40,$4.99,$3.49,$3.74,$0.00,118.21%
6427,2011-02-13,$1.30,$4.92,$4.37,$3.49,$1.00,165.00%
6437,2011-02-06,$1.25,$4.65,$3.49,$3.49,$1.00,152.60%
6447,2011-01-30,$1.15,$4.74,$3.49,$3.24,$0.87,168.26%
6471,2011-01-16,$1.30,$4.74,$4.24,$3.36,$1.75,170.96%
6479,2011-01-09,$1.30,$4.12,$3.37,$4.49,$2.25,173.65%
6490,2011-01-02,$1.30,$4.74,$3.37,$3.74,$2.50,175.96%
6501,2010-12-26,$1.30,$3.87,$2.99,$3.61,$2.50,149.42%
6512,2010-12-19,$1.30,$4.12,$3.94,$3.37,$2.75,172.69%
6522,2010-12-12,$1.30,$4.99,$2.94,$3.37,$2.25,160.58%
6545,2010-12-05,$1.25,$2.37,$3.76,$3.74,$1.00,117.40%
6554,2010-11-28,$1.33,$3.62,$3.12,$3.74,$1.75,129.89%
6575,2010-11-14,$1.10,$3.87,$4.06,$2.92,$1.50,180.68%
6595,2010-11-07,$1.35,$3.74,$2.74,$2.74,$1.37,96.11%
6627,2010-10-24,$1.10,$4.36,$3.74,$3.49,$1.00,186.14%
6651,2010-10-17,$5.25,$4.62,$3.74,$3.49,$1.00,-38.81%
6876,2010-07-25,$1.40,$4.99,$4.24,$3.36,$3.99,196.07%
6898,2010-07-18,$1.27,$4.36,$4.37,$3.36,$3.99,216.54%
6907,2010-07-11,$1.06,$4.19,$4.32,$3.36,$3.99,274.06%
6931,2010-07-04,$0.95,$3.73,$4.32,$3.49,$3.88,305.79%
6954,2010-06-27,$0.64,$4.56,$4.16,$3.49,$3.88,528.52%
6959,2010-06-20,$2.63,$3.83,$4.12,$3.36,$0.00,7.51%
6984,2010-06-13,$0.63,$4.19,$4.24,$3.49,$0.00,373.02%
7007,2010-06-06,$0.68,$3.83,$4.12,$3.62,$3.99,472.06%
7029,2010-05-30,$0.68,$4.41,$3.61,$3.36,$2.99,428.31%
7034,2010-05-23,$0.65,$3.83,$3.99,$3.24,$3.99,478.85%
7056,2010-05-16,$0.65,$3.87,$3.82,$3.11,$3.99,468.85%
7066,2010-05-09,$0.63,$3.54,$3.74,$3.37,$4.99,520.63%
7088,2010-05-02,$0.64,$3.90,$4.24,$3.11,$3.98,494.92%
7098,2010-04-25,$0.65,$4.09,$4.49,$3.24,$3.98,507.69%
7122,2010-04-18,$0.68,$4.16,$2.99,$2.74,$4.99,447.06%
7130,2010-04-11,$0.73,$3.58,$4.11,$3.74,$3.99,428.08%
7140,2010-04-04,$0.75,$4.36,$4.62,$2.74,$4.99,457.00%
7151,2010-03-28,$0.75,$4.04,$4.19,$3.24,$0.00,282.33%
7173,2010-03-21,$0.80,$4.23,$4.19,$3.32,$2.99,360.31%
7183,2010-03-14,$0.80,$3.58,$4.37,$3.74,$4.99,421.25%
7194,2010-03-07,$0.80,$4.16,$3.87,$3.74,$2.99,361.25%
7217,2010-02-28,$0.80,$4.09,$4.24,$3.49,$0.00,269.38%
7226,2010-02-21,$0.80,$4.16,$4.37,$3.74,$2.49,361.25%
7236,2010-02-14,$2.43,$4.16,$2.86,$3.74,$3.49,46.60%
7247,2010-02-07,$0.83,$4.06,$4.59,$3.99,$1.99,340.66%
