,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
499,2018-09-09,$1.47,$2.73,$3.02,$3.24,$3.34,109.69%
517,2018-09-02,$1.31,$2.50,$2.04,$2.55,$3.21,96.56%
534,2018-08-26,$1.22,$3.00,$2.24,$2.50,$3.99,140.37%
550,2018-08-19,$1.03,$2.76,$2.70,$2.87,$2.89,172.33%
570,2018-08-12,$0.69,$2.82,$2.23,$2.75,$3.01,291.67%
590,2018-08-05,$0.69,$2.84,$2.36,$2.87,$3.01,301.45%
611,2018-07-29,$0.69,$2.64,$2.44,$2.75,$3.39,306.52%
631,2018-07-22,$0.84,$2.32,$2.42,$2.75,$2.81,206.55%
652,2018-07-15,$1.22,$2.71,$2.26,$2.66,$3.24,122.75%
668,2018-07-08,$1.16,$2.08,$2.04,$2.09,$2.74,92.89%
688,2018-07-01,$1.00,$1.96,$1.88,$2.87,$3.24,148.75%
706,2018-06-24,$1.06,$2.24,$1.99,$2.25,$2.74,117.45%
724,2018-06-17,$0.81,$2.51,$2.19,$2.49,$2.74,206.48%
741,2018-06-10,$0.84,$2.47,$1.99,$2.62,$2.74,192.26%
758,2018-06-07,$0.94,$2.37,$2.07,$2.99,$2.94,175.80%
760,2018-06-03,$0.81,$2.54,$1.88,$2.75,$2.61,201.85%
794,2018-05-20,$0.66,$2.45,$1.81,$2.12,$2.96,253.79%
810,2018-05-13,$0.59,$2.62,$1.94,$1.75,$2.96,292.80%
826,2018-05-06,$0.63,$2.57,$2.07,$1.62,$2.99,267.06%
841,2018-04-29,$1.04,$2.77,$2.45,$2.75,$3.49,175.48%
855,2018-04-22,$1.23,$2.65,$2.66,$2.75,$3.46,134.15%
869,2018-04-15,$1.33,$2.65,$2.37,$1.87,$4.21,108.65%
883,2018-04-08,$1.38,$2.78,$3.31,$1.87,$5.49,143.66%
897,2018-04-01,$1.75,$2.99,$2.99,$2.75,$2.92,66.43%
911,2018-03-25,$2.00,$2.76,$2.94,$2.56,$3.62,48.50%
925,2018-03-18,$1.88,$2.74,$2.50,$2.12,$3.59,45.61%
938,2018-03-11,$1.44,$2.37,$2.24,$2.66,$2.99,78.13%
951,2018-02-25,$1.50,$2.13,$3.03,$2.75,$2.74,77.50%
964,2018-02-18,$1.63,$2.29,$2.91,$1.89,$3.11,56.44%
977,2018-02-11,$1.75,$2.49,$2.87,$3.62,$2.99,71.00%
989,2018-02-04,$1.81,$3.12,$3.24,$3.37,$3.12,77.49%
1001,2018-01-28,$1.75,$3.15,$3.82,$2.99,$3.86,97.43%
1014,2018-01-21,$2.00,$2.66,$3.37,$3.99,$4.11,76.63%
1026,2018-01-14,$2.00,$2.99,$3.12,$2.62,$4.11,60.50%
1038,2018-01-07,$2.06,$3.49,$2.61,$2.69,$3.99,55.10%
1051,2017-12-31,$2.00,$3.22,$2.49,$3.74,$3.99,68.00%
1062,2017-12-24,$1.81,$3.61,$2.33,$3.74,$3.12,76.80%
1075,2017-12-17,$1.88,$3.65,$3.29,$3.99,$4.54,105.72%
1087,2017-12-10,$1.69,$3.84,$3.62,$3.99,$4.74,139.50%
1100,2017-12-03,$1.75,$3.86,$3.99,$4.49,$4.82,145.14%
1113,2017-11-26,$1.63,$3.29,$3.65,$4.49,$4.24,140.34%
1126,2017-11-19,$2.33,$3.41,$3.65,$4.49,$4.49,72.10%
1139,2017-11-12,$2.92,$3.24,$3.24,$3.74,$3.11,14.13%
1154,2017-11-05,$1.83,$2.99,$3.49,$3.49,$3.11,78.69%
1169,2017-10-29,$1.46,$2.83,$2.74,$2.62,$3.36,97.77%
1184,2017-10-22,$1.10,$2.74,$2.74,$2.62,$3.36,160.45%
1200,2017-10-15,$1.13,$2.66,$2.99,$2.25,$3.61,154.65%
1215,2017-10-08,$1.02,$2.64,$3.36,$2.99,$3.34,202.21%
1230,2017-10-01,$1.13,$2.59,$2.62,$3.49,$3.71,174.56%
1246,2017-09-24,$1.29,$2.49,$2.49,$3.37,$3.55,130.62%
1264,2017-09-17,$1.29,$2.62,$2.37,$2.86,$3.82,126.16%
1284,2017-09-10,$1.38,$2.59,$2.41,$2.99,$3.41,106.52%
1304,2017-09-03,$1.28,$2.38,$2.29,$2.12,$3.66,104.10%
1323,2017-08-27,$1.22,$2.57,$2.36,$2.37,$3.24,115.98%
1342,2017-08-20,$1.16,$2.57,$2.41,$2.87,$3.11,136.21%
1361,2017-08-13,$0.97,$2.67,$3.00,$2.49,$2.74,180.93%
1381,2017-08-06,$0.91,$2.58,$2.31,$2.74,$2.62,181.59%
1399,2017-07-30,$0.84,$2.24,$2.24,$2.87,$2.49,192.86%
1419,2017-07-23,$0.72,$2.47,$1.99,$2.75,$3.24,262.85%
1439,2017-07-16,$0.72,$2.55,$2.87,$2.37,$2.82,268.40%
1459,2017-07-09,$0.78,$2.82,$2.32,$2.99,$2.59,243.59%
1479,2017-07-02,$1.09,$2.65,$1.72,$2.50,$2.32,110.78%
1499,2017-06-25,$1.16,$2.74,$2.32,$2.62,$2.75,124.78%
1518,2017-06-18,$1.22,$2.20,$1.55,$2.49,$3.09,91.19%
1536,2017-06-11,$1.09,$2.20,$1.98,$2.49,$3.06,123.17%
1555,2017-06-04,$1.22,$2.26,$1.99,$1.99,$2.31,75.20%
1571,2017-05-28,$1.00,$2.66,$2.24,$2.50,$2.86,156.50%
1587,2017-05-21,$1.09,$1.98,$1.83,$2.68,$2.86,114.45%
1603,2017-05-14,$0.94,$2.66,$1.81,$2.43,$3.06,164.89%
1616,2017-05-07,$0.96,$2.31,$1.81,$2.37,$2.86,143.49%
1632,2017-04-30,$0.83,$2.74,$2.25,$2.25,$2.81,202.71%
1644,2017-04-23,$0.94,$2.43,$2.11,$2.74,$3.49,186.44%
1657,2017-04-16,$1.00,$2.99,$2.24,$2.25,$3.24,168.00%
1670,2017-04-09,$1.15,$2.49,$2.50,$2.87,$3.61,149.35%
1682,2017-04-02,$1.69,$2.99,$2.61,$1.87,$3.32,59.62%
1696,2017-03-26,$1.69,$2.74,$2.66,$2.87,$2.86,64.64%
1708,2017-03-19,$1.59,$2.74,$2.66,$2.87,$2.86,75.00%
1720,2017-03-12,$1.75,$2.57,$2.57,$3.24,$2.87,60.71%
1731,2017-03-05,$1.88,$2.49,$2.07,$3.21,$2.61,38.03%
1753,2017-02-19,$1.75,$1.99,$2.37,$2.22,$2.99,36.71%
1764,2017-02-12,$1.88,$2.74,$2.55,$3.24,$3.00,53.32%
1775,2017-02-05,$2.13,$2.74,$2.54,$3.62,$2.99,39.55%
1786,2017-01-29,$2.13,$2.99,$3.12,$3.49,$3.74,56.57%
1797,2017-01-22,$2.13,$3.32,$2.74,$3.49,$2.87,45.77%
1808,2017-01-15,$2.00,$2.99,$2.39,$2.50,$3.99,48.38%
1819,2017-01-08,$1.75,$3.24,$2.41,$3.62,$2.99,75.14%
1830,2017-01-01,$1.75,$3.49,$2.87,$3.99,$3.24,94.14%
1841,2016-12-25,$1.75,$3.00,$2.99,$3.74,$2.99,81.71%
1854,2016-12-18,$1.69,$3.82,$3.00,$2.99,$3.61,98.52%
1870,2016-12-11,$2.19,$3.86,$3.49,$4.24,$4.49,83.56%
1880,2016-12-04,$1.69,$3.82,$4.61,$4.49,$4.15,152.51%
1893,2016-11-27,$2.63,$4.66,$4.61,$4.62,$5.49,84.22%
1907,2016-11-20,$2.50,$4.66,$4.61,$4.62,$5.49,93.80%
1920,2016-11-13,$2.63,$4.66,$4.75,$4.87,$5.24,85.55%
1934,2016-11-06,$3.00,$4.49,$3.99,$4.62,$5.49,54.92%
1962,2016-10-30,$3.00,$3.16,$4.00,$3.99,$4.99,34.50%
1964,2016-10-23,$0.40,$2.62,$2.64,$3.37,$3.65,667.50%
1979,2016-10-16,$1.15,$2.69,$2.32,$2.87,$4.32,165.22%
1993,2016-10-09,$1.00,$2.62,$2.37,$2.87,$3.24,177.50%
2007,2016-10-02,$1.19,$2.74,$2.49,$2.18,$2.99,118.49%
2020,2016-09-25,$1.00,$2.37,$1.79,$2.04,$3.11,132.75%
2033,2016-09-18,$0.88,$2.37,$2.41,$2.62,$3.49,209.38%
2046,2016-09-11,$0.88,$2.37,$1.98,$2.99,$3.32,202.84%
2060,2016-09-04,$0.88,$2.50,$2.49,$2.87,$3.61,225.85%
2075,2016-08-28,$1.00,$2.62,$2.24,$2.87,$3.61,183.50%
2093,2016-08-21,$1.31,$2.57,$2.24,$2.50,$3.61,108.40%
2108,2016-08-14,$1.44,$2.69,$2.59,$2.62,$3.49,97.74%
2126,2016-08-07,$1.31,$2.87,$2.24,$2.87,$3.34,116.03%
2142,2016-07-31,$1.13,$2.83,$2.36,$2.62,$3.49,150.00%
2160,2016-07-24,$1.16,$2.74,$2.36,$2.50,$2.74,122.84%
2177,2016-07-17,$1.13,$1.91,$1.94,$2.31,$2.86,99.56%
2190,2016-07-10,$1.00,$2.49,$1.94,$2.37,$2.74,138.50%
2206,2016-07-03,$0.97,$2.50,$1.94,$2.43,$2.99,154.12%
2221,2016-06-26,$0.97,$2.75,$2.69,$2.87,$2.61,181.44%
2239,2016-06-19,$1.19,$2.62,$2.94,$1.81,$3.11,120.17%
2253,2016-06-12,$1.09,$2.62,$2.32,$2.50,$2.99,139.22%
2269,2016-06-05,$1.16,$2.62,$1.94,$2.62,$2.61,110.99%
2286,2016-05-29,$1.19,$2.24,$2.12,$2.62,$2.74,104.20%
2301,2016-05-22,$1.13,$2.50,$1.99,$3.00,$2.49,120.80%
2316,2016-05-15,$1.04,$3.24,$2.36,$2.87,$2.95,174.52%
2331,2016-05-08,$1.00,$2.69,$2.41,$2.87,$3.61,189.50%
2345,2016-05-01,$1.42,$2.88,$2.36,$2.74,$2.49,84.33%
2358,2016-04-24,$1.69,$2.87,$2.31,$2.50,$4.32,77.51%
2371,2016-04-17,$1.65,$2.59,$2.23,$2.49,$3.11,57.88%
2385,2016-04-10,$1.42,$2.52,$2.36,$2.61,$3.61,95.42%
2398,2016-04-03,$1.33,$2.84,$2.74,$3.25,$3.11,124.44%
2412,2016-03-27,$1.25,$3.06,$2.37,$2.62,$2.82,117.40%
2427,2016-03-20,$1.25,$2.36,$2.25,$2.25,$2.81,93.40%
2446,2016-03-13,$1.38,$2.36,$1.87,$2.69,$3.19,83.15%
2456,2016-03-06,$1.09,$1.99,$2.29,$2.87,$2.87,129.82%
2465,2016-02-28,$1.00,$2.52,$2.62,$3.37,$2.99,187.50%
2488,2016-02-21,$1.75,$3.12,$2.62,$2.61,$2.99,62.00%
2498,2016-02-14,$2.00,$3.62,$3.87,$3.27,$4.12,86.00%
2509,2016-02-07,$2.75,$3.49,$3.24,$4.49,$5.11,48.45%
2519,2016-01-31,$3.00,$3.93,$3.62,$4.74,$4.86,42.92%
2530,2016-01-24,$2.88,$3.96,$3.83,$4.49,$4.86,48.78%
2552,2016-01-17,$2.75,$3.15,$3.24,$3.32,$4.99,33.64%
2563,2016-01-10,$2.63,$3.36,$2.99,$4.16,$3.99,37.83%
2573,2016-01-03,$2.63,$2.99,$3.12,$4.12,$3.99,35.17%
2584,2015-12-27,$2.63,$3.36,$3.74,$4.49,$3.61,44.49%
2594,2015-12-20,$2.63,$3.37,$3.99,$4.99,$4.36,58.84%
2605,2015-12-13,$2.06,$3.86,$4.12,$4.99,$4.37,110.44%
2617,2015-12-06,$2.06,$4.49,$4.99,$4.99,$5.11,137.62%
2627,2015-11-29,$3.38,$4.99,$5.74,$4.99,$4.49,49.48%
2648,2015-11-22,$3.75,$5.32,$5.49,$4.99,$5.66,43.07%
2660,2015-11-15,$3.75,$4.49,$4.99,$4.99,$5.49,33.07%
2672,2015-11-08,$3.00,$3.74,$3.42,$4.24,$4.99,36.58%
2680,2015-11-01,$2.56,$3.99,$3.26,$3.99,$4.66,55.27%
2703,2015-10-25,$2.17,$3.31,$2.99,$3.74,$4.66,69.35%
2715,2015-10-18,$1.88,$3.24,$2.92,$3.12,$3.81,74.07%
2722,2015-10-11,$1.79,$3.11,$2.57,$3.62,$3.99,85.61%
2745,2015-10-04,$1.67,$2.99,$2.57,$3.37,$3.49,85.93%
2756,2015-09-27,$1.42,$3.36,$3.49,$3.24,$3.99,147.89%
2780,2015-09-20,$1.13,$3.36,$2.83,$3.37,$3.99,199.78%
2788,2015-09-13,$1.25,$2.86,$2.49,$3.74,$3.99,161.60%
2813,2015-09-06,$1.31,$3.24,$2.82,$3.62,$4.24,165.65%
2835,2015-08-30,$1.31,$3.41,$2.94,$3.37,$4.49,171.18%
2848,2015-08-23,$1.56,$3.16,$3.07,$3.74,$4.49,131.73%
2879,2015-08-16,$1.88,$2.92,$2.52,$3.49,$3.99,71.81%
2882,2015-08-09,$1.81,$2.74,$2.15,$3.24,$3.99,67.40%
2905,2015-08-02,$1.38,$2.49,$1.93,$2.87,$3.87,102.17%
2929,2015-07-19,$1.06,$2.11,$2.16,$2.43,$2.74,122.64%
2947,2015-07-12,$1.00,$2.44,$2.25,$2.62,$3.24,163.75%
2957,2015-07-05,$1.00,$2.32,$2.19,$2.87,$3.24,165.50%
2981,2015-06-28,$1.00,$2.24,$2.22,$2.75,$3.12,158.25%
3005,2015-06-21,$1.09,$2.44,$1.92,$2.36,$2.99,122.71%
3027,2015-06-14,$1.06,$2.32,$2.04,$2.62,$3.24,141.04%
3032,2015-06-07,$1.13,$2.32,$2.17,$3.24,$2.74,131.64%
3049,2015-05-31,$1.03,$2.49,$1.99,$2.25,$2.99,135.92%
3079,2015-05-24,$0.91,$2.57,$2.29,$2.50,$3.37,194.78%
3086,2015-05-17,$0.92,$2.50,$1.79,$2.75,$3.74,192.93%
3109,2015-05-10,$1.50,$3.52,$1.64,$3.24,$3.74,102.33%
3120,2015-05-03,$1.50,$2.82,$1.82,$2.87,$2.62,68.83%
3128,2015-04-26,$1.58,$2.29,$2.05,$2.62,$2.37,47.63%
3148,2015-04-19,$1.48,$2.22,$2.05,$1.75,$2.87,50.17%
3161,2015-04-12,$1.21,$2.62,$2.12,$2.87,$2.87,116.53%
3173,2015-04-05,$1.19,$2.86,$2.00,$2.12,$2.37,96.43%
3181,2015-03-29,$1.13,$2.32,$1.62,$2.12,$2.75,94.91%
3205,2015-03-22,$0.96,$2.04,$2.07,$2.50,$2.74,143.49%
3214,2015-03-15,$0.81,$2.04,$2.32,$2.62,$3.24,215.43%
3225,2015-03-08,$1.00,$2.23,$2.32,$2.37,$2.87,144.75%
3234,2015-03-01,$1.06,$2.49,$1.99,$2.75,$2.62,132.31%
3249,2015-02-22,$1.13,$2.57,$2.32,$2.34,$3.24,131.64%
3268,2015-02-15,$1.13,$2.69,$2.49,$2.12,$2.99,127.65%
3278,2015-02-08,$1.75,$2.87,$2.09,$2.37,$2.99,47.43%
3289,2015-02-01,$1.88,$2.69,$2.49,$3.24,$3.99,65.03%
3310,2015-01-25,$1.75,$2.69,$2.49,$3.12,$3.24,64.86%
3320,2015-01-18,$1.75,$2.99,$2.97,$2.84,$3.12,70.29%
3331,2015-01-11,$1.75,$2.74,$2.74,$2.75,$3.37,65.71%
3341,2015-01-04,$1.38,$3.24,$3.79,$3.74,$3.32,155.25%
3349,2014-12-28,$1.38,$3.49,$4.09,$4.24,$4.74,200.00%
3363,2014-12-21,$3.13,$4.24,$4.96,$4.49,$5.49,53.19%
3373,2014-12-14,$3.50,$4.11,$4.84,$4.99,$6.49,45.93%
3396,2014-12-07,$3.31,$4.21,$4.59,$4.99,$6.32,51.89%
3405,2014-11-30,$3.25,$4.22,$4.49,$4.49,$6.49,51.46%
3417,2014-11-23,$3.13,$3.99,$3.74,$4.24,$6.32,46.09%
3429,2014-11-16,$3.00,$3.87,$3.74,$3.99,$5.74,44.50%
3449,2014-11-09,$2.63,$4.16,$3.49,$3.37,$5.99,61.69%
3462,2014-11-02,$2.00,$3.74,$3.47,$3.99,$5.24,105.50%
3470,2014-10-26,$1.50,$3.56,$3.49,$3.74,$5.24,167.17%
3492,2014-10-19,$1.66,$3.74,$3.24,$3.62,$4.99,134.79%
3502,2014-10-12,$1.63,$3.49,$3.56,$3.49,$4.99,138.19%
3512,2014-10-05,$1.88,$3.64,$3.19,$3.62,$4.99,105.32%
3524,2014-09-28,$1.71,$3.64,$3.32,$3.99,$5.32,137.87%
3532,2014-09-21,$1.94,$3.59,$3.14,$3.99,$5.32,106.70%
3548,2014-09-17,$2.28,$3.24,$2.74,$3.49,$5.24,61.29%
3580,2014-08-31,$1.88,$2.72,$2.34,$3.49,$4.66,75.66%
3586,2014-08-24,$1.75,$3.01,$2.62,$2.87,$3.37,69.57%
3619,2014-08-17,$1.31,$2.36,$0.00,$0.00,$0.00,-54.96%
3627,2014-08-17,$1.31,$2.36,$2.57,$3.12,$2.49,101.15%
3640,2014-08-10,$1.16,$2.81,$2.29,$2.62,$2.96,130.17%
3664,2014-08-03,$0.91,$2.48,$1.87,$2.50,$3.24,177.20%
3680,2014-08-03,$0.91,$2.48,$1.87,$2.50,$3.24,177.20%
3703,2014-07-27,$0.91,$2.61,$2.37,$2.62,$3.24,197.80%
3725,2014-07-20,$0.94,$2.73,$2.67,$2.62,$2.99,192.82%
3731,2014-07-06,$1.09,$2.29,$2.75,$2.87,$2.37,135.78%
3755,2014-06-29,$1.13,$2.32,$2.32,$2.75,$3.24,135.18%
3779,2014-06-22,$1.16,$2.32,$2.62,$2.75,$2.62,122.20%
3801,2014-06-15,$1.16,$2.16,$2.79,$2.00,$3.36,122.20%
3807,2014-06-08,$1.03,$2.50,$2.09,$2.75,$2.99,150.73%
3832,2014-06-01,$0.88,$2.39,$2.17,$2.37,$2.49,167.61%
3854,2014-05-25,$0.88,$2.31,$2.07,$2.87,$2.99,190.91%
3858,2014-05-18,$1.13,$2.31,$2.63,$2.37,$3.15,131.42%
3884,2014-05-11,$1.19,$2.34,$2.29,$2.87,$2.12,102.10%
3905,2014-05-04,$1.27,$2.33,$1.86,$2.00,$1.75,56.30%
3914,2014-04-27,$1.27,$2.34,$2.25,$2.56,$2.86,97.05%
3923,2014-04-23,$1.24,$2.45,$2.26,$2.31,$3.74,116.94%
3946,2014-04-20,$1.00,$2.37,$2.62,$2.06,$2.37,135.50%
3957,2014-04-13,$1.24,$2.45,$2.26,$2.31,$3.74,116.94%
3964,2014-04-07,$1.25,$2.74,$2.64,$2.75,$2.49,112.40%
3989,2014-03-30,$0.83,$2.24,$2.77,$2.37,$3.36,223.49%
3999,2014-03-23,$0.96,$1.86,$2.57,$2.62,$3.11,164.58%
4010,2014-03-16,$1.25,$1.91,$2.09,$3.12,$2.99,102.20%
4030,2014-03-09,$1.10,$2.16,$2.19,$2.12,$2.49,103.64%
4041,2014-03-02,$1.25,$1.67,$1.91,$2.75,$2.87,84.00%
4052,2014-02-23,$1.13,$2.29,$3.19,$2.25,$2.62,128.98%
4060,2014-02-16,$1.13,$3.49,$2.87,$3.37,$3.49,192.48%
4072,2014-02-09,$1.50,$2.99,$2.62,$2.99,$3.49,101.50%
4082,2014-02-02,$2.00,$3.24,$2.99,$3.99,$3.37,69.88%
4104,2014-01-26,$2.00,$2.87,$3.43,$2.87,$3.37,56.75%
4115,2014-01-19,$2.25,$3.11,$3.49,$3.33,$4.24,57.44%
4125,2014-01-12,$2.38,$3.36,$2.75,$3.62,$3.24,36.24%
4136,2014-01-05,$2.38,$3.36,$2.75,$3.62,$3.24,36.24%
4148,2013-12-29,$2.38,$3.36,$3.44,$3.49,$3.99,50.00%
4156,2013-12-22,$2.38,$3.54,$4.24,$3.99,$4.99,76.05%
4180,2013-12-15,$2.88,$3.86,$3.87,$3.99,$4.66,42.19%
4190,2013-12-01,$2.38,$3.35,$3.62,$3.87,$4.74,63.66%
4201,2013-11-24,$2.13,$3.61,$3.49,$3.62,$4.74,81.46%
4213,2013-11-17,$2.54,$3.39,$3.62,$3.62,$4.74,51.28%
4235,2013-11-10,$1.92,$3.14,$3.37,$3.62,$4.74,93.62%
4246,2013-11-06,$1.40,$3.06,$3.49,$2.75,$4.11,139.46%
4254,2013-11-03,$1.83,$3.14,$3.37,$3.24,$4.11,89.34%
4278,2013-10-27,$1.40,$3.06,$3.49,$2.75,$4.11,139.46%
4285,2013-10-20,$1.42,$3.14,$3.32,$2.99,$4.11,138.73%
4295,2013-10-13,$1.46,$2.94,$3.32,$2.84,$3.99,124.14%
4306,2013-09-22,$1.38,$3.01,$3.24,$2.72,$4.74,148.37%
4329,2013-09-15,$1.41,$2.89,$3.24,$3.24,$4.24,141.31%
4340,2013-09-01,$1.56,$3.09,$2.50,$2.99,$4.32,106.73%
4363,2013-08-25,$1.44,$3.09,$2.41,$2.99,$4.37,123.26%
4373,2013-08-18,$1.38,$2.62,$2.38,$2.87,$3.24,101.27%
4396,2013-08-11,$1.22,$2.16,$2.66,$2.87,$3.74,134.22%
4418,2013-08-04,$1.03,$2.24,$2.66,$2.62,$2.99,155.10%
4425,2013-07-28,$0.88,$2.12,$2.62,$2.74,$2.99,197.44%
4451,2013-07-21,$0.91,$2.12,$2.25,$2.62,$2.99,174.18%
4465,2013-07-14,$0.88,$2.24,$2.32,$1.97,$2.96,169.60%
4479,2013-07-07,$0.97,$2.24,$2.29,$2.62,$2.71,154.12%
4504,2013-06-30,$1.09,$2.06,$2.22,$2.50,$2.74,118.35%
4509,2013-06-23,$1.13,$2.12,$1.99,$2.13,$2.61,95.80%
4534,2013-06-16,$1.06,$2.19,$2.49,$2.50,$2.86,136.79%
4558,2013-06-09,$1.00,$2.12,$2.33,$2.50,$2.32,131.75%
4565,2013-06-02,$0.97,$2.19,$2.16,$2.50,$2.99,153.61%
4585,2013-05-26,$0.97,$2.04,$2.62,$2.12,$2.61,142.01%
4609,2013-05-19,$1.13,$2.12,$2.25,$2.50,$2.99,118.14%
4617,2013-05-12,$1.19,$2.24,$2.38,$2.25,$2.74,101.89%
4639,2013-05-05,$1.02,$2.12,$2.29,$1.83,$2.15,105.64%
4650,2013-04-28,$0.77,$2.12,$2.29,$2.62,$2.74,217.21%
4658,2013-04-21,$0.83,$2.00,$1.99,$1.75,$2.74,155.42%
4682,2013-04-14,$0.79,$2.29,$2.08,$2.50,$2.74,204.11%
4693,2013-04-07,$0.80,$2.64,$1.95,$2.25,$2.54,193.13%
4702,2013-03-31,$0.81,$2.49,$2.49,$2.12,$2.62,200.00%
4724,2013-03-24,$1.00,$2.37,$2.37,$2.37,$2.37,137.00%
4734,2013-03-17,$1.50,$2.46,$3.16,$3.37,$3.24,103.83%
4745,2013-03-10,$1.69,$2.26,$3.16,$3.00,$3.12,70.71%
4755,2013-03-03,$1.69,$2.26,$2.31,$2.62,$2.74,46.89%
4764,2013-02-24,$1.66,$2.26,$2.74,$3.37,$2.74,67.32%
4787,2013-02-17,$1.63,$2.34,$2.83,$2.87,$3.24,73.01%
4797,2013-02-10,$1.50,$2.34,$2.38,$3.16,$2.24,68.67%
4808,2013-02-03,$1.50,$2.49,$2.55,$2.62,$2.49,69.17%
4819,2013-01-27,$1.38,$2.87,$2.91,$1.97,$2.75,90.22%
4829,2013-01-20,$0.94,$2.87,$2.13,$2.99,$2.75,185.64%
4840,2013-01-13,$1.50,$2.88,$2.50,$2.99,$3.37,95.67%
4851,2013-01-06,$1.75,$2.96,$2.57,$3.00,$3.62,73.57%
4860,2012-12-30,$2.13,$3.21,$3.44,$3.62,$3.74,64.44%
4883,2012-12-23,$2.63,$3.66,$3.44,$4.12,$5.24,56.46%
4893,2012-12-16,$2.88,$3.74,$3.43,$3.99,$5.24,42.36%
4905,2012-12-09,$2.88,$4.09,$3.92,$3.99,$5.49,51.82%
4916,2012-12-02,$2.81,$3.74,$3.66,$3.74,$5.32,46.44%
4925,2012-11-25,$2.50,$4.24,$3.57,$3.99,$5.24,70.40%
4947,2012-11-18,$2.38,$3.29,$3.09,$3.74,$5.66,65.76%
4959,2012-11-11,$2.08,$3.11,$3.26,$3.32,$4.74,73.44%
4967,2012-11-04,$1.75,$3.07,$3.12,$3.37,$4.24,97.14%
4990,2012-10-28,$1.58,$2.82,$3.19,$2.87,$3.99,103.64%
5000,2012-10-21,$1.46,$2.82,$3.07,$2.62,$3.87,111.99%
5022,2012-10-14,$1.29,$2.79,$2.99,$2.62,$3.87,137.79%
5033,2012-10-07,$1.29,$2.82,$2.94,$2.25,$4.24,137.40%
5043,2012-09-30,$1.23,$2.82,$2.92,$2.30,$4.24,149.59%
5062,2012-09-23,$1.25,$2.77,$2.56,$2.42,$3.74,129.80%
5074,2012-09-16,$1.25,$2.77,$2.93,$2.35,$3.62,133.40%
5098,2012-09-09,$1.19,$2.89,$2.49,$2.67,$3.62,145.17%
5118,2012-09-02,$1.06,$2.72,$2.49,$2.62,$3.24,161.08%
5126,2012-08-26,$1.03,$2.61,$2.74,$2.62,$3.49,178.16%
5151,2012-08-19,$1.03,$2.47,$2.36,$2.57,$3.87,173.54%
5164,2012-08-12,$1.16,$2.27,$2.62,$2.49,$3.82,141.38%
5195,2012-08-12,$1.16,$2.27,$2.62,$2.49,$3.82,141.38%
