,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
5599,2012-02-26,$0.28,$2.34,$1.97,$1.52,$1.76,577.68%
5607,2012-02-19,$0.28,$2.14,$1.97,$1.36,$1.26,500.89%
5618,2012-02-12,$0.28,$2.42,$1.72,$1.52,$2.33,613.39%
5629,2012-02-05,$0.29,$2.36,$1.74,$1.15,$2.12,535.34%
5650,2012-01-29,$0.29,$2.32,$2.14,$1.57,$2.25,613.79%
5661,2012-01-22,$0.35,$2.27,$1.69,$1.26,$2.12,424.29%
5672,2012-01-15,$0.36,$2.19,$1.74,$1.22,$1.83,384.72%
5682,2012-01-08,$0.33,$2.07,$1.74,$1.59,$2.16,472.73%
5692,2012-01-01,$0.40,$2.42,$1.84,$1.59,$2.29,408.75%
5702,2011-12-25,$0.48,$2.36,$1.56,$1.66,$2.29,309.90%
5725,2011-12-18,$0.65,$2.32,$1.36,$1.29,$2.45,185.38%
5734,2011-12-11,$1.05,$2.29,$1.89,$1.35,$2.45,90.00%
5745,2011-12-04,$0.69,$2.36,$1.99,$1.42,$2.16,187.32%
5766,2011-11-27,$0.42,$2.42,$1.99,$1.49,$1.83,360.12%
5775,2011-11-20,$0.57,$2.26,$1.40,$1.49,$2.49,235.09%
5785,2011-11-13,$0.93,$2.32,$1.49,$1.39,$1.99,93.28%
