,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2855,2015-08-23,$0.30,$0.94,$0.90,$0.99,$1.22,237.50%
2872,2015-08-16,$0.30,$0.94,$0.90,$0.99,$1.42,254.17%
2895,2015-08-09,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2918,2015-08-02,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2924,2015-07-19,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2954,2015-07-12,$0.30,$0.95,$0.91,$0.99,$1.22,239.17%
2969,2015-07-05,$0.30,$0.97,$0.92,$0.99,$1.22,241.67%
2993,2015-06-28,$0.30,$0.92,$0.92,$0.99,$1.22,237.50%
2998,2015-06-21,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3022,2015-06-14,$0.30,$0.92,$0.91,$0.99,$1.22,236.67%
3045,2015-06-07,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3052,2015-05-31,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3078,2015-05-24,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3087,2015-05-17,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3110,2015-05-10,$0.30,$0.97,$0.90,$0.99,$1.22,240.00%
3121,2015-05-03,$0.30,$0.90,$0.90,$0.99,$1.22,234.17%
3130,2015-04-26,$0.30,$0.92,$0.90,$0.99,$1.34,245.83%
3149,2015-04-19,$0.30,$0.92,$0.90,$0.99,$1.34,245.83%
3163,2015-04-12,$0.30,$0.92,$0.90,$0.99,$1.22,235.83%
3175,2015-04-05,$0.30,$0.95,$0.90,$0.99,$1.22,238.33%
3183,2015-03-29,$0.30,$0.95,$0.90,$0.99,$1.22,238.33%
3207,2015-03-22,$0.30,$0.95,$0.90,$0.99,$1.42,255.00%
3216,2015-03-15,$0.30,$0.95,$0.80,$0.99,$1.22,230.00%
3227,2015-03-08,$0.30,$0.95,$0.80,$0.99,$1.22,230.00%
3236,2015-03-01,$0.31,$0.95,$0.90,$0.99,$1.22,227.42%
3259,2015-02-22,$0.31,$0.97,$0.90,$0.99,$1.22,229.03%
3270,2015-02-15,$0.31,$0.97,$0.95,$0.99,$1.22,233.06%
3280,2015-02-08,$0.31,$0.97,$0.90,$0.97,$1.22,227.42%
3291,2015-02-01,$0.32,$0.95,$1.07,$0.97,$1.22,228.91%
3299,2015-01-25,$0.32,$0.95,$0.85,$0.97,$1.22,211.72%
3322,2015-01-18,$0.32,$0.95,$1.10,$0.99,$1.22,232.81%
3333,2015-01-11,$0.32,$0.89,$0.85,$0.96,$1.22,206.25%
3343,2015-01-04,$0.32,$0.96,$0.90,$0.96,$1.22,215.63%
3354,2014-12-28,$0.32,$0.95,$0.85,$0.96,$1.22,210.94%
3365,2014-12-21,$0.32,$0.95,$0.85,$0.96,$1.22,210.94%
3374,2014-12-14,$0.31,$0.95,$0.85,$0.94,$1.22,219.35%
3397,2014-12-07,$0.31,$0.95,$0.85,$0.96,$1.22,220.97%
3407,2014-11-30,$0.31,$0.92,$0.89,$0.96,$1.22,221.77%
3418,2014-11-23,$0.31,$0.92,$0.85,$0.96,$1.22,218.55%
3430,2014-11-16,$0.32,$0.92,$0.82,$0.96,$1.22,206.25%
3448,2014-11-09,$0.28,$0.92,$0.85,$0.96,$1.22,252.68%
3461,2014-11-02,$0.28,$0.92,$0.85,$0.96,$1.22,252.68%
3471,2014-10-26,$0.28,$0.92,$0.89,$0.96,$1.22,256.25%
3481,2014-10-19,$0.27,$0.92,$0.85,$0.96,$1.22,265.74%
3504,2014-10-12,$0.27,$0.92,$0.85,$0.96,$1.22,265.74%
3514,2014-10-05,$0.27,$0.92,$1.09,$0.96,$1.22,287.96%
3526,2014-09-28,$0.27,$0.89,$0.89,$0.96,$1.14,259.26%
3546,2014-09-21,$0.26,$0.89,$0.86,$0.96,$1.09,265.38%
3557,2014-09-17,$0.26,$0.91,$0.89,$0.96,$1.02,263.46%
3577,2014-08-31,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3585,2014-08-24,$0.26,$0.91,$0.89,$0.96,$1.02,263.46%
3610,2014-08-17,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3629,2014-08-17,$0.26,$0.91,$0.89,$0.00,$0.00,73.08%
3650,2014-08-10,$0.26,$0.96,$0.89,$0.96,$1.07,273.08%
3657,2014-08-03,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3666,2014-08-10,$0.26,$0.96,$0.89,$0.96,$1.07,273.08%
3673,2014-08-03,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3698,2014-07-27,$0.25,$0.91,$0.87,$0.96,$1.07,281.00%
3720,2014-07-20,$0.25,$0.91,$0.87,$0.96,$1.07,281.00%
3743,2014-07-06,$0.25,$0.91,$0.87,$0.96,$1.07,281.00%
3750,2014-06-29,$0.25,$0.91,$0.87,$0.96,$1.09,283.00%
3774,2014-06-22,$0.25,$0.91,$0.87,$0.96,$1.14,288.00%
3796,2014-06-15,$0.24,$0.91,$0.87,$0.96,$1.07,296.88%
3802,2014-06-08,$0.24,$0.91,$0.87,$0.96,$1.07,296.88%
3825,2014-06-01,$0.28,$0.89,$0.87,$0.94,$1.07,236.61%
3849,2014-05-25,$0.28,$0.91,$0.87,$0.96,$1.07,240.18%
3874,2014-05-18,$0.28,$0.91,$0.87,$0.96,$1.07,240.18%
3885,2014-05-11,$0.28,$0.91,$0.87,$0.96,$1.37,266.96%
3906,2014-05-04,$0.28,$0.91,$0.87,$0.96,$1.37,266.96%
3916,2014-04-27,$0.28,$0.91,$0.87,$0.96,$1.44,273.21%
3925,2014-04-23,$0.30,$0.91,$0.87,$0.94,$1.36,240.00%
3948,2014-04-20,$0.30,$0.91,$0.87,$0.96,$1.44,248.33%
3959,2014-04-13,$0.30,$0.91,$0.87,$0.94,$1.36,240.00%
3969,2014-04-07,$0.30,$0.92,$0.87,$0.96,$1.44,249.17%
3977,2014-03-30,$0.28,$0.91,$0.79,$0.96,$1.36,258.93%
4001,2014-03-23,$0.27,$0.90,$0.85,$0.96,$1.32,273.15%
4012,2014-03-16,$0.27,$0.91,$0.87,$0.96,$1.36,279.63%
4019,2014-03-09,$0.29,$0.92,$0.87,$0.96,$1.44,261.21%
4043,2014-03-02,$0.30,$0.97,$0.87,$0.96,$1.44,253.33%
4054,2014-02-23,$0.30,$0.91,$0.87,$0.96,$1.44,248.33%
4068,2014-02-16,$0.30,$0.96,$0.87,$0.96,$1.24,235.83%
4074,2014-02-09,$0.30,$0.96,$0.81,$0.96,$1.24,230.83%
4084,2014-02-02,$0.30,$0.91,$0.81,$0.96,$1.41,240.83%
4094,2014-01-26,$0.30,$0.92,$0.87,$0.96,$1.24,232.50%
4117,2014-01-19,$0.30,$0.91,$0.87,$0.96,$1.24,231.67%
4127,2014-01-12,$0.30,$0.96,$0.84,$0.96,$1.24,233.33%
4138,2014-01-05,$0.30,$0.96,$0.84,$0.96,$1.24,233.33%
4149,2013-12-29,$0.30,$0.91,$0.89,$0.94,$1.24,231.67%
4157,2013-12-22,$0.29,$0.91,$0.89,$0.94,$1.44,260.34%
4168,2013-12-15,$0.30,$0.91,$0.89,$0.96,$1.57,260.83%
4191,2013-12-01,$0.30,$0.91,$0.89,$0.96,$1.44,250.00%
4202,2013-11-24,$0.30,$0.91,$0.89,$0.96,$1.44,250.00%
4214,2013-11-17,$0.30,$0.91,$0.96,$0.96,$1.44,255.83%
4234,2013-11-10,$0.30,$0.91,$0.89,$0.94,$1.47,250.83%
4245,2013-11-06,$0.29,$0.91,$0.89,$0.96,$1.44,262.07%
4253,2013-11-03,$0.29,$0.91,$0.87,$0.96,$1.44,260.34%
4277,2013-10-27,$0.29,$0.91,$0.89,$0.96,$1.44,262.07%
4287,2013-10-20,$0.30,$0.96,$0.89,$0.96,$1.44,254.17%
4298,2013-10-13,$0.30,$0.95,$0.89,$0.96,$1.64,270.00%
4309,2013-09-22,$0.30,$0.92,$0.87,$0.96,$1.44,249.17%
4332,2013-09-15,$0.30,$0.91,$0.87,$0.96,$1.39,244.17%
4343,2013-09-01,$0.30,$0.91,$0.87,$0.96,$1.42,246.67%
4360,2013-08-25,$0.30,$0.91,$0.84,$0.96,$1.39,241.67%
4370,2013-08-18,$0.30,$0.94,$0.87,$0.96,$1.44,250.83%
4393,2013-08-11,$0.16,$0.94,$0.84,$0.96,$1.44,553.13%
4415,2013-08-04,$0.30,$0.99,$0.84,$1.06,$1.44,260.83%
4422,2013-07-28,$0.30,$0.89,$0.92,$1.06,$1.59,271.67%
4446,2013-07-21,$0.30,$0.89,$0.84,$0.92,$1.44,240.83%
4471,2013-07-14,$0.30,$0.89,$0.92,$0.92,$1.59,260.00%
4476,2013-07-07,$0.30,$0.89,$0.92,$0.92,$1.39,243.33%
4501,2013-06-30,$0.30,$0.92,$0.92,$0.92,$1.44,250.00%
4522,2013-06-23,$0.29,$1.42,$0.92,$0.79,$1.44,293.97%
4527,2013-06-16,$0.29,$0.91,$0.92,$0.84,$1.44,254.31%
4551,2013-06-09,$0.30,$0.91,$0.92,$0.84,$1.44,242.50%
4576,2013-06-02,$0.30,$0.91,$0.92,$0.84,$1.44,242.50%
4584,2013-05-26,$0.30,$0.91,$0.94,$0.84,$1.44,244.17%
4608,2013-05-19,$0.30,$0.91,$0.92,$0.84,$1.44,242.50%
4619,2013-05-12,$0.30,$0.91,$0.92,$0.84,$1.27,228.33%
4641,2013-05-05,$0.30,$0.91,$0.92,$0.84,$1.52,249.17%
4652,2013-04-28,$0.53,$0.91,$0.92,$0.84,$1.32,88.21%
4668,2013-04-21,$0.30,$0.89,$0.92,$0.84,$1.44,240.83%
4684,2013-04-14,$0.30,$0.89,$0.84,$0.82,$1.52,239.17%
4695,2013-04-07,$0.30,$0.89,$0.92,$0.87,$1.32,233.33%
4704,2013-03-31,$0.31,$0.89,$0.92,$0.82,$1.37,222.58%
4713,2013-03-24,$0.31,$0.89,$0.92,$0.87,$1.32,222.58%
4736,2013-03-17,$0.31,$0.91,$0.92,$0.87,$1.32,224.19%
4747,2013-03-10,$0.31,$0.92,$0.92,$0.87,$1.32,225.00%
4757,2013-03-03,$0.31,$0.89,$0.92,$0.87,$1.16,209.68%
4768,2013-02-24,$0.31,$0.89,$0.92,$0.87,$1.32,222.58%
4777,2013-02-17,$0.29,$0.89,$0.92,$0.82,$1.37,244.83%
4799,2013-02-10,$0.29,$0.89,$0.92,$0.82,$1.32,240.52%
4810,2013-02-03,$0.29,$0.89,$0.89,$0.87,$1.32,242.24%
4821,2013-01-27,$0.29,$0.89,$0.94,$1.19,$1.49,288.79%
4831,2013-01-20,$0.29,$0.89,$0.86,$1.12,$1.49,275.86%
4842,2013-01-13,$0.27,$0.89,$0.89,$0.94,$1.32,274.07%
4853,2013-01-06,$0.27,$0.89,$0.94,$0.92,$1.37,281.48%
4868,2012-12-30,$0.27,$0.89,$1.07,$0.84,$1.32,281.48%
4873,2012-12-23,$0.27,$0.89,$0.89,$0.84,$1.32,264.81%
4895,2012-12-16,$0.27,$0.86,$0.81,$0.92,$1.32,262.04%
4906,2012-12-09,$0.27,$0.86,$0.89,$0.92,$1.32,269.44%
4917,2012-12-02,$0.27,$0.91,$0.82,$0.84,$1.32,260.19%
4926,2012-11-25,$0.27,$0.91,$0.84,$0.92,$1.32,269.44%
4948,2012-11-18,$0.27,$0.91,$0.84,$0.92,$1.32,269.44%
4958,2012-11-11,$0.26,$0.91,$0.84,$0.92,$1.22,274.04%
4968,2012-11-04,$0.26,$0.92,$0.84,$0.92,$1.24,276.92%
4991,2012-10-28,$0.26,$0.92,$0.84,$1.16,$1.19,295.19%
5003,2012-10-21,$0.26,$0.91,$0.84,$1.09,$1.22,290.38%
5011,2012-10-14,$0.26,$0.91,$0.84,$1.16,$1.22,297.12%
5036,2012-10-07,$0.26,$0.91,$0.84,$1.09,$1.22,290.38%
5044,2012-09-30,$0.26,$0.91,$0.71,$1.16,$1.22,284.62%
5070,2012-09-23,$0.26,$0.91,$0.84,$1.16,$1.32,306.73%
5073,2012-09-16,$0.26,$0.91,$0.84,$1.12,$1.19,290.38%
5095,2012-09-09,$0.25,$0.91,$0.84,$1.09,$1.22,306.00%
5119,2012-09-02,$0.25,$0.91,$0.81,$1.09,$1.42,323.00%
5125,2012-08-26,$0.26,$0.91,$0.89,$1.02,$1.22,288.46%
5150,2012-08-19,$0.26,$0.91,$0.89,$1.09,$1.22,295.19%
5184,2012-08-12,$0.26,$0.92,$0.89,$1.09,$1.34,307.69%
